,tf_list
YER053C,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YER109C; YEL009C; YNL199C; YOL108C; YKL032C; YER028C; YMR037C; YGL013C; YBL005W; YDL106C; YMR016C; YDR207C; YML007W; YOR140W; YOR162C; YFL031W; YFL021W; YDL020C; YDR253C; YNL103W; YPR065W; YGL071W; YOR032C; YOR363C; YMR043W; YNL216W; YHR084W; YER169W; YNL068C; YHR124W; YPR199C; YIR017C; YKL062W; YKL109W; YER111C; YPL038W; YLR256W; YGL162W; YMR182C; YGL035C; YLR182W; YDR096W; YNL167C; YCR106W; YER130C; YPL089C; YHR056C; YNL314W; YJR127C; YNL027W; YBL103C; YMR172W; YML076C
YJR013W,YOR028C; YPR104C; YIL131C; YEL009C; YOL108C; YKL032C; YGL013C; YBL005W; YLR403W; YML007W; YDL020C; YDR253C; YHR178W; YIR017C; YPL038W; YBR083W; YDR423C; YLR098C; YKR034W
YLR221C,YKR099W; YJR060W; YOR028C; YIL131C; YEL009C; YOL108C; YMR037C; YGL013C; YBL005W; YLR403W; YOR344C; YML007W; YFL021W; YDL020C; YDR253C; YPL177C; YPL248C; YOR032C; YOR363C; YKL015W; YDR392W; YHR178W; YBR240C; YMR043W; YNL216W; YDR123C; YNL068C; YHL027W; YIR017C; YKL062W; YIR033W; YJL127C; YPL038W; YLR256W; YFR034C
YOR160W,YJR060W; YIL036W; YEL009C; YMR037C; YGL013C; YBL005W; YML007W; YFL021W; YDL020C; YDR253C; YOR290C; YCR084C; YHL027W; YIR017C; YKL062W; YPL038W; YIR023W; YBR083W; YLR113W; YDR277C; YOR380W; YPL139C; YOL089C; YLR014C; YDR463W; YBR182C; YML081W
YGL211W,YKR099W; YJR060W; YIL036W; YEL009C; YKL032C; YGL013C; YBL005W; YML007W; YDL020C; YDR253C; YOR290C; YCR084C; YNL216W; YHR084W; YIR017C; YJL127C; YPL038W; YBR083W; YMR164C; YCR065W; YKL020C
YLR185W,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YER040W; YLR223C; YCL055W; YGL013C; YBL005W; YLR403W; YOR344C; YML007W; YPL075W; YDL020C; YDR253C; YPL254W; YCR084C; YLR131C; YDR421W; YPL177C; YPL248C; YOR032C; YOR363C; YKL015W; YPL133C; YKL038W; YDR392W; YHR178W; YDR146C; YBR240C; YHL009C; YOL028C; YKL112W; YNL216W; YHR084W; YNL068C; YKL043W; YIR017C; YIR033W; YJL127C; YIR018W; YER111C; YPL038W; YLR256W; YGL237C; YBR297W; YHR206W; YER045C; YOL116W; YKL020C
YHR185C,YKR099W; YOR028C; YPR104C; YIL131C; YEL009C; YOL108C; YMR037C; YBL005W; YDR207C; YML007W; YOR162C; YFL031W; YPR065W; YBR240C; YDR310C; YHR084W; YNL068C; YHR124W; YIR017C; YML027W; YPL038W; YDR259C; YBR083W; YMR021C; YLR183C
YBR026C,YKR099W; YJR060W; YIL036W; YPR104C; YEL009C; YGL073W; YKL032C; YMR037C; YHL020C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YOR162C; YFL021W; YDL020C; YJL056C; YGL071W; YDR310C; YHR084W; YGR249W; YIR017C; YIR033W; YPL038W; YDR216W; YAL051W; YDR477W; YNL167C; YDR277C; YKR064W; YER088C; YFR034C; YHR006W; YJR127C; YOR380W; YJL089W; YPL202C; YBR239C; YDR009W; YPR009W
YLR424W,YJR060W; YEL009C; YGL073W; YOL108C; YER028C; YGL013C; YBL005W; YLR403W; YML007W; YDL020C; YDR253C; YOR290C; YCR084C; YOR363C; YHR084W; YDR123C; YPR199C; YIR017C; YJL127C; YIR018W; YPL038W; YGL237C; YBR083W; YPR008W; YPL230W
YBR025C,YKR099W; YOR028C; YEL009C; YER040W; YGL073W; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YFL021W; YPL075W; YDL020C; YCR084C; YDR392W; YNL216W; YHR124W; YKL062W; YJL127C; YBR049C; YKL109W; YPL038W; YDR259C; YIL101C; YGL237C; YHR206W; YNL167C; YHR056C; YLR176C; YOR358W; YOR230W; YBL021C
YJR073C,YKR099W; YIL036W; YPR104C; YIL131C; YEL009C; YGL073W; YOL108C; YKL032C; YMR037C; YHL020C; YGL013C; YBL005W; YDR207C; YML007W; YOR162C; YFL031W; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YJL056C; YKL015W; YNL216W; YDR123C; YNL068C; YKL062W; YPL038W; YBR083W; YFR034C; YKL020C; YNL314W; YNL027W; YBL103C
YJL078C,YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YER109C; YEL009C; YGL073W; YKL032C; YCL055W; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YML007W; YOR140W; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YLR228C; YPL254W; YOR290C; YCR084C; YLR131C; YDR392W; YDR146C; YKL112W; YMR043W; YNL216W; YHR084W; YDR123C; YER169W; YNL068C; YGR249W; YKL043W; YHL027W; YHR124W; YIR017C; YKL062W; YDR451C; YML027W; YKL109W; YIR018W; YER111C; YPL038W; YLR256W; YDR216W; YDL056W; YIL101C; YGL237C; YGL035C; YBR083W; YAL051W; YDR096W; YHR206W; YGL096W; YJL110C; YDR520C; YGL209W; YHR006W; YLR176C; YPL202C; YDR043C; YDR463W; YBR066C
YLR075W,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YNL199C; YGL073W; YLR223C; YMR037C; YGL013C; YBL005W; YLR403W; YML007W; YOR162C; YPL075W; YDL020C; YDR253C; YNL103W; YPR065W; YOR290C; YCR084C; YKL015W; YOL028C; YMR043W; YNL216W; YHR084W; YER169W; YNL068C; YHR124W; YPR199C; YIR017C; YML027W; YIR033W; YJL127C; YBR049C; YPL038W; YDR259C; YGL035C; YIR023W; YMR164C; YHR206W; YJL110C; YER161C; YGL209W; YFR034C; YPL089C; YKL020C; YHR006W; YPL049C; YBL103C; YDL170W; YLR013W; YDR423C; YBR215W
YBR145W,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YER109C; YEL009C; YNL199C; YER040W; YGL073W; YLR223C; YOL108C; YKL032C; YCL055W; YER028C; YMR037C; YHL020C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YOR140W; YOR162C; YFL031W; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YPR065W; YLR228C; YJL056C; YGL071W; YPL254W; YOR290C; YCR084C; YLR131C; YDR421W; YPL177C; YPL248C; YOR032C; YOR363C; YKL015W; YPL133C; YKL038W; YDR392W; YHR178W; YDR146C; YBR240C; YHL009C; YOL028C; YKL112W; YMR043W; YNL216W; YDR310C; YHR084W; YDR123C; YER169W
YOR299W,YKR099W; YJR060W; YOR028C; YIL036W; YEL009C; YER040W; YGL073W; YKL032C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YML007W; YDL020C; YDR253C; YLR228C; YPL248C; YOR032C; YOR363C; YNL068C; YHR124W; YDR451C; YIR033W; YJL127C; YBR049C; YKL109W; YPL038W; YDR259C; YGL237C; YBR083W; YKL020C; YNL027W; YDR423C
YDL134C,YKR099W; YJR060W; YIL036W; YPR104C; YEL009C; YNL199C; YER040W; YGL013C; YBL005W; YLR403W; YDR207C; YML007W; YOR162C; YDL020C; YDR253C; YNL103W; YCR084C; YOR363C; YKL112W; YHR084W; YDR123C; YNL068C; YGR249W; YKL062W; YBR049C; YKL109W; YPL038W; YGR044C; YGL162W; YDR259C; YDR216W; YDL056W; YMR182C; YIL101C; YGL237C; YBR297W; YGL035C; YMR070W; YLR182W
YAL002W,YKR099W; YJR060W; YOR028C; YIL131C; YEL009C; YNL199C; YKL032C; YMR037C; YGL013C; YBL005W; YML007W; YOR162C; YFL021W; YDL020C; YCR084C; YNL216W; YHR084W; YNL068C; YIR017C; YKL062W; YPL038W; YDL056W; YBR083W; YKL020C
YJL186W,YKR099W; YJR060W; YIL131C; YEL009C; YNL199C; YOL108C; YKL032C; YER028C; YGL013C; YBL005W; YDR207C; YML007W; YFL021W; YDL020C; YDR253C; YHR178W; YKL112W; YHR084W; YDR123C; YPR199C; YIR017C; YER111C; YPL038W; YDL056W; YBR083W; YGL166W; YNL314W
YKR066C,YKR099W; YJR060W; YOR028C; YEL009C; YOL108C; YER028C; YMR037C; YGL013C; YBL005W; YML007W; YOR162C; YFL021W; YDL020C; YDR253C; YKL015W; YKL112W; YMR043W; YHL027W; YHR124W; YKL062W; YER111C; YPL038W; YDR477W; YHR206W; YKL020C; YJR127C; YDR043C; YBR182C
YKL215C,YJR060W; YIL131C; YEL009C; YNL199C; YGL073W; YMR037C; YGL013C; YBL005W; YML007W; YFL021W; YDL020C; YDR253C; YJL056C; YGL071W; YOR032C; YMR043W; YNL216W; YKL043W; YIR017C; YKL062W; YPL038W; YBR083W; YNL167C; YIL130W
YOL104C,YKR099W; YOR028C; YIL036W; YER109C; YEL009C; YNL199C; YGL073W; YOL108C; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YOR162C; YFL031W; YPL075W; YDL020C; YDR253C; YNL103W; YLR228C; YGL071W; YPL254W; YOR290C; YCR084C; YLR131C; YKL015W; YKL112W; YMR043W; YNL216W; YHR084W; YDR123C; YER169W; YHL027W; YHR124W; YPR199C; YLR451W; YDR451C; YML027W; YKL109W; YPL038W; YDL056W; YMR182C; YIL101C; YGL035C; YMR070W; YBR083W; YDR096W; YGL166W; YLR113W; YGL209W; YJR127C; YNL027W; YPL049C; YBL103C; YPR008W; YIR013C; YMR021C; YDR423C; YDR213W; YMR042W
YPL006W,YKR099W; YJR060W; YEL009C; YMR037C; YGL013C; YBL005W; YMR016C; YML007W; YOR162C; YFL031W; YDL020C; YDR253C; YLR228C; YPL254W; YOR290C; YPL177C; YPL248C; YHL027W; YPR199C; YIR017C; YKL062W; YML027W; YJL127C; YPL038W; YGR044C; YMR182C; YMR070W; YLR182W; YMR164C; YFR034C; YKL020C; YJR094C
YDR071C,YKR099W; YJR060W; YEL009C; YGL073W; YOL108C; YGL013C; YBL005W; YOR344C; YML007W; YFL021W; YDL020C; YDR253C; YPL177C; YPL248C; YOR032C; YOR363C; YDR392W; YBR240C; YKL112W; YNL216W; YDR123C; YIR017C; YPL038W; YDR216W; YAL051W; YER161C; YDR520C; YGL209W; YNL027W; YPL049C; YOR380W; YBL103C; YDL170W; YPL139C
YDR140W,YKR099W; YEL009C; YGL073W; YMR037C; YBL005W; YLR403W; YOR344C; YDL020C; YLR228C; YJL056C; YPL248C; YOR363C; YKL015W; YNL216W; YHR084W; YDR123C; YGR249W; YDR216W; YDL056W
YGL104C,YKR099W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YGL073W; YLR223C; YKL032C; YCL055W; YER028C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YDR207C; YML007W; YOR162C; YFL021W; YPL075W; YDL020C; YDR253C; YGL071W; YCR084C; YLR131C; YPL248C; YOR363C; YKL015W; YHR178W; YNL216W; YHR084W; YER169W; YNL068C; YHR124W; YIR017C; YKL062W; YIR033W; YJL127C; YBR049C; YIR018W; YER111C; YPL038W; YGL035C; YBR083W; YER045C; YPL139C
YKR043C,YOR028C; YEL009C; YKL032C; YMR037C; YGL013C; YBL005W; YDR207C; YML007W; YOR162C; YDL020C; YDR253C; YPL254W; YHR178W; YOL028C; YHR084W; YHR124W; YIR017C; YKL062W; YJL127C; YPL038W; YBR297W; YHR206W; YFR034C; YNL314W; YLR183C; YOR372C
YLR196W,YKR099W; YJR060W; YIL036W; YEL009C; YNL199C; YGL073W; YMR037C; YHL020C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YOR162C; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YGL071W; YOR290C; YCR084C; YHR178W; YMR043W; YER169W; YNL068C; YHL027W; YHR124W; YIR017C; YKL062W; YIR033W; YJL127C; YBR049C; YPL038W; YGL162W; YGL237C; YNL167C; YFR034C; YPL089C; YNL027W; YLR013W; YIL130W; YMR042W
YFL009W,YJR060W; YIL131C; YEL009C; YKL032C; YGL013C; YBL005W; YML007W; YDL020C; YDR253C; YCR084C; YDR123C; YIR017C; YPL038W; YGL096W; YFR034C
YHR196W,YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YER040W; YOL108C; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YML007W; YOR162C; YFL031W; YFL021W; YDL020C; YDR253C; YPL254W; YOR290C; YCR084C; YHR178W; YKL112W; YMR043W; YNL216W; YDR123C; YER169W; YHL027W; YIR017C; YBR049C; YPL038W; YBR083W; YGL166W; YFR034C; YKL020C; YHR006W; YPR008W; YMR021C; YDR463W; YMR042W
YHR194W,YJR060W; YEL009C; YER040W; YMR037C; YGL013C; YBL005W; YMR016C; YML007W; YFL021W; YDL020C; YDR253C; YPR065W; YJL056C; YCR084C; YLR131C; YLR451W; YIR017C; YJL127C; YBR049C; YKL109W; YPL038W; YGL162W; YDL056W; YGL237C; YPL089C; YOR358W; YMR021C; YDR043C; YBL021C; YML099C; YBR182C
YJL208C,YJR060W; YOR028C; YIL036W; YEL009C; YNL199C; YMR037C; YHL020C; YLR403W; YFL021W; YDR253C; YOR290C; YCR084C; YHR178W; YMR043W; YHR084W; YNL068C; YIR017C; YKL109W; YPL038W; YMR182C; YBR083W; YER161C; YBL103C; YIL130W; YMR021C; YMR042W
YGR147C,YJR060W; YOR028C; YIL036W; YEL009C; YNL199C; YOL108C; YGL013C; YBL005W; YMR016C; YML007W; YOR162C; YDL020C; YDR253C; YGL071W; YOR290C; YCR084C; YNL068C; YHR124W; YIR017C; YJL127C; YBR049C; YPL038W; YGL237C; YPL128C; YDR277C; YDR501W
YER093C-A,YJR060W; YIL131C; YEL009C; YER040W; YMR037C; YGL013C; YBL005W; YML007W; YDL020C; YDR253C; YCR084C; YER169W; YNL068C; YLR451W; YIR017C; YKL062W; YPL038W
YDR116C,YJR060W; YIL036W; YEL009C; YOL108C; YKL032C; YMR037C; YBL005W; YDR207C; YDL020C; YDR253C; YPR065W; YOR032C; YNL216W; YER169W; YIR017C; YKL062W; YDR451C; YML027W; YPL038W; YGL162W; YGL237C; YBR083W; YDR096W; YKL020C; YPR008W; YOL089C
YMR061W,YKR099W; YJR060W; YIL036W; YER109C; YEL009C; YER040W; YER028C; YGL013C; YBL005W; YLR403W; YML007W; YDL020C; YDR253C; YOR290C; YCR084C; YKL112W; YIR017C; YPL038W; YBR083W
YDR441C,YKR099W; YJR060W; YOR028C; YIL036W; YER109C; YEL009C; YKL032C; YMR037C; YGL013C; YBL005W; YMR016C; YML007W; YOR140W; YFL021W; YDL020C; YDR253C; YPR065W; YLR228C; YCR084C; YPL177C; YOR363C; YHR178W; YMR043W; YNL216W; YHR084W; YKL043W; YHL027W; YHR124W; YIR017C; YKL062W; YKL185W; YER111C; YPL038W; YGL162W; YDR259C; YDR216W; YDL056W; YIL101C; YGL035C; YBR083W; YDR096W; YHR206W; YNL167C; YJL110C; YER161C; YGL209W; YFR034C; YPL089C; YPL202C; YDR423C; YDR043C; YBR112C; YOL067C
YPL147W,YKR099W; YJR060W; YOR028C; YPR104C; YEL009C; YMR037C; YGL013C; YBL005W; YMR016C; YOR344C; YDR207C; YML007W; YDL020C; YLR228C; YPL177C; YPL248C; YOR032C; YOR363C; YHR178W; YOL028C; YMR043W; YHR084W; YIR017C; YKL062W; YPL038W; YDR216W; YIL101C; YBR083W; YAL051W; YBL103C; YOR358W
YNL068C,YJR060W; YIL036W; YPR104C; YIL131C; YEL009C; YGL073W; YLR223C; YER028C; YML007W; YOR162C; YFL021W; YPL075W; YDR253C; YOR290C; YCR084C; YLR131C; YOR363C; YKL112W; YNL216W; YHR084W; YNL068C; YIR017C; YKL062W; YML027W; YIR033W; YER111C; YPL038W; YGL162W; YGL237C; YBR083W; YGL166W; YCR065W; YNL097C; YPR008W; YOL067C; YLR183C
YNL125C,YKR099W; YJR060W; YPR104C; YEL009C; YER040W; YGL073W; YMR037C; YGL013C; YBL005W; YDL106C; YMR016C; YDR207C; YML007W; YFL021W; YDL020C; YDR253C; YDR421W; YPL177C; YPL133C; YDR392W; YHR084W; YER169W; YHL027W; YHR124W; YKL062W; YPL038W; YGL162W; YGL035C; YBR083W; YLR176C; YPL139C; YLR013W; YIR013C; YBR239C; YML081W
YOR063W,YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YER109C; YEL009C; YNL199C; YER040W; YGL073W; YLR223C; YOL108C; YCL055W; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YOR344C; YML007W; YOR162C; YPL075W; YDL020C; YNL103W; YPR065W; YLR228C; YPL254W; YOR290C; YCR084C; YLR131C; YPL248C; YOR032C; YOR363C; YKL015W; YKL038W; YDR392W; YHR178W; YDR146C; YHL009C; YKL112W; YMR043W; YNL216W; YDR310C; YHR084W; YDR123C; YER169W; YNL068C; YGR249W; YKL043W; YHR124W; YPR199C; YIR017C; YKL062W; YML027W; YIR033W; YJL127C; YBR049C; YDR259C; YGL035C; YHR206W; YNL167C; YJL110C; YER045C; YGL209W; YPL089C; YKL020C; YHR006W; YNL027W; YOL089C; YDR423C; YOL067C; YML076C; YDR501W; YLR098C; YBR215W
YJR148W,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YER040W; YGL073W; YOL108C; YCL055W; YER028C; YMR037C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YFL031W; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YPR065W; YJL056C; YGL071W; YPL254W; YOR290C; YCR084C; YLR131C; YDR421W; YPL177C; YPL248C; YOR032C; YOR363C; YKL015W; YPL133C; YKL038W; YDR392W; YHR178W; YDR146C; YBR240C; YHL009C; YOL028C; YKL112W; YMR043W; YNL216W; YDR310C; YHR084W; YDR123C; YNL068C; YGR249W; YKL043W; YHL027W; YHR124W; YPR199C; YLR451W; YKL062W; YDR451C; YIR033W; YJL127C; YKL185W; YKL109W; YER111C; YGR044C; YDR259C; YDR216W; YDL056W; YMR182C; YIL101C; YGL237C; YGL035C; YIR023W; YBR083W; YAL051W; YDR477W; YHR206W; YNL167C; YGL096W; YGL166W; YLR113W; YDR277C; YER161C; YDR520C; YER045C; YCR065W; YBR033W; YHR006W; YNL314W; YLR176C; YNL027W; YOR380W; YBL103C; YPR008W; YOL089C; YGL254W; YJL089W; YIL130W; YMR021C; YDR423C; YML076C; YBL021C; YJR147W; YGR288W; YLR266C; YER068W; YDR463W; YMR042W; YMR280C; YKR034W; YNL229C; YDR009W; YJR094C; YMR019W; YDL048C; YPR009W; YER184C; YML081W; YOR337W
YNL119W,YKR099W; YIL036W; YPR104C; YIL131C; YEL009C; YNL199C; YBL005W; YLR403W; YML007W; YFL021W; YPL254W; YOR290C; YHR178W; YKL112W; YER169W; YNL068C; YIR017C; YIR033W; YJL127C; YPL038W; YGL162W; YGL237C; YLR182W; YFR034C
YJR088C,YOR028C; YIL131C; YEL009C; YBL005W; YOR344C; YML007W; YOR162C; YFL021W; YDL020C; YDR253C; YHR178W; YKL112W; YGR249W; YIR017C; YPL038W; YGL096W; YER130C; YLR176C; YOR230W; YDR213W; YJR147W
YDL008W,YKR099W; YJR060W; YEL009C; YGL013C; YBL005W; YMR016C; YML007W; YFL021W; YDL020C; YDR253C; YCR084C; YKL112W; YNL216W; YHR084W; YHR124W; YIR017C; YIR018W; YPL038W; YLR176C; YJR127C
YLR013W,YJR060W; YEL009C; YER040W; YGL073W; YOL108C; YBL005W; YMR016C; YDR207C; YML007W; YOR162C; YDL020C; YDR253C; YDR146C; YKL112W; YNL216W; YHR084W; YHR124W; YIR017C; YPL038W; YGR044C; YDL056W; YIL101C; YBR083W; YJL110C; YJR127C; YNL027W; YLR013W; YDR043C
YNL015W,YKR099W; YJR060W; YOR028C; YIL036W; YPR104C; YIL131C; YEL009C; YGL073W; YOL108C; YKL032C; YMR037C; YHL020C; YGL013C; YBL005W; YDL106C; YLR403W; YMR016C; YOR344C; YML007W; YOR162C; YFL031W; YFL021W; YPL075W; YDL020C; YDR253C; YNL103W; YDR392W; YHR084W; YDR123C; YER169W; YNL068C; YHR124W; YPR199C; YIR017C; YKL062W; YIR033W; YJL127C; YKL109W; YIR018W; YER111C; YPL038W; YMR070W; YHR206W; YNL167C; YPL128C; YGL166W; YFR034C; YKL020C; YHR006W; YHR056C; YNL027W; YDR463W; YMR280C
YNL218W,YJR060W; YOR028C; YPR104C; YIL131C; YEL009C; YCL055W; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YDL020C; YDR253C; YLR228C; YJL056C; YHR178W; YHR084W; YKL043W; YHL027W; YHR124W; YIR017C; YML027W; YPL038W; YDR216W; YDL056W; YGL035C; YBR083W; YHR206W
YJL200C,YKR099W; YJR060W; YIL036W; YPR104C; YIL131C; YEL009C; YER040W; YGL073W; YMR037C; YGL013C; YLR403W; YMR016C; YOR344C; YDR207C; YML007W; YFL031W; YFL021W; YPL075W; YDR253C; YPR065W; YGL071W; YOR290C; YCR084C; YLR131C; YPL177C; YDR392W; YHR178W; YKL112W; YMR043W; YNL216W; YHR084W; YER169W; YNL068C; YHL027W; YPR199C; YIR017C; YKL062W; YIR033W; YBR049C; YPL038W; YGR044C; YGL162W; YDR259C; YGL237C; YBR297W; YBR083W; YAL051W; YHR206W; YJL110C; YFR034C; YBR033W; YBL103C; YMR021C; YOL067C; YDR034C
YBL023C,YJR060W; YEL009C; YER028C; YGL013C; YBL005W; YOR344C; YML007W; YFL021W; YDL020C; YLR228C; YOR290C; YCR084C; YLR131C; YDR392W; YKL112W; YHR084W; YER169W; YPR199C; YIR017C; YDR451C; YML027W; YER111C; YPL038W; YDL056W; YBR083W; YCR065W
YNL096C,YKR099W; YJR060W; YIL036W; YPR104C; YIL131C; YEL009C; YNL199C; YGL073W; YLR223C; YMR037C; YGL013C; YBL005W; YDL106C; YLR403W; YOR344C; YDR207C; YML007W; YFL021W; YPL075W; YDL020C; YGL071W; YPL254W; YOR290C; YCR084C; YOR363C; YNL216W; YHR084W; YNL068C; YHR124W; YLR451W; YIR017C; YIR033W; YJL127C; YER111C; YPL038W; YLR182W; YIR023W; YAL051W; YMR164C; YER161C; YER088C; YFR034C; YKL020C; YNL027W; YPL049C; YOR380W; YBL103C; YDL170W; YPL139C; YJL089W; YLR013W; YDR043C; YDR463W; YML081W
YNL256W,YKR099W; YJR060W; YER109C; YEL009C; YNL199C; YOL108C; YMR037C; YHL020C; YGL013C; YBL005W; YDL106C; YML007W; YFL021W; YDL020C; YDR253C; YCR084C; YDR123C; YER169W; YNL068C; YHR124W; YIR017C; YJL127C; YKL109W; YER111C; YPL038W; YMR182C; YGL237C; YBR083W; YMR164C; YGL166W; YPR008W; YLR013W; YMR021C; YDR501W; YKR034W; YER184C
YGL223C,YJR060W; YIL131C; YEL009C; YOL108C; YGL013C; YBL005W; YLR403W; YOR344C; YML007W; YOR162C; YFL021W; YDL020C; YOR032C; YHR084W; YER169W; YIR017C; YPL038W; YBR083W; YCR106W; YCR065W; YJR127C
YGL048C,YKR099W; YJR060W; YIL036W; YIL131C; YEL009C; YOL108C; YGL013C; YBL005W; YML007W; YPL075W; YDL020C; YDR253C; YGL071W; YOR290C; YCR084C; YHL009C; YNL216W; YDR123C; YNL068C; YJL127C; YFR034C
YHR203C,YKR099W; YIL036W; YPR104C; YIL131C; YEL009C; YNL199C; YER040W; YGL073W; YLR223C; YOL108C; YMR037C; YGL013C; YBL005W; YLR403W; YOR344C; YML007W; YOR162C; YFL031W; YFL021W; YPL075W; YDL020C; YDR253C; YPR065W; YPL254W; YOR290C; YCR084C; YKL038W; YDR392W; YNL216W; YHR084W; YDR123C; YER169W; YNL068C; YKL043W; YKL062W; YIR033W; YJL127C; YBR049C; YIR018W; YPL038W; YLR256W; YGL035C; YLR182W; YHR206W; YJL110C; YLR113W; YDR277C; YER045C; YGL209W; YFR034C; YKL020C; YLR013W; YML076C; YBL021C
YGR077C,YIL131C; YEL009C; YKL032C; YGL013C; YBL005W; YMR016C; YML007W; YDL020C; YOR032C; YMR043W; YHR084W; YNL068C; YIR017C; YML027W; YPL038W; YBR083W; YOL067C
YPL027W,YKR099W; YPR104C; YEL009C; YER040W; YGL073W; YOL108C; YMR037C; YBL005W; YLR403W; YMR016C; YDR207C; YML007W; YFL031W; YDL020C; YDR253C; YNL103W; YLR228C; YPL133C; YDR310C; YHR084W; YDR123C; YHR124W; YKL062W; YDR451C; YBR049C; YKL109W; YIR018W; YER111C; YGL162W; YDL056W; YJR127C; YMR021C
YDL117W,YJR060W; YPR104C; YIL131C; YEL009C; YOL108C; YER028C; YMR037C; YBL005W; YDL106C; YDR207C; YML007W; YDR253C; YPL254W; YDR146C; YKL112W; YMR043W; YHR084W; YNL068C; YHL027W; YHR124W; YIR017C; YKL185W; YER111C; YPL038W; YGR044C; YDR216W; YIL101C; YGL035C; YBR083W; YDR520C; YKR064W; YER088C; YCR065W; YGL209W; YOL116W; YNL097C; YFR034C; YPL089C; YBR033W
YNL148C,YKR099W; YIL036W; YEL009C; YNL199C; YGL073W; YOL108C; YMR037C; YLR403W; YMR016C; YDR207C; YML007W; YOR162C; YFL031W; YFL021W; YDR253C; YLR228C; YJL056C; YPL254W; YKL015W; YKL112W; YNL216W; YHR084W; YDR123C; YER169W; YKL062W; YDR451C; YPL038W; YLR256W; YGL162W; YDR259C; YDL056W; YIL101C; YBR083W; YAL051W; YNL167C; YLR176C; YJR127C; YBL103C; YJL089W; YBR239C; YLR098C
YBR249C,YJR060W; YIL036W; YEL009C; YER040W; YGL073W; YKL032C; YMR037C; YGL013C; YBL005W; YLR403W; YMR016C; YML007W; YOR140W; YOR162C; YPL075W; YDL020C; YPR065W; YOR290C; YCR084C; YLR131C; YPL248C; YOR032C; YNL216W; YHR084W; YNL068C; YGR249W; YKL043W; YHL027W; YHR124W; YPR199C; YLR451W; YIR017C; YKL062W; YDR451C; YML027W; YIR033W; YJL127C; YBR049C
YBL009W,YKR099W; YJR060W; YIL131C; YEL009C; YGL013C; YBL005W; YML007W; YFL031W; YFL021W; YDL020C; YKL112W; YMR043W; YNL216W; YHR084W; YDR123C; YHR124W; YIR017C; YPL038W; YIL101C; YBR083W; YGL166W; YDR423C
YPR165W,YKR099W; YJR060W; YIL131C; YEL009C; YGL013C; YBL005W; YLR403W; YML007W; YFL021W; YDL020C; YDR253C; YGL071W; YKL112W; YHR084W; YHR124W; YIR017C; YML027W; YJL127C; YPL038W; YKL020C
YDR317W,YKR099W; YJR060W; YIL036W; YER109C; YEL009C; YOL108C; YGL013C; YBL005W; YDR207C; YML007W; YOR140W; YFL021W; YDL020C; YDR253C; YOR032C; YOL028C; YHR084W; YER169W; YPR199C; YJL127C; YPL038W; YIL101C; YGL237C; YBR083W; YMR164C; YGL209W; YBL103C; YOL089C; YGL254W; YOR358W; YDR081C; YJL089W; YOR230W; YLR013W; YIR013C; YIL130W; YMR021C
YMR285C,YJR060W; YEL009C; YER040W; YGL073W; YLR403W; YPL075W; YDL020C; YDR253C; YPL254W; YKL112W; YMR043W; YNL216W; YNL068C; YHL027W; YIR017C; YJL127C; YKL109W; YBR083W; YGL166W; YPR008W; YLR013W; YMR042W
