,rf_score,linear_score,gs_rf_score,gs_linear_score,rf_with_linear_top_features_score,linear_with_rf_top_features_score,rf_rmse,linear_rmse,gs_rf_rmse,gs_linear_rmse,rf_with_linear_top_features_rmse,linear_with_rf_top_features_rmse,rf_top_feature_num,linear_top_feature_num,test_var,test_std
YOR278W,0.7602465654271345,0.7748019213197849,0.7320203822120622,0.7262823011944461,0.6977463881394748,0.6534000494021674,0.028586647925459823,0.027705318980507494,0.030222591139410282,0.03054444612572237,0.032097156802324445,0.03437122909049077,6,9,0.003468284910028401,0.05889214642062557
YGL014W,0.3763856645435919,0.4775940994612844,0.3614872851452827,0.2853523461954143,0.4107992060595711,0.3077310630440695,0.04016427225963147,0.036760879571153704,0.040641210248941725,0.042995979133406866,0.03904033350507581,0.04231742952907538,9,9,0.0026321876827415467,0.051304850479672454
YLR091W,0.7558830589799431,0.7709927312936906,0.7592094188371841,0.6778207729335579,0.6768914970011803,0.6042751704000364,0.027794101741265825,0.02692020215416622,0.02760408974950374,0.031930259708397433,0.0319762754879504,0.035387536773774396,8,9,0.003220034349240842,0.056745346498553006
YGR253C,0.603349652944928,0.7044896039520859,0.5901012213801722,0.5902981340305902,0.7091114395008904,0.4519333648216074,0.1604854492415166,0.13852179957451766,0.16314360514042067,0.16310441388095165,0.13743427767330596,0.18864635796963722,8,8,0.0660718738388204,0.2570444977797043
YPL271W,0.6933059787409532,0.6954141077586344,0.6964661882836285,0.6260719022434917,0.5375084007341837,0.488362408410682,1.016471721064203,1.0129722257423255,1.0112212414333892,1.1223716697249146,1.248229867556273,1.312876482230711,6,8,3.427981185088711,1.851480808728168
YER014W,0.848827758112253,0.8471002643416371,0.8683693908438164,0.6971157675541135,0.8555962957026398,0.7569276737269297,0.028821861336889843,0.028986071881940394,0.026894559975193744,0.040796633808988854,0.02816924224656634,0.03654717024280705,6,10,0.005591458849559729,0.07477605799692659
YJR110W,0.8014270233725238,0.8541080460635259,0.7614020716687382,0.7160458374090367,0.7411359830873083,0.6940749245508733,0.02598438923171867,0.02227245604586,0.028483002918683917,0.031072525985936943,0.029668000873959738,0.03225224706609783,6,9,0.003459855955273663,0.05882054024976023
YBR131W,0.8283657835737022,0.8292433034418416,0.7489388781617333,0.7062703443661413,0.8008464305202316,0.6690347349360705,0.02559532780326572,0.025529812921418725,0.03095626050602141,0.0334836395589865,0.027571018367169582,0.035542663391355464,7,10,0.003883923419811093,0.06232113140669939
YLR320W,0.8173244661457875,0.8086905121574435,0.7208165248948399,0.6210867535417557,0.7333939792465936,0.6091580543720021,0.024289929111121454,0.024857320345339627,0.030028311274440726,0.03498291128926174,0.029344116024284245,0.03552929893088279,7,10,0.003286436515401668,0.057327449929345964
YMR006C,0.6171959088595846,0.6431708456772887,0.6543856894642996,0.5575486924587909,0.6390801580669777,0.22883733502086556,0.04168723693349229,0.040248063612698524,0.039610532760135035,0.04481749377357648,0.040478107982921105,0.05916812720009995,8,9,0.0046193704159814145,0.06796595041622985
YKL105C,0.7698452735437055,0.7378007112392027,0.7130920424758965,0.530670811830636,0.7068289505427685,0.5369709436045689,0.02749161646510615,0.029343105973633404,0.030694574990214094,0.03925808487678018,0.03102779177578711,0.038993700350229164,6,10,0.0033414409663555444,0.05780519843712626
YLR260W,0.5820980052296296,0.5658988687308704,0.5529012100371524,0.5266307146773396,0.4706683120924334,0.5122966825393751,0.03885216145513845,0.03959801552311411,0.040186456191857255,0.04135023674187262,0.043726217374058754,0.04197162825458966,6,9,0.003675437680482951,0.060625388085215184
YMR146C,0.8638870175376578,0.6202075156538879,0.8104680200531376,0.7582617468454826,0.8688146123752563,0.7108384944160144,0.05743822183296407,0.0959454523272453,0.06777857927549634,0.07654624678584147,0.0563889415762401,0.0837185022663663,6,9,0.02466354846806615,0.1570463258661792
YPL131W,0.9160108932317309,0.7901802180955575,0.8360266189617148,0.6699605179737826,0.943473111479613,0.8427492389545432,0.5996358305204863,0.9477620396270189,0.8378432405642203,1.1886638167375654,0.4919303695858239,0.8204884510319183,6,9,4.356175085037034,2.0871451997973294
YPL069C,0.8774714235733703,0.8156393698527091,0.8045762219810627,0.7400496191949594,0.8662860612681171,0.7813395605004585,0.023142162375737588,0.028386989329466622,0.029226307213029854,0.03370780489938284,0.024175395263323952,0.030915078308859225,6,9,0.004447578509172398,0.06669016800977785
YML099C,0.8036616528641639,0.8053209617269319,0.7911406483096636,0.5457105638313283,0.7677765431270414,0.6258370915521858,0.021870904739632838,0.021778290159411434,0.022557509372779005,0.033268291849375395,0.02378577062621529,0.030192185427543258,5,10,0.002479028418022421,0.04978984251855413
YDR517W,0.7768035142263877,0.42034272854888166,0.7314386192700754,0.24800507147596873,0.7612821263439971,0.4116584568910727,0.03327940685710029,0.05363120379095673,0.03650511169117913,0.06108567213939667,0.034417107610621465,0.054031454494287104,7,8,0.005049134502986954,0.07105726214108558
YDR020C,0.7998266213690458,0.7347288348809783,0.7009326152862356,0.5169644341629666,0.7131926510103139,0.6796029339553927,0.023352487210586387,0.026882831232998623,0.028543978765635487,0.036276012063043754,0.02795278735927796,0.029544336994278303,7,9,0.0027721268812522086,0.052650991265618244
YDR479C,0.5768624542429441,0.6407334502407842,0.5539710843381319,0.5676777633147999,0.580140432236055,0.508229265011126,0.04107202719860088,0.03784545658622198,0.04216837494607829,0.0415153921574666,0.04091262872057295,0.0442778676513793,7,9,0.004056615567623468,0.06369156590651126
YGR085C,0.8521083582191455,0.8571902289773299,0.8245291100681678,0.6268352060451903,0.8731212932043921,0.775441909495616,0.2425991864689917,0.23839463993056637,0.2642530839570526,0.3853610857609635,0.2247045657108558,0.2989385188732457,6,10,0.404937677872878,0.6363471362965956
YNL029C,0.7978380305789072,0.8020345753597047,0.6914480093632711,0.6885250129177347,0.7192908633581286,0.5819546663438475,0.023793903354014892,0.02354564740968048,0.0293954518080137,0.029534359138818186,0.028037819632727293,0.03421587521661521,7,10,0.0028496076277224978,0.05338171623058309
YER038C,0.7208356600897641,0.7637481027676005,0.719782538363527,0.6889720964428667,0.7041720918689298,0.607591964523631,0.027329037645596833,0.025140969469384006,0.02738053725897281,0.028846560965103744,0.028132863531170775,0.0324013655783385,8,9,0.0027223369282671143,0.05217601870847482
YML127W,0.8161344116445757,0.6994881746428048,0.7287244972061111,0.5162212499054915,0.7503875577087709,0.656980052925052,0.024393019653305856,0.03118502675820808,0.02962924781288389,0.03956751100820147,0.0284215953931963,0.03331770093591685,7,10,0.0032929399688169884,0.05738414387979478
YML071C,0.7036687627134082,0.6649554849113001,0.668878581281428,0.5444788334979698,0.562883302953198,0.4874884168116572,0.02816952632026019,0.029953121171229863,0.029777241567456335,0.03492569909926611,0.03421287141072638,0.037046114927268274,8,9,0.002724801012665942,0.05219962655676707
YPL097W,0.7681931539539335,0.7061839921074221,0.7027669249629748,0.614652661621967,0.6790496212985592,0.5914959464507047,0.024209437569889514,0.027255822852935332,0.027413856705136724,0.031213879747012473,0.028486593435853226,0.03213806732924454,7,10,0.0025727422585060345,0.050722206759032426
YBR171W,0.7456579291993046,0.8128572097333553,0.6758760623925267,0.5996119278096421,0.6879024496831261,0.4773752111608509,0.034236220752426674,0.029367249083034362,0.03864846677647557,0.04295535198726606,0.03792467751078998,0.04907628943346892,7,9,0.004689284378214177,0.06847834970422532
YIL124W,0.6208698567251685,0.05418331930711251,0.5761942704123026,0.4227152468079869,0.6489758959067462,0.5720917948761578,0.08419971240765665,0.13299029065162357,0.08902251562268251,0.10389903031551866,0.08101863471973357,0.08945235068225937,7,9,0.01902768876851914,0.13794088867525517
YIR021W,0.7792850954925059,0.7541331645692064,0.7986020594170997,0.6977278772594017,0.7519105411555105,0.6047035284661207,0.025450805766990933,0.026861835278699703,0.024311581912458746,0.029784118687809863,0.026982976913539763,0.03406019850979631,7,10,0.0029862389083392545,0.05464649035701428
YDR064W,0.9180405532233055,0.894728360680537,0.9155655516592811,0.8485583610241725,0.9152966748543033,0.8693514372456443,0.3184304199759229,0.360886580724606,0.3232026221912486,0.4328502683155108,0.32371682354306514,0.4020382359519082,6,9,1.2588767679374144,1.121996777151082
YIL120W,0.7882467442186943,0.7770307864981626,0.7640269329430232,0.7295835457171393,0.7476909452485299,0.6458664664663099,0.028777949820002015,0.02953025884134529,0.03037917819910376,0.03252081042288506,0.03141313068107881,0.037215883123242595,7,10,0.003979630433182556,0.06308431210041492
YHR174W,0.945839540832017,0.9495883192627855,0.9320511928065103,0.8885634411946002,0.949113038672587,0.7697919611883653,1.2568882800872234,1.2126098632715487,1.407817717424163,1.8028905157318027,1.2183126873153045,2.591288396732851,5,9,29.68001756248843,5.44793700059834
YJL002C,0.8541022075740679,0.7914942003113039,0.8147124839935109,0.7099728096119018,0.8801092639419499,0.7136169776313823,0.043816976537226535,0.05238140179108559,0.049378867621860355,0.06177850641881742,0.0397201481764397,0.06138915857156281,7,9,0.013390266828569823,0.1157163204935666
YLR383W,0.8000501229157713,0.7952620949767549,0.8027191145127955,0.6677282633708885,0.8172904002907955,0.6744891761911784,0.023148276922627737,0.023423793243040312,0.02299326278060867,0.02984041090382018,0.022127827719932085,0.029535261170806945,7,10,0.002726900771283665,0.05221973545781006
YMR180C,0.7324892924639521,0.7039078981696528,0.6678568518922626,0.4819466353425077,0.7449345182594554,0.6423883713833486,0.03445752793750273,0.03625158030216313,0.038395133393141934,0.04795134367125077,0.03364645987274745,0.03984000169058856,9,10,0.004516273160564825,0.06720322284358708
YOL040C,0.932254968212458,0.7126670409098198,0.833067077194717,0.6717961515261675,0.9408547062483563,0.7527665366215772,0.573728066349989,1.1815717339188914,0.9006133266121886,1.2628134677201794,0.5360773608549965,1.0960263534495855,5,9,4.9441071978248115,2.2235348429527275
YOR378W,0.818844176544381,0.8277660513097082,0.8203857375114205,0.6037715669323992,0.7473060115419912,0.656770132475888,0.027105492972115675,0.026429596923288227,0.026989918318838204,0.040087039040487174,0.03201316519357992,0.03730986665549155,6,10,0.004126819357152655,0.06424032500814932
YER120W,0.7196717879331086,0.6425308615756219,0.5495467227847239,0.4851839130881981,0.29693544161971797,0.3660680900237019,0.10028002536804112,0.11324011673408726,0.12711766507586075,0.13589612905591036,0.15881028839235287,0.1508003460776271,7,10,0.036501877316234575,0.1910546448433918
YFR001W,0.2974617111708501,-0.4396414088995022,0.28208638652064566,-0.4083650547985387,0.29097438534400555,-0.00835036369406228,0.048835033766899856,0.069907481754871,0.04936652840099588,0.06914393844071014,0.049059990025743086,0.05850624462603169,9,8,0.003454189216301766,0.05877235078080309
YKL015W,0.6625457993509123,0.49265386863943184,0.6082751128068673,0.35714826721558657,0.6336221689099425,0.46744067706708714,0.022461174884122803,0.027540842814043624,0.02420001482718324,0.031001339519175112,0.023403975977524236,0.028216883552390153,6,9,0.0015212592706602768,0.03900332384118406
YML019W,0.6772780150263721,0.6054524013474856,0.6110050954532611,0.3646254874240029,0.592955151850288,0.35132915083999894,0.02196628900000528,0.024288020416897545,0.024116505216582342,0.03082175130139219,0.024669681824531168,0.03114258136513968,7,9,0.001521380943269588,0.039004883582310405
YIL125W,0.7225123477147659,0.6641525547916705,0.5728607261395149,0.6150070495209705,0.5168203797850197,0.5772380696004262,0.12388853171045909,0.13629511771293612,0.15370713479057674,0.14592700302172434,0.16347960459982255,0.1529175075564999,7,7,0.05628228059831512,0.23723886822844842
YOR357C,0.7338874497820671,0.8091492472607367,0.6477646606026728,0.7482293141347921,0.5456574807634988,-0.14279647380501626,0.02196902204785879,0.01860479910418273,0.025275194674874255,0.021368824277432606,0.02870580544874139,0.045526314275883405,8,9,0.001845479521494963,0.04295904469951541
YPL129W,0.7332569208996007,0.4817889523387675,0.656915431992903,0.19140793207049667,0.39743055527380955,0.1172809757851827,0.025447073006580053,0.03546864433919555,0.028859702355332067,0.04430533188072463,0.03824677390518824,0.04629163274798878,7,8,0.002470220089590864,0.049701308731167876
YOL087C,0.7810843906544849,0.64215803786936,0.7341439945370836,0.4820731637861534,0.7670202233298502,0.6689486834810723,0.03255226105522934,0.041618692131866364,0.035872862482545245,0.05006993208712283,0.03358164045000134,0.04003044839181229,7,9,0.004925368495385245,0.07018096960989671
YDR016C,0.7394845219122752,0.6783469602684564,0.6780255974850437,0.6866409841151344,0.7477743942214274,-0.8642281527391629,0.02736387619868998,0.0304056772504167,0.030420862578201015,0.030011102391789245,0.02692498302339211,0.07319988223533937,7,9,0.0029246563299206523,0.05408009180762041
YDL237W,0.697405405805215,0.5284532277351306,0.6093280035649535,0.36863305868239815,0.7185897694784633,0.4938387047345911,0.033709878067743435,0.04208128444384794,0.03830299554815793,0.0486931105196634,0.032508470746155135,0.04359845158982869,8,9,0.0038212577804890993,0.061816322929215864
YLR051C,0.41934304204138007,0.34266252688624665,0.4724366660183982,0.2839484376822474,-0.1690939553094597,0.2998400582624743,0.03544181038877202,0.03770945676076213,0.03378262424053247,0.039357565679206334,0.05028990185551015,0.03891837607950871,9,9,0.002201229371051764,0.046917260907386356
YMR212C,0.7606785067022532,0.7161089635697964,0.6797927366511698,0.26731079476699326,0.7300899322559482,0.5160012043667092,0.02504942035522256,0.02728240608334869,0.028974931516045587,0.04382952108495785,0.026602127509929765,0.035622875182126514,7,8,0.002667883095883917,0.0516515546318203
YGR214W,0.88896989046695,0.8852522347902702,0.8634076909899681,0.8651199326247314,0.9059413567754012,0.8793934532244878,0.2791079691577144,0.2837422254501147,0.30957435440437975,0.30762791339904805,0.2568923712627594,0.29089569495203166,6,8,0.7139319912896096,0.8449449634678046
YER023W,0.5466523769212823,0.5076333545597411,0.508396388920544,0.6387849782827619,0.45298930911879554,0.34750990385280833,0.13159895195678312,0.13714534503302375,0.1370390348406653,0.11746802325021431,0.14455551532569094,0.1578787652349842,7,9,0.03887108436358236,0.19715751155759284
YDR528W,0.8069168496188919,0.8182442194513332,0.7979495515685292,0.7841695689232696,0.7457716829124462,0.001322241008120506,0.026657095640401415,0.02586334887015043,0.02726908410189047,0.028183633399940424,0.030588107182798425,0.060625220481540884,7,9,0.0037448499589087126,0.06119517921297978
YKR101W,0.828829581984484,0.8936753566738521,0.7821026911321893,0.8214342467343,0.8306505778688977,0.7408765397315649,0.02446698511678322,0.019283375996757786,0.027605272302059367,0.02498993849466554,0.02433649115674123,0.030103671723424687,6,10,0.003558650539202194,0.059654425981667064
YML025C,0.23703637468586802,0.21723276741583875,0.24388612464963466,0.09820109403178756,0.3789598816014996,0.24316874141096012,0.05873698299667584,0.059494392934162595,0.058472723515629564,0.06385789093913397,0.05299312697260282,0.058500455718533455,8,9,0.004601215513849589,0.06783226012635572
YML029W,0.724062346254452,0.5010799157574226,0.6809741552764119,0.44487610931116406,0.7272497218721994,0.6438540278082991,0.03299271622553436,0.04436373286254717,0.03547525465308118,0.046795872300651443,0.03280161214334256,0.03748233229695443,7,9,0.004014008741280913,0.06335620523106567
YNL097C,0.7894948428899904,0.7948538117439956,0.7658008673514616,0.7852664295867632,0.7850224229656237,0.7297628856715477,0.03358418363408958,0.033153940359486614,0.03542387503173333,0.03391980903475433,0.0339390754868344,0.038051862897194526,6,10,0.005452052004995323,0.07383801192472156
YDR113C,0.16270303803177633,0.17782185887935076,0.19453419120852067,0.16663183707324636,0.13728689074225098,0.009222449993889992,0.34411041803171344,0.340989516099831,0.33750609363567524,0.3433021442760947,0.34929410983174936,0.3743226805139699,7,8,0.1439028067999648,0.3793452343182458
YDR389W,0.7066467301475308,0.7791994699876119,0.6531792116744338,0.6794349329829681,0.6166061829622427,0.2885273525420263,0.02413953294251144,0.020942737636505525,0.02624737987722618,0.025234313449732346,0.02759662350807502,0.037593477451638733,7,9,0.0020212495232560983,0.04495830872326158
YGR276C,0.2812711468927317,0.27097218395635947,0.2995109364564449,0.23042203277458873,0.3335895744654105,0.015433859649591986,0.0771393495694475,0.0776900645499193,0.07615424420718311,0.07982147439959293,0.07427870509756185,0.09028505787669296,7,8,0.008424419861067978,0.09178463848089166
YBR089C-A,0.841402234014255,0.7025751512927032,0.6879179413007398,0.6023223899119232,0.8364585239525588,0.711046253302362,0.3283772596280079,0.44968993387535117,0.46063713099105785,0.5199841569254086,0.3334559706973136,0.4432397554038885,7,9,0.6918345088107817,0.8317658978407215
YLL036C,0.7223628723534916,0.7251215454194184,0.6775673800241658,0.5301397602608495,0.6616097809322343,0.49426258565348846,0.023876145085051512,0.023757229230042157,0.025730304393960828,0.031060596074445154,0.026359328270830384,0.03222463299050587,7,10,0.0020893154400683815,0.04570903018079012
YFL014W,0.5967778376649304,0.5105790536926484,0.540311057248843,0.4186222816690701,0.5377836026432413,0.40092824251822834,3.929761343971651,4.3294751910076705,4.195908489468783,4.718708731090819,4.2074276170461005,4.789976713056043,7,8,38.97095928224215,6.242672447136895
YGR143W,0.7170400116232291,0.38067673898968335,0.6980882383262375,0.3343859936293906,0.7333626763661791,0.44914949721828834,0.038099429723476054,0.0563656677842539,0.03935464297405863,0.05843421131356844,0.036984217238110594,0.053158514445402066,7,9,0.005219934569083564,0.07224911465951374
YCL040W,0.7538976068084791,0.323482791531714,0.7667173084035056,0.6179945507433141,0.8376760913436934,0.39154073011757684,0.49370467421323655,0.8185566565771252,0.4806739422156742,0.6150976949810439,0.4009595540960308,0.776291938999523,7,8,1.007794024295173,1.0038894482437661
YOR243C,0.5629702592213441,-0.35600660555996533,0.6412423096659255,-0.15377905749587595,-0.04851407354919446,0.29496028663480167,0.03807829288627566,0.06707379454707331,0.0345002771096233,0.06187045353031557,0.05898058906727342,0.048364729591845596,7,6,0.0033759583910526994,0.05810299812447461
YDL122W,0.06964436417509756,-0.03368820610148493,0.09506433472371112,0.04603151978634468,-0.002688036373752478,0.028239150573345473,0.07036851714954498,0.07417348483206362,0.0694005249440358,0.07125591410069268,0.07305279211975475,0.07191733771955006,8,7,0.005415779124100137,0.07359197730799287
YDR175C,0.7723135911172986,0.6599030989482981,0.7640293344017727,0.4977416248294916,0.7687437314576965,0.5314169156497781,0.022446307310985732,0.027433276967920892,0.022851007855410402,0.0333380308789972,0.02262158900361771,0.03220102189470539,6,10,0.0022516756927857093,0.047451824967915716
YCR063W,0.8615853271636295,0.8436958199329072,0.8437630403164976,0.7790597326089057,0.7990942502117842,0.701586014766993,0.022887501105516725,0.0243216261890712,0.02431639573120095,0.028916435085670406,0.027574236496326964,0.033606005900549296,7,10,0.0038509489719571917,0.06205601479274343
YBL057C,0.45106157873122577,-0.12022315689236152,0.20235795491409658,0.068612786585595,0.47989788447630677,0.16861197885956203,0.029245409227612755,0.04177804961331826,0.035253310607099415,0.03809439002878796,0.028466901487057397,0.03599131956651449,8,9,0.001585422124557433,0.03981735958796657
YDR033W,0.5527344382087613,0.4420505305182014,0.5277033008241773,0.19462855471036755,0.5215778131304996,0.34270691932997144,0.5171208228657421,0.5775727970501866,0.5313941279295095,0.6939168120155793,0.5348290047136282,0.6268863681636334,8,8,0.6083755187379901,0.7799843067254559
YDR050C,0.93366986693057,0.9306927093302265,0.8942378680309854,0.8328008114396755,0.9449270984815484,0.7456334388878392,0.6139968895496268,0.6276249470356469,0.7753108026433766,0.9748276061561427,0.5594737513953223,1.2023772379299604,6,9,5.7832852208577235,2.4048461948444277
YER074W-A,0.7334094230704362,0.6083719527971152,0.32151206485648676,0.08570868037345092,0.7139399070468981,0.7000257431884634,0.07181542198575523,0.08704267173090241,0.11456880524917572,0.13299570554308818,0.07439160987464012,0.07617935872827335,6,9,0.019685378827738728,0.1403045930386412
YHR028C,0.7490460832673671,0.5547489177552046,0.6849598232564169,0.5682947054514101,0.6844128539801719,0.4714308140086334,0.06877999206159162,0.09161521900227797,0.0770633889069523,0.09021085930568673,0.0771302581975584,0.09981965234445309,7,8,0.019181536932521462,0.13849742572525117
YLR007W,0.6452650412850229,0.6820602242121928,0.616683279733855,0.5711731153613898,0.6478539059059286,0.543583150960796,0.03278247012700113,0.031035740436934158,0.03407756548461678,0.03604380917121376,0.0326626274284737,0.03718523354379907,6,9,0.0030827087587141713,0.05552214656075692
YBR293W,0.6554467931213996,0.7419709515291522,0.6590051040162608,0.4628560591747257,0.5547535435444719,0.4642640604929198,0.040495283943820806,0.03504375220034659,0.040285637408903015,0.05056169689650055,0.04603376922260066,0.05049538538812797,7,9,0.004842902642593088,0.06959096667379386
YGR254W,0.6952844277095009,0.5697934253537197,0.6612022922633429,0.5472996256589728,0.7621999289487932,0.5214011822253272,1.0530265833186823,1.2512109371128926,1.1103559957415374,1.2835046227556504,0.9302464051526124,1.3197079141794505,7,8,3.702858860688261,1.9242813881260352
YOR360C,0.6555346782970161,0.2590247854050023,0.6546716455867623,0.3039502122882147,0.4546010513140838,0.05827508083676214,0.02252388393004152,0.03303485218372368,0.02255208225211409,0.03201774046728735,0.02834181608550916,0.03724196250597004,7,8,0.0014986292072340093,0.038712132558592134
YDR044W,0.6366787830584146,0.40550654180918977,0.5622935376910845,0.09647523175497164,0.5281219769593968,0.2726600850091594,0.08245507303285475,0.10547403013302803,0.09050310511763886,0.1300295416764074,0.09396949138522916,0.11666503383282326,8,9,0.019041323833192597,0.1379903034027848
YMR059W,0.7793743572438943,0.8026263165981717,0.7040120270131496,0.6669883184200942,0.7167911805160029,-0.32672026448195557,0.02901235004554169,0.02744097497718154,0.03360407513207628,0.03564385340725172,0.032870650719796016,0.07114503479276481,8,10,0.0038820664716006266,0.062306231402650465
YJL123C,0.5406438351126017,0.13104230202715927,0.534472765514138,0.5169700613481041,0.5553683210132441,0.5225470529646681,0.03943446147588505,0.05423759916967205,0.0396984624388837,0.04043786001668312,0.03879728550184751,0.04020373751909732,7,9,0.003444731824944095,0.05869183780513348
YMR093W,0.7442659813762594,0.67175070674381,0.7160840804327424,0.6106095439246281,0.7127314457206884,0.25055955575217304,0.027116125721087073,0.030720995665184013,0.028571185412833024,0.03346000785570324,0.028739382434015418,0.04641965949651265,7,8,0.0029256334462486873,0.05408912502757544
YDL132W,0.7061694695182779,0.5170380465358426,0.588280380425555,0.3866288582038657,0.6551276558514654,0.42732785954882146,0.04195538014594646,0.05378927127528066,0.04966380411324078,0.06061789770352971,0.04545361042570336,0.05857229335319039,7,8,0.006095811650442415,0.07807567899443728
YER130C,0.7868528723044086,0.828280984964884,0.8109051148866133,0.6973120943006663,0.814061585822484,0.5633950900107025,0.03219535236013584,0.028897657180562128,0.030324477814467638,0.03836639330008209,0.030070316664042987,0.0460784379286178,7,9,0.0049483455385779624,0.07034447766938043
YFR015C,0.7849957817769869,0.5483472077790998,0.7930305106726525,0.6675368824921897,0.7299228228264483,0.8031523367802483,0.043688692137050206,0.06332102019293899,0.042864594304234546,0.05432719597483065,0.04896542140725579,0.04180331141671804,6,9,0.009033254480081208,0.0950434347026727
YNL329C,0.7564250550473706,0.75116709558478,0.7385333421608243,0.5667528130151169,0.7696071466648491,0.5641412342660526,0.02535390751848736,0.025626099005008837,0.026268589456862806,0.03381399398801405,0.024658298011270324,0.03391575486741209,6,10,0.0026854083100925036,0.05182092540752725
YNL039W,0.6525870405529962,0.7591523543960519,0.6560657689866916,0.6228052188683297,0.7057922680020876,0.6112429130305306,0.02544129830301453,0.021182999960059144,0.02531360295817247,0.0265093512978615,0.02341225813471077,0.026912585488506023,8,9,0.0018957700743558207,0.04354044182545488
YGR154C,0.7799299166759716,0.8990680189460787,0.7691629453941522,0.6854769123715989,0.8414435226624618,0.5350034664133869,0.04958187525510007,0.03357815605500577,0.05078029348311893,0.05927461060455835,0.04208568871913685,0.07207212084441994,7,7,0.011366794977903064,0.10661517236258197
YPR121W,0.7925548268306957,0.8107355996333274,0.7360096291816294,0.6832701241006445,0.7601566908486165,0.6216092666687225,0.027275952849742546,0.02605329941233122,0.03076963234095342,0.03370332740519586,0.029328649657143796,0.03683820921424312,7,10,0.0036493008295149427,0.06040944321474038
YNR044W,0.669376611589156,0.014018739708733019,0.6400202369746665,-0.5420139617206132,0.5249487802619133,0.33809029366819066,0.03234013086853568,0.05584821760212794,0.03374535724342953,0.06984239760148996,0.038765483543124764,0.04575877205984699,8,8,0.0032188675851027625,0.05673506486382793
YDL226C,0.3844528194791743,0.38151500790123727,0.4191219542315062,0.23101500893005433,0.3230816703128826,0.09697164732928498,0.04864087797725418,0.04875681355722787,0.0472512403829885,0.05436628581050232,0.05100806740840223,0.058914395425262354,8,8,0.003911061114962009,0.06253847707581317
YGL027C,0.6872647424943525,0.6448499981186233,0.5749781978697516,-0.5804781393656735,0.6909964910884036,0.6280537314332371,0.028598085039168337,0.030475752709267164,0.03333912016820998,0.06428990393936951,0.028426948047913524,0.03118807955239494,7,10,0.0026610326202680065,0.05158519768565403
YGL237C,0.8614673220443944,0.843037121792192,0.836912353093483,0.7770425934975252,0.8823802989970518,0.7594803214649088,0.02544381144748748,0.02708348398010539,0.02760683293327092,0.03227877210934215,0.023444776086882634,0.03352597069985825,7,10,0.00475516121433716,0.06895767697897863
YMR044W,0.746091299130754,0.7856544568573386,0.7460018779191075,0.6501513379219603,0.6979400547773451,0.5375361033741708,0.019466302864856965,0.017885534081391263,0.019469730370787478,0.022849925741159644,0.021232017035409726,0.026271423258358306,8,9,0.001518596891419279,0.03896917873678221
YGL146C,0.8392678597824321,0.8702109837965648,0.8144783747911245,0.7899968153155912,0.7011852600514561,0.6825106010829136,0.0288068852754675,0.02588593816990674,0.030948685613976464,0.03292743337376716,0.03927769085010868,0.04048643654318341,6,9,0.005253430805202308,0.07248055466952712
YDL079C,0.22430475847089348,0.07724216164391884,0.2372841004329822,0.1392475391541821,0.3670151482945829,-0.06452943092729724,0.10207889676809814,0.11133565681702623,0.10122127511579795,0.10752997394224476,0.09221191949908555,0.11958294383719498,7,7,0.013668911951639814,0.1169141221223502
YML015C,0.7984343821047232,0.7985326878087359,0.7910697738254721,0.6432230255486744,0.7145101417802968,0.6227405950615152,0.02489550226893389,0.024889430627406554,0.025346225987503548,0.03312158220292558,0.029628386952528774,0.03405906357395102,8,10,0.0031288047980955395,0.05593572023399305
YGR046W,0.7287148703949161,0.7103881465895265,0.75945434018609,0.6770890829677105,0.7105510566934471,0.67542501954866,0.047080813042920694,0.04864510288033755,0.04433326556652682,0.051365595064889705,0.04863141923197992,0.05149777667485912,6,10,0.008314096431446294,0.0911816671894427
YPL053C,0.7547971324118554,0.780392309548949,0.6046676249822343,0.6061318851233845,0.7060650500411356,0.6714212610935343,0.024258186689487,0.022957221998976225,0.030801846510375465,0.030744750558445017,0.02655957833435482,0.028081175958360807,8,8,0.002441992136388296,0.04941651683787816
YJR101W,0.6893049858809669,0.5802559923046298,0.6789727150643176,0.5484036615872714,0.5916434923397936,0.351841386941667,0.022625167905235093,0.02629764880815509,0.022998295073294126,0.027277205454589976,0.02593847322855508,0.03267874106326966,7,9,0.0016764958227328008,0.0409450341645089
YLR172C,0.6188820501506398,0.6230260016664553,0.6011302799271718,0.5126212168466602,0.4884610158175515,0.32455900628496026,0.03711926744659793,0.03691691426237833,0.037973902340903976,0.04197618880656716,0.04300402080861817,0.049415523728043385,8,9,0.0036786843762721525,0.060652158875609305
YKL068W,0.7407205853844055,0.7187207674578013,0.6681425259296144,0.6026348607347378,0.7415541617049812,0.4760269048623176,0.024873801323830297,0.025907587678724885,0.028140638294132,0.030793072488188574,0.024833784834973036,0.03536003092234208,7,9,0.0024281159548423838,0.049275916580439005
YPL235W,0.5462421990289326,0.4852773643970747,0.46235459316222094,0.3411517472501884,0.4627819102236047,0.34622867271417146,0.028014434179423894,0.029837088103078706,0.03049423711804939,0.03375689573212908,0.030482116398855574,0.03362658296539207,8,8,0.001759919259244858,0.04195139162465124
YKL089W,0.8082480454546667,0.8203647774877725,0.7778542530006524,0.7341550351735291,0.801719249553202,0.6948909822048162,0.024387454862262434,0.023604365292198566,0.026249170292496276,0.02871513076879496,0.02479915344635052,0.030762675246693974,7,10,0.0031560675912638532,0.05617888919570992
