gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
dprA,BS3610_RS09655,90.6855,107.1025,91.6777,92.0887,69.4406,88.1177,93.5011,98.5224,95.348,83.4312,73.6984,66.9796,86.358,79.6457,105.9215,72.6529,65.4955,86.8312,90.6804,79.7148,100.5815,85.329,89.6576,93.4513,77.1456,93.1069,92.8878,83.3869
dps,BS3610_RS17330,2535.896,2987.9676,2889.2194,2569.8601,4861.6534,3885.7854,3779.1629,3752.6839,3134.0917,3534.041,3020.588,2584.6263,452.1117,678.3063,389.5852,807.8999,575.6905,863.6736,787.7579,795.8968,305.0552,1186.5637,483.372,403.6744,1023.1766,600.9374,448.5248,637.2731
drm,BS3610_RS13605,214.035,185.3454,177.4218,186.8165,160.639,167.8238,181.3021,160.2581,204.0006,229.0633,163.1484,167.8025,141.9153,195.0717,131.5325,183.4763,134.2604,194.5919,154.5872,157.8888,105.1102,154.0256,165.6025,109.063,176.7586,117.1198,110.6876,140.4606
dsdA,BS3610_RS13755,60.1877,59.6294,62.665,63.0198,45.8524,50.0995,54.5883,57.2586,56.6945,59.716,62.3021,57.5388,55.9303,50.6271,57.0834,44.7753,42.0056,50.4897,46.4581,54.3806,82.3814,55.764,58.2744,58.9855,44.0374,58.8399,71.1255,60.7223
dtpT,BS3610_RS02860,31.0121,30.8356,34.4842,28.3647,43.9016,42.6483,43.7245,49.47,49.4528,37.5761,57.392,52.5563,47.469,41.5317,49.4278,36.359,37.8567,33.1329,33.4647,52.0632,78.4516,71.8297,74.3775,55.2197,47.783,96.0614,79.9552,70.5144
dusB,BS3610_RS01185,480.5173,483.6802,484.7763,492.9776,369.8394,433.7845,443.4095,443.7019,458.0953,504.4311,351.3325,354.0512,358.2474,488.1701,335.8702,469.7494,380.5234,613.1499,446.8308,467.2523,257.2556,489.7194,502.3068,345.7662,417.7985,263.2033,240.8675,289.4144
dusC,BS3610_RS05255,143.738,111.8235,119.5567,127.0743,63.8002,74.0716,82.2866,71.4765,90.733,90.3221,68.5978,68.6202,68.9241,59.2181,72.037,57.3565,64.7081,59.9397,57.5881,53.2411,111.0121,57.1842,53.696,80.369,53.3976,66.177,92.5606,72.1309
dxr,BS3610_RS09890,328.6601,303.4987,284.551,312.9005,207.3564,228.2393,228.2248,225.8252,219.1289,232.847,165.0466,160.5158,143.9043,199.5843,146.5442,198.7749,154.9142,193.0803,186.7085,191.3302,105.2475,165.2239,150.8674,133.0988,189.4564,131.5306,122.5783,135.9287
dxs,BS3610_RS14030,552.0399,490.8899,513.7011,541.4714,389.8395,335.5446,353.7285,323.9154,325.0263,350.6309,266.5048,241.6432,228.3397,316.0969,207.2112,303.0183,244.8285,345.2887,294.7693,318.0759,173.6272,330.3318,356.4625,208.0613,342.6131,235.0109,197.628,250.9048
eag,BS3610_RS08365,68.8692,68.2786,65.4747,69.299,101.9122,79.0629,52.1162,60.9502,41.0819,58.2292,43.9732,46.5522,68.0298,60.9379,81.5419,68.3414,61.6088,74.7393,69.7956,68.9483,91.585,70.4168,51.8237,87.6185,68.327,67.2976,80.4905,72.38
ebrA,BS3610_RS10275,70.1686,72.0641,65.1342,68.1291,55.7771,37.2457,34.6465,38.1028,23.6767,22.0755,18.9042,28.4228,37.4072,31.5366,50.6225,37.7996,38.4377,16.5621,16.1009,18.0393,65.3505,15.4529,26.944,38.604,17.8503,41.9023,55.8262,34.1748
ebrB,BS3610_RS10270,67.9354,53.1985,59.7687,63.4262,39.3681,40.4608,39.2422,32.9115,22.7881,29.7458,26.4915,29.3622,34.262,26.2048,42.7995,27.9985,30.6304,21.3464,16.8742,17.4513,84.6703,14.5424,16.3962,49.1274,13.6298,40.5741,68.7994,44.7027
ecsA,BS3610_RS06390,193.2781,186.0294,192.1832,199.8671,184.3359,165.1188,160.9629,171.9412,129.3898,139.1734,114.7362,87.7726,155.4966,199.1573,144.3317,199.5444,172.2396,218.2162,233.6008,207.5864,128.9173,168.2664,177.9465,148.7299,199.1316,162.8168,148.2944,161.7019
ecsB,BS3610_RS06395,197.6159,185.2883,180.4244,191.337,166.2403,162.9772,169.8257,156.1018,171.3769,184.511,136.0066,126.8846,143.7108,198.2023,139.5326,202.1168,159.8715,209.7662,204.2384,209.6659,115.7349,182.3182,207.6889,132.7044,243.1088,164.4478,142.8905,167.8177
ecsC,BS3610_RS06400,243.7447,197.8549,207.9945,221.8862,177.2999,176.2692,174.1605,173.3671,225.4066,238.6076,173.1591,162.082,162.7137,222.1532,154.7598,237.2794,191.8797,200.9688,222.0391,240.4949,146.5173,211.6206,211.0849,183.2105,265.4573,176.7019,165.2886,197.3635
efeM,BS3610_RS21420,137.0247,137.7436,140.4002,128.7522,242.3372,408.1722,353.2711,392.9835,544.301,633.75,464.3102,443.1418,390.5543,614.4484,356.8601,515.9145,482.1446,662.0497,536.7215,455.9402,216.7325,358.6794,343.4623,333.3454,155.8803,130.3113,111.1146,120.0266
efeN,BS3610_RS21415,175.7899,181.7336,177.141,176.0159,338.5081,420.5434,440.3514,480.5549,518.4538,572.6079,433.0608,402.9734,319.0104,503.2352,281.735,456.1526,392.8779,564.5089,437.9304,451.8514,229.6913,395.0511,395.6992,309.9272,309.4565,213.5817,202.542,249.3358
efeU,BS3610_RS21425,81.9572,75.3178,77.1654,80.9069,136.682,191.0589,160.3378,169.6839,190.61,232.4222,148.0017,156.2665,222.7602,378.501,200.7824,311.6563,297.9036,380.0639,289.7614,263.3579,160.3918,233.0295,220.1968,197.7386,97.3545,98.9718,94.3615,85.1771
efp,BS3610_RS14120,1121.0128,965.3199,985.0638,1014.072,938.2826,919.1369,933.1558,959.6137,964.2795,1294.758,770.941,667.3554,509.962,893.231,475.1663,761.5187,675.1793,752.215,779.4341,777.3616,268.5777,571.1623,587.954,410.9743,671.4015,372.773,283.7051,382.6859
eglS,BS3610_RS10735,17.5203,18.7566,18.2628,19.1703,40.7531,84.1025,73.4506,91.0305,23.3046,24.375,31.7409,29.9775,37.0082,20.3915,47.3469,22.7753,28.7836,16.4872,21.0493,18.2391,90.7635,20.748,16.0308,51.8323,16.6508,48.9158,70.6197,43.9788
endB,BS3610_RS03390,2623.4769,2315.6154,2329.8411,2515.0196,1811.6748,2128.349,2343.3191,2373.9259,2073.0057,2250.7978,1354.9392,1281.2489,1231.5662,2171.9807,1120.8796,1918.1297,1768.7402,1949.6505,2068.8197,2048.3035,705.7537,1654.5987,1612.2918,1176.5769,1864.9573,1183.1288,770.0033,1210.8912
engA,BS3610_RS13260,319.6035,295.4307,283.1955,311.2823,162.8367,215.3555,217.9549,224.8374,251.8754,257.4714,191.8554,175.2881,115.2881,136.7367,105.8895,117.9074,100.4538,130.127,126.7116,113.0942,89.0129,109.9499,110.6836,103.6531,98.5034,94.6435,92.1037,97.1477
engB,BS3610_RS16080,429.6595,392.8214,385.5883,422.3817,379.2192,334.0004,338.9025,356.6529,317.3746,409.4005,251.5028,253.2458,201.5109,328.7446,173.6054,279.0243,285.6636,285.4568,331.8585,290.4273,138.8784,216.0922,216.2257,182.6795,220.1051,152.744,129.5001,151.7495
eno,BS3610_RS19165,1164.0972,1257.6611,1170.9438,1251.3431,1544.9673,1405.7702,1436.3362,1581.3545,1978.1689,1981.8967,1620.37,1536.642,682.0565,1164.9654,582.5173,860.001,606.5392,905.3282,718.055,711.5596,282.7074,627.4396,596.393,362.6275,555.7862,499.6128,275.3919,384.7106
entE,BS3610_RS18155,16.6817,13.5857,16.3601,17.0208,482.1399,1354.4407,1393.61,1649.3599,3000.8857,2895.3888,2627.2613,2589.0707,1447.4142,2110.1909,1376.451,1645.5313,1292.9022,2102.0299,1597.1346,1387.6832,540.5057,1004.4684,1020.0945,824.5085,157.152,285.641,123.1697,127.9302
epr,BS3610_RS21485,400.8059,439.5064,432.448,433.5453,539.3307,412.1724,330.9677,297.8193,240.0393,325.2515,185.2469,152.9728,121.4366,225.4889,91.9576,137.7589,180.8717,123.4742,97.1651,98.9327,116.6487,37.7926,27.3826,78.4761,16.4024,54.2012,78.5064,49.8784
epsA,BS3610_RS19400,58.7293,86.8959,75.8186,76.2677,58.8542,71.1078,151.1819,180.7918,226.5622,194.1702,183.1598,184.9357,96.6064,131.5813,81.3964,79.5669,54.5303,49.6954,49.224,49.7602,62.3557,25.8894,10.9773,37.2442,7.649,28.9646,37.0434,22.7169
epsB,BS3610_RS19395,64.1571,69.6607,67.4012,71.4106,64.8286,77.3179,127.8102,143.419,201.6747,166.3487,158.1982,167.4889,91.3884,109.963,81.9572,76.4602,52.7458,43.856,43.6656,47.4171,72.8395,24.9737,14.9511,39.1354,5.3942,37.1908,51.4796,27.8742
epsC,BS3610_RS19390,42.0803,44.4446,50.195,45.9233,41.0679,39.8529,60.7779,77.5414,120.7579,89.5242,116.2831,126.7496,78.6569,77.2936,81.6781,51.1656,48.3819,25.9954,29.7588,26.152,89.9217,20.5743,7.5366,50.0971,6.4756,42.4683,63.1936,41.909
epsD,BS3610_RS19385,57.5472,52.665,60.2463,55.5118,39.7991,51.9163,73.5676,92.9206,212.8201,162.3298,208.1479,230.8907,91.9954,96.2608,95.8507,65.1416,41.9757,35.1675,33.7567,31.9593,104.735,21.644,10.1296,53.4117,4.2102,53.3045,78.0954,40.7606
epsE,BS3610_RS19380,35.2492,38.7646,33.2612,40.0028,35.1927,29.9468,49.2189,64.8651,137.1805,121.6129,137.8989,154.6904,45.9802,57.2123,49.5531,35.5249,29.9138,18.33,15.6329,17.1341,45.5189,11.1828,4.2928,24.0372,3.3909,21.5022,35.7589,20.2732
epsF,BS3610_RS19375,25.5442,26.3237,28.153,32.9111,18.9218,27.1868,39.193,47.0061,127.1161,83.5714,118.0446,126.5775,49.6781,42.5457,55.0946,24.2834,22.7019,17.645,15.2692,13.7539,74.9692,12.1559,6.7004,37.0526,6.1433,37.9064,50.684,28.0624
epsG,BS3610_RS19370,19.5379,19.9355,21.3841,18.1969,15.4924,23.7022,30.8069,37.9913,105.4651,63.322,99.9744,104.589,46.0574,31.1124,45.6315,19.8657,26.6079,9.956,10.5638,12.1909,66.7279,10.3859,5.5078,34.4399,3.5992,34.3281,60.9991,30.7404
epsH,BS3610_RS19365,15.5704,22.3607,17.6452,18.2683,15.9132,23.4195,34.712,45.2519,96.9078,70.3696,103.8514,116.1463,42.8179,28.8263,47.9416,20.7826,24.3816,8.1861,10.9932,9.5928,72.3349,8.3652,3.4716,35.2533,3.0164,30.9318,51.7407,24.316
epsI,BS3610_RS19360,14.733,18.9606,19.025,19.9333,12.0577,25.0637,37.8061,43.9199,132.3275,81.2047,117.2165,133.6466,51.1103,30.7284,54.8644,26.2379,23.0647,9.7804,10.8286,10.4479,76.8117,13.4708,2.823,40.3693,1.5812,38.5629,58.0328,39.8314
epsJ,BS3610_RS19355,20.8404,26.5259,24.316,22.8354,19.8915,30.0727,47.9026,58.985,148.0896,107.3913,155.4285,177.7126,55.4379,44.5717,57.0908,32.1926,32.0009,16.1509,19.7878,15.988,73.3645,11.0783,5.3409,40.1954,4.3876,33.2726,57.6944,30.395
epsL,BS3610_RS19345,19.9483,25.3347,23.7711,24.9024,15.0826,38.897,44.4416,64.6621,132.4628,91.2562,131.8786,147.6726,55.1515,36.2282,60.0194,27.0095,24.2793,11.6562,13.0782,13.767,75.0289,9.9902,2.2692,40.0355,4.6604,36.372,54.6876,41.3252
epsM,BS3610_RS19340,16.3763,22.3061,21.8954,21.178,17.0287,23.6942,40.8386,50.8262,94.5899,69.1935,109.7035,110.3774,39.4116,32.3504,35.492,23.9712,18.776,13.3665,14.8561,10.8453,56.2734,6.8295,4.6702,30.643,3.0518,23.6583,37.1863,23.1369
epsN,BS3610_RS19335,25.0691,29.7471,30.1536,33.7541,24.9696,36.8204,61.161,66.889,150.2335,111.2853,152.4775,164.3883,51.5657,42.7527,53.2298,24.7565,26.1851,19.622,15.5997,18.339,63.2398,10.8278,4.7368,30.6814,4.6209,27.1365,44.3796,28.1006
epsO,BS3610_RS19330,42.7288,46.5966,50.7951,48.1717,43.8002,52.8718,63.7712,79.3544,145.6886,113.4984,136.4847,146.2103,58.2511,47.6075,67.0382,35.0382,32.3494,20.0867,24.0711,18.6708,68.8756,20.7678,12.5503,41.3495,12.3018,40.1821,57.3846,39.5486
era,BS3610_RS14545,546.4839,540.6911,541.5514,517.1703,404.4829,508.9346,487.7497,526.2088,629.2131,666.6805,476.4104,458.4072,735.0046,923.9954,731.4211,1184.9898,861.707,1422.964,1285.6768,1535.4323,770.6153,1754.4866,2048.236,1123.6873,3659.2695,1626.412,1697.7697,2451.4277
estA,BS3610_RS02350,77.2111,72.4359,87.8321,90.0014,215.1215,292.6871,446.416,503.5858,343.8043,406.4789,306.3152,282.5401,220.1043,397.8494,192.0551,277.2159,353.8793,281.3083,281.7792,302.4663,177.4109,203.606,194.6429,180.3734,165.2284,126.4708,132.9406,117.5585
estB,BS3610_RS05415,55.6176,46.5977,45.7397,43.5604,43.5322,43.9493,41.9999,39.0196,38.2322,39.2773,46.3448,41.4084,61.1669,25.3488,60.4365,26.9849,35.1939,17.0023,21.5697,23.7017,108.8024,22.5498,18.7755,58.1804,26.454,68.619,85.2951,65.0592
etfA,BS3610_RS16250,36.7584,39.2078,32.7927,37.4577,41.7778,62.2427,67.3477,79.8154,93.4825,90.3221,91.7096,90.5694,82.2796,77.9321,89.0781,69.8628,62.6923,132.9913,84.637,94.0743,133.8956,125.853,553.351,134.2389,1464.3705,491.019,598.7187,777.2595
etfB,BS3610_RS16255,49.9702,52.7663,42.0112,46.3125,45.8323,60.4982,76.4337,84.8963,94.497,87.2965,76.4257,94.0046,78.9537,75.4739,83.4382,63.4826,58.3294,131.0619,87.8341,97.4897,104.2998,130.3026,529.9316,117.4121,1256.2873,466.1645,555.5905,713.126
eutD,BS3610_RS21105,945.0385,790.6307,805.8598,823.6859,783.3632,686.6286,849.3836,886.7449,866.4541,1044.5139,737.9586,644.8732,372.9039,651.8094,321.4915,507.6791,444.1917,426.8798,442.7706,402.454,159.9397,218.8337,212.9818,213.8277,203.5209,160.2324,123.9244,135.5409
exlX,BS3610_RS11015,33.341,43.8209,38.8719,47.0551,549.6404,1016.2695,1175.292,1313.7414,214.2733,261.5343,209.1565,203.3329,117.123,159.9703,109.4601,149.6388,157.9441,157.5729,175.3905,138.8831,129.2124,137.923,128.9043,120.2531,76.3349,91.1055,84.5878,70.645
exoA,BS3610_RS12825,199.7902,186.6599,184.4727,211.9865,191.9601,136.9496,136.8261,138.3435,100.196,94.5455,69.8984,55.7929,97.6435,122.6847,95.2252,118.3401,129.4407,138.7809,167.9245,158.9758,98.827,157.0508,153.8618,137.5871,174.8788,134.401,111.1491,117.9051
exoAA,BS3610_RS22825,32.9919,30.7907,25.5288,29.3227,27.9594,19.5969,23.6673,23.946,31.1768,33.1423,34.5326,44.6564,49.4762,22.7923,66.373,29.1734,44.9363,27.7562,31.4806,30.2319,100.2181,24.9724,18.2077,65.8192,16.8273,53.8077,71.3287,50.9933
exuM,BS3610_RS07610,5.0304,5.5902,4.1961,3.1399,5.0494,4.9899,5.7275,4.2213,6.8199,1.4837,12.72,18.0114,26.0288,7.2671,36.6424,11.0025,19.7148,6.3055,9.6878,7.1946,78.9634,12.2087,6.2088,36.9419,12.957,41.758,61.132,39.3753
exuR,BS3610_RS07640,85.3648,84.9158,91.5763,89.4357,97.0433,72.8472,75.535,82.322,78.3619,84.9476,61.9152,64.2704,98.6984,115.099,91.4807,110.913,107.0345,139.1757,134.2763,123.9694,113.6711,136.3835,134.0588,127.4502,147.5749,115.8855,115.9678,115.4994
exuT,BS3610_RS07635,3.3214,3.0396,3.3346,0.776,2.4959,2.8217,1.8874,3.3052,9.3235,2.9965,22.3597,18.6966,38.7823,7.5076,53.13,9.1399,25.6339,3.9699,10.311,4.6944,121.8771,16.0426,16.9887,59.9239,15.4323,59.4565,95.8458,58.7454
ezrA,BS3610_RS16815,527.8586,509.9426,507.0142,526.1466,509.8877,425.8062,462.7179,481.34,364.7418,371.4698,280.4669,266.6317,274.8119,401.828,252.6291,397.9167,377.9548,387.7485,423.7279,409.6568,195.6022,291.6346,269.029,244.5966,286.6764,219.7717,185.7197,210.8657
fabD,BS3610_RS09550,403.8594,393.1418,394.3072,413.1103,254.317,352.8235,359.0182,370.7695,218.7275,222.2877,143.4197,129.3238,104.6424,132.7164,99.0613,118.483,87.0014,124.0955,92.7295,113.7864,94.3952,117.7361,128.9254,92.9355,161.2477,110.8325,118.2655,122.7096
fabF,BS3610_RS07070,626.6099,435.8867,414.5908,483.0317,586.2898,533.8131,555.585,526.4374,300.0763,339.8369,201.9332,159.5556,129.5805,221.6473,114.9745,191.1862,175.8777,205.5734,192.6107,206.2455,126.5645,196.1308,184.4845,137.5538,203.6098,148.8071,133.4863,162.5672
fabG,BS3610_RS09555,601.9224,501.8634,488.7151,509.7976,406.9244,513.346,493.571,535.8362,363.2503,368.6842,247.6004,237.2442,137.8695,193.8733,121.9135,175.0236,135.4229,176.145,147.7912,176.865,97.9783,157.5792,164.4929,100.7819,206.8322,138.4875,129.689,143.3163
fabG,BS3610_RS10045,20.7458,15.2508,11.9149,21.8839,19.117,13.2244,18.0702,10.8676,14.3856,14.0432,23.0896,19.8375,27.1959,15.4763,34.5522,18.2244,21.9053,18.2186,11.3156,15.1327,60.1201,20.5432,8.7202,35.7841,12.8478,37.981,51.9245,30.8612
fabG,BS3610_RS10940,672.2095,530.3708,538.9317,567.7912,526.1234,502.1011,548.5078,535.898,300.4024,381.433,248.5101,215.8766,109.6284,188.1242,93.2411,141.7645,123.4582,117.2089,130.5217,128.0112,88.4381,81.9165,89.8181,84.1803,114.3987,101.3688,88.1938,88.2831
fabG,BS3610_RS16720,393.8457,359.2503,359.8852,380.0619,318.3839,320.2764,314.0488,288.2325,223.0326,227.373,182.8507,170.9421,191.9411,261.4887,199.9914,273.4877,186.1099,279.6761,273.3388,300.4998,166.6916,258.0708,228.528,193.5895,364.3831,242.001,216.2545,253.468
fabHA,BS3610_RS07065,493.4819,439.2917,420.2924,467.5325,560.6095,591.3705,527.9996,459.3265,206.7577,228.9537,114.9809,107.085,107.3076,161.2698,94.593,134.5244,123.0339,145.3431,145.4058,154.8437,104.2734,164.7223,178.0806,98.2332,175.3093,119.6061,106.2486,131.5734
fabHB,BS3610_RS06455,22.8156,22.2719,20.2677,19.5344,38.2154,35.7684,40.1637,39.5503,24.7454,15.5521,18.6861,22.4113,30.2884,9.2288,38.1486,8.625,21.3678,7.9607,11.9248,7.8959,86.2217,8.6135,3.1087,48.2911,8.7061,43.1743,74.4085,38.5998
fabI,BS3610_RS07270,840.4701,741.4236,713.4397,801.2552,952.2409,868.1654,900.7163,903.8635,414.9428,443.4556,233.3433,225.0889,194.2207,347.1945,166.7197,290.4039,234.1927,237.2404,271.2709,278.8459,152.5881,208.7031,218.0551,178.1811,296.6044,202.2269,157.1022,181.5806
fabL,BS3610_RS05565,311.4754,253.7125,256.1394,271.7615,246.0684,216.5516,257.3252,240.44,247.4733,261.0359,190.9639,170.4463,123.9017,170.4734,123.4918,137.5075,126.7194,132.2842,135.6143,124.8212,98.8937,90.1197,89.5616,92.8358,101.0142,90.3175,93.9144,95.2032
fabZ,BS3610_RS20435,533.1058,431.4199,448.5709,492.3879,494.4325,327.1716,358.7071,380.6977,224.083,278.081,142.2447,126.7717,121.5502,211.8725,102.6961,186.1307,187.4295,154.8091,178.2821,156.4124,69.7344,102.7185,85.6429,76.4452,66.6243,58.4961,54.0717,63.5532
fadE,BS3610_RS18590,9.1671,9.5334,8.734,9.0478,11.1789,15.894,18.2486,16.0564,29.2249,22.1218,35.0252,37.3438,41.6835,25.4227,43.2886,27.645,31.1461,70.5567,32.9867,37.8231,79.0332,72.2321,357.8398,80.5223,857.0243,316.8239,384.2584,512.2708
fadF,BS3610_RS20855,3.6288,2.6782,4.6268,4.0916,4.1872,6.3724,5.7673,6.4909,12.569,8.2861,23.2741,26.1381,39.0944,10.4169,46.3186,14.1385,22.8051,15.5686,11.8185,14.3756,93.8414,24.8584,75.9493,62.7907,183.719,109.2395,141.3137,141.1493
fadG,BS3610_RS08605,54.1647,55.0629,58.8143,57.4453,49.2222,53.3519,48.6848,52.4805,49.2074,45.2914,39.1291,44.0217,59.3619,57.4557,65.4752,58.3013,63.6069,84.1945,84.8866,100.1304,105.4615,175.6321,350.1599,122.4995,320.7355,196.2414,170.8392,221.3626
fadM,BS3610_RS18610,2.4547,0.2496,0.245,0.65,1.7422,2.4242,2.8984,2.5634,8.5788,9.9752,21.1627,26.5983,36.1799,8.2744,48.1282,9.7437,20.8209,7.8093,5.6327,10.1943,97.3096,28.0595,46.5216,52.3319,17.485,99.5662,78.9269,62.924
fadN,BS3610_RS18600,8.1597,10.4353,10.2431,9.64,9.6223,9.8788,13.6431,13.3712,26.663,24.9304,37.9462,37.2789,50.0935,30.5725,56.6565,29.0074,34.7713,80.0977,35.6463,36.6794,112.4735,82.4432,396.0465,96.9049,877.9251,353.7688,429.0694,536.582
fadR,BS3610_RS16265,68.6573,64.3839,70.4319,81.4755,55.7669,73.452,92.1203,103.1631,106.6405,98.5,99.4728,94.2471,102.867,88.2862,104.8916,85.7948,73.1302,135.4359,85.0919,106.7344,119.5515,168.0003,533.8871,142.2298,1328.8585,492.5298,557.2732,678.5526
fbaA,BS3610_RS20825,3556.2513,3448.6439,3400.9771,3468.0635,3768.6943,4012.5707,4365.1079,4604.3203,4540.2653,5256.1363,3620.3704,3305.1455,2319.1286,3981.9388,2062.9573,3564.3499,2914.2535,3497.5462,3666.0247,3475.6391,1080.311,2562.2773,2574.8349,1931.1508,2717.1273,1586.0992,1174.5897,1638.3836
fbp,BS3610_RS22410,88.0496,83.6425,74.8172,85.3881,71.0432,71.65,70.8839,67.6295,57.9405,54.3692,61.9256,59.3647,87.3155,79.7969,95.3822,77.0826,67.4562,90.7156,75.4694,93.0194,116.8913,112.7479,123.5588,102.6015,116.8583,113.9297,120.2834,115.5243
fdhD,BS3610_RS20610,159.6299,138.3225,139.1629,149.7758,120.0298,109.6194,103.5157,103.0692,69.5254,70.4373,65.2201,52.6957,78.9308,76.2633,73.2107,80.1833,79.2091,76.0393,80.3959,72.706,112.1096,86.6009,70.7622,83.6297,80.2177,88.3898,96.6955,69.836
fecD,BS3610_RS04990,114.5621,101.2196,106.9131,108.6988,123.912,98.9622,104.6972,102.7863,115.1276,102.1707,92.1528,81.6347,101.9574,119.6029,97.718,124.593,100.1481,143.0607,148.7543,150.3927,112.2087,186.1261,206.8809,148.0397,207.6246,123.8299,129.7317,147.276
fecE,BS3610_RS04985,238.3339,212.1651,217.9902,195.9716,221.0417,225.239,208.7141,206.2502,267.5567,270.5899,206.8387,196.623,242.5631,337.1047,243.2958,289.3376,253.7574,399.0861,376.781,405.461,203.0649,464.7873,555.8913,317.8,581.1041,284.0975,272.0031,355.1362
fecE,BS3610_RS18855,44.9945,39.2164,35.1948,49.8467,116.5269,176.8288,180.9653,198.4928,351.2293,400.8333,282.913,273.1064,265.4961,400.5261,249.7112,336.1096,314.4634,409.635,375.4039,307.5266,186.1714,229.3782,253.5308,249.8574,116.331,115.581,108.498,98.6251
fer,BS3610_RS13370,2593.7966,2506.7786,2424.8427,2332.6135,2195.5151,2011.0796,2009.4071,2025.063,1609.0776,2208.4337,1149.1921,1090.7853,1193.3896,2313.8345,1010.0677,1874.2253,1932.6849,1817.1941,2308.7295,1740.2671,485.7784,1042.1946,1096.6914,1115.4454,1231.0253,695.6789,451.935,610.2638
feuA,BS3610_RS01765,180.3593,215.9545,197.7372,192.4132,815.076,1881.0519,1716.0067,2006.2588,3631.2713,4294.599,3270.6756,3366.9188,2656.1559,4434.3048,2455.4888,3933.8133,3441.4125,4261.9709,3984.9849,3485.2879,1142.9361,2233.0606,2431.0406,2156.6394,1043.6474,792.5155,433.8451,584.9692
feuB,BS3610_RS01760,53.0396,62.5372,59.3912,63.692,200.7559,472.7785,440.4177,509.1514,1080.9494,1160.6865,933.8508,959.605,675.1338,1012.5923,693.1024,877.3115,701.8865,1024.6382,906.8439,821.9465,299.0368,595.5951,686.9945,557.1392,304.4355,227.9796,144.819,191.4184
feuC,BS3610_RS01755,66.3237,60.1224,64.8417,61.3303,218.6402,528.5753,459.2179,550.9731,1159.1045,1175.6772,1015.8217,1037.3246,631.0407,839.1043,637.3655,747.6082,580.2976,805.6145,753.2527,661.5317,283.5165,502.5579,565.3809,470.7838,222.5051,204.4484,146.7168,160.7333
ffh,BS3610_RS09590,1389.0317,1256.2973,1289.965,1302.9002,1005.9441,1095.8229,1189.1697,1191.8255,1349.7113,1507.651,967.4036,896.5998,529.4538,897.9774,489.9224,818.21,663.9231,861.1403,876.4712,868.5537,325.5362,771.8,802.3844,583.5936,969.7703,634.1332,471.879,651.3136
fhuB,BS3610_RS18865,27.4687,24.0548,26.1645,24.0786,56.268,87.3426,74.1186,73.22,165.3976,185.7808,133.8958,127.3326,234.5816,299.5658,210.7322,273.9252,260.6046,336.156,277.9298,265.5202,207.265,213.2153,187.6937,239.0595,80.5105,117.6813,117.8499,111.0815
fhuD,BS3610_RS18870,105.9191,88.3167,95.618,104.5026,316.066,471.8592,480.0363,517.8892,1032.1998,1230.4747,892.3444,837.3441,946.2657,1763.4732,836.8619,1598.7444,1411.855,1639.6351,1585.1792,1336.1432,481.2867,899.7168,818.6827,849.9864,397.5871,335.8796,212.0275,239.5312
fhuG,BS3610_RS18860,30.1635,27.38,27.3164,28.8322,49.1862,94.5394,81.9698,92.6522,201.3422,229.1395,153.41,149.5234,179.9516,247.2439,183.0186,222.3544,203.7782,272.476,237.4638,216.4882,150.2123,165.027,187.5426,182.3061,66.2527,97.3947,87.5077,81.2802
flgB,BS3610_RS09690,882.3734,1110.6215,1039.9172,955.485,1348.9629,1688.6891,1566.6598,1733.8576,1310.0234,1517.25,1196.7569,1097.9404,772.6985,1337.7935,738.1264,1243.6637,1048.9291,1423.2518,1181.562,1115.6195,436.1923,831.0015,727.1259,668.4508,747.3919,414.435,333.3106,409.6737
flgC,BS3610_RS09695,506.257,615.0705,585.0624,581.7351,676.1192,895.0439,834.3296,816.8324,654.7377,776.7715,539.3125,521.7562,417.0604,710.638,369.5777,592.6113,523.9875,825.9763,570.784,586.898,253.4899,464.9015,412.4538,365.0902,385.9447,232.6447,173.2749,233.1687
flgD,BS3610_RS09750,258.4793,275.7068,237.4595,239.3261,214.9001,288.4683,220.8275,187.8428,268.2638,378.2447,192.1416,136.2178,115.7953,219.8949,98.9472,147.5676,143.0839,232.7779,169.4596,165.8672,86.2903,114.5108,92.7844,86.6612,74.4775,77.7298,61.0453,59.9473
flgG,BS3610_RS09755,317.474,302.2411,279.5869,304.9708,258.9651,380.4258,278.3772,258.5128,379.5035,499.2736,238.9489,208.3392,175.7405,275.945,132.6905,197.6191,215.499,248.2869,208.5967,193.4369,148.7981,125.0946,88.6543,131.8969,77.4703,112.3199,95.7812,94.7302
flgK,BS3610_RS19935,576.2237,704.2079,694.0178,679.7796,742.9953,688.2508,559.6491,484.6798,433.874,635.2854,305.31,263.325,217.7871,445.333,149.497,307.8823,310.0814,283.9818,304.9813,255.5251,124.1238,134.6577,131.1234,132.2389,78.7767,86.0713,69.1225,66.3055
