gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
yxeP,BS3610_RS22040,642.9238,702.1236,670.2944,668.0622,517.3603,557.6373,532.6699,575.4999,507.6861,506.6929,419.4922,405.0698,153.2519,241.9418,138.5198,160.3294,177.3126,224.581,143.0961,132.0334,127.7368,97.8584,109.7834,119.9324,59.843,77.82,90.4946,75.0628
yxeQ,BS3610_RS22035,359.2934,365.4398,371.6944,384.0478,301.1106,326.499,306.4619,345.1661,317.1326,320.2634,283.773,269.0257,89.0793,136.9755,84.9272,82.1148,104.1732,105.2526,71.644,69.4224,86.6193,64.3589,65.8964,73.5269,43.6972,57.6837,65.573,54.5759
yxeR,BS3610_RS22030,399.627,403.8444,426.2239,452.6606,322.9949,352.906,382.1876,411.3846,364.5727,361.6172,303.7632,304.5301,107.9255,143.4914,108.5619,107.241,109.2906,129.6161,88.9386,90.593,113.9445,93.9786,99.0842,98.0418,84.4064,89.7129,95.5703,91.1329
yxiB,BS3610_RS21960,137.5126,151.8832,136.3077,125.9221,103.8473,115.145,113.8668,89.1308,97.7149,104.6926,79.4967,88.9028,133.1918,200.7096,141.2646,161.9067,151.3624,175.1825,185.7475,219.429,161.2406,239.1152,261.2894,141.6182,214.8035,136.1713,145.5142,167.2178
yxiC,BS3610_RS21955,117.5368,99.1615,104.7595,86.0767,62.1738,65.2906,66.5313,71.63,90.6291,78,86.3879,102.9379,96.7534,134.6436,110.8269,110.1273,120.4794,152.659,141.1715,165.0674,112.9857,174.2003,197.5697,101.0376,176.5989,116.6492,101.615,117.9265
yxiD,BS3610_RS21950,110.0457,110.661,103.5439,107.116,64.0877,64.1094,69.8929,79.7151,95.6087,101.6053,89.1535,86.8167,99.5724,131.5158,102.4466,107.2909,103.0704,114.3604,128.9174,125.0263,112.1807,141.0845,144.3385,96.1186,124.4823,99.0742,99.8704,96.4448
yxiE,BS3610_RS21925,766.5281,932.4518,933.7174,846.4225,807.07,677.2124,646.2025,687.5716,922.8007,948.1711,751.5085,636.4325,856.7967,1290.0363,884.2329,1733.7622,1752.7217,1696.1544,2309.9639,2349.4879,952.1711,1713.9091,1796.2446,1563.8782,3851.567,1682.892,1592.5506,2145.88
yxiF,BS3610_RS21905,55.2708,50.0999,53.4332,41.8164,32.2786,57.3113,51.3605,51.9456,181.55,169.5382,162.3496,161.6751,103.4993,132.0117,106.1536,106.5604,84.9704,96.2627,81.5303,95.0931,77.2135,65.0829,53.4007,59.3676,39.1683,48.131,59.4966,50.5997
yxiG,BS3610_RS21895,52.3208,65.2935,67.2958,63.7625,46.3328,58.1275,70.0733,60.3488,234.078,202.7158,187.4098,188.5721,106.2747,149.708,115.8126,101.6482,92.1916,108.1792,104.3666,106.3491,83.6983,67.8994,58.3275,71.5531,49.0048,54.7787,67.5531,58.0666
yxiH,BS3610_RS21890,51.0884,63.2555,53.3171,55.5055,34.5528,78.4601,63.1443,59.3125,221.6384,201.2045,170.5089,177.3454,134.9993,140.5528,102.7285,103.5239,76.4696,90.9015,106.0223,96.9455,73.0662,67.3638,52.7659,61.4836,42.1429,44.0493,54.2408,41.5985
yxiI,BS3610_RS21880,32.6491,42.0176,41.2439,38.4995,15.6412,43.0737,48.2968,32.1232,127.8103,116.1574,108.8507,119.0249,66.71,76.3497,75.2095,52.5036,63.2821,47.117,51.5054,51.7538,77.8455,43.3334,32.4164,48.7647,31.5355,43.4408,71.5471,45.5072
yxiJ,BS3610_RS21875,25.0433,28.2664,32.9951,32.4943,23.4618,37.097,39.5156,36.8742,97.7817,97.5,95.5368,92.0583,61.2562,54.8704,70.1436,44.7326,43.1469,44.7183,41.183,37.8868,69.9713,34.6667,25.1266,43.0558,24.8462,38.4558,54.3396,32.0976
yxiK,BS3610_RS21870,30.5887,42.2358,37.1195,34.5311,26.7373,44.1189,43.0294,42.8704,140.2701,125.9903,119.1896,125.208,74.7191,76.5171,90.5945,56.1439,57.1815,63.4427,60.9536,55.875,91.1164,47.6105,41.8777,54.6193,30.7164,58.0582,74.3111,51.9981
yxiM,BS3610_RS21860,22.6567,21.7219,22.4849,23.4838,14.61,28.0479,32.7272,30.0139,103.4409,86.299,94.8032,95.3797,67.5984,44.9499,85.381,42.7637,50.4452,40.6559,31.193,35.1402,135.1855,26.4752,22.1307,75.0857,28.4067,62.202,105.345,54.7586
yxiO,BS3610_RS21850,45.7626,51.9526,48.741,51.5397,53.5291,56.8481,50.7379,47.3648,72.0416,70.3914,79.0301,74.2646,118.6207,114.6185,154.2831,156.0265,109.9362,250.746,170.803,260.672,195.0493,357.7436,333.4366,215.7819,314.9868,188.5501,167.9702,197.4901
yxiP,BS3610_RS21845,80.8227,82.6284,84.3774,89.0781,98.1364,89.7926,87.5752,90.3311,76.2079,88.9097,70.9731,66.6934,119.1912,135.1141,118.7497,150.1877,152.5654,211.5034,167.9133,198.2796,161.7745,272.8287,280.4515,148.9692,266.3154,129.5977,153.8265,178.0609
yxiS,BS3610_RS21820,350.1679,396.8712,398.7476,406.7699,547.4822,368.2064,304.5353,286.6624,132.1396,129.6649,112.3805,104.0509,92.9774,104.2495,80.0505,89.8604,106.3651,87.3461,105.5691,106.9055,116.2766,105.3404,78.8337,85.5434,123.8663,101.6898,105.374,83.2088
yxjA,BS3610_RS21810,284.0595,258.0597,262.821,261.7821,296.5736,182.7072,197.1869,185.9813,141.6565,171.9724,127.6821,112.6022,115.255,171.1334,100.2454,134.7597,131.9274,127.9191,114.59,123.2524,100.1898,131.6987,121.0666,80.2525,99.3607,96.6709,102.7264,93.0943
yxjB,BS3610_RS21805,139.5879,112.5121,105.9808,115.9924,113.0394,84.353,100.996,90.5705,103.8858,131.6078,78.4544,80.9096,118.9577,173.05,121.3509,169.6496,173.2303,214.1542,180.5873,175.4163,125.683,126.5091,126.3138,146.8035,107.6442,85.8121,96.7744,84.6627
yxjC,BS3610_RS21795,0.8736,1.4391,0.7848,0.9716,1.116,0.7764,2.0255,1.4779,7.959,1.649,21.8601,23.7267,35.8333,2.827,49.6492,7.5793,22.0906,4.1957,7.8179,3.5762,93.6914,10.2241,3.7008,51.0662,7.8005,48.7811,71.4456,48.639
yxjF,BS3610_RS21780,20.1803,29.3146,25.3218,29.7723,33.965,25.9787,22.5897,22.8799,33.0045,37.4128,39.4555,41.7474,66.5984,70.939,64.3527,73.836,76.6687,82.5424,64.6812,48.4598,95.0057,31.7442,29.639,68.729,28.9687,55.6714,67.4822,49.266
yxjG,BS3610_RS21775,1200.1775,1344.6067,1332.1886,1314.9398,1634.928,1033.7057,1141.3199,1285.9791,1263.8515,1401.7876,1095.0819,1041.5685,1249.1014,2420.719,1012.3996,1720.4418,1895.3615,2467.1147,2199.7975,1754.2107,611.1232,1346.5829,1184.0895,1163.6647,865.438,544.266,433.6986,614.9065
yxjH,BS3610_RS21770,627.6993,716.1717,756.9766,705.8041,622.9416,427.3031,426.8152,451.449,585.1128,627.6026,501.8423,500.2956,700.8747,1280.0473,574.6426,862.2872,990.173,1345.0558,1196.1919,901.9494,343.6493,555.1505,453.36,609.5031,304.3502,240.3768,191.7502,243.9623
yxjI,BS3610_RS21765,215.9873,167.9672,185.3698,182.4554,656.7863,561.5921,465.3113,383.1138,124.2767,142.362,97.8564,96.1144,110.1832,143.0464,119.6744,128.0818,154.0094,136.7375,161.7119,172.8079,151.4668,159.35,131.1312,137.7256,122.4662,107.5818,110.7127,112.6802
yxjJ,BS3610_RS24625,192.8338,221.5874,210.9951,223.4462,800.1707,587.9379,458.0158,381.5422,213.8616,275.3947,172.9633,166.4978,140.4925,211.129,132.9036,151.6871,160.2549,171.4066,182.9796,268.3744,228.2565,324.3164,269.9276,218.3608,131.1214,174.063,164.7347,162.7854
yxjL,BS3610_RS21745,33.9629,28.664,28.4752,30.8773,21.6941,18.4468,18.5923,24.117,25.3756,25.8219,35.5019,35.4247,46.152,26.7125,45.8336,23.1104,32.1078,24.049,22.0806,20.8209,80.902,29.9179,22.2965,45.1555,20.7357,43.7237,62.751,45.8512
yxjM,BS3610_RS21740,36.7528,36.6079,33.3802,35.1648,31.1287,32.4849,30.9935,31.2974,32.5939,28.5074,31.1162,31.2756,43.9364,34.2912,53.3574,29.5339,36.3295,33.1949,33.081,28.3699,79.0995,29.5136,28.9748,44.6849,29.0561,45.495,66.0887,48.0943
yxjN,BS3610_RS21735,57.5363,57.4417,54.0347,60.6655,55.4619,53.4619,45.4771,51.6169,36.3071,45.6646,41.0915,44.8109,62.4939,65.5881,72.3189,44.4899,71.539,40.5802,59.4105,51.6676,105.3913,35.0507,26.2398,61.5098,36.5253,68.6363,84.811,71.1957
yxjO,BS3610_RS21730,45.0008,51.0255,42.4586,49.9133,48.8118,39.3044,41.8327,44.6875,25.171,29.0497,31.0184,29.9218,49.2583,39.7825,49.5089,37.5543,46.3613,36.5963,38.3163,32.7426,82.4227,29.6507,38.1776,56.4444,30.4555,43.4603,60.6296,46.7943
yxkA,BS3610_RS21725,8.3132,10.2931,14.4964,13.5965,26.8631,21.7314,19.3689,18.3837,14.8505,12.1154,25.137,32.5349,33.1235,12.3627,49.6816,12.8942,21.7757,12.1947,12.343,7.8332,93.2765,18,14.174,48.4263,19.5931,49.4919,75.2394,42.4941
yxkC,BS3610_RS21715,1363.9963,1277.2557,1304.0394,1277.7543,1167.7724,986.7963,805.8377,695.7732,1304.7073,2179.1705,865.96,709.5609,548.5978,1261.3892,307.3863,645.4569,811.0096,571.0446,416.4846,375.9725,101.4672,95.86,91.7004,183.2486,40.672,58.4923,65.5884,43.6557
yxkD,BS3610_RS21710,58.3537,37.6803,47.364,38.1204,22.705,26.656,24.0371,22.2713,35.9818,30.0538,45.1044,51.0235,48.7669,11.3826,61.9979,15.6209,27.5583,9.5754,12.2344,9.2261,105.2029,9.2258,3.9626,58.2596,6.1037,53.9621,83.6128,47.6079
yxkF,BS3610_RS21700,45.2041,48.4753,55.0564,50.8911,62.0005,61.0046,78.766,75.0647,64.0667,63.8003,74.5053,70.0126,80.8791,67.8671,83.4662,71.7093,67.2597,72.9997,71.2716,68.1154,113.5453,59.9397,61.5237,72.091,80.6378,78.3956,99.2882,89.9981
yxkH,BS3610_RS21690,95.6298,92.3786,96.2456,103.167,135.7432,141.6574,109.2065,98.7532,84.1912,117.3482,77.2911,72.6304,63.3093,62.082,70.7949,60.5031,61.022,44.7073,46.7311,52.0067,123.2235,55.993,59.8851,75.1016,62.5079,66.1302,95.5406,74.448
yxkI,BS3610_RS21680,131.4039,117.6941,119.894,121.8243,87.323,77.7399,76.9914,73.7945,80.2065,83.0749,76.8676,72.501,72.2048,67.4832,74.1572,61.3976,66.6532,54.2878,58.3097,57.289,101.8699,44.0749,44.998,67.4709,54.9764,60.4599,88.4834,60.8343
yxkO,BS3610_RS21650,24.1664,25.9386,30.5532,35.3145,43.4509,29.8316,31.7045,31.1245,23.6217,18.3032,34.4343,35.8928,34.2429,11.7664,47.176,16.495,26.5711,12.9512,13.3496,12.4787,101.4739,14.6426,6.9847,54.987,7.8554,44.1478,72.2108,42.9041
yxlA,BS3610_RS21645,124.5059,106.8421,110.7101,119.5492,41.7241,33.8793,32.0745,32.2216,33.8571,24.0557,30.9764,29.1086,37.5161,13.6854,47.6915,15.5015,26.1142,11.8327,18.6321,12.0434,80.7625,12.7729,10.6614,48.0232,10.9479,45.7187,59.904,44.404
yxlC,BS3610_RS21635,24.7157,20.4983,22.8961,15.9528,61.1761,48.9108,47.0072,39.1985,20.9423,17.3131,15.7311,23.9336,28.3382,14.0588,30.0896,11.8252,18.4251,18.5474,14.1782,19.2454,52.2898,28.43,29.2753,36.1186,33.5986,37.737,56.2186,44.5466
yxlD,BS3610_RS21630,22.7568,12.0572,12.9111,17.1265,42.8433,39.9195,42.8115,29.2674,14.2893,14.1304,15.1014,12.0076,27.0429,12.1119,38.4265,18.3376,19.0481,11.0622,17.864,18.1198,49.5532,23.7392,13.3523,24.7103,23.3089,33.4398,43.9442,41.4477
yxlE,BS3610_RS21625,15.7415,9.604,9.4272,17.7155,26.8135,21.8607,24.078,22.1917,12.8047,3.0952,11.4505,11.9556,9.8728,15.9185,17.0349,6.6947,8.3449,13.3274,12.0402,8.1717,31.7177,16.0953,11.6992,18.0424,22.5254,32.0465,30.2749,24.2107
yxlF,BS3610_RS21620,31.5495,36.0272,36.6179,41.0323,73.4766,65.7594,72.8249,47.4948,26.9505,22.3986,32.224,28.7541,38.0862,18.6343,42.8682,25.1729,29.0838,29.1393,31.0717,28.5732,80.4088,52.1758,53.2243,52.4175,58.1703,74.638,78.976,72.7856
yxlG,BS3610_RS21615,62.9359,47.1243,53.6805,48.9863,74.7168,58.9735,80.7588,64.8255,44.4718,38.625,53.3331,57.6491,51.4335,36.0002,66.5285,40.0135,53.0783,47.8527,42.6675,50.0671,121.7718,67.2001,80.7918,82.4088,118.986,114.258,123.0164,118.3067
yxlH,BS3610_RS21610,48.6378,50.924,46.0985,57.9569,75.3001,69.1474,68.29,55.7837,50.9635,46.9264,58.966,60.6696,63.2068,49.3929,70.6858,57.6727,47.5253,54.2492,44.9256,54.1041,118.5975,81.6959,94.4285,82.2032,136.8374,116.5181,126.4716,126.9479
yxlJ,BS3610_RS21600,40.2728,41.0791,47.8597,44.9898,43.4103,41.0138,42.9583,44.5525,35.0343,34.1497,49.2315,35.5574,48.1487,17.3931,48.7088,23.1935,38.3622,24.0225,24.0652,18.6662,112.2519,23.3604,16.8361,61.738,17.7687,55.3412,79.6888,47.1003
yxnA,BS3610_RS22305,109.7277,120.9682,141.4076,121.3729,232.7449,135.7936,121.881,123.36,57.2447,56.2605,69.1522,74.8985,49.2188,22.0049,56.0559,26.3849,35.3431,25.4432,17.5291,18.9527,114.1839,41.5127,28.6458,66.8631,34.7156,53.9674,83.5642,55.3643
yxnB,BS3610_RS22260,52.871,80.799,81.6168,66.0595,91.1513,132.8751,147.774,149.553,866.2685,908.3851,742.2933,803.2622,643.2344,1017.3972,583.8474,963.5959,853.4921,1537.0203,1212.0048,1568.1964,690.8953,2389.4204,2862.3545,1098.548,2864.0525,1085.2412,1181.025,1684.357
yxxB,BS3610_RS22025,77.5135,77.1964,87.0388,93.9499,117.9562,86.7493,98.2829,98.0263,70.1611,71.2759,71.5856,80.7747,52.8152,36.3106,47.8911,38.5405,43.2819,32.9007,24.5216,20.7955,99.8344,27.7035,16.52,59.7733,17.9426,53.3077,69.9856,52.8149
yxxD,BS3610_RS21945,154.6765,133.8884,161.52,133.5214,109.8583,113.528,133.2425,138.5484,169.5763,212.7872,137.0196,120.6145,125.553,188.6015,100.6655,142.9629,158.0737,139.2498,195.3993,177.8991,80.7088,162.8516,175.5468,103.683,144.4668,79.5099,79.9673,85.0239
yxxE,BS3610_RS21940,211.0206,179.1662,172.9841,172.0967,144.5292,153.3221,173.6274,150.8176,223.6478,246.1165,195.3261,179.1603,141.9095,230.4313,112.1616,186.9958,254.5699,193.4175,271.5624,252.7659,94.8453,196.1363,220.9354,115.3226,192.8872,129.9283,111.5808,117.234
yxxF,BS3610_RS21920,70.1936,76.3589,72.3354,65.0205,75.1229,72.9811,62.9489,76.1774,72.1087,77.5,71.419,66.1468,98.9297,118.9293,108.0481,122.564,113.318,116.9407,132.5003,128.2321,126.2407,125.2502,135.2435,123.686,171.3228,121.6534,131.042,125.8842
yxxG,BS3610_RS21910,368.1372,451.1453,388.8463,365.4459,375.0606,461.001,460.0433,441.5846,1457.3227,1392.2727,1341.8744,1273.6003,603.5008,1088.1882,487.8168,836.6465,611.2051,667.216,706.8154,713.334,174.8247,346.9097,352.417,248.7961,313.591,181.522,124.829,182.6599
yxzC,BS3610_RS21900,46.3607,58.4147,51.9069,46.4366,40.3428,67.9281,61.6632,53.6751,190.926,191.0366,185.7221,164.7252,99.8718,124.3387,116.5068,99.4403,72.6616,93.7053,80.9411,74.1428,107.5825,43.7562,37.4516,80.8608,38.458,54.8698,93.4376,58.3863
yxzE,BS3610_RS21685,225.7265,191.9012,170.6389,197.935,351.4016,331.6302,266.9198,249.243,176.5907,289.5895,168.6817,151.7651,124.1652,177.1226,138.5074,158.4239,163.7997,142.4058,169.821,206.3648,190.8746,239.8213,203.5132,150.1426,187.8011,167.0244,172.9945,148.9232
yxzF,BS3610_RS24615,73.2872,102.7449,79.8419,68.1291,105.5781,100.4768,64.7739,73.2746,33.8238,51.5094,48.3947,54.0033,42.5415,12.6146,91.7161,14.5893,30.9981,7.2009,16.1009,11.1011,134.8902,17.6604,10.4299,86.8589,10.7102,63.1255,97.8112,53.9603
yxzG,BS3610_RS21885,43.2371,50.588,53.5897,53.4779,34.2604,58.9805,51.2864,54.5241,204.791,184.6689,149.1603,167.6005,98.3439,119.5466,98.6656,90.3115,83.9947,78.857,82.8861,75.4931,114.394,49.0729,51.8618,68.1251,48.8696,64.9419,86.7994,60.607
yxzJ,BS3610_RS24645,33.8085,15.4701,40.494,37.3021,23.995,37.5607,25.4029,28.244,101.8559,113.0114,96.5488,95.8624,58.3112,77.8738,50.2164,49.5253,43.3128,39.8995,38.7887,55.1587,49.4509,28.3637,50.2533,29.7085,21.5015,23.5979,37.7907,17.3327
yxzL,BS3610_RS24650,9.0156,8.2507,1.3498,7.162,11.5176,6.6775,8.7096,9.8854,30.9642,26.5909,52.4643,57.5174,81.9891,15.1949,84.9375,14.0588,71.6902,12.4903,25.8591,20.0577,224.4463,25.5273,25.1266,91.9671,36.1225,56.6349,148.4952,56.6201
yyaB,BS3610_RS22880,54.5332,66.3706,56.5631,54.0399,75.4129,78.0739,92.8723,118.3559,98.7794,111.4286,101.419,102.9892,108.4245,110.8607,103.0681,118.1131,118.0206,112.6769,140.6125,160.598,139.5581,116.7349,115.9471,126.8124,226.5409,131.0636,172.3341,173.7985
yyaC,BS3610_RS22865,40.9203,46.2601,46.4895,43.6616,34.3385,45.9075,43.4069,48.6387,39.5952,44.9636,50.5825,63.2546,75.4838,58.8249,95.6132,67.9054,56.4648,62.9904,61.2166,59.9784,112.7366,78.7574,70.2163,91.0442,54.6514,85.6854,102.3219,88.8511
yyaD,BS3610_RS22860,4.4672,4.7696,2.6753,3.7459,4.1217,4.4115,3.1168,4.4317,10.2284,2.9279,29.1249,32.3448,55.1009,5.5213,67.4895,13.0878,27.431,5.7304,11.3894,7.5091,117.8795,12.4144,7.4701,63.3191,6.5344,51.1011,85.6215,52.1022
yyaE,BS3610_RS22850,96.4994,93.5206,87.6865,90.222,55.1598,57.4531,62.6271,59.8812,51.9282,49.0419,49.0762,58.0689,72.0452,40.0345,80.1401,43.4602,51.0578,46.9632,41.4468,40.5158,114.6682,39.0001,33.3768,78.2739,24.2182,73.1408,87.7812,68.5956
yyaF,BS3610_RS22845,555.9827,451.1108,439.5677,458.8465,367.6533,364.7581,391.5742,386.0274,347.5423,410.4564,256.623,237.8648,200.1966,288.5167,182.8512,237.5057,213.2638,275.3686,234.5874,198.992,145.9189,162.1638,155.1415,161.2093,133.5319,120.8685,104.2076,112.0406
yyaH,BS3610_RS22815,29.9337,27.9897,28.6434,22.2285,15.7951,31.087,26.403,31.1908,24.7021,18.4252,41.6547,45.6667,61.2191,32.9023,81.5212,51.4752,56.9194,75.1275,93.3235,67.1749,120.977,85.3702,65.2897,105.1646,76.7282,104.9207,115.5251,96.0804
yyaJ,BS3610_RS22805,39.1275,38.3178,45.0033,40.2335,59.0957,73.127,81.7806,95.5423,32.5218,24.8064,41.4955,40.993,63.6435,35.4996,74.0232,42.3008,50.5955,67.2105,52.0233,58.5756,114.8435,75.2391,70.7289,80.5981,76.8155,86.2703,89.2636,80.1445
yyaK,BS3610_RS22800,244.8989,240.5086,244.4938,239.8476,178.7789,184.8541,210.2391,213.3366,213.6257,253.5,173.1321,169.7221,162.2348,225.3656,155.2979,193.3086,207.4436,203.0365,232.617,199.3067,142.0955,141.7003,136.968,163.3019,134.026,121.1357,122.9161,111.8536
yyaL,BS3610_RS22795,86.1164,87.4696,85.9666,92.0076,82.7793,83.698,83.1931,92.4173,98.8563,101.4565,95.9522,88.2013,101.8615,80.9073,99.4514,88.2241,89.9072,88.498,88.2208,84.5233,110.626,80.7132,80.648,89.7806,60.7402,87.1107,87.6048,74.3296
yyaM,BS3610_RS22790,18.9053,20.7616,21.3498,21.4548,26.567,31.5051,25.0471,24.6212,17.8681,14.6569,25.4082,24.8607,38.366,17.206,45.7996,18.6072,23.8382,17.2116,15.1831,19.4678,75.3141,22.6863,23.7854,47.3614,21.9512,38.0788,62.4905,41.1227
yyaN,BS3610_RS22785,15.4584,20.1322,18.6933,17.4756,19.7484,9.9081,14.9337,15.646,9.0278,4.9101,14.4161,18.4237,24.611,9.6198,35.425,9.1028,10.8739,6.0405,12.9606,11.6402,48.5578,15.1511,11.2678,31.0745,11.5706,30.7093,44.3317,21.9464
yyaO,BS3610_RS22780,87.8082,101.1573,111.3585,108.3253,143.8501,102.1441,78.8396,71.8458,38.0941,41.4375,47.0903,53.6658,119.538,106.5542,128.6258,118.6212,110.8958,93.5036,123.2617,134.2194,153.7518,107.2502,116.3153,160.555,125.3537,153.5828,157.1093,122.3399
yyaP,BS3610_RS22770,83.5176,89.2373,102.9133,88.9251,108.3711,90.3576,87.4412,84.6574,80.1482,90.7936,81.0019,72.1323,108.6008,122.9259,116.2379,137.2407,107.0928,136.9085,157.5262,121.4074,102.9065,112.2542,136.4903,125.3948,130.6472,90.951,99.6225,99.533
yyaQ,BS3610_RS22765,166.675,195.7525,168.4414,198.0585,215.5922,204.4619,203.284,191.8933,175.5003,171.2395,140.7742,125.956,184.2439,233.8609,180.8997,259.9107,188.8646,253.3627,244.6112,266.3685,138.4386,257.5971,254.715,191.515,311.6452,196.8031,178.3617,204.5452
yyaR,BS3610_RS22760,44.1713,51.7251,44.3727,42.2586,61.8906,46.9628,36.707,37.4964,32.9685,31.9397,37.7736,48.915,54.5132,47.0692,64.9433,49.6906,47.2098,44.3062,43.5939,36.3498,84.9817,43.4828,51.8899,63.0396,52.7404,57.0206,82.9147,61.3617
yyaS,BS3610_RS22755,20.8653,17.223,19.111,17.2255,23.5199,24.5446,22.1332,21.1481,18.1929,16.8936,27.776,30.2028,41.9533,25.6508,47.5032,25.7513,30.5807,22.2943,20.6531,18.9323,66.8271,33.9803,36.4875,49.7998,35.1262,47.1178,58.1057,48.4514
yyaT,BS3610_RS22750,18.8581,19.2886,19.4317,20.7089,17.7144,16.6376,20.3613,15.1172,24.0626,10.4698,23.1316,28.3084,41.2223,25.2398,52.5371,26.891,35.7248,27.663,17.8179,20.2372,98.9423,34.0269,21.6415,57.5965,26.6676,45.2952,69.5838,33.2695
yybA,BS3610_RS22745,57.467,61.6072,56.5396,64.7822,48.9435,57.7644,50.7577,58.1247,51.0494,43.2616,59.4518,66.3419,82.3823,69.7355,102.0101,71.6906,77.4666,52.5713,59.6529,59.9074,132.9205,48.5564,51.2517,108.3979,43.8574,87.4805,99.4306,78.2841
yybB,BS3610_RS22740,64.3195,66.7338,80.6215,79.9109,64.0157,69.3805,62.8586,59.0441,84.3606,65.2941,72.1746,73.6164,98.5046,93.7821,99.9784,86.5157,93.965,76.6749,78.5134,74.876,134.4201,58.9413,57.9466,104.9236,71.9181,79.6087,112.1952,80.2323
yybC,BS3610_RS22735,21.1773,25.5257,26.4476,25.0297,26.3945,17.2153,22.9533,21.845,26.89,23.1562,35.0673,35.3065,50.0505,25.0716,61.9456,25.9209,39.4296,25.7612,24.2968,23.9021,107.6818,24.375,14.9713,51.1503,23.6516,54.439,79.166,44.8844
yybD,BS3610_RS22730,32.9455,23.5071,27.5888,22.6232,19.2609,17.9908,19.9594,18.893,20.5914,21.0811,20.58,34.6067,43.0768,21.4577,46.4938,22.3231,30.1939,21.6611,24.9855,23.8524,77.1084,27.9325,22.4102,46.0813,21.7339,49.1091,60.1407,37.7884
yybE,BS3610_RS22725,22.8467,24.2641,21.2835,25.5437,20.8994,20.9952,18.5289,22.7977,24.1673,17.3038,28.4505,30.848,52.5398,25.9558,57.7428,23.0315,35.6616,21.3618,27.1829,22.5906,104.1165,30.3482,23.8975,64.5925,34.5492,59.0618,82.1214,53.7925
yybF,BS3610_RS22720,80.8065,108.1252,111.4502,100.0176,151.1982,162.3198,169.5317,197.7257,659.9658,470.4074,639.2508,620.7893,727.7625,660.115,883.8092,884.837,812.2827,1437.0679,1072.014,1123.5118,1001.3568,1651.0992,1515.27,1366.2522,996.0554,791.4769,460.5581,580.6094
yybG,BS3610_RS22715,82.643,72.6604,67.3454,76.4374,78.4294,59.6797,69.2876,63.2465,83.5509,81.1339,72.7109,77.7415,101.6281,106.8527,111.8289,98.6627,107.0233,110.9504,99.5575,96.3963,144.3158,98.893,80.6146,117.9298,57.7776,80.3451,92.222,72.8592
yybH,BS3610_RS24685,3.4435,15.7566,7.7332,4.1032,10.9977,7.6512,6.6531,4.8544,7.4694,8.125,11.6891,12.5534,25.9161,20.893,26.3038,16.109,26.0126,12.7216,31.6056,27.5793,50.8806,21.125,32.6297,26.0487,21.6807,25.2366,48.9056,29.1285
yybH,BS3610_RS22710,19.7072,19.1988,25.6981,18.1805,18.6792,21.1881,30.7068,36.4457,24.8215,21,25.8958,39.9778,62.1986,31.5002,80.6112,53.5316,49.5398,53.4307,45.2203,46.9556,113.4032,57.0001,53.1525,90.4966,32.0207,47.0344,73.7346,47.9093
yybI,BS3610_RS22705,31.7374,28.7573,31.3328,27.2093,20.4733,27.9285,34.3029,38.6879,44.6462,38.5551,52.7247,53.8412,90.1644,58.4686,113.2966,57.1974,74.4615,73.137,64.533,65.9947,150.4362,69.9925,59.5523,111.5063,34.1735,76.9847,113.4313,76.6021
yybJ,BS3610_RS22700,236.2308,200.6483,208.1404,188.5613,136.914,162.2484,171.7056,181.9419,385.9547,394.8973,247.4152,214.6117,159.4018,306.0487,139.2302,216.9807,187.2457,194.4834,235.0935,169.254,69.7501,94.0276,111.9034,111.5911,68.255,60.8444,54.2651,57.1689
yybK,BS3610_RS22695,78.0518,78.6329,92.5042,71.6437,57.3976,69.5899,62.4127,70.5821,121.2893,104.8512,64.5683,61.5715,83.9188,133.9804,59.3715,88.1465,79.2765,80.2671,115.8871,79.6736,35.9468,47.9763,70.5606,62.9229,44.6753,24.2638,26.1994,28.4981
yybL,BS3610_RS22690,86.4788,104.9907,101.8045,97.785,70.3854,101.5001,96.681,98.9733,170.5678,135.7595,86.9178,79.1341,122.0353,161.8545,93.4952,127.8343,110.3586,132.3689,175.6309,124.747,60.3306,69.7723,94.4634,91.3654,55.4866,46.0009,44.1595,37.0057
yybM,BS3610_RS22685,126.5881,145.861,159.0836,152.1453,116.471,157.0327,155.2398,159.0408,263.5642,229.0476,153.628,151.2387,234.7875,314.058,192.6444,278.6656,237.3079,266.2446,328.8484,243.1067,105.021,171.786,183.1651,230.4919,128.3946,92.7059,82.6738,91.5469
yybN,BS3610_RS22680,1876.4498,1734.3473,1792.4144,1767.6501,2327.7796,2223.683,2575.0367,2518.9904,4193.7278,5445.3081,2713.149,2413.8656,2591.7876,5261.5962,1977.761,3989.4271,3967.2682,3489.7224,4910.3361,3954.8011,1048.0761,2381.6755,2647.8186,2202.1082,2350.9086,1316.4519,848.4789,1106.9574
