target_gene,minimal_set,disjoint_sets
YIR013C,YHR124W: YDL170W: YNL313C,YHR124W: YDL170W: YNL313C; YPR065W: YLR220W: YPR104C; YOL152W: YDR167W: YPL089C; YJR063W: YHR190W: YPL139C; YOR162C: YDL165W: YOR174W: YNL161W: YMR270C: YLR175W: YHR071W: YHL031C: YPL128C: YLR398C: YGR209C: YER171W: YPL007C: YJR147W: YBR297W: YCR093W: YBL085W: YOR059C: YBR017C: YGL106W: YJL078C: YIL131C: YPR009W: YMR164C: YDR146C: YDR034C: YKL020C: YJL124C: YLR445W: YDR145W: YDL070W: YFL031W: YGL045W: YLR256W: YGL190C: YPL011C: YIL056W: YPR070W: YHL020C: YOL145C: YKL164C: YPR036W-A: YGR211W: YNL216W: YLR071C: YDR216W: YOR290C: YML114C: YPR030W: YJR078W: YDR123C: YLR228C: YML007W: YHR178W: YGL107C: YML028W: YBR253W: YHR006W: YNL097C: YGR257C: YGL073W: YBR081C: YDR463W: YPL075W: YPL248C: YDL235C: YGL151W: YDR075W: YDR477W: YDL044C: YDR098C: YLR032W: YPL021W: YMR172W: YLR451W: YOR352W: YIL101C: YJL216C: YML015C: YER114C: YER088C: YMR168C: YNL167C: YNL294C: YGL113W: YLL026W: YPR072W: YGR224W: YMR039C: YGR243W: YHR206W: YBR289W: YDR207C: YBR111W-A: YDL108W: YOR378W: YIL122W: YBR240C: YDL080C: YDR202C: YJL173C: YFR034C: YOR213C: YPL177C: YOL149W: YGL237C: YGL133W: YNL229C: YBR215W: YBR047W: YPR133C: YKL043W: YOR304W: YDR333C: YMR243C: YOL067C: YOL001W: YOL051W: YOR080W: YHR058C: YPL133C: YNL021W: YIR018W: YPR008W: YOR372C: YKL112W: YBR170C: YGR197C: YHR084W: YJR060W: YDR055W: YPR013C: YLR131C: YJL110C: YNL099C: YOL135C: YHL027W: YOL116W: YJL065C: YDR026C: YMR236W: YOR358W: YLR013W: YBR112C: YML081W: YKL005C: YOR295W: YBR123C: YOR273C: YAL021C: YKR077W: YIR037W: YBL103C: YDR174W: YDR147W: YDL179W: YEL063C: YER040W: YPR124W: YLR375W: YLR182W: YER177W: YER130C: YDL013W: YMR112C: YAL061W: YIL033C: YDL115C: YPL058C: YDL190C: YBR193C: YEL009C: YNL279W: YBR182C: YBR278W: YNL176C: YJL103C: YGR138C: YJL089W: YLR414C: YIL154C: YGR281W: YOR194C: YDR299W: YJR032W: YDR096W: YIR023W: YCR106W: YDL126C: YNL236W: YCR096C: YLR403W: YNL098C: YBL078C: YPR186C: YBL007C: YBR151W: YPL016W: YOR049C: YHR030C: YLR214W: YCR084C: YPR156C: YBR020W: YNR003C: YCL055W: YOR113W: YDR308C: YIL038C: YDR362C: YBL021C: YNL288W: YER184C: YBL107C: YIR013C: YKL220C: YMR308C: YLR362W: YGR048W: YGL111W: YGL256W: YKL109W: YOR344C: YBL093C: YLR005W: YGL025C: YCR095C: YNL103W: YBR128C: YNL039W: YMR186W: YGR246C: YLR176C: YBR033W: YLR223C: YDR121W: YPL129W; YCL036W: YER174C: YNL189W: YOR315W: YDR311W: YOR083W: YLR335W: YKL185W: YER028C: YDR310C: YMR182C: YOL151W: YDR169C: YNL199C; YGL127C: YLR266C: YPL254W: YNL025C: YPL031C: YLR332W: YER161C: YDL056W: YDR492W: YMR280C: YKR062W: YGL096W: YGL013C: YMR037C; YMR023C: YOR032C: YBR066C; YKL096W: YOR153W: YGL094C; YGL071W: YML027W: YPL048W; YJL176C: YDR252W: YLR014C; YER110C: YGL254W: YDL005C; YOR337W: YFL034C-B: YMR136W; YDR501W: YJR132W: YGL060W; YDR303C: YGR104C; YBR239C: YDL106C; YLR109W: YLR213C; YML099C: YDR253C; YOR046C: YPR056W
YKR097W,YMR243C: YNL098C: YLR109W,YMR243C: YNL098C: YLR109W; YJL176C: YKL179C: YDR303C: YER068W: YGL025C: YJL089W: YBL078C; YLR040C: YGR211W: YBL021C: YDR169C: YPL177C: YBL016W: YOR153W; YNL313C: YPL048W: YDL115C: YER159C: YPL031C: YBR089C-A: YDR167W; YBR017C: YPL075W: YOL145C: YGR005C: YKR034W: YAL021C: YMR308C; YCL036W: YHR084W: YDR253C: YOL108C: YGL107C: YBR154C: YML098W; YPL058C: YOL067C: YMR043W; YIL101C: YJL173C: YLR445W; YLR213C: YHR190W: YLR214W; YFL031W: YJL103C: YOR047C: YGR044C: YDR121W: YBR240C: YGR243W: YJR032W: YPL230W: YGL256W: YPR124W: YHR064C: YLR401C
YOL126C,YGR246C: YMR136W: YGR005C: YPL177C: YPR072W: YKR062W: YGL162W: YGL025C: YCL032W: YBL078C: YBL021C: YJL103C: YOR153W: YMR042W: YGR243W,YGR246C: YMR136W: YGR005C: YPL177C: YPR072W: YKR062W: YGL162W: YGL025C: YCL032W: YBL078C: YBL021C: YJL103C: YOR153W: YMR042W: YGR243W; YOL108C: YIR017C: YER068W: YDR169C: YHR064C: YPL230W: YDR167W: YIL154C: YDR096W: YJL089W: YOL067C: YDL005C: YBR278W: YGR249W; YIR033W: YIL033C: YHR190W: YDR253C: YMR227C: YPL021W: YBR253W: YDR121W: YBL103C: YMR243C: YDR259C: YPL037C: YNR007C: YDL115C
YJL177W,YDR169C: YHL027W: YNR007C,YDR169C: YHL027W: YNR007C; YDL115C: YBL078C: YKR062W; YIL154C: YHR064C: YCL032W; YIL033C: YAL021C: YIR037W: YPL230W: YOL108C: YPL037C: YJL103C; YPL177C: YPL031C: YDR423C: YLR175W: YIR033W: YMR243C: YDR253C; YGR048W: YPR008W: YGL127C: YDR216W: YIR017C: YER088C: YOL067C
YJL037W,YLR445W: YLR213C: YHR124W,YLR445W: YLR213C: YHR124W; YLR220W: YHR064C: YPL048W; YPL129W: YJL089W: YKL109W; YHR190W: YDR167W: YER064C; YOL067C: YJL110C: YGL252C; YHR041C: YGR209C: YPR156C: YNL068C: YNL278W: YLR109W: YOR378W: YOR140W: YLR014C: YGR048W: YGL013C: YPL139C: YDR146C: YPL122C: YDR026C: YOR049C: YOL128C: YPL021W: YMR016C: YOR358W: YPR056W: YOL145C: YDR096W: YHR071W: YBR187W: YCR084C: YGR040W: YPL016W: YDR303C: YNL039W: YJL216C: YIL033C: YNL216W: YER088C: YER114C: YDR252W: YGR281W: YPR133C: YDR421W: YGL106W: YBR066C: YLR032W: YPL128C: YBR112C: YLL026W: YKL005C: YER116C: YDR121W: YPL133C: YBR253W: YPR186C: YDR520C: YHR178W: YIR037W: YOL108C: YPL177C: YLR071C: YML114C: YCR096C: YKR077W: YPR168W: YPR072W: YKL164C: YDL020C: YGR104C: YKL058W: YEL063C: YGL035C: YJL176C: YDL080C: YPL011C: YKL020C: YLR047C: YDR207C: YJR066W: YJR147W: YBR128C: YHL027W: YGR243W: YPL240C: YOL151W: YGL237C: YGL025C: YDL115C: YDR174W: YLR335W: YIL122W: YGR249W: YBR297W: YNL288W: YHR030C: YGL016W: YNL294C: YML051W: YDR081C: YAL021C: YCL055W: YNR003C: YMR243C: YPL033C: YDR310C: YBR170C: YNL098C: YBR151W: YGR138C: YBR154C: YKL125W: YMR308C: YLR223C: YNL199C: YBL021C: YLR175W: YGL111W: YOR344C: YER174C: YPR086W: YNL103W: YDR055W; YBL007C: YBR193C: YDR299W: YNL161W: YOR213C: YOR359W: YDR296W: YJR063W: YOL149W: YLR182W: YPR036W-A; YML081W: YKR062W; YGL181W: YPR104C: YIL154C: YBL103C: YIL038C: YPL192C: YHR206W: YGR211W: YJL127C: YKL185W; YGL162W: YOR153W; YDR259C: YOR315W: YFL031W: YDL126C: YMR037C; YGL256W: YGR047C; YMR172W: YNL313C; YNL289W: YDR253C; YDL165W: YOR337W; YKL043W: YKL179C; YOR028C: YPL075W; YDR098C: YEL009C; YOR098C: YHL010C: YDL106C: YMR270C; YMR043W: YLR401C; YML027W: YBR289W; YMR236W: YLR414C; YOR295W: YML028W; YGL071W: YMR136W; YFR028C: YOR083W; YER177W: YPL031C; YNL135C: YGL043W; YDR423C: YDR043C; YBR049C: YDR311W; YGL060W: YIL143C; YBR017C: YDL233W; YBR239C: YDR202C; YBR123C: YFL034C-B; YNR007C: YBR198C; YBL054W: YOL135C; YDL044C: YIL130W; YJR132W: YIR013C; YBL107C: YLR055C; YNL099C: YGL105W; YBR150C: YNL189W; YPL058C: YLR013W; YGL107C: YPL248C; YBL016W: YDR477W; YGL151W: YMR070W; YIL131C: YNL097C; YPL089C: YBR215W: YER161C; YJL078C: YGL112C: YDL190C; YPL038W: YDR501W: YOR229W; YLR332W: YOR046C: YER068W; YBL066C: YIL056W: YGL209W; YNR009W: YDL013W: YGL096W; YPL007C: YLR176C: YOL116W; YDR223W: YFR034C: YNR052C; YJL210W: YCR106W: YCR095C; YNL027W: YER040W: YCL036W; YOL001W: YCR042C: YHR084W; YGR257C: YER130C: YBR182C; YDR460W: YBL078C: YGL254W; YJL124C: YNL025C: YPL049C; YDR123C: YDR216W: YER171W; YOR280C: YNR010W: YGL045W: YDL235C: YDL179W: YBR083W; YGR224W: YER169W: YKL096W; YJR060W: YPL254W: YDR075W; YBR033W: YPL037C: YDR362C; YOR174W: YAL051W: YIR017C; YNL279W: YDR284C: YLR347C; YLR141W: YER148W: YBL085W: YHL031C: YPL042C: YPR030W: YDR480W: YPR025C: YBR047W: YBR244W: YIR023W: YMR228W: YDR145W: YCR097W: YJL065C: YDL108W: YLR228C: YML007W: YMR280C: YCL032W: YDR406W: YOR113W: YLR375W; YNL236W: YDR213W; YLR131C: YLR214W; YLR113W: YLL028W; YOR032C: YOR123C; YDR169C: YMR112C; YMR023C: YGR005C: YOR047C: YDR451C; YOR363C: YMR021C; YGL133W: YDL132W; YHR056C: YOR059C; YJR032W: YIL101C; YGR274C: YML098W; YDR214W: YMR164C; YBL093C: YOR194C; YPL202C: YMR182C; YDR392W: YAL061W; YER022W: YBR216C; YIL036W: YBR278W; YLR183C: YGR246C; YGR197C: YNL021W; YHL020C: YKR034W: YGL127C; YLR098C: YBR089C-A: YMR042W; YDL070W: YDR079C-A: YER111C; YIR033W: YJL056C: YHR143W-A; YPR008W: YGL094C: YKL203C; YAL001C: YBL005W: YBL025W: YBR020W: YBR081C: YBR111W-A: YBR240C: YCR065W: YCR093W: YDL005C: YDL048C: YDL056W: YDL170W: YDR034C: YDR147W: YDR277C: YDR308C: YDR333C: YDR335W: YDR463W: YDR485C: YDR492W: YEL007W: YER028C: YER045C: YER110C: YER159C: YER184C: YFL009W: YFL021W: YGL038C: YGL073W: YGL104C: YGL110C: YGL113W: YGL166W: YGL190C: YGR044C: YGR134W: YGR146C: YGR186W: YGR233C: YHL009C: YHR006W: YHR058C: YIR018W: YJL103C: YJL156C: YJL173C: YJR078W: YJR094C: YJR127C: YKL015W: YKL028W: YKL032C: YKL038W: YKL062W: YKL112W: YKL220C: YKR064W: YKR099W: YLL051C: YLR005W: YLR040C: YLR256W: YLR266C: YLR362W: YLR398C: YLR399C: YLR403W: YLR451W: YML015C: YML076C: YML099C: YMR005W: YMR039C: YMR168C: YMR186W: YMR227C: YNL023C: YNL167C: YNL176C: YNL229C: YNL239W: YNL314W: YOL051W: YOL089C: YOL148C: YOL152W: YOR066W: YOR080W: YOR110W: YOR162C: YOR172W: YOR230W: YOR273C: YOR290C: YOR298C-A: YOR304W: YOR352W: YOR372C: YOR380W: YPL230W: YPL250C: YPR009W: YPR013C: YPR052C: YPR065W: YPR070W: YPR124W: YPR165W
YMR072W,YLR213C: YKL109W: YPL048W,YLR213C: YKL109W: YPL048W; YLR445W: YHR064C: YHR124W; YHR190W: YOL067C: YLR220W; YGL252C: YDR167W: YJL089W; YBR154C: YOR344C: YNL103W; YLR175W: YER174C: YPR086W; YBL021C: YPL129W: YKL125W: YER064C: YLR223C: YMR308C: YJL110C; YHR030C: YNL199C: YDR055W; YBR170C: YBL007C: YGR243W
YHR021C,YIR033W: YGL073W: YHL027W,YIR033W: YGL073W: YHL027W; YAL021C: YGR186W: YDR216W; YGL106W: YDR169C: YPL230W: YLL051C: YBL078C: YDL190C: YIL033C: YER088C: YLR220W: YPR008W: YJR147W: YJL210W: YGL190C: YJL103C: YML007W
YLR388W,YGL073W: YLR220W: YGR186W,YGL073W: YLR220W: YGR186W; YDR216W: YHL027W: YML007W; YEL063C: YGL013C: YLL051C; YGL106W: YJL078C: YIR033W; YJR147W: YJR063W: YLR256W; YOR230W: YJL103C: YDL115C: YAL021C: YOR059C: YER088C: YDL132W; YDL020C: YDL190C: YJL110C: YGL190C: YPL037C: YJL124C: YBR170C; YPL177C: YBL016W: YNL176C; YHR143W-A: YPR008W: YIL033C; YLR375W: YCR065W: YER068W: YLR403W: YPL031C: YDR335W: YBL078C: YHR006W: YDR169C: YBR244W: YGL038C: YGR048W: YER114C: YOR315W; YKR062W: YDR034C: YHR064C: YDR253C: YIL154C: YJL210W: YFL021W: YKL112W: YPL202C: YLR109W: YNL239W: YPL230W: YPL248C; YPR072W: YDR310C: YGR281W: YGL025C: YNL167C: YBR081C: YGR005C: YCL032W: YGL237C: YDR406W: YMR037C: YEL007W: YBL103C: YGL094C: YHR071W: YJL176C: YIR017C: YBR278W: YOR113W: YDR096W: YIR037W: YOL067C: YNR007C: YOL128C: YLR175W: YKL020C; YPL048W: YGL105W: YBL005W; YDR477W: YGL096W: YIL143C: YFL009W: YBR154C: YNL097C; YML099C: YDR423C: YOL108C; YGL133W: YBR033W: YGL112C: YAL061W: YGR249W: YGL127C; YMR243C: YOR153W: YLR266C: YBR216C: YGR211W; YGR243W: YOR290C; YDR333C: YDL126C: YEL009C: YKL062W: YMR042W: YDL106C: YDR043C: YLR005W: YDR202C: YBR215W: YER045C; YJL156C: YGL035C: YOR049C: YIL131C: YBL021C: YJR066W: YGR246C: YDL235C: YHL031C: YDR145W: YOR304W; YDR167W: YBL066C; YMR280C: YIL036W: YDR463W: YOR047C: YOL051W: YAL051W: YPR036W-A: YER111C: YLL028W: YDR259C
YKL156W,YLL051C: YHL027W: YBR244W,YLL051C: YHL027W: YBR244W; YHR143W-A: YLR220W: YBL016W; YJR147W: YKL062W: YPL248C: YOR230W: YNR007C: YHR071W: YDL190C: YOL128C: YGL038C: YDR216W: YDR034C: YGL073W: YGL013C: YNL239W: YOR059C
YLR356W,YOL067C: YPL048W: YHR064C,YOL067C: YPL048W: YHR064C; YJL089W: YHR124W: YLR220W; YBL078C: YPL177C: YLR213C; YIL154C: YLR445W: YKL109W; YCL032W: YGL025C: YJL110C; YER064C: YKR062W: YGR243W; YBR154C: YNL103W: YMR042W: YGL252C: YGR005C: YGR249W: YER068W; YDR167W: YDR169C: YPR086W; YLR175W: YBL021C: YKL125W; YHR190W: YJL103C: YMR243C; YDR055W: YDR259C: YOR344C; YNR007C: YOR153W: YMR308C; YPL230W: YDL115C: YPL129W; YBR151W: YPL037C: YDR121W; YMR136W: YER174C: YHL031C; YPR036W-A: YGL127C: YNL199C; YDR026C: YPR008W: YNL097C: YLR223C: YBR047W: YOL108C; YIR017C: YML051W: YDR253C; YER088C: YJR094C: YDR423C: YBL103C: YNL098C: YDL005C: YOL145C: YHL027W: YGL111W: YIL033C: YOR359W: YBR278W: YGR246C; YGR211W: YHR030C: YNL176C; YAL021C: YMR037C: YBL007C: YIR037W: YPL031C: YBR170C; YOL151W: YKR077W: YDR216W: YEL007W: YDR310C: YMR043W: YJL176C: YBR020W: YGR048W: YKL058W: YIR033W: YMR227C; YDR174W: YDR299W: YLR109W; YOR113W: YKL020C: YFL021W: YGL190C: YPL202C: YLL026W; YGL237C: YLR182W: YJR147W; YMR172W: YBR297W; YML098W: YNR003C: YGL096W: YIL038C: YLR403W: YGR047C: YBR215W: YGL071W: YER114C: YKR034W: YPL011C; YNL294C: YOL051W: YDR145W: YDR081C: YMR280C; YOR315W: YEL063C: YDL165W: YML081W: YDL106C; YMR039C: YDR096W: YBR089C-A: YER159C: YHR006W: YKL043W: YOL149W: YOR066W: YNL167C: YJR063W: YGL254W; YCL055W: YIR018W: YER040W: YDR303C: YLR401C: YBR239C: YNL313C: YIL143C: YLR335W: YKL179C: YDR284C: YOR028C: YDL132W: YPL240C: YNL289W: YCR065W: YNL039W: YER045C: YML007W: YHL020C: YGL106W: YOR049C: YBR066C: YGR186W: YJL078C: YPR156C: YDR460W: YNL161W: YPL016W: YJL173C: YGL105W: YKL164C: YKL185W: YGL073W: YBL093C: YPL192C: YDR296W: YML028W: YMR186W: YDL020C: YAL061W: YDR098C: YJL210W; YDR202C: YPL021W: YMR164C: YGL038C: YOR059C: YCR097W: YIL036W: YML027W: YBL025W: YGR281W: YOR290C: YNL239W: YOR337W: YDR043C: YBR017C: YDR477W: YJL124C: YBR033W: YLR005W; YIL122W: YPL033C: YDR463W: YGL256W; YJR132W: YLR098C: YGL181W: YPL248C: YKL062W: YHR206W: YOR298C-A: YLL051C; YBL016W: YDR075W: YNL314W: YHL010C; YDR485C: YDR214W: YGR138C: YER111C; YDR252W: YCL036W: YBR253W: YBL107C: YDR277C: YOL128C: YPL075W: YGL013C; YGR233C: YGL043W: YMR112C: YHR071W; YLR071C: YMR016C: YLR362W; YKL005C: YGL112C: YFL031W: YCR106W: YPL250C: YKL112W: YNL027W; YLR176C: YPL058C: YEL009C; YLR141W: YOR083W: YPL139C: YLR375W: YGL151W: YLR055C: YMR070W: YLR266C: YDR492W: YER177W: YCR042C: YDR480W: YPL089C: YLR256W: YIL101C: YMR005W: YIL056W: YPL133C: YGL035C: YGL162W: YDL233W: YAL051W: YFL034C-B: YDL126C: YDR207C: YLR332W: YDR123C: YLR414C: YOR140W: YMR182C
YFR036W,YLR220W: YHR064C: YLR213C,YLR220W: YHR064C: YLR213C; YDR167W: YLR445W: YPL048W; YJL089W: YHR124W: YKL109W; YOL067C: YMR308C: YLR175W; YBR154C: YPR086W: YER064C; YDR055W: YNL103W: YER174C; YHR190W: YJL110C: YOR344C; YKL125W: YPL129W: YGL252C; YNL199C: YLR223C: YBL021C; YBR170C: YGL025C: YHR030C; YLR266C: YPR009W: YNR009W: YLR013W: YDR308C: YPR030W: YCR106W: YOR046C: YPR072W: YPR133C: YFL021W: YLR399C: YFR034C: YLL051C: YGL105W: YGL106W: YOR140W: YER111C: YBR240C: YKL032C: YGL209W: YBR187W: YLR332W: YDR207C: YPL021W: YOR295W: YPL075W: YDL020C: YPR052C: YOR172W: YGR257C: YLR375W: YNL099C: YMR039C: YJL173C: YCR084C: YGR138C: YML007W: YHL020C: YIL122W: YDL048C: YHR006W: YPR008W: YLR256W: YGL035C: YHR084W: YOR028C: YDR423C: YNL314W: YDR216W: YOL135C: YBR047W: YIR033W: YLR040C: YNL167C: YOR049C: YBL103C: YJL078C: YLR098C: YOR372C: YBL093C: YIL101C: YIL036W: YBR216C: YDR043C: YLR109W: YDR277C: YER045C: YBL005W: YPL240C: YDL165W: YMR112C: YBR278W: YDR253C: YMR172W: YGR246C: YLR398C: YPL033C: YDR123C: YBL085W: YBL025W: YDR460W: YNR052C: YJR094C: YOR113W: YDL005C: YOL108C: YBR020W: YGR209C: YMR042W: YGL254W: YBL078C: YDR310C: YMR280C: YGR146C: YLR335W: YPL177C: YIL033C: YJR132W: YCR042C: YOR059C: YPL011C: YIR017C: YDR079C-A: YER040W: YOR174W: YBR253W: YGR104C: YGL133W: YDR169C: YDR096W: YBL066C: YJL065C: YFL034C-B: YPR065W: YMR243C: YBR049C: YBR289W: YER159C: YPL248C: YPL202C: YER148W: YGR044C: YBR150C: YHL009C: YOR315W: YGL071W: YGR211W: YFL031W: YGL013C: YJL127C: YML027W: YIL143C: YDR477W: YLR347C: YJR147W: YBL107C: YOR363C: YKL020C: YOR153W: YDR451C: YIL038C: YGL237C: YGL256W: YJR066W: YIL154C: YMR164C: YKL185W: YLR214W: YKL220C: YKL043W: YNL025C: YMR023C: YDR223W: YDL070W: YDR492W: YOL145C: YDR296W: YHR071W: YIL131C: YKL179C: YMR227C: YKR062W: YGL104C: YER028C: YGL181W: YOR298C-A: YDL126C: YBR111W-A: YLR401C: YKR077W: YBR297W: YDR501W: YER177W: YGR005C: YOR194C: YBR017C: YNL097C: YLR113W: YLR182W: YHL031C: YCR093W: YHR206W: YGL127C: YBR033W: YAL021C: YMR043W: YKR034W: YGL111W: YDR075W: YLL026W: YOL149W: YNL294C: YDR026C: YMR136W: YGL060W: YDR311W: YDR174W: YDR081C: YER068W: YJL103C: YML081W: YOR359W: YNR003C: YDR259C: YGL151W: YNR007C: YPL230W: YJR063W: YER088C: YNL313C: YDL115C: YOL151W: YNL039W: YMR037C: YPR165W: YDR299W: YMR270C: YKL038W: YNL098C: YGR249W: YCL032W: YBR151W: YCL055W: YBL007C: YKL058W: YGR243W: YPR036W-A: YDR121W; YNL161W: YGR048W: YML051W; YPL192C: YIR037W: YMR186W; YOL051W: YPL031C: YKL164C; YGR047C: YML028W: YOR337W; YDR463W: YGR281W: YBR066C; YPR156C: YNL135C: YBL016W; YBR239C: YLR005W: YDR303C; YMR236W: YPL058C: YDR098C; YGL162W: YOR066W: YNL176C; YNL027W: YNL289W: YGL043W; YML098W: YLR414C: YEL063C; YIL130W: YLR071C: YBR215W; YPL016W: YEL009C: YIR018W; YHL027W: YGL107C: YER114C: YOR098C: YDR284C; YLR032W: YDL106C; YGL190C: YBL054W: YBR198C: YBR244W: YPL037C: YMR070W: YDR252W: YDL233W: YJL176C: YPL122C: YIR013C; YBR128C: YOR290C; YIL056W: YOR083W; YML114C: YCL036W; YER161C: YGL096W: YDR145W: YMR016C: YOR123C; YJL056C: YHL010C; YGL016W: YGL112C; YLR131C: YER116C; YDR485C: YPL038W; YBR083W: YPL133C; YGL166W: YLR055C; YDR146C: YOR162C; YDL170W: YLR362W; YDL080C: YER169W; YAL061W: YDL013W; YDR202C: YNL288W: YPL089C: YBR193C: YDR421W: YDR392W: YLR228C: YAL001C; YPL049C: YOR213C; YBR089C-A: YOR273C: YOL128C: YBR123C; YOL116W: YOL001W: YDR520C; YLR403W: YMR182C: YHR178W; YDL044C: YIR023W: YOR352W; YJL124C: YOR047C: YKL096W; YER130C: YDR480W: YLL028W; YPL128C: YNL278W: YLR176C; YNL189W: YCR097W: YGL094C; YKL005C: YDL235C: YMR021C; YAL051W: YDR034C: YGR233C; YJL210W: YEL007W: YPL254W; YHR143W-A: YNL239W: YJR060W; YML076C: YNL021W: YPL139C: YPR168W: YGR274C; YGL038C: YDR335W; YML015C: YGL073W; YOR358W: YHR058C; YLR141W: YKR064W: YPL007C: YDL190C: YFR028C; YGL045W: YOR080W; YCR095C: YPR104C: YCR096C: YJR032W; YER171W: YNL236W: YGL113W: YNL279W; YGL110C: YOL148C; YDL132W: YCR065W; YOR229W: YMR005W; YOR380W: YDR214W: YKL062W; YDR333C: YGR197C: YNL023C; YNR010W: YNL068C: YLR047C; YLR014C: YOR280C: YHR056C; YER184C: YKL203C: YGR134W; YPL042C: YPR025C; YDR362C: YOR304W; YJR078W: YDL108W; YJL156C: YGR186W; YJL216C: YML099C: YLR183C: YMR168C: YJR127C: YGR224W: YMR228W: YNL216W: YDL179W; YDR213W: YGR040W: YOR110W; YOL089C: YDR147W: YDL056W; YPR186C: YBR182C: YPR124W; YER022W: YPR013C; YPL250C: YPR056W; YOL152W: YOR230W; YKR099W: YPR070W: YER110C; YKL015W: YOR378W: YNL229C; YDR406W: YOR032C: YKL112W: YBR081C; YBR112C: YLR451W
YHR001W-A,YLR109W: YDR167W: YBL078C,YLR109W: YDR167W: YBL078C; YJL103C: YDR096W: YDR169C: YGL162W: YMR308C: YCR097W: YBR089C-A; YER159C: YMR243C: YML098W: YOL089C: YKR062W: YPL139C: YER068W; YGR243W: YJL089W: YPL122C; YOR046C: YER174C: YBL021C: YFL031W: YHR190W: YDR145W: YBR253W
