target_gene,minimal_set,disjoint_sets
glpD,rex: cggR,rex: cggR
yesV,yrkP: deoR: sigO: hutP,yrkP: deoR: sigO: hutP; spoVT: acoR: yodB: glnR: glcR: ydfI: xylR: cggR: citB: exuR: nrdR: rpmE: abrB: ohrR: ctsR: abh: desR: comK: nsrR: nadR: degU: hxlR: fur: perR: iolR: licT: resD: purR: cymR: bltR: sigV: tilS: azlB: gerE: ccpN: bkdR: rocR: mhqR: ycbG: sigM: salA: lexA: hrcA: ahrC: sinR: gltC: birA: fruR: codY: sigY: adaA: padR: mdxR: rsfA: lmrA: treR: zur: sigL: citT: dnaA: licR: ywbI: sigE: splA: xre: cysL: sigF: malR: arsR: sacY: glnL: slrR: rsoA; araR: mtlR; sigD: yfhP
yjmC,ccpA: splA: gerE: sigO,ccpA: splA: gerE: sigO; sigE: arsR: dnaA: sigF: mdxR: comK: ycbG: yrkP: rsfA; resD: mtlR: rpsB: nrdR: sigH: hprT: sigL: walR: gabR: xre: malR: bkdR: ccpN: padR: purR: deoR: bltR: sigA: zur: licT: licR: mhqR: comA: sigY: fruR: iolR: citT: ywbI: sigV: yfmP: hutP: rsoA: adaA: slrR; treR: lmrA: birA: glnL: sacY: nusA; acoR: sdpR: exuR: mntR: salA: glcT: frlR: alsR: hrcA: sigM: sinR: gltC: ansR: araR: cysL: liaR: lexA: yfhP: codY: sigD: yxdJ: gutR: tilS: cymR
albB,sigB: sdpR,sigB: sdpR; mtrB: mtlR
guaB,nrdR: walR,nrdR: walR; citB: sigE: fruR: sigF; malR: treR: ansR: rsfA; glcT: yfhP: comA: dnaA; yxdJ: hprT; xre: splA: iolR: lexA; lmrA: codY; nusA: padR: tilS: mhqR: ccpA: deoR: zur: hutP; perR: resD: araR: ywbI: rsoA: gerE: gabR: yfmP: gutR: sigA: sigH: sigL: sigO: sigY: sacY: liaR: mdxR: sigM: comK: sinR: ahrC: arsR: licR: mtlR: bkdR: bltR: gltC: glnL: slrR: ccpN
sspA,rok: rsfA,rok: rsfA; ccpA: abrB; citB: licT; purR: ccpN; sigW: sigX; abh: sigH; dnaA: sacT; rpsB: zur; perR: ansR; mhqR: sigE; glnR: sigG; salA: lexA; nrdR: hrcA: sigF; mtrB: sigV: nsrR; splA: pyrR: ycnK; rex: sigD: xre; glcT: sigO: iolR; bltR: czrA: sigA; padR: rpmE: rsoA; deoR: nusA: spoVT; walR: exuR: sinR; csoR: yrkP: adaA; rpsD: ylaC: yfhP; yetL: kipR: resD: gabR: nadR; degU: mntR; cggR: mdxR; xpf: ywcC; citT: codY
arfM,fruR: gltC,fruR: gltC; sigM: yfhP: araR: licR; bkdR: walR; lexA: padR; sigO: arsR: codY: comA: yxdJ: sacY: ywbI: licT: ahrC: mdxR: splA: gerE: iolR: sigV: ycbG: glnL: lmrA; xre: sigA: zur; glcT: ccpN: treR; ccpA: sigD: deoR; malR: mtlR: cysL; sigL: citT: ansR; gutR: cymR: sinR: yfmP: dnaA: tilS: adaA: rsfA: purR: nrdR: comK: sigF: birA; bltR: sigY: nusA; mhqR: liaR; abh: abrB: acoR: alsR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hprT: hrcA: hutP: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: mtrB: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: rsoA: sacT: salA: sdpR: sigB: sigE: sigG: sigH: sigI: sigW: sigX: slrR: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: yrkP: ytrA: ywcC
lmrA,padR: glcT: malR: hprT: rsoA: tilS: gltC: xre: sigE: walR: ansR: sigF: mhqR: sigD: comK: adaA: lexA: deoR,padR: glcT: malR: hprT: rsoA: tilS: gltC: xre: sigE: walR: ansR: sigF: mhqR: sigD: comK: adaA: lexA: deoR; comA: zur; alsR: licT: sigA: iolR; glnL: bkdR: bltR: treR: fruR: nrdR: ywbI: spo0A: sdpR: codY: yfhP: arsR: ccpN: liaR: nusA; splA: sigL: abh: araR: hutP: licR; yxdJ: sigM: cysL; gutR: purR: birA; mdxR: sacY: rsfA: ahrC: mtlR: citT; ohrR: sigG: bmrR: rpsB: sigX: spoVT: ydfI: nsrR: kipR: pucR: rok: citB: nadR: mntR: levR: abrB: sigW: ylaC: glnR: azlB: frlR: ywcC: cggR: ccpA: glcR: kdgR: natR: hrcA: bceR: gabR: sinR: yetL: glpP: yrkP: sigH: mtrB: salA: yfmP: ycbG: sigO: rocR: sigV: cymR: gerE: slrR: sigY
dltB,sigE: rsfA: hutP: mdxR: ccpA: yrkP: bltR: padR: comK,sigE: rsfA: hutP: mdxR: ccpA: yrkP: bltR: padR: comK; gltC: sigV: purR: cymR: nusA: splA: rsoA: gerE: sigY: treR: walR: adaA: mtlR: cysL: arsR: citT: slrR
spmA,padR: ywbI: rsoA: citT: yrkP: liaR: yxdJ: mdxR: resD: hutP: sigF: nusA: ccpA: sigY: arsR: rsfA: sigE: slrR,padR: ywbI: rsoA: citT: yrkP: liaR: yxdJ: mdxR: resD: hutP: sigF: nusA: ccpA: sigY: arsR: rsfA: sigE: slrR; nadR: sinR: sigX: abh: ydfI: pyrR: sigB: cggR: fadR: sigW: acoR: salA: gutR: rex: rpmE: comK: ycbG: sacT: splA: gabR: glpP: gltC: manR: yfmP: ansR: alsR: araR: nrdR: licR: lmrA: adaA: glcT: glcR: mtlR: zur: rocR: purR: sigG: codY: glnL: treR: birA: yfhP: cysL: tilS: mhqR: malR: licT: ccpN: comA: bkdR: ahrC: sigV: lexA: dnaA: sigA: sigM: gerE: sigH: sigL: deoR: sacY: iolR: bltR: cymR: sigO
ytrI,citT: ccpA: yfmP: sigE: adaA: comK: sigL: rsoA: hutP,citT: ccpA: yfmP: sigE: adaA: comK: sigL: rsoA: hutP; rsfA: liaR; sigF: sigO; sigV: sigM; splA: bltR; comA: mdxR; ycbG: ansR; sigY: slrR
opuAC,citT: deoR,citT: deoR; sigL: sigM: gerE: adaA: nusA: yrkP: iolR: xre: sigD; bltR: sigF: tilS: walR; mtlR: sigO; lexA: licT: sigA: glcT; malR: araR: zur: treR: ahrC: yfmP: lmrA: splA: sacY: comK: mdxR: hutP: slrR: padR: gltC: yxdJ; rsoA: ywbI: rsfA: hprT: mhqR: comA: sigE; ccpN: arsR: fruR; ccpC: ydfI: fadR: hxlR: sinR: rplL: desR: manR: sigI: sigB: perR: rplT: fur: rex: sigW: rplJ: rpmE: exuR: cggR: mgsR: phoP: xylR: azlB: glpP: mntR: licR: codY: alsR: mtrB: rok: nsrR: gabR: rocR: yfhP: salA: ycbG: cymR: sigH: ccpA: ansR: birA: sigY: sigV: cysL: resD: bkdR: liaR: dnaA: glnL: nrdR: gutR: purR
flhP,comK: bltR,comK: bltR; sigE: adaA: dnaA: yfmP; ahrC: yrkP: tilS: xre; rsoA: araR: sigM: deoR; sigV: splA; rsfA: hprT: sigO: slrR; sigA: lexA: sigF: treR; bkdR: mhqR: iolR: walR: resD: citT: sigY
bioD,sigW: araR: liaR: hutP: hrcA: sigA: yxdJ: rpmE: glcT: gltC: yfmP: deoR: dnaA: ccpN: sigF: mtlR: sigH: xre: rsoA: bltR: adaA: glnL: licT: gerE: splA: codY: sigV: lexA: ycbG: sigE: zur: gutR: ahrC: walR: yfhP: mdxR: citT,sigW: araR: liaR: hutP: hrcA: sigA: yxdJ: rpmE: glcT: gltC: yfmP: deoR: dnaA: ccpN: sigF: mtlR: sigH: xre: rsoA: bltR: adaA: glnL: licT: gerE: splA: codY: sigV: lexA: ycbG: sigE: zur: gutR: ahrC: walR: yfhP: mdxR: citT; pucR: sdpR: cssR: nadR: fadR: kdgR: abh: sigB: yodB: desR: mgsR: pyrR: phoP: nsrR: tyrZ: acoR: ytrA: treR: comK: iolR: sigY: sinR: xpf: glpP: rex: mta: malR: rocR: licR: gabR: lmrA: cysL: resD: arsR: purR: hprT: yrkP: cggR: slrR: rsfA: nrdR: cymR: sigL: padR: birA: sigO: ansR: sacY: fruR: ccpA: salA: nusA: tilS: bkdR: ywbI: comA: mhqR
spoIVA,rsfA: sigE,rsfA: sigE; abrB: sigW: purR: fadR: rplJ: hrcA: sigG: sacT: sigF
pucE,malR: sacY: tilS: yxdJ: fruR: dnaA: ahrC: adaA: codY: zur: cymR: sigD: glnL: sigV: walR: licT: cysL: purR: nusA: ywbI: birA: gltC: lexA: sigL: sigE: yfhP: mtlR: mdxR: yrkP: slrR: hutP: gerE: sigF: sigM: comK: citT: rsfA,malR: sacY: tilS: yxdJ: fruR: dnaA: ahrC: adaA: codY: zur: cymR: sigD: glnL: sigV: walR: licT: cysL: purR: nusA: ywbI: birA: gltC: lexA: sigL: sigE: yfhP: mtlR: mdxR: yrkP: slrR: hutP: gerE: sigF: sigM: comK: citT: rsfA; ccpA: rpsB: ycnK: desR: xpf: sigG: sigH: citB: yclJ: spo0A: nadR: azlB: mta: phoP: xylR: manR: rplJ: frlR: rplL: rex: rplT: kdgR: rpsD: padR: gabR: glcT: comA: glpP: salA: mtrB: rsoA: hprT: deoR: sinR: licR: ycbG: rocR: cggR: yfmP: resD: lmrA: sigA: treR: araR: mhqR: gutR: ccpN: bltR: iolR: sigO: ansR: xre: bkdR: sigY: splA: arsR: nrdR
yjdB,sigB: sdpR,sigB: sdpR; sigA: mtrB: sigH: alsR: araR: malR: sigW: degU: birA: ycnK: gmuR: licT: sacY: liaR: yxdJ: mtlR: rpmE: bkdR
arsR,deoR: hutP: adaA: sigA,deoR: hutP: adaA: sigA; gutR: tilS; treR: comK: lexA: araR: codY: fruR: gltC: slrR: cysL: mhqR: splA: yfhP: bltR: ahrC: citT: lmrA: sigV: cymR; rsoA: dnaA: sigL; yrkP: alsR: ansR: abh: bkdR: xre: rocR: salA: glnL: liaR: mta: sigF: arsR: ycbG: licT: sigY: mdxR: zur: gerE: birA: nrdR: mtlR: mtrB: sigE: hprT: glcT: walR: purR: sacY: sigO; sigM: ccpN; malR: nusA; comA: rsfA; yfmP: frlR: gabR: sigH: yxdJ: sigD: licR: ywbI: iolR: padR; bceR: mntR: ytrA: manR: yetL: nadR: spoVT: citB: nsrR: ccpA: sdpR: rok: glpP: hrcA: natR: azlB: cggR: glcR: sinR; hxlR: degU: aseR: rplT: rpmE: ccpC: spo0A: ganR: ohrR: desR: pyrR: kdgR: xpf: gntR: abrB: levR: nhaX: fnr: bmrR: pucR: ctsR: tnrA: immR: sigW: sacT: fur: glnR: ycnK: ylaC; ydfI: perR: phoP: yfiR: yclJ: acoR: sigI: xylR: rex: ywcC: exuR: sigX: sigB: gmuR
ydhF,dnaA: glcR: deoR: ahrC: sigA: ccpA: licT: gutR: sigY: birA: sigD: frlR: cymR: codY: comK: liaR: mhqR: bltR: rsoA: sigH: sigL: yrkP: padR: adaA: mdxR: licR: arsR: sigE: yfmP: hutP: rsfA: iolR: yxdJ: sigF: gltC: sigO: sacY,dnaA: glcR: deoR: ahrC: sigA: ccpA: licT: gutR: sigY: birA: sigD: frlR: cymR: codY: comK: liaR: mhqR: bltR: rsoA: sigH: sigL: yrkP: padR: adaA: mdxR: licR: arsR: sigE: yfmP: hutP: rsfA: iolR: yxdJ: sigF: gltC: sigO: sacY; hprT: araR: slrR; ccpN: purR: tilS: nusA: lmrA: cysL: sigV: treR: comA: fruR: splA: mtlR: gerE; cggR: mtrB: glnL: gabR: glpP: nrdR: natR: sdpR: salA: ywbI: rocR: zur: glcT: ycbG: citT: bkdR: malR: yfhP: ansR: xre: sigM: resD: walR: lexA; hrcA: mta: alsR: sinR
cysH,sdpR: rpmE,sdpR: rpmE; gabR: sigV: rplL: frlR: sigE: ccpC: hrcA: slrR: rsoA: nadR: salA: abh: czrA: sigH: xre: immR: sacT: gerE: spoVT: mdxR: rsfA: desR: citT: licR: purR: mhqR: azlB: glnR: glcR: sigF: mtrB: ytrA: licT: glpP: iolR: gltC: yfhP: sacY: glnL: nsrR: sinR: acoR: yodB: zur: rex: codY: sigW: natR: birA: exuR: rok: sigB: ycnK: ycbG: dnaA: ywbI: ganR: pyrR: gutR: sigA: phoP: bkdR: fruR: cysL: yfmP: araR: manR: malR: rocR: fadR: degU: liaR: mtlR: yxdJ
rplX,glnR: rpsD,glnR: rpsD
araQ,cymR: purR,cymR: purR; lexA: sigF; gutR: mdxR: glnL: rsoA; sigO: bltR; ywbI: splA; slrR: citT: comK: mtrB: hprT: yfmP: araR: ccpN: padR: ccpA: yfhP: sigL: sigV: mhqR: nrdR: fruR: lmrA: sigH: sigY: iolR: treR: licR: tilS: hutP: ansR: bkdR: nusA: arsR: adaA: resD: rsfA: glcT: yrkP: deoR; birA: cysL: sigE: gerE: gltC: zur: gabR: walR: xre: sigM: mtlR: yxdJ: sacY; perR: pyrR: glnR: rex: sigI: bmrR: spoVT: nadR: rplT: gmuR: levR: sigX: yclJ: xylR: pucR: abh: azlB: xpf: sdpR: citB: fur: hrcA: glpP: mta: cggR: ahrC: sinR: natR: glcR: alsR: czrA: nsrR: frlR: mntR: manR: ycbG: comA: sigD: codY: dnaA: salA: rocR: malR: sigA: liaR: licT
nucB,bltR: birA: sigF: rsfA,bltR: birA: sigF: rsfA; adaA: exuR: mhqR: citT: bkdR: sigO: hutP: gerE: dnaA
ykzD,liaR: sigM,liaR: sigM; mhqR: yrkP; ccpA: comK: xre: purR; codY: zur; nusA: gutR; slrR: mtlR: cymR: arsR: bkdR: deoR: yfhP: lmrA; nrdR: ansR; glnL: resD: sigV: tilS; sigD: glcT: dnaA; sigL: treR: padR; licT: lexA: cysL: adaA: bltR: fruR: iolR; perR: sigI: rpsD: rplT: ywcC: pucR: sigG: rex: gmuR: glcR: exuR: glnR: rpmE: rplL: hrcA: rpsB: ctsR: citB: sigW: bceR: cggR: rplJ: rocR: ycbG: ylaC: salA: sigA: rok: sigE: mtrB: rsoA: mdxR: yxdJ: walR: gabR: hprT: citT: yfmP: sigH: sigO: birA: araR: sinR: hutP: rsfA: licR: gerE: ywbI: sacY: gltC: sigY: splA: malR: comA: ccpN: ahrC
sdpA,rpmE: sdpR,rpmE: sdpR; rocR: sigW: phoP: mtlR: fadR: gutR: yxdJ: liaR: bkdR; ycnK: araR: yfmP: degU: malR: ytrA: birA: glnL
ykzQ,ccpA: sigO: gerE: citT: licT: sigL: resD: gutR: cymR,ccpA: sigO: gerE: citT: licT: sigL: resD: gutR: cymR; sigA: glcT; sigM: rsfA: walR: dnaA; ywbI: ansR: nsrR: comK: sigD: lmrA: salA: liaR: sigY: deoR: bkdR: adaA: yxdJ: rsoA: ycbG: lexA: bltR: mdxR: ccpN: sacY: araR: arsR: zur: mtlR: nrdR: yrkP: comA: treR: hprT: ahrC: slrR: glnL: splA: sigV; iolR: codY: tilS; levR: kdgR: rpmE: abh: spoVT: exuR: degU: citB: rok: glnR: gntR: rex: nadR: hxlR: bmrR: acoR: ytrA: tnrA: yodB: aseR: ycnK: sdpR: fur: glpP: gltC: mta: alsR: mtrB: glcR: natR: xre: padR: malR: licR: sigH: gabR: yfhP: sigF: rocR: purR: birA: hutP: fruR: yfmP: mhqR: sigE: sinR: cysL: nusA
adhB,sigO: sigF: yfmP: cysL: mdxR: comK: rsfA: adaA: citT,sigO: sigF: yfmP: cysL: mdxR: comK: rsfA: adaA: citT; yxdJ: resD: codY: gerE: xre: rsoA: dnaA: comA: nusA: hprT: nrdR: mhqR: sigV: bltR: arsR: yrkP: splA; treR: glnL: lexA: slrR: iolR: purR: malR; padR: ywbI: tilS: fruR: araR: hutP: sigM: salA: sigA: gabR: ccpN: glcT: sigE: sigY; cggR: mtrB: ydfI: rok: sacT: desR: glpP: nhaX: glnR: kdgR: sigI: ctsR: rpsD: acoR: rpmE: citB: yodB: abrB: sigW: abh: rex: sigG: spoVT: alsR: nsrR: sinR: mntR: ycbG: yfhP: gltC: hrcA: sacY: sigD: sigH: licT: rocR: lmrA: natR: bkdR: ahrC: gutR: birA: cymR: zur: licR: ccpA: mtlR: sigL: deoR: ansR: liaR: walR
yozQ,mhqR: glpP: sinR: mtrB: purR: mtlR: ansR: lexA: sigA: zur: padR: nrdR: citT: malR: cysL: bltR: hutP: ccpA: gutR: rsoA: dnaA: ycbG: ywbI: cymR: comA: rsfA: sigO: fruR: sigV: gerE: licT: sigE: mdxR: sigY: yrkP: sigF: comK,mhqR: glpP: sinR: mtrB: purR: mtlR: ansR: lexA: sigA: zur: padR: nrdR: citT: malR: cysL: bltR: hutP: ccpA: gutR: rsoA: dnaA: ycbG: ywbI: cymR: comA: rsfA: sigO: fruR: sigV: gerE: licT: sigE: mdxR: sigY: yrkP: sigF: comK; ydfI: mntR: csoR: degU: levR: abrB: glnR: desR: nadR: abh: bmrR: sigI: aseR: fur: exuR: hxlR: manR: rok: salA: tilS: natR: splA: sacY: hprT: licR: azlB: fnr: cggR: resD: walR: sigH: nsrR: frlR: yfmP: codY: arsR: liaR: lmrA: sigD: gltC: iolR: glcT: adaA: nusA: yfhP: yxdJ: sigL: sigM: ahrC: glnL: ccpN: birA: deoR: bkdR: araR: treR: slrR; xylR: spoVT: perR: sigB: pyrR: sigX: ywcC: ycnK: xpf: tnrA: gntR: czrA: ytrA: acoR: citB: pucR: mta: alsR: ylaC: bceR: yetL: kdgR: sdpR: hrcA: gabR: xre: rocR: glcR
yyzG,lexA: sigA: yxdJ: sigM,lexA: sigA: yxdJ: sigM; nusA: licR; sigL: ccpN; nrdR: cysL: codY: hprT; fruR: padR: ccpA: sigD; glnL: resD: malR: purR; mtlR: bkdR; tilS: ycbG: sacY: walR; lmrA: deoR: yfmP; xre: gltC: ansR; yfhP: comA: cymR; ywbI: birA: licT; gutR: iolR: treR; ahrC: araR: zur; bltR: dnaA: mhqR; splA: liaR: glcT; citT: rsfA: sigF; slrR: sigE: sigV; rsoA: yrkP; arsR: rocR: mtrB: hutP: adaA: sigY: sigO: sinR: salA: sigH: mdxR
uvrA,gerE: citT,gerE: citT; deoR: comA: ccpA: lmrA: sigL: tilS: resD: sigM: mhqR: mtlR: dnaA: yfmP: liaR: arsR: hutP: glcT: rsfA: sigO; hprT: yxdJ: nrdR: sigE; malR: sigV: comK: cymR: nusA: licT: ansR: sigD: iolR: padR: adaA: lexA: zur: rsoA: sigF; spo0A: abh: rplL: spoVT: desR: ccpC: rplJ: sigX: rocR: manR: acoR: phoP: rpmE: xpf: ytrA: fadR: rex: sdpR: nadR: sigW: hrcA: gntR: mta: gltC: mntR: alsR: glcR: ycbG: purR: salA: sigH: cggR: mtrB: bltR: cysL: ywbI: mdxR: slrR: sigY: yfhP: birA: licR: glnL: bkdR: gutR: frlR: xre: araR: ahrC: sacY: yrkP: splA: treR: codY: walR: fruR
ansA,bltR: rsfA,bltR: rsfA; sigL: dnaA; xre: mdxR; adaA: yrkP; tilS: rsoA; sigV: sigF; sigO: licR; lmrA: citT; mhqR: licT; malR: walR; ycbG: deoR; gltC: zur; cymR: yxdJ: purR; lexA: sigD: codY; birA: hutP: ccpN; gutR: comK: mtlR; hprT: ansR: liaR; glnL: arsR: sacY; nrdR: padR: ccpA; gerE: splA: cysL
yfmG,liaR: sdpR,liaR: sdpR; rpmE: bkdR; birA: araR: gutR: ycnK: mtlR: sigW: yxdJ: glnL: fadR; sigH: rex: ccpA: sinR: rocR: malR: ahrC: yfmP
yrzQ,mtrB: ccpA,mtrB: ccpA; abrB: rok
mtlD,rsfA: citT: sigO: gerE,rsfA: citT: sigO: gerE; slrR: comK: hprT: sigV: hutP: tilS: bltR: adaA: mdxR; ohrR: hrcA: mtrB: ydfI: yodB: glnR: lmrA: sigI: citB: abrB: treR: fur: rex: tnrA: deoR: spo0A: aseR: levR: spoVT: tyrZ: bmrR: mntR: gmuR: acoR: birA: natR: zur: sigE: ycbG: sinR: frlR: liaR: gutR: glcT: cymR: codY: lexA: sacY: mta: fruR: araR: ahrC: glnL: ccpA: sigD: malR: yfhP: nrdR: yrkP: mtlR: ansR: bkdR: ywbI: sigM: cysL: dnaA: sigY: yxdJ: resD: sigF: comA: padR: yfmP: gabR: splA: ccpN: nusA: sigA: rsoA
phrC,kdgR: sigE: glpP: hrcA: dnaA: hprT: sigA: rex: sinR,kdgR: sigE: glpP: hrcA: dnaA: hprT: sigA: rex: sinR
rpsE,glnR: comA,glnR: comA; hrcA: rplT; hprT: fur; rplL: nadR
sufD,sigL: cggR: sigM: splA: mdxR: azlB: rsfA: sinR: hprT: sigA: bltR: sigV: sigO: yrkP: rsoA: arsR: sigY: adaA,sigL: cggR: sigM: splA: mdxR: azlB: rsfA: sinR: hprT: sigA: bltR: sigV: sigO: yrkP: rsoA: arsR: sigY: adaA; ycnK: birA: sigE: citT; dnaA: mtlR; cysL: padR: xre: rex: rplJ: mta: citB: glnL: mtrB: deoR: gabR: sigD: ycbG: codY: sigW; fruR: glnR: rpsB: slrR: nusA: citR: glpP: ahrC: yxdJ: acoR: ylaC: exuR: malR: ansR: treR: natR: yfhP: ywbI: bkdR: pucR: glcR: sigH: yfmP: yetL: alsR: araR: gltC: sacY; glcT: ccpA: lmrA: gerE: bceR: nsrR: liaR: iolR: rocR: licR; rpmE: ganR: sigX: manR: xpf: yfiR: rpsD: levR: kdgR: fur: resD: sigF: comA: ydfI: gmuR: ywcC: tilS: frlR: gltR: mntR: ccpC: licT: hrcA: mhqR: nadR: salA: purR: nrdR: cymR: ccpN: gutR: sdpR: zur: walR: hutP: lexA: comK
lytF,hutP: gerE: araR: liaR: zur: sigO: bltR: hprT: arsR,hutP: gerE: araR: liaR: zur: sigO: bltR: hprT: arsR; slrR: ccpN; sacY: mdxR: gutR: rsfA; iolR: glnL: nrdR: sinR: ywbI: walR: mtlR: adaA: sigA: sigV: yrkP: comK: malR: bkdR: yfmP: lmrA: sigF; dnaA: gltC: sigE; codY: xre: fruR; ansR: treR: purR: sdpR: citT: sigY: gabR: deoR: licT: glcT: resD: ccpA: yfhP: mhqR: sigD: cymR: tilS: padR: ycbG: cysL: comA: licR: lexA: rsoA: splA: yxdJ: sigL: sigM
rpmH,mta: nadR,mta: nadR; sigV: nsrR; ycnK: gabR: citT: sigO: rok: sigB: pucR: mhqR: csoR: bltR: cggR: yodB: adaA: arsR: czrA: iolR: frlR: treR; abrB: xpf: zur: sigD: yfiR: nrdR: hrcA: sigG; citR: rplT: gntR: degU: sigH: salA: mdxR: bmrR: mtrB: sigF: fruR: codY: gerE: comA: immR: ctsR: natR: spo0A: slrR: sigX: purR: ccpA: rocR: mtlR: sdpR: kdgR: exuR: bkdR: licR: glcR: yclJ: lmrA: rsfA: kipR: glnR: liaR: sigM: deoR: splA: abh: tilS: xre: azlB: cysL: yetL: licT: hutP: rpsB: ansR: rsoA: sacT: yrkP: pyrR: sigE: padR: ccpN: aseR: ylaC: comK: sigY; fur: gltC: bceR; malR: gltR: rex; sigW: ycbG: yfhP; sigA: birA: tnrA; yxdJ: tyrZ: cssR: xylR: sinR: spoVT; nusA: glpP; hprT: ywbI: fnr: yfmP: perR: rplL: sacY: alsR: resD: dnaA: rpmE: walR: ydfI: sigI: hxlR: citB: fadR: lexA: ywcC: ohrR; rpsD: glcT: levR: ccpC: gmuR; ahrC: araR
yuiA,gerE: fadR: gutR: rpmE: liaR: ccpC: phoP: sdpR: bkdR,gerE: fadR: gutR: rpmE: liaR: ccpC: phoP: sdpR: bkdR; licT: salA: glcT: ywbI; glcR: yxdJ: rsfA: nusA; sacT: codY: sigE: hrcA: sigW: yfmP: sigG: ycnK: ccpA: manR: mtrB: sacY: rocR: degU: araR: ytrA
cotJC,sigG: rsfA,sigG: rsfA; sigE: sacT; sigW: sigF; abh: purR
mtlA,arsR: sigY: comK: sigO,arsR: sigY: comK: sigO; tilS: yfmP: hutP: sigE; ycbG: sacY: mhqR: hprT: treR: gabR: ahrC: sigL: yxdJ: deoR: slrR: nrdR: comA: adaA: rsoA: gerE: bltR; lexA: glnL: rsfA: sigD: ccpA: birA: sigF; lmrA: liaR: gltC: splA: fruR: mdxR: padR; yfhP: nusA: gutR: walR: cysL: cymR: sigV: citT: araR: xre: sigA: mtlR: ccpN: iolR
yjcA,rsfA: ccpA,rsfA: ccpA; abh: abrB: acoR: adaA: ahrC: alsR: ansR: araR: arsR: aseR: azlB: bceR: birA: bkdR: bltR: bmrR: ccpC: ccpN: cggR: citB: citR: citT: codY: comA: comK: csoR: cssR: ctsR: cymR: cysL: czrA: degU: deoR: desR: dnaA: exuR: fadR: fnr: frlR: fruR: fur: gabR: ganR: gerE: glcR: glcT: glnL: glnR: glpP: gltC: gltR: gmuR: gntR: gutR: hprT: hrcA: hutP: hxlR: immR: iolR: kdgR: kipR: levR: lexA: liaR: licR: licT: lmrA: malR: manR: mdxR: mgsR: mhqR: mntR: mta: mtlR: mtrB: nadR: natR: nhaX: nrdR: nsrR: nusA: ohrR: padR: perR: phoP: pucR: purR: pyrR: resD: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: rsoA: sacT: sacY: salA: sdpR: sigA: sigB: sigD: sigE: sigF: sigG: sigH: sigI: sigL: sigM: sigO: sigV: sigW: sigX: sigY: sinR: slrR: splA: spo0A: spoVT: tilS: tnrA: treR: tyrZ: walR: xpf: xre: xylR: ycbG: yclJ: ycnK: ydfI: yetL: yfhP: yfiR: yfmP: ylaC: yodB: yrkP: ytrA: ywbI: ywcC: yxdJ: zur
mcpB,ccpA: sigD: ycbG: glnL: liaR: codY: adaA: ahrC: zur: citT: slrR: resD: padR: walR: sigL: sigF: hutP: glcT,ccpA: sigD: ycbG: glnL: liaR: codY: adaA: ahrC: zur: citT: slrR: resD: padR: walR: sigL: sigF: hutP: glcT; yrkP: gltC: mtlR: gutR: comK: dnaA: ansR: lmrA: deoR: xre: licR: yfhP: sigV: mdxR: yfmP: cysL
ytnM,hutP: mhqR: citT: yrkP: rsoA: bltR: resD: dnaA: sigE,hutP: mhqR: citT: yrkP: rsoA: bltR: resD: dnaA: sigE; nrdR: liaR: sigL: hprT: walR: adaA: licR: arsR: malR: glnL: sigD: slrR: bkdR: gerE: sigO: mdxR: sigV; ctsR: sdpR: mgsR: rpsD: phoP: mta: fadR: nsrR: abrB: desR: glnR: cggR: hrcA: yodB: rpmE: rsfA: rex: glpP: glcR: salA: comA: ywbI: azlB: birA: alsR: purR: araR: rocR: ycbG: sacY: lmrA: lexA: yxdJ: treR: gltC: iolR: cymR: fruR: yfhP: padR: nusA: gabR: mtrB: sigA: sinR: zur: gutR: tilS: xre: ccpA: sigF: cysL: mtlR: deoR: ansR: splA: yfmP: codY: sigM: ahrC: comK: sigY; natR: mntR: frlR: ccpN: sigH: licT: glcT
yhxC,sigE: ccpA: purR: liaR,sigE: ccpA: purR: liaR; rsfA: nrdR; fruR: sigD: hutP: codY: tilS: dnaA: sigO: birA: sigF; walR: cysL: ahrC: licR: rocR: spoVT: licT: araR: exuR: yfmP: comK: slrR: glcT: lmrA: lexA: cymR: sigV: nusA: xre: mdxR: ccpN: salA: gltC: resD: zur: sinR: comA: sigY: citT: gutR: sigL: rsoA: arsR: bltR; rpmE: sigX: rex: kdgR: sigB: ccpC: fadR: glpP: glnR: rpsD: rplJ: rpsB: sigG: sigW: kipR: abrB: abh: sacT: mtlR: azlB: mhqR: alsR: rok: glcR: acoR: yrkP: nsrR: mta: padR: sacY: manR: yxdJ: deoR: frlR: treR: splA: ywbI: ansR: sigH: malR: iolR: ycbG: mtrB: sigA: hrcA: glnL: bkdR: gerE: sigM: hprT: adaA
