target_gene,minimal_set,disjoint_sets
pksF,glpP: cysL: rpsD: sigW: kdgR: aseR: sigB: fnr: mntR: rplT: glnR: nusA: exuR: abh: xpf: rsoA: lmrA: citB: sigY: sacY: ccpN: malR: natR: mdxR: licT: slrR: splA: ccpA: gltC: resD: iolR: sigD: ycbG: padR: hrcA: arsR: zur: mtrB: bkdR: yfhP: dnaA: sigA: comA: hprT: glcR: mtlR: sinR: lexA: sigE: licR: adaA: tilS: citT: gutR: ansR: glcT: gabR: yxdJ: yfmP: mhqR: cymR: sigF: nrdR: bltR: rsfA: comK: gerE: yrkP: purR: xre: sigM: sigO: hutP: ywbI: sigL,glpP: cysL: rpsD: sigW: kdgR: aseR: sigB: fnr: mntR: rplT: glnR: nusA: exuR: abh: xpf: rsoA: lmrA: citB: sigY: sacY: ccpN: malR: natR: mdxR: licT: slrR: splA: ccpA: gltC: resD: iolR: sigD: ycbG: padR: hrcA: arsR: zur: mtrB: bkdR: yfhP: dnaA: sigA: comA: hprT: glcR: mtlR: sinR: lexA: sigE: licR: adaA: tilS: citT: gutR: ansR: glcT: gabR: yxdJ: yfmP: mhqR: cymR: sigF: nrdR: bltR: rsfA: comK: gerE: yrkP: purR: xre: sigM: sigO: hutP: ywbI: sigL
yclI,glcT: rsfA,glcT: rsfA; comK: yfhP: ycbG: ahrC: codY: araR: cymR: sinR: zur: xre: padR: birA: purR: sigO: resD: gutR: sigV: bltR: slrR: yxdJ: gltC: citT: gerE: splA: lexA: sigF: yfmP: fruR: licR: hutP: mdxR: rsoA: sigD: sigE: sigY: ansR: lmrA; ccpA: treR: yrkP; liaR: mtlR: walR; tilS: sigM: malR: ywbI: dnaA: cysL: nrdR: ccpN: bkdR: adaA: sacY: iolR: arsR; sigL: licT; xpf: hxlR: acoR: kipR: manR: rpmE: citB: levR: yfiR: yclJ: czrA: rpsB: rok: rex: fur: abh: ctsR: abrB: yetL: ganR: glnR: mntR: glcR: ylaC: azlB: nsrR: glpP: sdpR: natR: mta: hrcA: gabR: salA: deoR: rocR: alsR: comA: frlR: mtrB: sigH: hprT: nusA: mhqR: sigA: glnL
eno,ccpC: gutR,ccpC: gutR; abrB: glcR: liaR: ccpA; sigB: ywbI: bkdR: rocR; resD: alsR; phoP: sigM: yxdJ: purR; sacY: araR; rok: nusA: yclJ: ytrA; codY: glcT; desR: mtrB: manR; rpmE: sigX: glnL; nadR: ctsR: salA: gerE: cymR: licT: ahrC; sdpR: malR: licR; sigF: natR: cysL; glpP: ansR: fadR: nsrR: rpsB: sigD; ycbG: degU: yfmP; yfhP: slrR: comA; mtlR: iolR: tilS: arsR: sigA: treR: gltC: abh: spo0A: birA: fruR: padR; gntR: rsfA; ccpN: ycnK: deoR: sigL: sigY; lmrA: nrdR: rsoA: xre: adaA: kipR: walR: sigV: rplL; ganR: sigE; mdxR: hutP; splA: yrkP; comK: hrcA: dnaA; citT: sigO: bltR; lexA: spoVT: hprT: perR: zur: sigH: fur; cggR: gabR: mhqR; mta: gmuR; acoR: aseR: azlB: bceR: bmrR: citB: citR: csoR: cssR: czrA: exuR: fnr: frlR: glnR: gltR: hxlR: immR: kdgR: levR: mgsR: mntR: nhaX: ohrR: pucR: pyrR: rex: rplJ: rplT: rpsD: sacT: sigG: sigI: sigW: sinR: tnrA: tyrZ: xpf: xylR: ydfI: yetL: yfiR: ylaC: yodB: ywcC
rpsP,rok: perR,rok: perR; codY: degU; mtrB: mgsR: rplL: ccpA; kdgR: rplT; abrB: hprT: rpsB: comA; spo0A: lexA: ccpC: sigM; sdpR: spoVT; sacY: sigX: gerE: ctsR; yfhP: citB: deoR: yfmP: sigD: ccpN: nhaX: glcT: ahrC: sacT: nusA: fruR: lmrA: sigH: rplJ: glnR: salA: sigB: nadR: hrcA: licT: nrdR: rpsD: glcR: mntR: dnaA: sinR: cymR: fnr: kipR: hutP
rapA,hprT: cggR,hprT: cggR; codY: rsfA; nrdR: alsR: fnr: abh: sigW: citB: sigH: hutP: yrkP: sigD: sinR: gabR: rplJ: sigY: azlB: rpmE: rex: resD: abrB: sigE: yetL: rplT: mdxR: gerE: citT: rsoA: glnR: sigV: sigO: hrcA: tilS: mntR: slrR: rpsD: bltR: adaA
comGA,sigF: bltR,sigF: bltR; rsoA: sigV; tnrA: yetL: glnR: rocR: pyrR: kdgR: acoR: abrB: glcR: rplJ: aseR: rplT: sigA: fur: walR: spoVT: mntR: rex: levR: rpmE: rplL: malR: ylaC: glcT: licR: tilS: sinR: sigM: gltC: sigH: gutR: ahrC: comA: resD: nrdR: licT: hrcA: nusA: ycbG: ansR: hprT: sigL: xre: cysL: gabR: cymR: treR: nsrR: yxdJ: cggR: yfmP: gerE: liaR: sigD: glnL: sigE: splA: yfhP: mhqR: adaA: rsfA: mtlR: dnaA: sacY: citT: comK: yrkP: mdxR: sigY: sigO: arsR: slrR: hutP; ywbI: fruR: araR: bkdR; purR: deoR: iolR: birA; abh: alsR: azlB: bceR: bmrR: ccpA: ccpC: ccpN: citB: citR: codY: csoR: cssR: ctsR: czrA: degU: desR: exuR: fadR: fnr: frlR: ganR: glpP: gltR: gmuR: gntR: hxlR: immR: kipR: lexA: lmrA: manR: mgsR: mta: mtrB: nadR: natR: nhaX: ohrR: padR: perR: phoP: pucR: rok: rpsB: rpsD: sacT: salA: sdpR: sigB: sigG: sigI: sigW: sigX: spo0A: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yfiR: yodB: ytrA: ywcC: zur
metS,sigL: comK: bltR: nusA,sigL: comK: bltR: nusA; rsoA: citT; bkdR: splA: lexA: sigV: sigO: ccpA: gerE: adaA: glcT; codY: sigY; ccpN: cymR; comA: yrkP: arsR: hutP: resD: iolR: mdxR: gutR; rsfA: sigF: ycbG; dnaA: sigE: nrdR; sigA: gltC: hprT; fruR: sigH: cysL: padR: slrR: licR: deoR; sigM: yfhP: liaR; sigD: xre: yfmP; ansR: treR: ywbI; mtlR: malR: walR; sacY: araR: lmrA: mhqR: ahrC: licT
groES,nadR: rpsB,nadR: rpsB; arsR: exuR; sigL: ycnK; slrR: spoVT; treR: glpP; nsrR: frlR; mtlR: sigG; gerE: rplJ; licT: ccpA: abrB: iolR; yclJ: sigH; birA: rsoA; comA: rplL: citB: adaA: lmrA: hutP: kipR; deoR: sigX: sigV; czrA: sigM: padR; rex: mtrB: glcR; ctsR: xre: bltR; azlB: glnR: ylaC; yfiR: nusA: sigO; nrdR: fnr: rplT; abh: acoR: ahrC: alsR: ansR: araR: aseR: bceR: bkdR: bmrR: ccpC: ccpN: cggR: citR: citT: codY: comK: csoR: cssR: cymR: cysL: degU: desR: dnaA: fadR: fruR: fur: gabR: ganR: glcT: glnL: gltC: gltR: gmuR: gntR: gutR: hprT: hrcA: hxlR: immR: kdgR: levR: lexA: liaR: licR: malR: manR: mdxR: mgsR: mhqR: mntR: mta: natR: nhaX: ohrR: perR: phoP: pucR: purR: pyrR: resD: rocR: rok: rpmE: rpsD: rsfA: sacT: sacY: salA: sdpR: sigA: sigB: sigD: sigE: sigF: sigI: sigW: sigY: sinR: splA: spo0A: tilS: tnrA: tyrZ: walR: xpf: xylR: ycbG: ydfI: yetL: yfhP: yfmP: yodB: yrkP: ytrA: ywbI: ywcC: yxdJ: zur
pgm,ccpC: glcR: ccpA: gutR,ccpC: glcR: ccpA: gutR; sigX: phoP: rocR: glcT; codY: sigF: ywbI: salA: slrR: purR: resD: ccpN; mtrB: splA: gerE: dnaA; sigE: sigA: sigY: walR: sigO: desR: sigV: nusA; mdxR: sigH: liaR: treR: gltC: yfmP: cymR: licT: hprT: rsfA: iolR: lexA: mtlR: cysL: licR: mhqR: hutP: zur: xre: yrkP: fruR: tilS: padR: adaA: citT: sigM: comA: bltR: sigD: arsR; yfhP: ahrC: birA: sigL: rsoA; deoR: araR: ycbG: cggR: sinR: yxdJ: rplT: bkdR: nrdR: malR: sacY; abrB: alsR: hrcA: nsrR: ansR: gabR: comK: lmrA: glnL
ugtP,rsoA: hutP: hprT: mdxR,rsoA: hutP: hprT: mdxR; gerE: cysL: codY: rsfA: arsR: sigO: sigA: splA: sigF; licT: cymR: birA: fruR: glcT: bltR: gltC: gutR: resD: sigM: liaR: deoR: dnaA: padR: yrkP: sigH: citT; glnL: alsR: gabR: ccpA: sigE: purR: yfhP: tilS: mtlR: zur: comK: lmrA: nrdR: ahrC: walR: sinR: adaA: slrR: yxdJ: bkdR: sigV: sacY: araR: nusA: yfmP: comA: treR: sigL: sigY: mhqR
ykuK,rsfA: codY: nrdR: cymR: ywbI: hprT: arsR: ccpA: dnaA: mdxR: gutR: adaA: glcT: zur: sigE: mhqR: liaR: licR,rsfA: codY: nrdR: cymR: ywbI: hprT: arsR: ccpA: dnaA: mdxR: gutR: adaA: glcT: zur: sigE: mhqR: liaR: licR; gerE: splA: yxdJ: slrR: malR: xre: walR: treR; bkdR: tilS: rocR: rsoA: deoR: glnL: iolR: licT: resD: comA: glpP: padR: sigO: nusA: ansR: sigM: yfmP: gltC: sigA: mtlR: purR: yfhP: sinR: lexA: araR: ahrC: sigL: citT: bltR: sigF: comK; immR: rpsB: tnrA: degU: abrB: rplT: ccpC: xpf: fadR: ytrA: exuR: sigB: kdgR: cggR: sigW: yodB: nadR: desR: acoR: abh: rpmE: rex: azlB: czrA: manR: rok: glnR: alsR: nsrR: hutP: natR: glcR: gabR: mtrB: sigH: salA: sigD: sigY: sacY: sigV: cysL: ccpN: birA: fruR: ycbG: yrkP: lmrA
ylmC,gerE: ccpA: sigM: sigO: tilS: yxdJ: zur: purR: ccpN,gerE: ccpA: sigM: sigO: tilS: yxdJ: zur: purR: ccpN; mtlR: gltC: lmrA: deoR: glpP: sigV: araR: mdxR: cysL: licT: rsoA: liaR: glcT: citT: comK: codY: hprT: fruR: arsR: sigF: sigL: padR: ahrC: bkdR: glnL: adaA: sigA: walR: dnaA: malR: yfmP: mhqR: nusA: licR: lexA; yfhP: iolR: gutR; kdgR: rpsD: degU: nadR: tnrA: rplL: yfiR: sigX: rplJ: ccpC: hxlR: mntR: ywcC: sigB: rpsB: sdpR: phoP: exuR: salA: citB: glnR: nsrR: gabR: azlB: alsR: rsfA: glcR: hrcA: frlR: hutP: xre: ycbG: nrdR: mtrB: sacY: splA: yrkP: rocR: sigH: slrR: comA: ansR: sigE: treR: cymR: sinR: sigD: birA: bltR: sigY: ywbI: resD
ytpB,mhqR: nrdR: sigM: glcT: hutP: purR: ahrC: ansR: sigY,mhqR: nrdR: sigM: glcT: hutP: purR: ahrC: ansR: sigY; resD: arsR: comA: sigL: malR: bkdR: araR: rsoA: gltC: iolR: liaR: mtlR: zur: ccpN: yrkP: splA: yfmP; fruR: birA: rsfA: yfhP: walR: cysL: dnaA; xre: nusA: deoR: glnL: hprT: sigD: ccpA; padR: lmrA: sigA: slrR: gutR: licT: comK: lexA: sigE: licR: ywbI: codY: ycbG
tkt,bkdR: licT: hprT: fadR: hrcA: ccpN: mtlR: ycbG: padR: sigF: sigL: licR: araR: codY: birA: gutR: glcT: rocR: zur: glnL: fruR: walR: ywbI: cymR: ccpA: sigA: sigY: cysL: gerE: slrR: tilS: iolR: gltC: treR: yxdJ: resD: yfmP,bkdR: licT: hprT: fadR: hrcA: ccpN: mtlR: ycbG: padR: sigF: sigL: licR: araR: codY: birA: gutR: glcT: rocR: zur: glnL: fruR: walR: ywbI: cymR: ccpA: sigA: sigY: cysL: gerE: slrR: tilS: iolR: gltC: treR: yxdJ: resD: yfmP; citB: sacT: nadR: mta: acoR: abrB: tyrZ: sigG: desR: glnR: ytrA: yodB: rpsD: rpmE: phoP: sigE: ctsR: mgsR: glpP: natR: splA: sigM: nrdR: mtrB: sinR: mntR: comK: glcR: purR: rex: cggR: frlR: deoR: sigH: sacY: lexA: sigO: yrkP: citT: arsR: bltR: mdxR: rsfA: ansR: yfhP: salA: malR: sigD: hutP: ahrC: lmrA: mhqR: comA: nusA: xre: dnaA: liaR
murE,nrdR: resD: splA: padR: sigV: walR: ansR: treR: glcT,nrdR: resD: splA: padR: sigV: walR: ansR: treR: glcT; mtrB: sigO: sigY: mdxR: salA: sigE: lexA: lmrA: yrkP: purR: slrR: xre: birA: rsoA: nusA: rsfA: ycbG; sigM: hprT: hutP; iolR: zur: mtlR; deoR: yfmP: tilS; ahrC: gltC: malR; liaR: fruR: yfhP; ywbI: cysL: sigA; adaA: cymR: bkdR; abh: rplJ: cssR: hrcA: glnR: sigX: degU: sigW: spo0A: fadR: desR: phoP: xylR: rplL: sigG: rplT: ccpC: sigL: xpf: levR: gntR: manR: yetL: natR: gabR: mhqR: glpP: alsR: rocR: glcR: rok: comA: sigH: licT: araR: licR: bltR: ccpN: sinR: yxdJ: sigD: gutR: citT: comK: ccpA: glnL: sigF: gerE: codY: dnaA: arsR: sacY
araL,sigA: sigD: comA: xre,sigA: sigD: comA: xre; mhqR: purR: mtlR: lexA; ycbG: glcT: walR: gltC: licT: liaR: tilS: zur: ccpN: sinR: nrdR: bkdR: padR: gutR: resD: malR: treR: ywbI: hprT: nusA: yfmP: yfhP: ahrC: dnaA: birA: sigL: glnL: lmrA: sigH: cysL: licR: citT: rsoA: ansR: codY; alsR: citB: glpP: splA: mtrB: sigE: rsfA: rocR: gerE: araR: arsR: sigM: salA: hrcA: hutP: sigY: sigF: sigO: yrkP: adaA: cymR: sacY: yxdJ: ccpA: deoR: iolR: fruR
spsK,ccpA: abrB,ccpA: abrB; rplJ: salA: dnaA: rsfA; glnR: sigX: rpmE: sigH: sacT: rpsD: sigW: purR: rpsB
qoxC,sigA: rex,sigA: rex; dnaA: sigW; ycnK: citT; cggR: mdxR: gabR: sigH; sigY: pyrR: sigV: yrkP: rsoA: hprT: bltR: codY; nsrR: sigO: hutP: rpmE: azlB: adaA: slrR: rsfA; rplJ: arsR: sigE; ylaC: sinR: zur; glnR: hrcA: mhqR; licT: comK: mntR: acoR: splA: pucR: frlR: mtrB: sigF: rpsD: mta: kdgR: nadR: yetL; purR: mtlR: xre; nusA: yxdJ: degU
opuD,lexA: dnaA,lexA: dnaA; xre: resD; ansR: hprT; codY: ahrC; lmrA: comK; comA: gltC; nusA: sigL: sigE: fruR: salA: glnL: bkdR: licR: yfhP: licT: nrdR: cymR: yfmP: sigA: gerE: citT: sigH; sigY: treR: ywbI; rpsB: sigG: citB: sacT: aseR: csoR: kipR: ohrR: rpmE: abrB: sdpR: cggR: abh: bmrR: sigI: spo0A: degU: hxlR: levR: nadR: pucR: sinR: mdxR: slrR: glpP: sigD: mhqR: ccpN: adaA: sigO: mntR: mtrB: glcR: alsR: tilS: mtlR: purR: gutR: cysL: splA: hutP: ccpA: sigM: padR: arsR: walR: iolR: araR: glcT: yrkP: sacY: liaR: bltR: birA: rsfA: yxdJ: ycbG: sigV: malR; acoR: azlB: bceR: ccpC: citR: cssR: ctsR: czrA: deoR: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glnR: gltR: gmuR: gntR: hrcA: immR: kdgR: manR: mgsR: mta: natR: nhaX: nsrR: perR: phoP: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpsD: rsoA: sigB: sigF: sigW: sigX: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC: zur
plsC,sigF: purR: lexA: licT,sigF: purR: lexA: licT; sigA: sigV: ansR: mdxR: rsoA: tilS: arsR: slrR: cymR; codY: gerE: yfhP: deoR: zur: fruR: splA: hutP
xkdO,hutP: resD: comK: sigV,hutP: resD: comK: sigV; sigO: yrkP; sigM: mdxR: citT: gerE; mhqR: sigF: sigD: cymR: sigE: tilS: bltR: lexA: dnaA: rsfA: splA: adaA: rsoA: sigY: padR: slrR: arsR; comA: codY: ccpA; xpf: sigX: bmrR: ctsR: gltR: citR: mta: aseR: citB: frlR: sigB: fur: degU: nadR: hxlR: yetL: sigH: perR: exuR: xylR: abh: alsR: ahrC: ywbI: sinR: salA: sigA: glcT: kdgR: iolR: licT: purR: ccpN: xre: mtrB: fruR: liaR: mtlR: treR: deoR: glnL: gabR: bkdR: zur: sigL: birA: yxdJ: lmrA: licR: gutR: ansR: hprT: malR: gltC: yfmP: yfhP: ycbG: araR: nusA: walR; abrB: acoR: azlB: bceR: ccpC: cggR: csoR: cssR: cysL: czrA: desR: fadR: fnr: ganR: glcR: glnR: glpP: gmuR: gntR: hrcA: immR: kipR: levR: manR: mgsR: mntR: natR: nhaX: nrdR: nsrR: ohrR: phoP: pucR: pyrR: rex: rocR: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sacY: sdpR: sigG: sigI: sigW: spo0A: spoVT: tnrA: tyrZ: yclJ: ycnK: ydfI: yfiR: ylaC: yodB: ytrA: ywcC
yfmB,iolR: rsoA,iolR: rsoA; ccpA: mdxR; sigV: purR; nrdR: rsfA: citT: arsR: tilS: mhqR: comA: bltR: sigO; licT: sacY: treR: xre: hutP: walR: adaA: codY; gerE: gutR; cysL: sigY: resD; araR: yrkP: sigF; comK: mtlR: nusA; padR: hprT: lexA; yxdJ: bkdR: sigD; tnrA: xpf: nsrR: ylaC: ansR: levR: ctsR: citB: xylR: cssR: gabR: rex: abh: perR: ytrA: sigB: sigG: kdgR: glnR: natR: rocR: glnL: mtrB: rok: ahrC: frlR: yfhP: hrcA: sigH: mntR: mta: alsR: lmrA: gltC: cggR: deoR: salA: liaR: sigL: sinR: yfmP: sigE: birA: fruR: zur: malR: dnaA: slrR: sigA: splA: ycbG: sigM: cymR: glcT: ccpN; gmuR: fadR: ohrR: ganR: acoR: ywcC: csoR: sigI: abrB: pucR: nhaX: czrA: ccpC: fur: bmrR: yetL: fnr: bceR: gntR: spoVT: nadR: azlB: glpP: sdpR: manR: glcR: ywbI: licR
ysnD,ycbG: lmrA: yfmP: rsoA,ycbG: lmrA: yfmP: rsoA; treR: fruR: ccpA: licT: cysL: araR: gabR: lexA: mtrB: gerE: sigY: tilS: glcT: licR: gltC: deoR: liaR: mtlR: nusA: glnL: sigL: purR: sigF: adaA: slrR: bltR: gutR: walR: yxdJ: splA: arsR: sigD: malR: sigO: sigM: mdxR; sacY: sigV: ccpN: yrkP: comA: hutP; sigH: iolR: mhqR: ahrC: sigA: rocR: sigE: birA: ywbI: citT: padR: rsfA: comK; mntR: mta: glpP: sinR: alsR: rok: hrcA: ylaC: cggR: frlR: dnaA: codY: glcR: hprT: salA: ansR: xre: bkdR: resD: cymR: nrdR: zur: yfhP
rplR,rpsD: glnR,rpsD: glnR; mtrB: rplJ
cotU,sigA: sigF,sigA: sigF; rsoA: citT; iolR: mtlR; sigO: cysL; rsfA: birA; lexA: sigE; treR: comA: sigM: bltR; sacY: gltC: sinR: yfmP: deoR: azlB: liaR: araR: dnaA: licR: comK: mhqR: purR: codY: licT: resD: salA: zur: cymR: nusA: glcT: slrR: splA: glnL: ansR: sigV: gutR: malR: ycbG: adaA: arsR: tilS: mdxR; yfhP: walR: yxdJ; padR: ccpN: fruR; lmrA: xre: gerE; hutP: bkdR: hprT: sigD: ccpA; nrdR: ywbI
hbs,exuR: spoVT,exuR: spoVT; birA: salA; abrB: frlR: sigL: lmrA; arsR: ccpA: sigH: xre
pbuG,yfhP: liaR: hutP: walR: iolR: sigD: yfmP: sigV: comK,yfhP: liaR: hutP: walR: iolR: sigD: yfmP: sigV: comK; lmrA: sigO: ccpN: purR: rsfA: deoR: fruR: sigY: ycbG: cymR: resD: gerE: sigA: tilS: lexA: sigM: yrkP; ansR: slrR: comA: ahrC: licT: padR: mdxR; mtlR: nusA: sigE: gutR: sigF: adaA: gltC; nrdR: rocR: hrcA: bltR: malR: licR: sinR: birA: ccpA: glnL: sigL: dnaA: citT: zur: splA: yxdJ: hprT: mhqR: ywbI: xre: arsR: glcT: codY: bkdR: cysL: treR: sacY; araR: rsoA
pstS,sigB: sdpR,sigB: sdpR
ylyA,sigA: citT: arsR: rsoA: bkdR: glcT: malR: lexA: ccpA: hprT: nrdR: tilS: lmrA: purR: walR: sigM: treR: xre,sigA: citT: arsR: rsoA: bkdR: glcT: malR: lexA: ccpA: hprT: nrdR: tilS: lmrA: purR: walR: sigM: treR: xre; araR: sinR: slrR: cysL: gltC: sigD: bltR: ccpN: rocR: resD: liaR: splA: licT: glcR: gerE: mtlR: dnaA: sigO: sigY: salA: glnL: comA: hutP: mdxR: licR: rsfA: ansR: yxdJ: codY: padR: birA: zur: fruR
cggR,hrcA: iolR,hrcA: iolR; spo0A: spoVT; frlR: sigV; ohrR: ccpA: immR: tilS; sigW: abh: mhqR: nsrR: adaA: yfmP: rplT: pyrR: citT: mgsR: sigL: manR: sinR: rex: gabR: walR: cssR: sigE: yfhP: rpsB: bkdR: alsR: yrkP: sigY: rsoA: rplL: malR: degU: sigF: sigA: codY: nhaX: bmrR: hutP: sigM
ilvC,spo0A: sigA,spo0A: sigA; comA: tilS; spoVT: nadR: fur: cggR; mtlR: lmrA; glpP: resD; gerE: glcT; gutR: sigO; cysL: manR; phoP: nrdR; sacT: treR: rplL: perR: mdxR: ylaC: nusA: glnL; ccpC: rsoA: rplT: sinR: cymR: gabR: iolR; adaA: yclJ: azlB: rok: ytrA: sigE: zur: aseR: fadR: licT: nhaX: splA: yrkP: sigI: bkdR: pyrR: nsrR: sigL: sdpR: fruR: sigB: sigD: hutP: sigH: sigX: sigV: rplJ: yodB: rsfA: lexA: dnaA: codY: licR: ccpN: glcR: mhqR: rpsD: exuR: hprT: mntR: abrB: mtrB: deoR: ahrC: sigF: sacY: ccpA: purR: yfmP: fnr: salA: hrcA: yfhP: ansR: yxdJ: walR: kdgR: ywbI
spoVG,salA: spoVT,salA: spoVT; nusA: tilS; codY: lmrA: phoP: mntR; glcT: gerE; sigA: bkdR: ahrC: cymR: exuR: sigF: rsfA: purR; sacT: abrB: yfhP: dnaA: licT: ccpC: araR: liaR
mntH,sigM: iolR,sigM: iolR; citT: xre: walR: gutR: sigA: mtlR: sigY: zur: comA; rocR: sigD: adaA: treR: sigH: sigO: sigV: deoR: ccpA: yrkP: gerE: sinR: malR: ccpN: yxdJ: resD: padR: comK: cysL: tilS: sacY: gabR: licT: yfmP: dnaA: cymR: araR: ansR: gltC: splA: birA: ahrC: nrdR: lmrA: hutP; abh: nadR: ctsR: bceR: tyrZ: levR: rpmE: mgsR: manR: ylaC: kdgR: spoVT: rex: phoP: rplL: fadR: fnr: ycnK: rplJ: gntR: cggR: mdxR: glcR: mtrB: rsfA: azlB: frlR: alsR: fruR: rok: glpP: salA: liaR: licR: bkdR: sigF: ycbG: slrR: purR: yfhP: lexA: arsR: sigL: glnL: bltR: codY: sigE: glcT: rsoA: ywbI: hprT: mhqR
spsD,yxdJ: licR: bltR: sigA: slrR: rsfA: rsoA: ycbG: padR: treR: cysL: nrdR: comA: zur: mtlR: gltC: purR: resD,yxdJ: licR: bltR: sigA: slrR: rsfA: rsoA: ycbG: padR: treR: cysL: nrdR: comA: zur: mtlR: gltC: purR: resD; mhqR: cymR: ccpN: malR: sigO: hutP: yfmP: dnaA: hprT: walR: tilS: gutR: fruR: sigL: iolR: ansR; nusA: glnL: araR; sacY: sigV: deoR: yfhP: ahrC: lmrA: ywbI; codY: xre: birA; sigE: sigM: sigD: bkdR: licT: ccpA; mtrB: rocR: mdxR: yrkP: adaA: comK: salA: gerE: glcT: arsR: liaR: lexA; citT: splA: sigF: sigH: sinR; abh: abrB: acoR: alsR: aseR: azlB: bceR: bmrR: ccpC: cggR: citB: citR: csoR: cssR: ctsR: czrA: degU: desR: exuR: fadR: fnr: frlR: fur: gabR: ganR: glcR: glnR: glpP: gltR: gmuR: gntR: hrcA: hxlR: immR: kdgR: kipR: levR: manR: mgsR: mntR: mta: nadR: natR: nhaX: nsrR: ohrR: perR: phoP: pucR: pyrR: rex: rok: rplJ: rplL: rplT: rpmE: rpsB: rpsD: sacT: sdpR: sigB: sigG: sigI: sigW: sigX: sigY: spo0A: spoVT: tnrA: tyrZ: xpf: xylR: yclJ: ycnK: ydfI: yetL: yfiR: ylaC: yodB: ytrA: ywcC
gerPF,fur: gltR: birA: purR: exuR: ylaC: mntR: fadR: ahrC: yrkP: spo0A: ytrA: acoR: mtrB: citB: salA: sigG: rpsB: perR: dnaA: sigX: abh: sigW: rpmE: spoVT: abrB: comK: yfhP: glpP: sigV: iolR: degU: hprT: splA: hutP: araR: gabR: fruR: sigL: glcT: comA: sigD: liaR: cysL: glcR: sacY: codY: walR: lmrA: rok: frlR: sigY: rsfA: licR: mtlR: yxdJ: padR: ccpN: gltC: glnL: ywbI: bltR: yfmP: ccpA: tilS: sigF: licT: deoR: lexA: gerE: cymR: zur: arsR: sigM: nrdR,fur: gltR: birA: purR: exuR: ylaC: mntR: fadR: ahrC: yrkP: spo0A: ytrA: acoR: mtrB: citB: salA: sigG: rpsB: perR: dnaA: sigX: abh: sigW: rpmE: spoVT: abrB: comK: yfhP: glpP: sigV: iolR: degU: hprT: splA: hutP: araR: gabR: fruR: sigL: glcT: comA: sigD: liaR: cysL: glcR: sacY: codY: walR: lmrA: rok: frlR: sigY: rsfA: licR: mtlR: yxdJ: padR: ccpN: gltC: glnL: ywbI: bltR: yfmP: ccpA: tilS: sigF: licT: deoR: lexA: gerE: cymR: zur: arsR: sigM: nrdR
gntZ,bltR: comK,bltR: comK; hprT: rsfA; arsR: ccpN; gerE: hutP; rsoA: dnaA; mhqR: nrdR; sigY: mdxR; sigO: sigE; nusA: splA; ycbG: sigA; gltC: sigL; ccpA: xre: lexA: cymR: comA: sigH: zur: licR: ywbI: codY: sigF: purR: sigM: birA: adaA: slrR
icd,sigB: abrB,sigB: abrB; ctsR: rpmE: mgsR: sigG; sacT: rsfA; sigF: ccpA: codY: nhaX; sigE: kdgR: dnaA: purR
sipW,sigL: sigD: padR: mtrB: adaA: sigY: bltR: liaR: dnaA: cymR: slrR: glcT: yrkP: gutR: ccpN: comK: ccpA: sigE,sigL: sigD: padR: mtrB: adaA: sigY: bltR: liaR: dnaA: cymR: slrR: glcT: yrkP: gutR: ccpN: comK: ccpA: sigE; yfhP: birA: hprT: malR: lmrA: sigO: sigA: sigF: purR: mhqR: citT: nusA: comA: arsR: rsoA: splA; sinR: hrcA: ansR: sigM: sigV: walR: licT: zur: yxdJ: licR: glnL: ahrC: cysL: codY: sacY: gltC: tilS: deoR: xre: nrdR: iolR: mtlR: rsfA: treR: hutP: gerE: resD: mdxR: lexA; manR: gabR: sigH: rocR: salA: bkdR: yfmP: ycbG: fruR: araR: ywbI
spoVAEB,licR: malR: cysL: mtlR: bltR: sigF: ccpA: licT: dnaA: arsR: rsoA: gerE: yxdJ: sigE: padR: splA: mdxR: rsfA,licR: malR: cysL: mtlR: bltR: sigF: ccpA: licT: dnaA: arsR: rsoA: gerE: yxdJ: sigE: padR: splA: mdxR: rsfA; walR: sigO: purR: mhqR; hrcA: mtrB: ccpN: sigH: sigY: ywbI: sigM: cymR: ansR: araR: sigL: resD: slrR: iolR: adaA: glcT: treR: gltC: zur: hutP: sigA: comK: sigD: xre: gutR: nusA: yfmP: yfhP: ycbG: deoR: citT: yrkP; glpP: spoVT: fruR: glcR: gabR: alsR: sinR: salA: sacY: tilS: frlR: ahrC: codY: rocR: glnL: hprT: nrdR: comA: liaR: sigV: birA: lmrA: lexA: bkdR
lysS,sigF: splA,sigF: splA; comK: slrR; sigE: bltR; ansR: fruR: yrkP: adaA; xre: citT; padR: purR: malR: nrdR; sigM: yxdJ; sigO: iolR; rsfA: gutR: hprT: sigV; gerE: arsR: araR; gltC: mhqR: licR; sigA: mdxR: zur: bkdR: deoR: hutP: yfmP; sacY: ccpA: comA: rsoA: treR: mtlR: dnaA; sigL: glnL: walR: nusA: sigD: liaR; cymR: glcT: cysL: codY: birA: ahrC
