gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h
epsH,15.5704,15.9132,96.9078,42.8179,24.3816,22.3607,23.4195,70.3696,28.8263,8.1861,17.6452,34.712,103.8514,47.9416,10.9932,18.2683,45.2519,116.1463,20.7826,9.5928
epsI,14.733,12.0577,132.3275,51.1103,23.0647,18.9606,25.0637,81.2047,30.7284,9.7804,19.025,37.8061,117.2165,54.8644,10.8286,19.9333,43.9199,133.6466,26.2379,10.4479
epsJ,20.8404,19.8915,148.0896,55.4379,32.0009,26.5259,30.0727,107.3913,44.5717,16.1509,24.316,47.9026,155.4285,57.0908,19.7878,22.8354,58.985,177.7126,32.1926,15.988
epsL,19.9483,15.0826,132.4628,55.1515,24.2793,25.3347,38.897,91.2562,36.2282,11.6562,23.7711,44.4416,131.8786,60.0194,13.0782,24.9024,64.6621,147.6726,27.0095,13.767
epsM,16.3763,17.0287,94.5899,39.4116,18.776,22.3061,23.6942,69.1935,32.3504,13.3665,21.8954,40.8386,109.7035,35.492,14.8561,21.178,50.8262,110.3774,23.9712,10.8453
epsN,25.0691,24.9696,150.2335,51.5657,26.1851,29.7471,36.8204,111.2853,42.7527,19.622,30.1536,61.161,152.4775,53.2298,15.5997,33.7541,66.889,164.3883,24.7565,18.339
epsO,42.7288,43.8002,145.6886,58.2511,32.3494,46.5966,52.8718,113.4984,47.6075,20.0867,50.7951,63.7712,136.4847,67.0382,24.0711,48.1717,79.3544,146.2103,35.0382,18.6708
era,546.4839,404.4829,629.2131,735.0046,861.707,540.6911,508.9346,666.6805,923.9954,1422.964,541.5514,487.7497,476.4104,731.4211,1285.6768,517.1703,526.2088,458.4072,1184.9898,1535.4323
estA,77.2111,215.1215,343.8043,220.1043,353.8793,72.4359,292.6871,406.4789,397.8494,281.3083,87.8321,446.416,306.3152,192.0551,281.7792,90.0014,503.5858,282.5401,277.2159,302.4663
estB,55.6176,43.5322,38.2322,61.1669,35.1939,46.5977,43.9493,39.2773,25.3488,17.0023,45.7397,41.9999,46.3448,60.4365,21.5697,43.5604,39.0196,41.4084,26.9849,23.7017
etfA,36.7584,41.7778,93.4825,82.2796,62.6923,39.2078,62.2427,90.3221,77.9321,132.9913,32.7927,67.3477,91.7096,89.0781,84.637,37.4577,79.8154,90.5694,69.8628,94.0743
etfB,49.9702,45.8323,94.497,78.9537,58.3294,52.7663,60.4982,87.2965,75.4739,131.0619,42.0112,76.4337,76.4257,83.4382,87.8341,46.3125,84.8963,94.0046,63.4826,97.4897
eutD,945.0385,783.3632,866.4541,372.9039,444.1917,790.6307,686.6286,1044.5139,651.8094,426.8798,805.8598,849.3836,737.9586,321.4915,442.7706,823.6859,886.7449,644.8732,507.6791,402.454
exlX,33.341,549.6404,214.2733,117.123,157.9441,43.8209,1016.2695,261.5343,159.9703,157.5729,38.8719,1175.292,209.1565,109.4601,175.3905,47.0551,1313.7414,203.3329,149.6388,138.8831
exoA,199.7902,191.9601,100.196,97.6435,129.4407,186.6599,136.9496,94.5455,122.6847,138.7809,184.4727,136.8261,69.8984,95.2252,167.9245,211.9865,138.3435,55.7929,118.3401,158.9758
exoAA,32.9919,27.9594,31.1768,49.4762,44.9363,30.7907,19.5969,33.1423,22.7923,27.7562,25.5288,23.6673,34.5326,66.373,31.4806,29.3227,23.946,44.6564,29.1734,30.2319
exuM,5.0304,5.0494,6.8199,26.0288,19.7148,5.5902,4.9899,1.4837,7.2671,6.3055,4.1961,5.7275,12.72,36.6424,9.6878,3.1399,4.2213,18.0114,11.0025,7.1946
exuR,85.3648,97.0433,78.3619,98.6984,107.0345,84.9158,72.8472,84.9476,115.099,139.1757,91.5763,75.535,61.9152,91.4807,134.2763,89.4357,82.322,64.2704,110.913,123.9694
exuT,3.3214,2.4959,9.3235,38.7823,25.6339,3.0396,2.8217,2.9965,7.5076,3.9699,3.3346,1.8874,22.3597,53.13,10.311,0.776,3.3052,18.6966,9.1399,4.6944
ezrA,527.8586,509.8877,364.7418,274.8119,377.9548,509.9426,425.8062,371.4698,401.828,387.7485,507.0142,462.7179,280.4669,252.6291,423.7279,526.1466,481.34,266.6317,397.9167,409.6568
fabD,403.8594,254.317,218.7275,104.6424,87.0014,393.1418,352.8235,222.2877,132.7164,124.0955,394.3072,359.0182,143.4197,99.0613,92.7295,413.1103,370.7695,129.3238,118.483,113.7864
fabF,626.6099,586.2898,300.0763,129.5805,175.8777,435.8867,533.8131,339.8369,221.6473,205.5734,414.5908,555.585,201.9332,114.9745,192.6107,483.0317,526.4374,159.5556,191.1862,206.2455
fabG,601.9224,406.9244,363.2503,137.8695,135.4229,501.8634,513.346,368.6842,193.8733,176.145,488.7151,493.571,247.6004,121.9135,147.7912,509.7976,535.8362,237.2442,175.0236,176.865
fabHA,493.4819,560.6095,206.7577,107.3076,123.0339,439.2917,591.3705,228.9537,161.2698,145.3431,420.2924,527.9996,114.9809,94.593,145.4058,467.5325,459.3265,107.085,134.5244,154.8437
fabHB,22.8156,38.2154,24.7454,30.2884,21.3678,22.2719,35.7684,15.5521,9.2288,7.9607,20.2677,40.1637,18.6861,38.1486,11.9248,19.5344,39.5503,22.4113,8.625,7.8959
fabI,840.4701,952.2409,414.9428,194.2207,234.1927,741.4236,868.1654,443.4556,347.1945,237.2404,713.4397,900.7163,233.3433,166.7197,271.2709,801.2552,903.8635,225.0889,290.4039,278.8459
fabL,311.4754,246.0684,247.4733,123.9017,126.7194,253.7125,216.5516,261.0359,170.4734,132.2842,256.1394,257.3252,190.9639,123.4918,135.6143,271.7615,240.44,170.4463,137.5075,124.8212
fabZ,533.1058,494.4325,224.083,121.5502,187.4295,431.4199,327.1716,278.081,211.8725,154.8091,448.5709,358.7071,142.2447,102.6961,178.2821,492.3879,380.6977,126.7717,186.1307,156.4124
fadE,9.1671,11.1789,29.2249,41.6835,31.1461,9.5334,15.894,22.1218,25.4227,70.5567,8.734,18.2486,35.0252,43.2886,32.9867,9.0478,16.0564,37.3438,27.645,37.8231
fadF,3.6288,4.1872,12.569,39.0944,22.8051,2.6782,6.3724,8.2861,10.4169,15.5686,4.6268,5.7673,23.2741,46.3186,11.8185,4.0916,6.4909,26.1381,14.1385,14.3756
fadG,54.1647,49.2222,49.2074,59.3619,63.6069,55.0629,53.3519,45.2914,57.4557,84.1945,58.8143,48.6848,39.1291,65.4752,84.8866,57.4453,52.4805,44.0217,58.3013,100.1304
fadM,2.4547,1.7422,8.5788,36.1799,20.8209,0.2496,2.4242,9.9752,8.2744,7.8093,0.245,2.8984,21.1627,48.1282,5.6327,0.65,2.5634,26.5983,9.7437,10.1943
fadN,8.1597,9.6223,26.663,50.0935,34.7713,10.4353,9.8788,24.9304,30.5725,80.0977,10.2431,13.6431,37.9462,56.6565,35.6463,9.64,13.3712,37.2789,29.0074,36.6794
fadR,68.6573,55.7669,106.6405,102.867,73.1302,64.3839,73.452,98.5,88.2862,135.4359,70.4319,92.1203,99.4728,104.8916,85.0919,81.4755,103.1631,94.2471,85.7948,106.7344
fbaA,3556.2513,3768.6943,4540.2653,2319.1286,2914.2535,3448.6439,4012.5707,5256.1363,3981.9388,3497.5462,3400.9771,4365.1079,3620.3704,2062.9573,3666.0247,3468.0635,4604.3203,3305.1455,3564.3499,3475.6391
fbp,88.0496,71.0432,57.9405,87.3155,67.4562,83.6425,71.65,54.3692,79.7969,90.7156,74.8172,70.8839,61.9256,95.3822,75.4694,85.3881,67.6295,59.3647,77.0826,93.0194
fdhD,159.6299,120.0298,69.5254,78.9308,79.2091,138.3225,109.6194,70.4373,76.2633,76.0393,139.1629,103.5157,65.2201,73.2107,80.3959,149.7758,103.0692,52.6957,80.1833,72.706
fecD,114.5621,123.912,115.1276,101.9574,100.1481,101.2196,98.9622,102.1707,119.6029,143.0607,106.9131,104.6972,92.1528,97.718,148.7543,108.6988,102.7863,81.6347,124.593,150.3927
fecE,238.3339,221.0417,267.5567,242.5631,253.7574,212.1651,225.239,270.5899,337.1047,399.0861,217.9902,208.7141,206.8387,243.2958,376.781,195.9716,206.2502,196.623,289.3376,405.461
fer,2593.7966,2195.5151,1609.0776,1193.3896,1932.6849,2506.7786,2011.0796,2208.4337,2313.8345,1817.1941,2424.8427,2009.4071,1149.1921,1010.0677,2308.7295,2332.6135,2025.063,1090.7853,1874.2253,1740.2671
feuA,180.3593,815.076,3631.2713,2656.1559,3441.4125,215.9545,1881.0519,4294.599,4434.3048,4261.9709,197.7372,1716.0067,3270.6756,2455.4888,3984.9849,192.4132,2006.2588,3366.9188,3933.8133,3485.2879
feuB,53.0396,200.7559,1080.9494,675.1338,701.8865,62.5372,472.7785,1160.6865,1012.5923,1024.6382,59.3912,440.4177,933.8508,693.1024,906.8439,63.692,509.1514,959.605,877.3115,821.9465
feuC,66.3237,218.6402,1159.1045,631.0407,580.2976,60.1224,528.5753,1175.6772,839.1043,805.6145,64.8417,459.2179,1015.8217,637.3655,753.2527,61.3303,550.9731,1037.3246,747.6082,661.5317
ffh,1389.0317,1005.9441,1349.7113,529.4538,663.9231,1256.2973,1095.8229,1507.651,897.9774,861.1403,1289.965,1189.1697,967.4036,489.9224,876.4712,1302.9002,1191.8255,896.5998,818.21,868.5537
fhuB,27.4687,56.268,165.3976,234.5816,260.6046,24.0548,87.3426,185.7808,299.5658,336.156,26.1645,74.1186,133.8958,210.7322,277.9298,24.0786,73.22,127.3326,273.9252,265.5202
fhuD,105.9191,316.066,1032.1998,946.2657,1411.855,88.3167,471.8592,1230.4747,1763.4732,1639.6351,95.618,480.0363,892.3444,836.8619,1585.1792,104.5026,517.8892,837.3441,1598.7444,1336.1432
fhuG,30.1635,49.1862,201.3422,179.9516,203.7782,27.38,94.5394,229.1395,247.2439,272.476,27.3164,81.9698,153.41,183.0186,237.4638,28.8322,92.6522,149.5234,222.3544,216.4882
flgB,882.3734,1348.9629,1310.0234,772.6985,1048.9291,1110.6215,1688.6891,1517.25,1337.7935,1423.2518,1039.9172,1566.6598,1196.7569,738.1264,1181.562,955.485,1733.8576,1097.9404,1243.6637,1115.6195
flgC,506.257,676.1192,654.7377,417.0604,523.9875,615.0705,895.0439,776.7715,710.638,825.9763,585.0624,834.3296,539.3125,369.5777,570.784,581.7351,816.8324,521.7562,592.6113,586.898
flgD,258.4793,214.9001,268.2638,115.7953,143.0839,275.7068,288.4683,378.2447,219.8949,232.7779,237.4595,220.8275,192.1416,98.9472,169.4596,239.3261,187.8428,136.2178,147.5676,165.8672
flgG,317.474,258.9651,379.5035,175.7405,215.499,302.2411,380.4258,499.2736,275.945,248.2869,279.5869,278.3772,238.9489,132.6905,208.5967,304.9708,258.5128,208.3392,197.6191,193.4369
flgK,576.2237,742.9953,433.874,217.7871,310.0814,704.2079,688.2508,635.2854,445.333,283.9818,694.0178,559.6491,305.31,149.497,304.9813,679.7796,484.6798,263.325,307.8823,255.5251
flgL,722.5047,722.4506,482.6402,221.5437,311.8764,776.8052,662.9716,779.0217,465.3754,270.5996,764.7362,546.5806,361.6301,152.228,320.6009,778.8182,475.1185,331.0069,283.0569,271.7963
flgM,568.287,1084.2512,494.4932,263.8201,387.6508,707.8781,949.0985,682.5,514.5776,348.1998,689.8389,636.9069,339.5276,183.7132,333.4565,688.9742,651.9135,321.5929,345.1516,288.3951
flhA,172.8434,119.7486,210.9949,86.0048,88.4937,189.4137,216.1308,306.1615,141.2587,102.8985,183.8456,158.0267,155.5786,66.1088,74.6786,181.3653,146.1774,137.9764,91.3408,70.5076
flhB,155.9,112.5971,221.2276,94.5471,83.9199,193.374,201.9421,296.0111,146.0772,93.6675,186.9342,162.108,150.7601,70.9985,85.0986,172.5858,144.7996,132.2802,104.1754,73.7486
flhF,147.9468,105.0027,197.5838,74.7824,88.457,158.0639,184.8808,251.8529,120.9174,89.2244,156.5695,139.879,140.6512,62.0971,72.3397,149.0133,130.5805,112.8781,89.2562,72.1421
flhO,301.6014,448.025,231.8556,152.0539,195.2082,348.5753,370.3091,298.2565,267.0601,192.6546,361.8809,337.6159,169.7721,123.4631,162.6929,317.8415,272.5653,117.2887,192.9844,156.8596
flhP,374.8123,429.7695,233.2462,150.8722,186.6433,370.0046,350.8765,309.1729,224.6189,219.3409,361.2597,300.0589,163.5851,137.2885,198.7978,365.3555,283.254,152.6009,215.3245,191.1074
fliD,494.0364,573.8031,483.1929,154.8734,199.3869,623.8473,677.6644,644.5942,333.9527,184.9346,595.9949,553.1035,315.4748,105.7636,186.7832,536.0022,459.8004,257.3574,213.2769,140.1627
fliE,547.6067,713.392,637.4846,418.5329,500.5474,709.6651,913.8592,734.4392,694.3498,755.4481,616.1144,711.8233,489.9116,322.7261,642.4496,603.7504,696.8621,426.5812,558.4105,561.5531
fliF,508.7518,530.4703,550.9408,345.3369,449.389,602.9206,748.1539,676.2688,577.4631,660.7094,565.7236,621.1427,418.9991,305.2037,520.7789,575.9334,581.3652,372.9212,496.2864,511.4964
fliG,480.256,390.8569,583.0123,308.0117,405.9274,557.5323,606.1413,651.7257,513.7577,562.6768,530.4038,546.3814,399.1136,262.0142,438.5622,546.323,489.8548,364.6043,419.6906,407.2088
fliH,596.2952,435.4464,682.3272,346.7053,417.5641,664.7623,700.6931,807.0574,588.6022,617.9403,611.3174,561.1553,452.1591,270.9422,536.2361,624.7908,530.3189,403.2707,481.9682,477.1621
fliJ,505.351,303.1803,465.1235,215.3838,280.6252,515.6238,462.797,604.1047,387.9318,406.9188,480.5471,372.2159,278.3718,168.0602,329.2958,493.7187,351.6191,261.077,315.8482,313.5597
fliK,420.7107,303.7211,422.5266,192.3818,228.9363,394.6916,426.6193,528.0872,330.4006,331.0571,363.9438,338.66,268.2354,145.0504,252.2565,416.9648,283.951,225.2607,252.4046,243.8954
fliL,201.0395,155.7464,286.0633,106.9728,135.6267,202.2208,256.561,338.1383,192.0376,178.1022,183.7547,185.7216,156.8967,69.8451,132.4744,184.8492,153.6896,147.4358,131.6144,119.9668
fliM,244.2065,187.3773,324.3483,122.3427,145.8383,251.197,293.6425,411.6667,199.2676,207.4421,239.8834,228.2445,204.5966,107.8695,156.3194,226.528,206.4232,167.1526,155.9979,154.1572
fliP,184.2716,150.2823,263.6508,99.4618,113.375,206.4539,257.2473,338.1757,167.5203,129.9665,176.234,195.9978,165.0012,80.1912,122.5783,187.7876,174.2351,150.6409,114.307,104.3542
fliQ,146.921,119.6552,222.0911,85.5231,114.638,179.8352,184.6501,273.0,134.6436,96.684,169.1,147.2561,123.793,64.5321,94.8167,154.6463,119.0957,111.3069,94.5064,92.3397
fliR,158.9289,125.8815,224.083,80.4396,111.7173,180.3524,202.6992,306.0,156.2152,112.1457,190.7371,171.0367,154.4501,69.685,90.8052,193.9251,164.9017,131.8108,104.0892,84.8595
fliS,372.5104,378.978,351.8437,111.4006,138.2979,456.0475,450.1674,494.7761,255.0814,127.026,426.0432,356.8861,257.8079,87.156,119.5823,478.6696,315.9011,213.5953,156.3255,114.1592
fliT,604.5991,528.8165,514.9977,144.5846,197.7246,756.9798,627.4023,726.9737,316.6936,182.1195,706.573,460.1168,295.3032,94.6938,195.4555,625.9949,423.7843,270.8893,204.0993,161.2827
fliY,256.8694,218.6775,362.5532,136.6237,173.74,271.7949,344.9723,493.9314,249.6132,221.7382,260.718,275.7452,242.1531,101.6064,160.8632,259.1424,247.3588,214.236,174.9005,156.4042
fliZ,256.5691,195.7993,325.124,135.7061,154.4327,262.648,341.8021,423.6818,229.8228,185.2725,235.8776,250.7627,217.5081,113.3457,159.0335,253.9528,240.4273,196.1755,161.0372,141.4068
fmnP,773.21,877.2377,250.1282,230.8026,388.7912,691.3761,629.245,284.3325,364.4786,372.456,714.7934,560.9533,166.6023,186.0825,397.138,716.6693,484.326,126.1913,310.2506,326.1389
fmt,174.6419,146.0829,168.5555,137.6487,116.7596,175.0468,147.8279,159.1274,162.4133,195.3843,162.4854,144.8626,141.1512,145.3163,140.7342,190.3487,153.1439,129.7975,160.7037,162.3538
fni,445.3279,342.073,308.082,236.7991,246.1535,418.1349,297.4805,315.0643,312.559,287.217,440.9797,328.7029,225.3465,199.1276,339.9856,455.9981,320.6706,224.0245,288.8081,292.0783
fnr,93.3624,166.9812,157.8894,190.955,236.1928,156.01,160.9643,135.0314,163.6471,280.7265,141.9549,225.1488,150.9171,237.1969,384.8209,137.072,253.8122,135.5138,314.1173,427.422
folB,174.1651,121.2839,185.9333,178.6283,173.2514,186.8914,166.9363,180.4959,209.9658,296.4865,181.6095,157.036,135.7976,184.1704,195.9023,192.072,154.0584,158.1107,221.3391,216.9878
folC,81.4926,80.5921,107.9342,56.4622,50.0113,78.7903,101.1882,115.5974,53.711,57.7342,75.4447,116.5148,103.0282,66.3516,51.2582,78.7516,130.2928,102.4078,46.9714,50.3382
folD,827.0124,891.4656,590.1903,480.9992,480.375,766.7024,773.6381,645.7658,763.0351,566.2897,808.2641,708.6994,461.7307,451.6852,616.9763,772.1012,700.9542,435.2143,707.6431,477.5239
folE,1076.5229,936.3835,540.6148,363.0968,495.1067,999.0503,746.5374,585.5105,613.4441,578.6656,932.0688,807.5722,377.6878,365.5546,611.0961,974.1203,764.9179,350.9696,523.709,542.1529
folK,294.1699,205.5002,261.9636,250.8308,238.6118,301.6262,246.4795,264.6429,322.8463,401.6386,277.5125,256.6209,196.0904,239.365,313.7981,317.3166,248.7324,200.8545,317.16,268.3513
frlB,70.8369,59.6885,110.8836,607.0984,1520.0579,74.0225,61.117,98.6854,1039.6956,2552.7465,81.6855,70.3736,102.0803,589.462,1915.0668,73.6337,80.9762,112.1794,1040.309,1243.7805
frlD,16.2386,13.7066,28.6197,106.938,155.6432,13.5341,16.1079,18.4737,95.3013,314.1562,12.7639,10.3649,38.8113,110.31,181.9815,12.6696,14.7166,37.7924,100.6315,141.9287
frlM,4.6675,4.9106,10.4225,67.4163,117.6776,5.2766,3.0503,9.0698,70.8001,227.2134,5.1795,2.9177,17.0427,66.6947,147.1076,5.0166,2.3224,22.5211,72.1623,94.5577
frlN,6.4873,6.1257,17.4372,89.6892,184.3638,8.7764,4.3871,11.6468,110.0982,338.9239,9.3749,5.4497,22.7057,88.3378,210.6678,10.5312,5.3018,21.5936,123.0745,145.5837
frlO,19.7327,12.9789,29.8777,204.0204,457.5266,21.9922,14.1087,25.8156,287.6613,906.0295,16.1465,11.8907,36.9503,213.8633,583.0218,18.7798,8.6301,44.6937,315.4092,436.0534
frlR,69.3793,90.8058,89.2643,165.7351,248.8015,70.3405,68.3889,83.0556,211.1653,484.9908,75.1555,88.3799,89.7194,176.9177,326.981,73.7569,82.146,92.3683,194.9719,262.4009
frr,909.5178,555.1363,751.2803,322.2793,379.8104,742.4912,654.0582,871.2097,523.8971,384.1098,726.8238,666.172,535.651,284.0815,452.6733,745.8176,673.1494,494.4423,455.3995,398.9613
fruA,75.1064,94.1238,83.714,43.764,43.8107,75.7506,104.5189,91.9811,43.4942,47.4059,77.1572,100.2991,82.9263,55.784,33.8418,81.9614,97.3331,78.6364,41.0049,42.4386
fruK,62.2541,90.297,99.9528,54.7307,44.7474,74.6365,125.0375,106.1595,49.4834,54.4852,75.2158,98.2213,95.7099,57.107,34.6206,78.1774,110.6302,95.3894,43.9338,42.3367
fruR,78.3797,102.6453,117.7325,51.5237,53.1987,84.9355,131.1642,135.8036,55.0513,58.7616,82.1932,112.4697,108.462,55.1128,45.1508,82.3252,130.6847,108.4973,51.0469,47.2789
ftsA,993.0283,1042.374,927.0225,909.0028,919.8755,1099.317,1068.2598,836.3775,1237.0918,1486.9542,1091.3639,1008.742,663.9492,871.6415,1490.6217,1011.1258,1019.5871,631.5987,1319.6469,1651.3414
ftsE,740.9003,429.6889,390.237,244.1093,300.1702,652.9421,422.1885,378.0786,363.1181,357.9821,631.5178,437.538,206.1596,229.3603,373.0561,685.7594,388.6946,173.0068,332.4386,320.1933
ftsH,2519.0583,1928.2065,1303.1934,702.6594,1024.6758,2084.3746,1533.7992,1635.1881,1265.2369,1061.3152,2114.299,1686.8513,983.9562,578.3548,1226.078,2252.8418,1632.7972,889.7966,1168.2251,1097.4097
ftsL,769.0005,776.6252,551.4719,386.106,451.1016,819.77,732.1854,630.4449,617.5823,555.6529,761.2644,665.7646,405.5236,359.5156,561.6684,798.948,683.9005,360.6445,614.7749,577.7637
ftsR,82.3541,73.8308,61.4269,64.9715,84.7875,82.2428,54.2543,71.5909,91.1694,74.1944,79.171,57.7846,50.7267,67.1024,74.9251,77.3588,67.8943,54.5151,84.5495,75.3449
ftsW,270.6355,237.812,144.6555,159.9229,194.3828,299.9056,207.9473,132.9765,209.3435,233.7119,298.6099,216.194,102.9698,148.4474,241.0316,291.8576,210.7117,99.3708,203.5743,218.0861
ftsX,820.0304,504.7841,433.0761,219.3706,312.2065,638.4125,392.9186,515.7323,351.7337,313.0281,631.9064,422.3061,273.3863,185.9868,370.6471,708.4638,354.0965,244.7281,312.6546,297.6463
ftsY,195.839,176.6033,145.8576,85.7587,95.3878,150.1173,161.65,198.8409,119.0267,86.0442,142.6289,154.8366,134.0753,77.4768,98.5519,172.485,174.6423,122.5669,104.376,99.6199
ftsZ,1245.6874,1228.3444,1253.6944,936.2276,1121.6338,1236.5673,1183.526,1322.4869,1367.9173,1603.3183,1257.7987,1236.1282,936.1035,896.9955,1555.4395,1289.8934,1253.6884,900.6988,1476.1747,1805.7864
fumC,799.1207,911.4375,1340.2387,604.0187,641.5475,792.0903,1061.7221,1385.8477,954.3082,842.0975,783.1173,1271.7115,1178.0695,565.5725,764.2677,782.5742,1346.5784,1102.802,902.7394,877.9322
fur,542.1383,402.6044,261.7289,413.621,700.9711,508.7488,466.42,310.05,632.918,590.2815,521.6527,395.9946,158.17,404.4479,898.8623,507.2689,368.161,137.0832,630.7718,792.814
fusA,7208.1903,7078.3014,7743.2462,2528.5588,2914.0748,6064.8276,6867.3088,8953.6795,4218.2713,4238.1051,5847.7411,7244.7168,6257.196,2188.8444,3561.4411,6236.5344,7763.9704,5802.5004,3549.8994,3536.7347
fxsA,567.5252,521.2917,512.5897,275.1561,308.5573,506.3774,469.1171,591.8555,352.569,403.1152,497.6333,475.2833,411.4141,274.7108,361.4887,555.988,510.9301,393.667,376.1829,327.5046
gabD,551.1916,679.9866,250.5083,157.0079,195.7288,469.3082,448.763,289.1307,246.3837,279.6001,481.5113,447.47,222.8031,146.9834,198.6441,534.1469,397.0788,197.3298,223.9389,261.6165
gabP,250.215,281.0174,281.4863,200.9876,238.9547,288.8485,279.1566,310.5479,290.368,269.9141,293.1651,302.8734,254.9571,180.1198,281.6258,284.8167,336.9603,262.66,278.3345,338.463
gabR,15.8399,13.4172,11.3909,38.3882,37.1022,15.599,13.3897,14.2187,23.1564,18.4463,17.4771,10.3124,24.0461,49.5827,22.1239,16.8233,11.9743,30.9128,23.2849,21.4506
gabT,5.2952,9.9055,7.7942,28.822,17.1433,7.0959,10.9254,9.3707,4.9722,4.5413,7.305,9.8655,18.7087,39.0043,9.7637,9.4647,10.4865,21.5448,9.8122,4.8806
galE,417.8335,394.6757,436.5663,301.6177,378.8336,396.3987,396.9647,472.0147,434.0824,525.7756,410.9347,458.8315,354.7981,287.9807,441.7343,421.1365,458.4879,320.1119,460.6327,498.5911
galK,101.6657,130.96,119.893,81.7252,72.7751,94.201,133.8479,96.2532,84.2131,83.9429,103.8587,134.3559,118.4881,93.3215,83.4193,94.8676,136.272,100.941,86.1147,94.6115
galT,94.7018,132.2807,129.3926,90.908,79.7798,110.5046,129.8628,126.5224,78.5316,87.3186,101.1037,135.4444,129.1192,95.3079,71.0203,108.4403,134.4888,134.2287,86.2948,99.5861
ganA,7.0974,6.6082,15.7869,32.8195,23.0532,8.0365,7.6178,10.0764,12.5297,12.2216,6.4838,7.2051,22.9844,44.2915,15.7338,5.6382,9.0447,27.1899,15.5527,14.1309
ganB,1.3454,1.9642,8.9633,37.0661,24.6053,2.1107,1.4947,0.907,6.025,3.5502,1.8991,2.228,21.9957,57.6972,8.8202,1.5268,2.5288,23.1216,11.6067,3.2497
ganP,7.1006,8.0632,16.0441,46.9459,25.565,6.3177,7.6695,7.2136,11.369,11.8411,6.3785,7.0501,24.8687,59.5132,14.9353,6.2675,7.6003,33.0763,16.9444,12.4623
ganQ,5.9031,6.7872,11.8444,37.7635,26.7558,5.1321,7.5419,8.0089,9.5511,10.9042,5.5679,5.9878,20.8972,43.965,9.8203,4.6894,8.0445,22.8651,11.5483,7.3545
ganR,16.4787,19.138,23.2884,40.8707,33.3544,15.5376,16.3658,12.3716,23.7334,25.3663,17.2701,18.0901,24.6999,58.9333,26.9268,18.2476,18.0685,26.6238,22.2987,30.44
gapA,3629.4068,5386.9955,6210.8324,1481.3828,1298.4785,3965.0334,4665.6211,6061.2499,2938.9457,1772.1622,3721.6721,5138.3587,5197.3494,1179.5396,1523.2754,3864.6588,5453.6199,4815.1286,1585.7999,1261.864
gapB,89.6713,202.1774,31.2796,69.9963,55.1167,107.5699,239.6344,29.1642,60.5345,103.638,110.1611,120.1076,34.7881,83.3084,124.5686,100.1141,110.2428,34.4574,61.43,105.249
garD,4.3667,4.5454,11.9277,30.1256,24.0487,4.5882,5.031,7.8229,9.1586,8.6636,4.7943,4.6871,25.5676,44.7217,12.4319,4.6252,4.5599,29.0374,14.1689,10.5064
gatA,748.0385,525.2835,695.6715,287.4767,274.3577,662.944,545.6,673.4722,411.4971,367.3554,645.2378,595.9895,574.6,266.4157,337.5162,684.8852,638.6289,542.7412,371.1409,324.5963
gatB,774.6269,637.0098,812.8997,310.9932,339.8773,654.3643,622.8789,884.0409,481.6335,432.6939,638.8912,721.7187,710.7973,294.8678,408.0895,688.999,773.1286,676.305,443.8692,395.3231
gatC,921.0013,804.3525,745.7111,395.1537,340.0974,944.2259,796.0452,793.067,568.6337,395.8118,923.0128,798.3762,570.1657,336.4723,450.6237,865.6551,871.1973,556.7501,455.0995,393.5031
gbsA,3.5346,3.0104,9.4927,34.9947,19.1393,3.3888,5.0489,5.9572,6.8083,5.1301,2.7216,4.0651,18.4468,45.129,8.4968,2.6742,5.2203,19.9423,11.8827,8.388
gbsB,11.0738,10.7412,14.0121,37.6201,24.4601,9.5712,10.9358,10.4032,14.931,12.69,8.8424,13.2733,18.2981,41.0418,15.5283,9.2857,13.1058,25.2314,19.187,23.7242
gcp,87.6445,64.8073,78.2676,69.4581,50.1866,78.4651,60.5926,84.8559,56.3569,53.8926,73.3832,75.0059,72.762,70.5883,41.5335,77.382,71.1798,74.0181,47.808,53.6221
gcvPA,107.6752,119.6865,172.479,77.9215,114.7469,127.1757,108.7874,137.4555,66.0758,188.5288,124.9993,141.005,144.0625,91.8116,133.8837,128.5253,171.9489,153.6604,67.7891,128.2531
gcvPB,110.8667,147.2479,121.1606,75.0454,124.7126,125.5887,134.0611,122.6227,79.812,175.6047,118.2662,146.6139,114.4117,83.1395,129.5247,128.484,180.9149,112.5956,74.4628,114.9045
gcvT,148.8941,138.444,223.9595,87.3865,118.3975,162.0976,124.4434,171.9008,79.4279,193.0316,151.5457,167.3731,194.5329,89.2157,142.0944,163.858,191.5031,196.4971,74.3606,127.6399
gdh,1.8926,6.8505,9.237,37.3904,20.8184,2.3094,4.5557,8.5592,13.716,12.236,3.4003,3.352,23.8626,52.5274,16.6472,1.5035,3.5575,20.9862,17.4394,15.7195
gerAA,18.4792,13.7711,16.1451,38.3108,22.3135,15.9719,15.2074,13.1211,16.6106,14.855,18.9056,13.5542,19.4161,48.752,14.5268,15.7673,14.6337,25.4187,15.7179,17.663
