gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
xre,181.2347,212.0823,138.3811,190.2787,264.5935,200.6009,355.1896,167.1857,178.7976,149.671,282.2385,251.0839,275.0531,223.1447,189.5048,200.2944,105.4654,183.2963,296.926,299.0215,215.7853,152.0356,188.0458,108.3557,253.4285,322.5653,220.3549,255.8852
xsa,4.9986,6.8115,16.6255,41.5389,22.5236,109.9378,34.1423,5.0319,6.664,12.3841,10.7835,14.3118,20.4436,63.0334,3.7419,8.0481,25.2096,52.6925,16.0577,16.1601,91.9938,4.2356,7.8297,27.7896,15.5894,11.269,56.9482,67.269
xseA,163.4455,86.0614,96.0213,67.5319,48.1527,73.3817,43.4052,143.8517,89.5656,87.0768,63.0977,58.3096,49.6838,67.9614,143.8484,95.3073,73.0131,72.69,60.6067,43.911,69.4917,153.0899,83.0337,64.4166,62.7793,49.1391,61.2639,63.6947
xseB,95.6919,50.0107,40.0991,43.9892,27.6699,61.9331,44.8136,86.5783,47.1156,55.1645,41.786,36.1561,25.6579,36.4318,87.9146,45.1713,36.9129,47.3469,37.4276,35.1552,46.9751,95.8861,53.1434,39.6423,43.4713,28.0632,29.9124,38.4664
xtmA,35.1078,8.732,17.8592,25.429,40.7637,139.5581,234.0268,36.6785,17.2585,16.4944,14.4523,49.069,239.5719,152.016,32.3749,13.5064,20.1891,39.3964,58.4584,503.6031,162.3446,32.579,15.7678,15.5738,17.7056,79.6276,202.7636,185.1644
xtmB,25.3261,6.5682,13.2178,24.7218,43.6088,114.4908,192.483,25.2686,9.52,15.0518,11.1686,45.0239,188.8897,126.7977,22.2375,13.245,14.2208,32.7283,46.7529,395.4838,126.9968,23.5983,13.6014,20.9995,12.6335,63.2079,152.6913,151.1219
xtrA,5.9886,0.0,5.1961,37.184,34.2866,113.2645,52.1022,6.5767,1.3307,2.8261,4.8447,8.8498,30.5218,66.8796,6.4556,1.1571,17.4247,43.0011,8.2449,72.1025,109.1517,2.8544,3.377,14.1908,13.2438,28.7784,78.2492,65.3953
xylA,6.856,9.7056,24.3175,218.7761,399.8954,385.8045,895.3685,7.631,9.4697,27.1076,201.9967,522.6689,741.8758,343.386,7.324,11.8145,27.4967,259.3111,715.8023,850.6621,328.5229,5.7408,9.7524,29.7229,340.1223,867.2031,619.6904,411.5283
xylB,13.884,17.9483,21.1534,90.0325,117.8946,143.6941,184.8612,17.5465,17.9957,17.55,65.3532,151.1324,198.5884,118.3669,13.8085,19.4804,21.9621,107.1934,194.7535,212.0855,120.8947,11.5547,18.9517,25.609,102.9105,228.1363,168.3412,132.0635
xylR,64.3972,57.0396,60.5315,119.3487,146.7943,123.5262,154.0736,59.7195,51.7503,71.1623,138.0565,159.2015,144.047,109.8237,64.4047,62.0038,58.9182,125.2746,192.835,151.9563,125.3762,57.9781,55.6811,58.8869,136.0235,171.159,153.6722,110.9292
xynA,341.3853,496.809,697.7985,278.2953,429.3038,187.5794,361.627,368.9693,662.0116,989.5794,527.206,361.6735,326.9445,237.743,367.0321,867.3947,572.3126,279.0666,466.9944,306.0987,180.7679,342.0639,959.2742,516.6842,411.2529,424.4296,264.2498,201.0538
xynB,5.881,6.1291,12.7568,52.997,51.8098,92.3854,198.9573,7.2232,6.0178,10.9551,27.5443,60.6062,58.1349,85.3373,8.6195,9.2695,17.5618,61.947,76.173,100.7575,113.1973,6.1472,6.6908,19.0417,41.9921,81.5329,84.2926,105.922
xynC,35.7534,57.4065,82.6405,70.2124,89.4857,98.0476,104.2238,26.1045,96.1561,86.6667,91.0796,108.6297,92.5675,81.9572,27.0279,98.1455,73.9006,73.2777,96.8341,92.3488,83.128,31.1962,118.4346,69.4444,85.084,104.8406,89.214,84.5873
xynD,18.1686,40.0539,63.65,62.6222,70.7023,93.5612,83.1949,23.1015,63.5917,68.4776,69.2639,87.1701,80.5799,69.6917,21.8095,72.0713,60.0373,68.1648,63.0882,76.7161,87.9159,18.265,87.7955,62.132,64.1399,80.8422,73.8616,74.9285
xynP,4.2746,3.4131,7.727,41.22,45.463,79.7182,150.0656,3.912,3.9575,5.2532,21.7935,38.6583,46.9009,71.8559,3.2,3.6133,15.8926,53.8775,53.7431,66.9141,99.1814,3.1128,2.8457,16.7198,32.4201,55.7927,65.8976,91.2207
yaaA,350.0851,215.5552,196.695,112.3031,105.8758,96.2105,110.3743,324.5858,195.1068,182.8125,184.5546,119.7949,115.9169,120.1743,345.4176,214.0092,128.0233,143.7944,129.0561,154.8312,112.0754,321.8758,202.8078,100.4273,118.133,129.725,107.3524,106.8047
yaaC,9.6766,19.0441,11.9133,44.287,21.836,79.2542,19.1608,15.7965,11.3316,4.9367,17.7194,8.9373,19.2532,39.6119,13.1563,10.3587,21.053,48.5456,14.4025,16.9101,71.5012,9.7647,11.0608,24.0739,17.5735,8.1458,47.6611,39.0168
yaaD,1467.1241,1619.4603,1450.8422,1121.9475,1385.1604,457.8968,676.3568,1397.2624,1624.658,1589.7457,1951.3334,1686.2353,953.9814,472.4195,1388.1436,1639.2422,1100.9591,954.2144,1647.5607,826.6802,305.7015,1423.6408,1658.4752,1037.6349,1622.7199,1371.9239,796.4413,438.4093
yaaE,1755.6402,1659.2371,1797.6685,1206.48,1393.7137,487.5517,717.9535,1529.9089,1638.2213,2058.8832,1978.9999,1742.7925,1002.9155,476.9883,1510.4058,1737.3801,1367.4959,1027.3721,1742.317,916.6329,327.4442,1509.6563,1770.6642,1329.7691,1686.3432,1431.6988,855.6778,429.7099
yaaH,46.9212,107.5515,34.136,51.4083,28.7124,87.3572,59.2396,50.1855,70.5774,43.7383,31.2418,33.1712,90.3927,130.5969,50.1287,55.9609,52.8116,53.8368,30.7933,124.4199,90.1554,45.5574,64.0605,48.0432,27.9205,43.1303,61.0829,87.7569
yaaI,94.4492,211.7362,60.5763,45.7092,24.9143,92.7134,24.4314,123.8364,155.8836,65.3571,22.0409,29.7769,39.0001,49.7601,126.0431,115.8084,73.5477,68.3322,28.1324,23.7921,83.0321,113.2673,119.0672,75.7343,23.1739,26.266,67.1386,60.4105
yaaK,524.9363,376.3663,348.5735,259.161,338.9244,242.1709,402.0779,461.493,426.7696,371.9444,489.8243,453.0298,403.7229,273.9974,459.182,414.7121,245.6564,265.3766,456.5249,394.9688,249.962,463.2094,396.2664,230.1458,398.9837,468.5082,279.432,270.1011
yaaL,209.3624,147.8093,163.7299,127.5072,120.0413,112.4923,105.9594,184.5412,145.6797,171.6,157.1152,169.9604,147.6803,102.2924,189.062,144.7722,140.0019,104.3737,179.5196,128.9833,95.2029,165.4423,165.6983,123.5255,150.8979,148.0704,113.6672,94.0587
yaaN,286.1542,782.4236,160.5059,167.5506,203.6009,189.782,294.576,286.3058,682.3252,181.6473,221.9946,272.1827,321.4734,181.0999,284.6788,546.6917,127.169,170.9546,251.6195,336.1471,174.3921,272.1069,477.2657,129.4266,230.1358,308.0524,211.3271,192.9587
yaaO,252.5681,295.882,136.2201,149.1927,160.8062,163.2178,273.3953,239.0023,269.9093,151.0135,179.6536,239.1446,242.595,150.1454,241.7012,257.7709,99.6506,152.1139,188.8449,271.4128,165.2217,236.1278,219.9335,94.8944,182.2384,222.6224,172.3914,187.0921
yaaQ,530.4181,473.1817,381.3484,331.4905,365.6201,261.1813,467.8725,589.9267,457.4055,442.2954,493.0743,596.0641,512.6736,262.1985,536.5455,418.7846,321.3436,332.8632,489.599,551.1107,233.4132,521.0359,504.156,281.4246,484.3898,457.9841,342.5517,315.4549
yaaR,342.3783,253.531,223.1683,185.6439,212.7948,139.5581,271.5917,309.7296,255.458,246.0714,278.5731,344.7809,336.9394,140.8737,316.6521,260.1512,191.3875,206.9952,270.2598,366.6436,145.7188,305.4815,225.0876,180.3592,287.3926,306.1869,190.9919,193.2536
yaaT,524.3042,416.1918,327.6807,362.262,402.6298,264.4985,414.0752,474.8899,414.498,333.4783,553.8153,664.5645,616.3707,258.5315,476.367,439.9747,248.8832,340.8064,518.7435,583.1623,224.6823,491.6743,431.9751,232.5109,452.3268,515.8801,448.4914,291.746
yabA,455.2254,362.4847,280.8506,322.6555,367.4622,226.8348,310.6249,436.7727,340.4805,296.5625,434.574,478.9677,432.2508,195.6438,391.6108,301.387,192.369,266.1949,447.2188,467.5646,181.7659,411.4174,348.8726,188.9288,367.8721,432.0763,381.7325,202.311
yabB,98.9717,68.9663,62.5264,87.1533,70.7507,100.8062,41.9626,110.3978,72.9337,60.1512,76.8322,101.5675,72.9679,60.2422,90.1046,80.1595,57.8529,77.8933,71.4949,70.2127,68.8228,94.242,70.7809,58.92,71.9947,80.6621,88.688,60.7343
yabC,111.695,86.12,84.1267,90.4852,85.229,112.4519,49.725,102.2189,93.0684,91.5102,89.5617,98.2124,76.4029,68.5117,92.482,91.8269,76.3239,92.8625,78.96,62.888,78.6162,101.5025,90.3954,70.4362,74.3725,80.0711,93.3002,64.6377
yabD,92.9734,68.0484,99.7869,97.7928,97.5472,115.0016,49.5206,95.4259,73.5237,92.168,87.8158,112.7053,63.6798,67.1474,77.139,73.2884,88.6074,91.4881,75.1867,71.6174,96.2829,87.4501,77.0643,80.028,99.1256,86.4727,95.2407,77.7037
yabE,1110.2092,881.9867,498.3032,470.5725,651.7591,274.641,602.4149,1011.8753,895.72,614.3835,763.5954,718.5081,699.33,457.1233,1016.9727,845.9507,287.126,415.2404,765.6773,744.4098,322.3528,1015.9529,810.9358,270.6721,723.4829,701.1952,441.9528,418.0291
yabG,6.2479,1.8141,19.0971,50.4963,24.6153,94.1505,26.6589,7.5372,2.8396,16.0825,17.5185,11.2789,30.5568,146.8852,5.1023,3.841,28.9215,58.7905,11.7299,83.8993,80.501,6.317,6.139,35.719,25.3638,13.9002,51.1698,65.9555
yabJ,608.0166,734.8569,455.991,383.8051,416.7231,200.5267,304.8434,545.028,588.7817,502.9762,663.2692,507.6518,399.2864,316.8024,566.2197,589.2777,355.6027,323.1615,584.703,420.4389,184.3664,589.8234,579.451,355.0821,556.7734,482.1276,320.253,248.6645
yabK,364.9173,728.0774,214.1884,142.3703,137.4063,104.9569,140.0669,474.4166,542.543,213.9935,172.5706,159.5981,159.0392,144.5837,475.3225,442.7359,172.799,131.1776,166.2371,162.7248,88.9193,425.4572,371.2073,219.114,137.8493,131.8077,109.2387,115.5513
yabM,61.0907,31.8913,34.6425,47.8451,37.9747,90.3926,18.8148,54.205,30.6624,30.7317,29.1639,29.5007,25.3171,51.4066,52.5105,39.5443,36.994,61.7079,26.3281,21.4338,69.2753,57.8918,32.4965,39.8506,33.2347,23.4571,60.9922,48.2909
yabN,153.3113,131.003,123.6572,84.4124,81.9439,92.4346,51.744,135.0565,154.5864,152.6173,112.3957,97.5148,65.743,63.9229,139.539,136.3757,109.2708,83.0987,80.8845,63.9276,77.0513,131.1695,124.7493,105.9098,84.9267,73.5449,79.3351,63.8126
yabO,196.6334,182.0312,146.2978,109.0264,129.9214,145.9746,40.235,200.815,210.0135,233.1034,153.6955,114.0556,74.4139,83.5419,209.0639,145.9101,136.3535,115.3741,110.0746,82.6002,119.1723,198.4644,181.2325,157.5669,107.461,109.0493,111.0542,94.9645
yabP,173.4686,178.751,175.7165,123.1656,94.9955,146.4041,89.9231,193.9465,228.1738,246.1634,148.1126,123.941,120.4755,125.0765,187.4351,191.2941,152.3715,125.6334,97.633,114.9357,115.7271,187.2049,159.1873,148.4037,122.4926,113.5941,110.8537,84.3181
yabQ,132.5407,155.8771,131.0674,72.9807,60.1364,62.8371,83.0039,158.3983,172.8027,164.6462,99.7344,81.0101,110.3776,83.2604,143.9256,160.805,109.6443,64.9159,80.5047,115.5983,73.8198,134.4002,133.3598,106.9408,82.2308,88.8089,76.9399,80.6406
yabR,2925.8199,2996.2894,1189.5504,1151.7597,2129.4034,712.1987,1992.6052,2494.0851,2157.2958,1411.8604,2169.6306,1989.3008,2009.2594,1094.201,2455.0667,2154.3779,724.4903,965.5347,2237.3801,1988.3147,806.374,2741.0865,2044.7365,625.9188,1908.8372,2234.2825,1349.9087,1165.6346
yabS,62.982,77.4807,67.2249,74.6133,64.1261,104.5663,149.9209,52.7592,102.1812,97.1069,90.9856,69.2506,277.7182,179.5637,58.0741,77.9061,89.5265,62.6201,60.7897,249.2737,114.1788,53.4744,100.5339,76.2316,69.1603,123.0691,90.5213,156.0641
yabT,19.0152,34.8813,21.9456,52.7496,33.7304,113.1734,30.1401,16.5096,33.0426,26.1726,19.722,19.589,55.4514,77.9325,19.4905,29.2031,44.6875,64.9914,17.9005,58.1594,90.021,18.979,25.6612,45.7699,21.5651,27.1183,70.9163,68.8024
yacD,241.5506,166.5158,100.4613,113.7526,109.8208,119.5057,87.6222,206.5911,159.5978,121.057,119.1881,122.6907,82.7116,82.267,220.4749,154.317,95.2162,112.2768,111.9982,81.3102,96.4983,222.0702,150.39,92.0022,112.2817,115.9936,88.3019,80.8277
yacK,183.8293,199.4577,137.0568,140.2054,121.4199,177.0044,232.1923,197.7736,202.4507,139.3629,179.1819,226.2398,307.031,173.2108,181.793,178.6947,104.5773,145.4945,169.4093,325.3933,180.585,178.0416,165.4545,115.7974,164.5387,188.4461,187.976,204.2153
yacL,287.7869,338.3101,269.388,182.6132,201.9828,193.1066,295.6778,306.8542,362.5065,230.5995,238.4191,293.463,374.6982,209.3587,305.452,336.3187,204.8616,177.1747,261.7148,327.1026,195.889,303.9299,320.4197,195.1764,239.9957,280.3523,230.5865,238.4544
yacP,101.0082,129.0399,181.8872,151.8593,160.2549,210.8581,88.5208,148.6095,161.6158,152.807,173.0085,178.5486,121.3335,123.8006,140.2292,143.8011,145.3079,178.6816,166.3451,115.8372,139.5669,138.5981,185.7747,161.2122,146.3431,137.1978,174.1568,127.1064
yajC,836.6447,964.4379,731.165,395.7301,565.601,228.0114,554.8835,669.6374,800.544,1007.8651,678.9044,534.3066,439.9558,360.3609,681.4974,937.4192,541.2629,336.9257,725.5076,442.0216,232.439,751.6753,982.6702,542.4765,578.9385,591.6645,363.352,296.3435
yazA,90.0809,33.785,49.2982,68.4185,51.9157,80.8168,20.8134,74.119,55.089,58.5,57.6646,77.8561,40.5601,45.5701,64.5879,55.8863,56.1076,65.0231,33.1858,56.1999,54.2852,69.5908,66.0204,45.9455,57.6411,33.8307,65.927,53.3847
yazB,282.1669,167.4167,274.0214,174.3783,199.9645,133.2145,160.8312,309.0092,195.4347,239.5714,232.8075,343.4828,257.4005,143.3851,267.2604,226.9669,164.8877,194.7988,208.5967,231.6436,89.4274,295.4327,260.7529,162.477,250.0459,236.3943,164.8175,146.1723
ybaC,55.1817,66.1931,59.8491,67.7556,53.3557,97.7185,49.8242,56.6645,53.8226,53.7931,61.5655,72.7403,54.0377,72.1498,55.6211,54.3096,50.2531,80.1484,56.7711,56.0295,90.6057,55.3615,52.3489,47.459,53.5469,55.3316,68.0578,67.9362
ybaF,132.3531,107.5626,127.7104,94.1164,80.2922,103.5,85.3593,127.6639,130.4739,119.4925,101.7944,94.4076,75.0678,91.5132,136.477,113.1533,101.8495,95.4058,79.4892,89.7065,92.2956,132.0439,135.4864,109.5828,94.342,80.457,83.7548,92.2238
ybaJ,297.3212,383.5453,368.6865,320.408,461.5525,219.7693,463.794,319.3664,342.8715,390.7617,485.4353,435.6149,387.8679,254.8446,320.1557,394.1982,292.749,310.4676,569.641,429.7046,236.3135,333.3876,438.1135,272.154,494.8041,532.6259,320.3551,276.3074
ybaK,7.2592,5.7069,13.9295,38.3488,30.1939,66.9073,23.0124,7.6654,8.6852,14.4932,17.5049,26.8185,25.8244,61.5812,7.5242,10.2494,25.4542,55.8779,25.6261,41.0854,62.7842,10.2026,7.3473,25.4461,19.9483,32.797,57.2176,47.2355
ybaN,72.9203,75.3538,78.3851,95.1273,67.0046,132.8663,140.2403,68.2168,78.1327,68.8235,70.7903,80.8195,116.8473,135.5001,70.7454,91.4219,79.2107,105.2154,62.0956,128.622,141.5386,66.939,93.8145,80.9326,79.3909,96.3294,83.8017,122.1218
ybaR,188.2329,112.4109,69.6107,76.4498,63.9325,124.964,44.8344,177.3159,112.5165,64.3215,54.4352,54.9764,48.2005,75.2657,181.6453,99.172,61.5795,88.3018,60.3739,44.8153,99.1385,172.8326,104.9127,72.0183,49.6021,42.2231,82.9367,72.708
ybaS,103.8414,93.0186,77.6377,82.9508,104.8036,129.0877,98.1235,83.5041,77.8209,80.1022,93.2029,92.2197,109.6061,90.9215,91.9018,84.5863,67.639,100.6782,94.4642,117.133,110.3558,79.8071,84.8896,71.1204,87.2796,103.0722,99.7229,95.6842
ybbA,49.3508,159.1177,862.7725,508.1275,474.9619,225.8123,161.4141,54.4835,420.3472,922.7843,706.5986,635.5969,378.1713,179.6122,60.5171,381.7827,803.4367,517.3007,610.6914,426.5969,112.1816,51.339,425.9026,786.7596,585.3394,518.2998,389.216,130.4196
ybbB,14.9693,35.4583,92.0008,147.8685,171.6057,154.7467,120.668,15.6971,43.1357,86.2783,198.5227,257.5041,193.2343,95.7767,16.9489,46.0949,89.8327,168.3049,191.6013,197.647,106.116,14.4929,55.5422,97.9166,208.3621,199.8201,166.8549,94.4904
ybbC,18.9183,15.7731,29.5897,51.1453,39.588,100.5797,128.5738,18.9535,19.248,29.3675,39.8729,47.453,101.8701,128.155,16.9945,15.5828,35.1518,65.1068,40.8968,124.9873,119.8482,17.0853,17.9673,45.0108,36.248,61.4942,72.9935,109.6484
ybbD,17.6082,12.1505,29.4131,54.4117,40.4721,102.4143,110.4969,18.3492,12.4229,21.6835,35.2224,43.4473,94.4978,125.7737,19.5123,14.0306,38.394,59.3984,34.948,120.2144,113.0229,17.6637,14.8578,42.1701,34.6551,50.2118,69.9151,113.269
ybbE,15.5189,16.9594,38.1245,60.6859,39.8459,104.1806,138.4852,18.8224,21.8112,24.4853,42.9204,49.9078,106.412,142.1211,19.6515,17.3403,44.0664,73.4127,39.0422,131.9432,122.7066,20.6461,21.4386,48.3959,38.1687,61.2319,78.6927,125.0934
ybbF,12.5052,18.754,27.1258,49.1042,37.0373,103.3192,124.8973,21.3958,21.7456,25.0164,36.1045,54.5689,92.7107,131.0532,22.7927,16.6328,38.1433,62.5755,35.9721,124.2556,119.0466,16.8448,19.5881,42.4503,32.0639,47.901,72.2884,116.2354
ybbH,22.4067,22.677,42.6073,59.1325,42.5766,85.6826,135.2474,22.9025,22.3072,33.9877,50.9082,69.8791,110.6833,131.0069,25.8791,29.2363,46.5682,69.5755,37.0586,139.4941,101.5997,24.2726,28.7164,45.3514,50.4929,62.4096,58.4346,104.7285
ybbJ,16.5286,30.9193,37.1337,49.9811,36.6132,85.9551,30.4093,23.2297,27.5445,26.4643,31.041,26.1701,46.8001,50.6792,23.8625,27.3729,45.8021,68.9912,33.1858,26.9812,77.201,25.7917,41.0547,47.3443,32.6365,26.266,62.111,56.29
ybbK,51.6519,65.2917,67.8146,83.3748,82.145,125.619,72.8222,58.714,61.0086,64.1447,74.7749,77.836,69.2764,92.5975,48.353,78.2619,82.263,97.1858,67.9936,73.3411,120.0118,46.2154,86.869,73.8339,81.3931,79.3511,99.0849,89.8943
ybbP,222.5933,284.7525,133.4684,128.2563,164.2901,107.4468,178.1642,236.5559,205.7459,156.2135,158.9086,177.1736,155.4309,128.2093,203.209,219.6991,115.2576,123.2633,186.865,173.8383,115.1245,223.5513,201.2645,96.762,178.3006,189.7673,131.2981,133.6009
ybbR,346.2812,260.455,203.5266,152.1232,171.6221,141.1964,205.2415,300.6514,234.0902,217.562,202.541,212.2717,182.7524,158.3917,291.8943,231.2652,157.8234,158.0839,206.6769,209.9596,146.9189,305.0635,217.7679,167.4479,214.0773,216.38,170.0312,157.3073
ybcC,27.7126,41.2197,32.3109,66.2956,30.9298,85.6189,26.5125,30.7055,88.1863,64.5719,28.4245,12.0665,35.1234,51.9498,28.6287,102.02,33.7894,80.0645,186.681,20.0812,64.7194,28.5408,85.2056,38.6976,34.5156,84.1142,124.6936,38.0558
ybcF,26.7651,48.5899,40.2331,74.656,31.7379,81.7453,24.7267,41.6833,169.5447,60.3835,33.2388,16.9139,38.1137,39.6575,41.7594,160.5825,44.1756,72.8138,107.7463,20.4154,73.6363,41.7784,162.4032,44.0796,53.5193,72.7092,69.7504,36.1098
ybcH,30.6716,37.0067,21.2532,61.7177,28.4544,68.2095,21.4572,41.3245,143.875,47.2423,18.9545,20.4595,25.732,30.3285,52.8092,166.2598,39.6637,80.7013,81.1318,13.2973,46.3847,40.6093,153.7407,31.06,45.6549,49.2827,44.5294,25.5523
ybcI,50.247,89.5302,55.214,97.6519,54.6757,146.3584,28.0035,58.0851,188.7716,61.62,42.1202,31.7531,53.0401,82.1415,68.8938,233.7646,43.6036,147.9749,96.3338,26.5337,123.6334,69.3282,201.9448,69.2948,55.6729,62.3661,89.5698,73.2133
ybcL,81.1635,153.9118,66.7091,69.3968,50.5896,124.0156,36.0521,66.1535,145.5889,69.3222,36.5494,32.2107,29.5243,64.47,71.2011,135.7852,66.214,72.0093,33.9497,30.6318,95.5598,68.3382,125.3464,60.1022,37.3943,37.6189,81.6892,67.6167
ybcM,13.3803,15.0826,11.0974,29.6184,20.0277,82.0432,9.9112,8.6436,6.9954,2.7857,8.7552,2.9078,5.2,40.1039,4.9493,13.6864,28.2446,40.8837,4.5151,0.8774,65.2075,5.002,14.7945,27.2588,4.0168,4.2026,43.3018,37.5266
ybdJ,20.2918,9.4266,26.4098,51.7165,42.8328,123.501,37.1669,24.3102,26.6427,20.4576,26.1162,30.3273,32.7322,70.817,19.554,23.5236,34.7094,75.2478,24.974,32.9039,96.2829,24.3263,19.071,44.7215,25.7326,29.8776,71.8032,66.3904
ybdK,22.8587,12.8362,23.7024,43.0097,33.5571,77.3373,26.1678,26.2067,20.3723,20.7447,16.5112,23.8965,31.7691,41.2026,24.3703,21.8401,28.5045,51.0407,21.0384,28.2834,66.0003,22.3495,17.4701,33.6538,22.6479,23.2482,50.6147,39.7932
ybdM,40.8392,51.762,39.7595,67.16,50.1181,130.2773,48.5917,40.9058,45.0143,31.8677,45.8507,45.4413,51.8989,85.291,47.3743,48.4617,41.4803,82.5347,57.5541,54.1314,105.8036,42.1499,49.8667,42.789,53.0624,50.3654,89.5627,82.5944
ybdN,28.6072,45.7751,240.6933,286.7988,530.0941,273.4159,502.1426,27.238,43.9813,320.1136,580.9125,600.4944,492.0009,214.5994,25.4385,54.993,213.8367,267.9681,548.6771,515.0958,235.6361,27.7757,58.1175,202.7858,479.0317,585.5305,376.175,276.212
ybdO,44.146,79.384,201.2775,108.8476,156.8866,107.8082,35.9265,59.9309,99.4856,252.019,194.0138,141.2579,68.9166,60.0202,55.8202,90.9543,128.0431,95.2532,114.0201,59.4769,77.3823,50.3607,85.1432,103.9231,122.6141,115.4376,85.6101,52.1297
ybdZ,34.2378,648.551,2420.0959,1115.1328,1161.2963,473.2288,204.0799,46.4594,1516.2585,2887.3928,1880.3681,1446.9894,753.2585,253.8081,38.1801,1397.1583,2260.3353,973.9938,1580.7298,760.7385,147.4155,37.5153,1598.9148,2217.6492,1256.2548,1221.8959,733.9656,129.8301
ybeC,462.1888,377.7349,177.6065,131.1643,149.078,149.4141,119.1342,453.7898,353.1476,235.8056,170.0843,126.6504,102.2668,108.3171,452.8579,300.5739,165.7995,133.1559,137.6598,105.6094,130.9584,474.1513,290.1159,153.1516,140.1975,111.9517,127.7704,117.4557
ybeF,5.9742,6.3601,15.1188,65.5709,38.0045,186.1794,6.839,0.0,7.7434,8.2229,13.0896,7.3571,11.2771,79.9232,2.6833,5.7714,34.7655,111.0466,14.8508,5.5501,130.8078,6.3279,2.8074,46.2812,16.9383,12.4052,98.6029,71.9759
ybfA,10.5329,10.3508,14.0601,48.021,39.3008,127.2649,26.5888,12.6053,15.6025,7.0098,19.9371,20.2049,38.2354,65.9781,7.7636,11.219,27.5037,68.4932,21.6901,22.5811,101.8068,10.7274,13.199,32.7373,20.2153,23.5536,70.7634,65.8378
ybfB,20.2148,17.4698,27.5133,61.9003,48.2233,152.7016,43.1061,23.9409,20.6969,18.4712,28.4585,30.2023,51.4389,79.9548,20.6516,15.8909,39.2119,78.7223,28.4223,46.8388,117.1624,22.3562,19.3712,42.9886,30.3427,34.3915,85.8637,84.128
ybfE,64.6118,44.1508,47.2611,81.9891,75.2747,129.1777,51.6036,70.1312,58.4277,35.4545,56.2211,45.7977,63.8183,68.1716,66.1402,53.7089,33.5188,74.6073,63.7858,35.1773,85.3625,66.8454,55.0759,38.345,62.6256,53.4872,74.4004,63.5532
ybfF,100.0416,112.1767,56.9053,50.3829,57.5015,47.3262,52.5938,108.4717,93.6271,60.2961,72.0258,61.2645,48.2369,39.278,116.9753,80.8881,51.6781,59.3913,71.1125,60.9155,45.6881,107.116,84.314,48.5619,61.276,57.336,55.525,40.557
ybfG,49.4956,35.5768,39.9864,56.3224,92.2535,141.8169,297.5009,50.2491,40.2082,42.6978,48.5698,73.3097,231.7658,168.8015,53.7802,37.9038,47.8954,62.8709,103.4834,522.243,167.4,48.276,38.4647,43.9797,45.2644,116.3876,209.1136,200.1102
ybfH,28.5347,24.0732,33.5759,48.8776,37.4603,95.0293,54.237,31.5337,22.1313,24.4544,31.8499,30.8302,40.3975,75.3458,30.7112,24.7055,37.8576,62.718,39.8415,54.0182,84.5892,25.8758,26.059,38.0282,32.7428,41.4439,72.7544,65.2093
ybfI,27.8471,25.6295,33.4501,52.3956,41.6678,105.3811,64.4422,26.3067,24.9497,28.6141,35.1244,35.1226,51.1523,82.1365,26.0912,26.9018,36.8823,59.927,39.8505,63.7573,96.3937,28.5442,26.1718,51.5781,34.383,39.9701,76.6018,75.9875
ybfJ,109.3622,219.8882,111.1991,165.4344,263.3583,192.9775,541.3203,127.9483,174.6555,142.218,263.283,335.7351,468.0008,319.2119,127.8251,131.4619,94.6176,183.6918,318.6697,526.4626,258.1334,121.431,158.2621,109.8659,283.8188,350.5824,291.8599,358.8605
ybfK,123.5472,119.7973,140.3348,107.5911,106.2077,137.4009,83.1391,127.5806,116.8554,148.0556,125.4986,97.9177,80.3638,108.5696,119.9822,107.5254,113.6186,116.4809,116.5256,87.7881,116.0891,125.1141,103.0384,100.9345,104.376,100.5361,115.3895,96.0787
ybfM,196.2138,130.8391,135.8245,77.2713,69.3445,98.6169,121.8858,154.0473,122.2322,138.773,104.5931,92.251,106.7118,79.9786,149.3889,120.9809,106.216,89.4654,82.6011,95.5223,100.8116,178.8304,105.3087,103.0458,89.7004,92.9463,81.2407,98.254
