gene_name,rep1@8h,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@8h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@8h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@8h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
BS3610_RS24180,149.2907,177.0987,75.1762,105.3364,97.5141,164.7277,173.954,124.4262,142.1651,78.629,99.7471,123.1121,173.6132,139.5573,148.478,139.072,82.7393,152.732,168.2232,118.8787,179.8465,154.5992,135.298,77.7501,142.8556,128.1105,130.1673,114.8058
BS3610_RS24185,356.2833,351.9269,99.5924,74.2928,74.4782,122.36,54.6616,285.7195,248.9206,130.0,87.2862,59.3674,48.5334,75.6297,313.4536,211.1261,103.3093,92.5895,52.6759,53.2312,127.1546,315.1283,214.027,70.2991,71.8561,53.9329,70.7263,59.3163
BS3610_RS24190,86.9927,225.048,87.2744,122.7605,126.244,233.7097,117.0134,105.4862,248.8669,89.8026,145.1512,112.4856,92.3686,136.6192,123.0805,182.7861,78.0444,127.9198,114.7781,106.678,158.2998,101.9329,175.7819,69.3741,77.6934,137.4128,145.0753,135.4687
BS3610_RS24195,272.1521,267.5858,177.721,234.5854,376.1677,180.6818,419.205,256.8868,213.7072,233.6638,373.1918,436.9206,368.4834,212.8328,250.8766,246.3954,142.342,197.0067,413.597,376.4662,180.4449,269.3984,247.744,103.8903,426.6121,417.1771,321.4039,210.383
BS3610_RS24200,3.0052,0.0,3.2594,19.7905,19.1174,55.7079,1.7201,2.7502,5.0081,3.5455,3.039,2.7756,2.8364,26.2198,4.0494,4.3548,10.2014,35.5819,8.6197,1.6751,41.7921,1.1937,4.2366,16.4336,10.2246,4.0115,32.0335,31.1988
BS3610_RS24220,2.5043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4193,0.0,0.0,2.8732,0.0,0.0,0.0,4.7073,0.0,0.0,0.0,0.0,0.0
BS3610_RS24225,333.2381,378.0376,425.0348,393.7575,587.2046,540.0203,1263.4556,300.0868,473.8837,396.2903,547.2613,849.4736,1225.357,632.6596,268.2183,582.042,302.5157,441.9046,850.2917,1658.3573,572.669,294.3738,573.7638,323.149,675.7297,939.4767,924.0047,760.5882
BS3610_RS24240,55.6576,183.1456,206.7051,225.3114,337.9682,247.3984,681.5535,94.1537,176.1348,236.7857,317.2322,327.1265,388.4089,420.2667,62.1184,193.8914,157.0359,207.4246,497.3039,470.0559,339.3451,69.6712,258.3752,122.9722,335.6899,535.8271,307.3655,422.8233
BS3610_RS24250,3.5932,2.2952,3.8971,15.2116,20.0005,89.775,0.0,1.6442,1.996,0.0,3.6336,3.3187,1.6957,31.3498,3.2278,0.0,13.9398,41.1712,2.0612,0.0,56.3478,0.0,1.6885,22.9236,7.6407,6.3952,38.3009,20.7239
BS3610_RS24260,0.0,0.0,0.0,4.8593,0.0,2.7753,0.0,2.3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9456,2.963,0.0,1.5283,0.0,0.0,0.0,2.1967,0.0,1.7761,0.0
BS3610_RS24285,52.9763,43.3141,45.9657,107.6515,117.9519,249.3503,50.942,48.4818,37.6677,30.0,62.1432,37.1862,58.0001,158.2603,45.6855,47.0837,61.6567,166.7259,80.2295,35.435,193.1145,42.0844,37.8398,88.8395,48.6651,62.2303,148.6418,115.6994
BS3610_RS24290,46.2801,21.1156,32.2679,46.649,26.2864,64.8311,34.0584,52.9421,51.4164,27.3,38.4431,25.952,45.2401,70.3741,38.6043,30.3383,33.6646,63.1292,30.3413,33.1671,62.5992,48.5823,31.0684,16.5705,30.9294,29.418,35.2368,49.5715
BS3610_RS24295,12.8039,14.8702,10.0995,24.091,18.5116,40.0269,21.3198,8.5219,6.4658,5.493,16.479,10.7506,12.0845,29.2481,14.6387,7.8713,15.805,34.6766,10.6836,14.2738,50.2832,14.7948,9.8456,12.7302,12.8707,17.6093,18.4109,20.5877
BS3610_RS24315,21.4872,23.2272,10.756,37.3192,24.9721,86.1454,11.3528,27.2274,12.8541,5.85,21.7287,15.2659,29.6401,51.9153,19.3021,17.5643,19.2369,63.1292,17.067,12.8983,69.446,21.0086,13.9808,48.2051,25.3059,17.6508,56.8336,38.1319
BS3610_RS24320,16.8347,11.7309,605.8539,296.5954,367.523,160.3508,211.9888,14.0059,17.0028,751.1111,520.003,361.8584,193.5559,173.051,13.748,25.1341,513.5776,285.2506,470.5718,206.4416,112.3018,4.8631,35.9588,534.2173,420.4625,352.7431,217.8622,132.9909
BS3610_RS24330,20.3429,8.1214,20.6846,65.787,32.3525,143.4618,10.1884,5.8178,8.4752,6.0,9.0001,4.6972,14.4,76.3199,3.4264,13.511,27.129,82.5536,14.5872,5.6696,123.3926,9.0902,7.1696,41.7159,11.8959,11.3146,87.4363,87.019
BS3610_RS24350,4508.7681,5508.1589,3028.321,3107.7107,4653.6343,3902.5519,17830.6364,3361.2859,2792.4865,3165.9642,3987.5742,5698.543,17790.7173,8837.962,3404.3887,1968.5676,1879.0325,3622.716,6159.0219,20775.5319,5338.3971,3657.7386,2077.1468,2014.284,5668.7117,8955.6668,4807.3125,9633.7564
BS3610_RS24360,32.2509,18.0255,37.165,420.9786,423.1472,785.2077,849.1517,33.2041,40.309,28.5366,377.0928,884.3053,1687.4664,486.7939,48.8891,21.4198,21.5047,426.5072,1001.3569,1348.258,384.088,32.0252,26.5218,44.09,582.9261,1716.6455,1340.4418,474.3238
BS3610_RS24365,359.8971,204.3447,257.334,210.6728,163.2302,166.1601,201.4205,290.3279,257.6743,251.6129,269.5868,228.9885,208.8391,187.9371,320.9041,218.9096,196.5059,195.497,296.6845,190.2059,146.7168,288.0204,265.585,172.5081,253.9655,215.8899,214.5011,153.7577
BS3610_RS24375,3.1186,0.0,8.456,20.5373,12.3993,71.2153,3.5701,0.0,3.4647,3.6792,0.0,5.7607,11.7736,26.1209,1.4007,0.0,10.5863,47.6447,3.578,1.7383,61.8241,3.7161,4.3965,9.948,5.3052,1.3876,30.0253,34.7744
BS3610_RS24380,25.0433,54.3887,89.6332,212.0408,231.0018,156.0898,31.5355,64.1723,25.0404,76.8182,255.7807,393.2126,174.9094,76.9116,38.2443,26.6125,65.5803,195.1267,336.1683,72.588,91.8833,41.7784,49.4271,86.7326,200.2315,236.2351,170.5009,69.3308
BS3610_RS24405,2106.1453,1225.3455,828.4279,386.3855,609.3669,293.3411,415.6956,2358.3319,1585.8948,948.4091,617.9257,721.6608,297.8187,209.7588,2310.4078,1243.5314,721.3836,325.2112,436.7315,388.0668,208.9604,2331.6308,1339.2378,737.2274,496.3185,378.8676,396.1131,192.5854
BS3610_RS24420,231.4005,197.9589,199.4338,211.8641,142.9324,192.051,253.0726,179.6251,183.6299,216.9375,221.4656,234.7132,210.6004,275.4395,161.4698,199.594,150.2883,200.4353,286.8205,149.7128,202.9583,208.4442,141.7497,160.056,228.4556,202.2485,241.5429,190.6596
BS3610_RS24435,32.3386,6.8855,37.0224,50.7054,40.0011,60.8153,26.7366,41.1041,23.9517,36.0326,52.6866,28.2087,22.0435,47.6517,29.05,39.9188,31.3645,50.7779,49.4696,10.0142,46.7793,9.9905,37.147,34.3854,25.9782,23.982,30.8878,48.3557
BS3610_RS24450,56.6695,90.4955,30.7314,17.771,5.6328,53.2858,18.9213,69.1489,31.4794,19.5,19.1022,4.3617,17.8286,37.9064,36.0589,45.6215,9.1604,39.6812,8.1271,23.6908,53.0975,46.8941,33.2876,15.0641,12.0504,8.4051,32.4764,29.0529
BS3610_RS24480,1.7966,4.5904,13.6398,113.2421,48.5727,229.7468,4.1133,1.6442,0.0,2.1196,9.0839,9.956,15.2609,116.6213,1.6139,1.7356,38.3344,137.2375,14.4286,4.0057,177.5486,5.7088,0.0,54.0342,25.9782,11.1916,116.1383,111.9089
BS3610_RS24510,170.2447,204.8215,121.9011,108.8476,109.0886,122.5574,122.9885,205.718,178.121,142.35,120.3436,106.8613,143.5203,92.2939,178.1736,194.8038,88.1691,98.4816,113.78,114.2424,102.7018,196.9552,180.1969,76.8269,129.341,122.0845,64.7903,83.8902
BS3610_RS24520,1850.1921,2182.6651,3376.7929,1075.7826,792.6159,443.1423,963.4425,2018.9016,2291.6265,3064.2857,1613.4496,1473.6268,1014.0018,866.4322,1798.402,2401.6459,2996.7682,1037.1231,965.5823,1047.2846,505.0253,1950.7939,2577.412,2909.8287,1149.0923,1022.1239,555.5777,700.3821
BS3610_RS24530,14.0073,7.1578,54.6914,607.491,261.7503,913.6862,1340.5271,19.2284,17.118,57.839,274.7958,1705.1236,2781.5643,602.2566,20.1326,13.5318,54.3415,761.8307,663.7169,2423.5128,576.9205,11.1274,11.8481,67.6607,799.4457,1617.9877,1285.9811,883.2817
BS3610_RS24535,17.906,19.9425,64.7351,797.784,332.9613,1151.0724,1854.8145,16.3869,25.5042,83.4167,399.288,2113.4793,3578.0397,815.583,19.3846,15.9675,68.576,971.4887,938.1586,3056.7006,708.588,17.8719,20.7123,62.767,1043.8664,2047.8167,1610.286,1052.5115
BS3610_RS24540,1387.9169,1471.8826,711.7929,889.5321,1698.9529,474.0871,893.1974,1554.8974,1555.4535,986.4706,1860.7041,1225.7621,835.0603,461.4693,1353.7701,1319.6689,454.9903,913.5171,1762.4751,812.9203,441.5889,1255.1064,1557.9906,427.5543,1598.1555,1406.0053,916.0243,506.5563
BS3610_RS24550,46.6192,24.3642,59.7555,47.8451,43.8107,102.4727,46.0904,32.9676,28.2508,47.5,25.7144,35.229,18.0,54.7255,32.3606,40.9424,59.6015,51.7983,17.0184,21.261,70.2234,25.2507,53.7723,46.351,28.8386,28.2865,62.6627,50.5166
BS3610_RS24570,246.0509,467.9028,128.3384,107.7874,92.5999,138.2606,148.3603,269.8674,327.6125,128.5227,127.2572,116.229,122.3184,135.0322,259.8365,219.5535,92.9055,97.5634,118.5209,136.1026,161.1662,211.876,225.9523,107.8452,100.6483,105.3029,126.584,148.7723
BS3610_RS24580,3255.0694,3143.502,4117.3435,2941.8955,3279.4423,1572.7911,5404.7821,3320.4727,3625.2102,4183.0644,3332.0931,4065.1619,2818.0695,2770.6768,3319.202,3443.3193,3092.3828,3260.3193,4251.4585,2870.9196,2377.4439,3163.9893,3678.1018,2983.6616,4505.6208,4538.4317,2421.8457,3003.401
BS3610_RS24585,618.2924,389.0748,507.9214,286.5169,296.9391,169.3963,416.9697,529.4214,530.4865,480.2778,331.1924,398.6097,290.3338,348.2384,544.4194,470.1549,295.3814,341.3655,493.398,330.989,246.3394,576.2762,440.1362,291.518,354.0737,370.4484,306.2701,300.1123
BS3610_RS24590,2909.9886,2885.1239,1871.9545,3178.7095,7884.6608,2028.1061,3473.1529,2612.2003,2293.6084,2859.3749,6563.6097,5111.1413,4842.0086,2528.0977,2635.4847,2054.2834,1136.025,2442.6156,8117.7682,4978.6154,1479.3948,2464.4645,2355.5251,1074.7649,5289.626,6464.8791,4813.3706,2228.0284
BS3610_RS24610,11.0191,4.6924,7.9674,39.738,21.9053,79.9287,4.2047,1.6807,2.0403,2.1667,11.1429,8.4811,5.2,30.7646,3.2995,3.5483,21.3743,32.2661,4.2141,0.0,77.1622,7.2946,5.1781,30.1282,6.2484,6.5373,47.9928,29.6582
BS3610_RS24620,328.6502,1163.8141,277.2375,249.5178,343.863,359.3695,673.2468,286.6967,1240.5696,333.3139,338.1747,381.6475,553.2568,441.3471,293.503,872.6437,255.3735,315.6462,487.3137,599.9225,416.2664,283.9819,836.3189,192.6802,343.2964,579.8074,502.2506,453.7403
BS3610_RS24630,0.0,0.0,2.0845,3.6162,1.5283,13.4247,0.0,0.0,0.0,0.0,1.9435,0.0,5.4419,2.683,0.0,0.0,0.0,8.8087,2.205,0.0,12.5107,0.0,0.0,12.2615,1.6347,1.7103,6.6086,7.3899
BS3610_RS24635,65.7162,76.3215,45.3565,67.4443,62.549,128.9346,51.2927,82.9214,74.1157,57.5602,69.4754,45.9816,52.6266,75.7533,67.0834,95.228,45.3883,73.7775,57.1185,45.5105,104.8819,59.3238,101.066,52.6336,49.1211,54.0511,62.3116,74.273
BS3610_RS24640,99.9879,153.8051,78.5674,108.4637,92.4892,146.3715,87.5987,96.1736,143.9568,78.2407,70.1591,82.9259,87.6298,108.958,103.568,144.8905,82.1328,114.5679,66.7229,55.7335,129.8112,107.7985,148.6299,79.04,90.2541,80.8086,108.054,94.9375
BS3610_RS24670,26.907,24.553,62.5348,54.243,51.9615,85.7117,79.2055,52.7663,46.9751,52.1512,69.9672,62.1287,45.3489,60.3666,36.2563,42.7038,44.737,55.7886,61.7411,81.4181,83.0258,39.6964,50.5765,40.2877,60.4856,78.6759,66.0856,76.855
BS3610_RS24675,1.6529,2.1116,7.1707,17.1046,15.7718,53.2858,15.1371,7.5632,1.8363,1.95,6.6858,4.5798,87.3602,63.452,7.4239,11.1773,11.2215,26.5143,3.7927,101.3441,37.1683,5.2521,3.1068,18.0769,9.8412,29.418,31.8268,53.3847
bsaA,80.0765,69.511,80.1688,88.3723,94.6964,87.7065,79.9161,114.6219,84.9716,62.9814,99.6634,115.2054,81.3914,73.4481,102.3668,102.1525,63.2269,95.6741,110.1287,82.4028,76.2442,84.4094,113.3708,66.8995,107.8424,112.3729,79.0729,68.2901
bscR,24.581,69.844,58.8361,37.8774,34.0375,70.82,65.0117,20.9441,70.6269,56.0,32.143,65.7608,104.0002,66.2623,17.8935,83.9319,51.3806,41.1149,34.0368,100.6354,54.674,19.8639,75.2812,45.5785,33.1644,73.5449,57.1251,45.9538
bsn,39.7487,103.3861,81.5693,211.9919,170.9981,340.3347,365.6593,49.7232,98.8043,98.5121,222.9548,531.6654,796.735,251.0936,42.3856,131.221,79.599,201.8388,322.8361,499.8663,196.1301,45.2065,128.4664,72.7142,329.8225,668.2661,369.9102,215.729
btuC,69.5696,43.5435,51.9062,48.977,42.8825,82.0361,25.3888,62.5991,46.9449,52.0551,32.815,34.068,31.2882,55.8912,59.3493,48.94,44.3789,51.3594,32.9448,31.2308,70.7335,72.3282,51.3419,50.6392,34.7499,33.6561,57.6364,53.3201
buk,29.7424,40.0269,51.219,50.4082,51.634,86.6139,64.1973,39.6858,40.6105,46.3393,45.2299,87.4434,97.2859,63.8641,32.8365,52.2015,50.8668,58.0997,54.4415,116.9355,84.2413,34.8098,53.7723,47.5926,42.6785,70.7162,63.0791,88.6951
cah,393.785,429.9245,285.4775,190.3493,206.4184,126.3937,145.9136,454.9753,426.551,279.9686,292.1087,245.7379,130.5708,104.5177,473.5937,459.5043,241.7175,152.9746,207.4673,157.9801,101.644,450.7124,487.453,216.7529,217.9335,166.9169,185.6446,96.6248
carA,96.1834,137.4901,99.0016,213.4784,155.5651,217.2576,289.1647,150.836,130.2009,87.0339,203.7361,375.6102,635.4588,293.7956,153.5112,107.3523,85.5879,212.3924,197.4009,503.0767,213.444,136.3108,119.5784,93.1931,185.0679,295.8416,277.9068,302.506
carB,184.7645,255.5993,184.9173,225.7039,185.8024,225.556,285.4714,258.0719,223.8825,185.5432,250.3915,431.2506,697.6133,299.8879,252.5998,196.845,154.3989,239.4135,226.6036,538.0412,218.2016,238.091,220.7335,158.3848,238.7679,329.6324,306.9898,315.3619
catD,115.7003,464.5435,185.9059,67.3819,54.52,86.5072,26.63,95.8001,772.6059,205.8333,67.4766,66.7176,64.7112,49.9925,102.8348,736.8717,169.8072,67.8055,67.4252,57.3259,64.1207,109.4195,838.2724,152.3147,59.3594,74.0897,79.1461,39.5442
catE,95.3574,419.3591,188.9818,60.8938,50.321,99.2122,28.7789,90.1762,645.273,207.2727,63.1173,55.7793,63.5456,51.8346,86.6987,653.2169,192.2569,62.467,65.3108,53.7968,64.1245,92.0501,732.7154,180.4004,56.2844,63.7732,72.7311,48.4426
cbiO,162.9416,129.1647,169.7309,130.1319,101.3705,162.9752,136.8776,166.5505,145.2109,153.5106,117.949,129.6519,121.1492,130.2996,164.5368,124.8524,143.2535,138.5709,100.1964,126.7617,146.0231,160.87,135.5113,157.3182,110.1772,125.1828,123.1395,137.2479
cca,184.3895,95.4978,132.6481,65.6368,47.058,68.8387,43.2623,153.5436,114.6534,126.407,72.443,51.9731,44.2915,55.7995,141.9495,110.3284,107.7443,67.5705,51.9348,41.6673,59.7189,161.9849,128.8013,121.3076,58.9905,47.3053,52.6925,61.158
cccA,53.274,115.1761,286.678,266.0149,361.7098,285.5122,784.2181,48.7543,103.197,257.8512,279.7242,386.0633,342.2981,440.4935,49.6972,140.5406,187.467,243.1258,530.5034,376.8994,440.1505,55.8853,136.7268,172.4278,375.8697,602.3388,404.4111,631.3301
cccB,366.4085,446.6046,384.7088,348.8353,457.1045,302.9747,1051.5563,378.1582,436.3242,396.0398,433.3906,532.9556,450.0539,529.3625,392.2185,509.4064,260.3223,370.3954,699.7976,518.5424,488.6233,371.2518,543.0103,267.2876,576.6599,749.1166,570.348,632.7199
ccdA,50.0761,37.5786,71.0229,104.4331,101.9156,119.8555,186.0061,49.3528,46.2965,57.839,92.4249,106.0851,106.7544,117.8116,50.3315,49.7294,55.3604,113.4186,138.2074,109.6983,148.9963,44.5096,61.8736,67.3416,109.9089,146.7782,107.8876,147.842
ccpA,540.5101,449.4159,420.3395,188.6847,281.6962,124.0685,232.9863,429.1813,367.5339,476.4403,299.6116,244.0266,169.2719,140.8515,449.6446,406.0994,326.5966,175.6312,258.977,167.7609,130.6583,458.5822,424.9884,274.9758,260.6125,282.5441,136.74,133.7463
ccpB,26.4882,25.041,26.7176,64.5411,46.3382,114.1432,29.4129,29.0891,30.0164,19.6875,34.0181,33.2718,40.0001,64.1546,28.3155,31.2186,34.6819,76.6858,36.1641,31.5962,87.7793,25.8819,31.6161,37.1774,32.2181,34.1795,70.4956,61.5162
ccpC,181.5898,198.2282,224.6927,200.982,228.8885,150.5838,337.237,173.6441,198.6201,248.3929,302.1665,275.4613,228.1637,171.2852,176.7595,219.1461,184.8443,193.8969,255.7471,253.2035,175.9937,181.7704,202.8959,181.8963,267.0695,272.6664,167.7945,210.3308
ccpN,318.5443,309.2991,321.5012,184.6978,194.3714,131.7552,177.6649,283.7074,287.0834,352.9225,284.8508,236.8723,180.5355,148.6776,333.5527,308.8554,280.7262,168.641,212.7811,160.4722,130.6446,313.4638,320.8946,271.2243,239.9238,216.8366,138.2151,133.3722
cdd,500.6841,423.0829,621.544,598.1512,867.7395,618.4267,3218.6952,480.2885,463.7661,666.8431,870.49,1220.1578,1555.448,1347.7768,507.7514,477.2774,482.6776,646.4986,1236.7697,1822.4446,1372.57,477.772,469.4282,428.282,1059.5415,1497.7391,917.6348,1838.8676
cdoA,53.0548,26.7204,19.3652,40.3139,23.9336,59.4806,21.6077,39.6833,24.3706,28.287,28.8891,20.2603,24.5556,92.5787,36.203,17.7417,28.2022,35.8512,15.2175,44.9281,55.5471,41.7415,23.0137,24.1769,18.6583,16.3433,38.5907,43.938
cdsA,286.9292,157.3786,221.5652,152.5847,146.692,116.4172,179.6462,280.4319,204.2625,217.6404,201.2612,197.256,163.0115,131.3546,276.9365,201.5377,172.6157,145.8829,189.2783,164.2485,114.8458,296.0475,213.2319,163.8996,190.3468,178.2155,142.8291,126.6303
cgeA,1.2335,1.5758,107.6936,118.9433,60.3214,95.1059,116.4932,2.8221,4.1111,179.7201,204.5641,27.3419,104.7763,667.6669,1.108,4.7664,94.5096,106.4717,50.9463,425.59,80.6578,1.4698,4.0574,85.4381,170.4893,60.3727,55.1371,163.6258
cgeB,6.2372,3.9841,78.3586,92.9068,44.0173,94.1159,87.4665,4.281,5.1971,136.1321,117.4737,32.404,89.5285,539.4693,5.8364,6.2765,67.0468,88.3412,35.7799,371.7108,87.5072,5.1613,6.3505,70.5833,120.2514,40.0103,62.7315,136.6993
cgeC,2.4307,3.1052,49.2104,61.7413,36.7237,68.3486,34.3181,4.4489,2.7004,124.2647,99.9586,11.9733,38.2354,247.1349,7.2783,7.8272,55.7933,71.1751,33.4647,139.0997,51.3029,3.2182,3.8074,44.3061,99.9278,23.7939,40.675,59.1917
cgeD,33.6766,56.6215,35.4754,34.9594,28.164,68.8431,9.5271,44.4579,50.5305,48.4075,30.1407,18.9483,19.5457,54.9819,38.0757,49.7349,35.8533,37.2566,21.3171,29.1281,55.0904,36.7465,36.3799,31.2218,23.5411,17.2236,35.2715,38.8463
cgeE,59.4394,111.263,61.3643,57.4141,53.3311,71.3893,42.573,79.995,93.2275,73.125,66.5361,57.2471,42.0001,59.0148,81.3774,68.7832,45.626,51.9602,52.1492,50.3177,61.5082,71.9644,65.1242,41.1366,53.802,48.3699,58.3638,55.2424
cggR,1465.2781,2442.5379,1862.8456,304.8372,328.3875,213.9506,284.0972,1386.4321,1793.2189,2146.7155,579.6117,429.7732,476.6929,391.7753,1364.8221,2325.1243,1539.8449,231.7824,431.5411,401.2155,142.988,1395.0509,2464.2917,1295.6884,317.6631,355.8624,251.1679,232.5935
cheA,171.5581,161.1951,249.1589,82.4919,102.5835,98.6554,34.6328,186.1529,244.2934,331.3839,153.9614,109.6101,49.7947,65.7525,182.3937,199.594,182.3736,70.6446,89.3139,42.2267,70.3746,182.0077,180.8858,155.3484,96.0267,79.7831,64.3607,55.1362
cheB,126.273,109.4119,160.4885,65.5866,68.1024,61.2737,24.5766,134.1511,163.1126,205.6215,101.7803,66.5218,34.4246,43.5044,127.3261,122.6556,105.6775,49.9038,60.3861,33.198,43.4413,123.9681,112.8183,96.5701,63.029,47.4549,41.7521,32.8417
cheC,163.3184,150.8258,201.4612,61.4582,77.9204,69.5676,33.3376,162.0678,225.1653,279.9643,124.9599,70.1505,37.1429,44.2241,161.9117,176.4031,149.6203,54.712,57.3415,29.3942,50.07,164.7546,145.3559,120.8714,73.3066,54.6333,46.2788,45.6978
cheD,141.5324,129.6018,182.4867,68.4371,77.1278,75.2489,35.6899,158.9623,220.4659,246.3772,102.0878,65.8171,41.5689,46.9759,138.2535,166.3682,130.5498,49.5205,51.6666,26.4808,52.4198,164.719,153.9469,105.0878,70.294,48.8831,40.1579,41.8614
cheR,113.192,118.3132,88.2381,103.7652,82.5925,96.5849,74.36,120.9518,127.1834,79.6693,112.188,119.9888,88.0157,79.0064,127.3907,133.2698,78.9062,103.9053,99.6129,70.2633,88.6771,113.1662,108.8,74.4412,99.0134,84.4192,88.0147,85.3146
cheV,320.5136,531.3633,251.2088,125.5737,136.1878,100.6413,82.1583,329.6445,475.082,340.9293,206.1807,127.0485,82.6186,84.8178,335.2966,336.421,167.4264,102.3773,147.2154,90.9187,86.8718,312.2776,291.0111,148.6588,133.4199,131.1228,97.2154,79.8596
cheW,164.2333,153.996,220.372,71.8058,86.6447,70.7084,32.5398,184.5026,252.0525,290.0159,128.2856,99.1797,44.2166,57.3163,163.1367,183.5757,170.0076,68.3565,82.1342,35.7961,54.8241,164.3384,180.0782,135.7687,86.8601,64.1761,46.3357,46.9565
cheY,250.6611,234.7149,340.0135,134.9351,155.8719,114.1315,81.3147,270.0237,379.4007,461.7149,259.6945,194.9241,81.2233,92.4846,261.9839,262.6064,228.5375,102.2589,181.7973,80.7098,67.4978,265.8623,249.7029,204.1744,160.3401,159.246,100.9854,63.5532
cimH,38.298,121.4967,93.0118,77.4035,53.3305,105.4492,212.2879,44.2722,125.813,87.9878,76.7157,62.7899,104.9802,130.8434,46.5846,171.0047,103.4356,76.9869,57.6048,118.4833,160.2716,49.6391,193.5749,110.058,67.0209,81.6984,82.5411,168.113
cinA,356.138,176.9762,252.3486,157.3611,152.8646,130.02,148.6027,303.0706,181.4281,278.2374,207.2263,213.2467,141.2233,109.6958,290.3689,191.6486,217.7798,155.7793,158.2552,137.2022,112.823,315.3487,195.7609,209.5245,189.8107,153.9681,127.1601,121.0102
citA,35.3541,35.6722,42.4964,45.1237,33.8429,90.5036,25.5206,42.0405,43.781,33.2084,28.92,30.9894,28.4796,48.2531,37.0184,45.4661,44.7725,49.5401,22.9937,33.3881,74.2246,37.5664,46.3487,47.614,25.8575,27.4541,57.2982,55.9337
citB,118.9697,327.408,1040.8284,402.3261,330.8911,406.5728,3617.0901,108.7101,503.9733,1123.2857,672.8917,663.1441,2147.8324,2569.2052,109.1558,652.3874,848.1322,325.289,521.0751,2609.2298,1546.331,112.2572,654.3149,837.7124,778.5644,1079.9785,575.7683,2484.2315
citH,0.3871,2.2253,5.6677,37.6906,22.0079,99.001,11.7427,1.417,2.1502,2.74,6.0673,5.184,9.3162,47.2817,1.7386,3.3655,21.7748,44.0574,6.6616,10.7882,73.4157,0.7688,3.0923,23.8133,8.2312,6.2005,49.7793,38.251
citM,4.7605,5.3519,17.1418,25.6175,20.7445,79.806,10.0274,4.5309,5.712,12.1313,9.0504,3.6934,6.8295,41.8672,3.4212,8.2781,26.5948,35.2011,7.2096,9.5527,62.2025,3.7818,7.3376,32.1066,10.204,6.6089,38.5002,41.5878
citR,52.6425,57.4894,35.9147,52.1872,41.4101,73.1463,46.3313,57.2418,44.6497,33.7243,49.7997,48.3594,52.0891,58.2763,50.0859,42.1061,37.3319,57.0757,52.9285,43.2258,61.6345,48.5643,46.0175,33.2751,45.98,47.3508,59.5585,47.2296
citS,42.7674,47.4421,48.5307,73.596,65.353,130.0253,149.3146,51.2568,57.3209,43.453,59.4084,75.6267,92.2212,112.2866,50.5864,55.4305,45.9076,81.6146,63.0365,102.8202,143.3844,50.0549,58.3606,45.0813,62.2678,75.0348,101.526,139.0446
citT,16.747,11.1624,36.722,40.0729,30.3973,79.0289,101.6916,19.3244,22.6504,31.3546,30.5571,31.2716,37.4538,75.2175,15.6981,25.3229,33.1914,49.2241,35.5041,49.5153,100.3965,23.4264,24.2936,32.5172,37.4695,34.9905,46.3182,97.7095
citZ,248.1507,647.3379,1635.7455,610.1053,575.4117,505.3581,4496.7291,260.9596,877.7806,1774.8659,1021.9075,965.6808,1605.59,1646.8455,261.9264,1079.6272,1469.4135,547.6842,941.5578,2172.8581,1876.2449,259.6147,1129.8748,1413.5205,1055.7297,1517.8247,739.9037,2519.4667
clpC,681.1172,694.9146,481.5435,263.2513,278.5841,224.7619,655.1301,711.7394,636.1384,464.6578,362.3167,440.9417,503.3942,386.3597,691.2192,655.9286,407.5882,254.6965,371.4336,526.771,368.4504,714.5595,605.7579,395.3627,346.2696,438.2768,286.2705,484.5245
clpE,319.1202,274.503,46.4812,36.3196,31.9192,77.6451,116.6364,211.1203,169.2019,43.5964,36.891,29.6595,53.7087,95.1781,202.2483,207.6919,43.512,44.461,29.3932,45.539,122.0544,242.1611,169.1011,43.6859,26.7117,36.2471,50.4195,126.3801
clpP,1763.4689,2286.9917,1129.0159,440.9664,658.488,281.6792,768.7979,1529.8217,1729.1818,1298.0303,851.7582,665.3774,658.2739,582.372,1580.016,1883.8452,1024.9962,371.1234,709.6886,595.5941,408.7818,1736.1232,1911.1795,872.2717,710.0407,781.8788,386.6409,522.5485
clpQ,578.5013,380.5451,511.2046,346.877,319.5533,284.9718,779.2047,553.5238,451.5077,541.6071,416.0228,459.2352,433.2865,438.3325,560.8716,450.5123,384.9141,364.9008,415.7348,450.0243,408.7112,563.4505,460.9053,384.0515,470.8155,488.1441,333.8195,513.6635
clpX,2406.8558,2485.9749,1206.9608,725.9586,1065.8174,351.7581,685.8415,2075.8279,1673.6058,1455.5522,1379.0359,1089.6445,837.8067,506.5476,2067.7591,1639.8002,877.8833,556.4669,1256.265,823.4889,320.2679,2125.182,1613.0126,745.6903,1047.3978,1093.5654,658.919,447.4386
