gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
ydcI,82.9961,92.123,90.0585,80.0458,100.1576,91.9786,83.016,85.8542,96.3398,95.6239,91.6502,109.0382,84.1622,82.9368,94.8692,86.9153,102.3677,91.4263,95.7943,83.794,97.9235,95.3019,89.1183,90.122
ydcK,139.1393,54.0173,89.5908,97.0508,119.9813,161.6457,92.423,56.8212,81.3581,93.5163,145.6691,129.5017,93.0558,56.7977,102.0101,119.3058,139.1117,125.9886,90.5305,60.3561,94.5013,104.2292,132.8627,130.8943
ydcL,124.462,84.2892,117.7813,127.336,89.5317,173.83,105.2513,92.4797,165.5585,158.6578,169.7401,96.6084,99.9593,78.416,120.6128,144.9231,210.4781,114.6432,113.8755,72.0545,168.4009,174.5944,95.3388,125.0396
ydcO,32.7656,28.8475,72.3864,50.6089,132.1937,94.6066,35.8817,16.8103,27.8573,42.9902,60.0691,98.1285,38.5423,41.4588,71.8367,47.9533,114.3695,139.9712,33.9253,46.7506,38.7829,44.8032,94.0694,113.9575
ydcP,6.6506,9.8808,37.3437,21.7329,60.8381,43.2062,1.4459,3.0709,5.2644,4.8082,35.0079,55.4127,3.1432,15.1472,42.2518,11.9454,47.1536,71.6255,6.1158,24.3161,11.6234,14.4773,50.5685,70.0586
ydcQ,0.2195,2.7952,27.6402,12.9793,66.4688,20.8489,0.7635,1.2162,4.1699,2.6977,9.4054,34.2984,0.6639,13.3312,30.0553,3.154,29.4972,61.4116,0.8074,13.9366,3.7997,3.9754,33.084,40.8273
ydcR,1.1964,4.5705,24.8883,10.0529,63.0222,21.9766,2.601,1.1048,4.735,4.1084,13.0369,37.094,2.714,11.8073,35.4096,5.1034,27.6654,59.8505,0.4401,13.4425,6.5714,6.2503,33.6494,46.6297
ydcS,1.1731,5.9755,38.0103,19.7148,83.3824,27.3308,2.0403,1.0833,8.3572,5.0886,15.6,53.1972,1.7742,22.2649,60.3235,8.4282,30.7103,72.815,1.726,26.7806,10.1536,8.1717,51.1503,58.6102
ydcT,0.0,6.0427,32.3223,24.3666,111.7605,29.7639,1.0316,0.0,3.756,5.1458,11.3933,55.0911,4.4853,19.8133,58.164,10.6536,28.985,64.8412,0.0,27.9278,7.1084,3.3054,38.9534,57.1265
yddA,2.0501,2.6107,24.9097,8.2943,56.9072,23.8813,1.7828,1.8932,4.0569,4.4464,8.3301,22.9615,1.5502,13.2293,30.6453,5.5233,12.5227,52.2293,0.0,13.1628,2.7299,2.1421,30.8998,24.6809
yddB,1.487,5.8072,28.9092,16.6604,65.6691,17.0558,1.5518,1.6479,2.825,2.5802,13.4028,41.9222,0.8996,12.4182,38.7667,6.6772,25.6929,67.0902,0.4376,15.2763,6.1384,6.6294,40.504,44.2187
yddC,1.272,8.6393,26.2283,17.4187,88.8097,15.9577,1.1062,2.3494,5.0345,7.3571,11.2771,54.9037,0.9619,27.0398,57.8051,3.4271,17.7602,78.9561,0.9358,22.6869,9.3161,4.4304,59.5726,50.5363
yddD,3.0165,5.1219,26.2123,12.7677,55.062,12.9746,1.574,1.6714,4.7755,4.3617,9.36,33.2917,2.2811,12.8246,33.5487,3.2509,12.6351,55.8921,1.3315,15.0641,8.0336,6.3038,32.8011,41.7635
yddE,2.6461,5.1668,30.203,15.0702,71.3928,11.0256,3.2216,1.5883,3.0371,2.7739,7.3308,34.8415,2.201,12.8567,40.8995,6.4162,14.6624,61.8981,2.2386,18.6885,6.8708,6.0827,33.4734,35.5993
yddF,1.9372,0.8223,9.986,10.8522,35.035,8.6795,0.8423,0.0,0.7667,0.7003,8.5872,17.9931,0.7325,8.0889,19.1125,0.8699,10.9881,22.8824,2.1377,8.2922,0.6449,1.3494,13.0352,15.1595
yddG,1.0389,6.174,35.1923,16.0855,78.3776,7.913,0.7905,0.4797,4.1118,2.1594,7.3875,41.081,0.8838,17.8448,43.0956,4.8983,7.2526,67.8543,1.3375,21.0304,7.0035,4.0708,39.0076,38.8511
yddH,0.9598,5.4323,34.8689,19.7148,93.923,5.447,1.1129,1.4773,3.2922,2.0817,6.3818,42.3014,1.2097,18.7025,48.5904,6.8958,4.1878,67.2823,1.1768,15.2923,7.8815,3.5658,50.1169,45.065
yddI,2.4989,6.3645,16.1017,7.777,31.5301,6.1578,2.7164,2.3077,1.4835,0.4517,4.6154,18.7728,1.8896,6.64,24.2805,1.1221,3.8161,31.8321,1.8384,12.0334,2.4956,1.7407,19.8413,16.9224
yddJ,63.3468,86.1858,145.3295,174.9058,192.3072,205.2235,90.4024,114.0,195.4297,250.7131,211.8004,148.2027,76.7669,102.9667,181.6179,223.1839,220.4056,189.9795,77.6711,91.5433,198.9862,213.8459,168.7521,208.7478
yddK,257.0253,268.8995,209.9495,259.6645,139.867,231.0243,281.6347,326.0955,320.8285,271.8703,214.7195,124.2251,275.0959,224.8507,196.2444,313.5698,225.6691,126.019,291.4848,226.5255,280.9129,272.97,206.4742,138.2937
yddM,69.1366,67.0803,49.6586,44.3053,49.4183,40.2841,69.8978,63.2177,65.7792,41.3657,46.2969,37.0292,73.3991,46.7994,55.7981,56.89,44.8767,45.7504,66.6468,54.4251,42.8567,46.4994,50.7836,34.8518
yddN,41.2997,23.4628,44.3623,45.2281,65.9543,30.3298,41.8568,28.3897,39.328,35.0218,27.3,41.5662,40.6233,29.2325,59.9728,38.2056,23.8457,63.2896,35.6373,29.4636,40.5224,34.3931,47.6399,41.1227
yddQ,28.5819,26.2462,36.0821,35.5811,44.8955,16.2033,25.8705,30.1657,42.4785,26.9894,17.6685,33.7816,26.9066,21.6991,45.3414,28.8117,14.7613,34.8554,27.8929,25.3842,26.7972,28.0365,33.9118,23.1741
yddR,14.4911,19.3326,30.7944,23.7093,52.7634,11.5012,16.2026,13.0,16.7144,12.2726,9.4824,20.1327,12.5235,16.6594,42.8289,16.7324,6.1421,43.3438,15.5342,22.7438,11.8535,10.9596,28.0825,20.4367
yddS,17.395,15.3833,35.9386,22.4066,67.7758,11.907,14.287,18.0721,18.1678,13.2747,13.9222,34.0558,18.4522,20.3594,43.0492,17.1408,13.7037,52.8225,19.9065,28.9561,18.0159,13.8002,39.5364,27.9227
yddT,175.1951,99.0271,89.2917,89.2475,84.9315,100.3904,158.7717,108.5699,109.8478,101.3283,66.4193,86.3996,144.6839,67.5531,95.383,110.5505,78.8544,93.3264,149.9154,82.2276,91.7813,94.4201,79.4182,89.363
ydeA,38.392,44.8166,97.7744,79.9877,71.5411,67.3713,52.3994,41.3636,97.0785,89.0511,67.3638,50.109,57.2573,43.7202,82.2593,100.0843,60.49,69.9004,58.8417,42.9859,89.4651,75.7735,84.3893,63.5532
ydeB,184.4188,176.9382,185.7882,215.4974,221.7359,573.1684,243.25,148.7825,270.252,302.3442,480.6632,313.5145,179.8939,117.6282,214.8034,358.9489,488.7727,272.1566,179.047,130.588,264.7438,415.4809,405.5854,349.1299
ydeC,44.1114,24.557,41.5368,33.7582,66.1511,28.5116,34.9023,18.6986,37.2067,31.6297,34.459,39.7069,40.4656,23.6069,48.6441,30.8479,42.2793,59.7921,29.7916,29.148,23.1104,29.2165,47.4911,36.5649
ydeD,29.034,18.2067,42.2756,26.6971,77.2922,17.7387,22.9537,12.1875,20.6318,15.0274,25.1063,45.4259,23.4523,26.3004,53.8571,23.7042,22.7448,64.4943,29.6121,26.8329,18.6719,17.6967,47.4206,45.2817
ydeE,39.9092,30.8018,42.7482,37.0358,64.0895,27.9593,34.3912,28.1443,35.3242,36.4598,31.0928,47.9706,29.0817,28.9215,44.0386,37.4705,39.2586,56.3003,37.9014,29.2481,34.5431,34.877,50.9745,41.0584
ydeF,51.9909,30.394,46.0109,49.8193,82.7676,32.0804,42.6355,32.4298,49.0962,44.0172,44.8122,52.5756,46.9024,33.7581,65.5835,45.8724,44.1751,71.5099,46.6362,37.7416,41.144,40.5053,64.9352,51.3367
ydeG,7.5938,11.4381,42.5722,25.6155,102.7184,8.3412,10.4384,7.9176,10.8585,8.8549,17.0116,42.6939,7.4095,24.9202,55.9521,11.2196,12.3981,77.954,8.2897,23.2427,9.1333,11.0915,43.779,37.4536
ydeH,86.9963,125.4865,252.5265,349.6093,240.4967,498.7659,91.815,175.5,358.3564,326.6903,388.1287,279.189,106.0244,94.2608,234.8407,449.0519,443.7027,284.0438,85.7489,81.9486,299.1714,395.3774,356.0058,283.7015
ydeI,68.7857,53.8704,77.3556,74.6773,93.7436,64.5045,77.9036,38.4091,87.7927,89.8221,71.3032,73.7069,77.4183,46.9588,83.8535,83.3238,70.7268,79.2864,69.8255,54.7785,72.0691,77.2593,86.6856,75.1083
ydeJ,105.5781,116.1157,143.1276,157.4198,151.9857,248.9873,106.4219,131.625,184.2381,208.8653,202.8004,148.1421,108.1437,100.1922,144.6233,242.6446,203.9444,147.606,108.3865,104.7639,183.4035,210.6058,185.7426,148.7723
ydeK,45.0906,33.6124,64.2503,55.4479,110.087,24.3086,33.1554,32.1615,44.3976,40.8151,31.1459,60.4877,43.2454,45.3648,67.9516,48.396,29.4307,83.8867,39.1052,42.8908,40.0285,38.3046,74.7915,50.7543
ydeL,17.293,21.4424,42.2254,31.8666,85.3645,24.2633,18.2047,18.4914,19.4521,20.3984,24.2069,46.1221,20.1315,30.9214,51.5646,18.7999,22.8342,69.037,22.5983,31.0048,23.7848,18.7032,49.362,46.9801
ydeM,153.1626,91.5268,126.4779,111.9949,131.651,159.2322,139.0156,102.993,139.4827,124.7074,140.0707,124.7105,134.9368,79.5893,142.2631,134.8801,136.8988,137.0735,154.7952,93.3549,128.7074,117.5682,124.0734,136.9527
ydeN,578.7447,143.6008,143.2848,153.4521,123.6826,186.7365,356.2036,167.945,156.6426,179.4343,164.9846,131.9778,309.3185,129.2531,132.2078,174.7407,175.5794,142.1079,302.1446,116.3326,150.893,167.4975,139.2573,140.0832
ydeO,178.1403,128.7514,124.5042,118.334,102.6958,119.965,161.5439,158.8144,142.7328,125.3797,108.8249,102.6809,172.8443,99.9856,109.1203,153.792,123.4745,97.8112,161.748,103.0156,141.5543,144.057,108.0034,94.5654
ydeP,48.2876,47.2485,71.1186,58.5841,139.0664,42.5363,48.3986,37.0349,45.9969,37.8689,43.535,80.4888,60.0329,39.1448,99.3429,50.7159,46.4226,108.8055,65.6291,47.8781,39.2339,41.0483,69.6102,90.6495
ydeQ,128.318,127.7847,52.6296,35.0486,111.126,17.4658,140.7829,169.5,33.4288,21.9203,25.6,49.9925,159.6752,112.6263,57.6257,27.2294,24.5683,81.0078,170.0798,125.1478,21.6289,18.1034,58.5823,48.5612
ydeR,8.7982,14.9389,35.9291,20.0799,83.7637,5.017,13.2158,10.0947,6.3312,6.3608,8.0758,38.0188,12.903,23.277,45.7528,7.4225,5.8163,61.0085,15.1027,29.2913,7.6329,6.6859,42.9123,30.0112
ydeS,61.1517,59.9034,68.126,70.5959,107.4949,61.3538,76.361,63.2302,80.6759,69.15,62.1684,76.8164,90.509,56.7425,86.2558,71.3472,61.1166,82.3164,78.4401,67.1172,74.4699,76.0935,70.0573,61.0362
ydfA,31.2375,34.7431,46.7203,35.4203,89.6245,15.8401,34.5359,38.9105,18.2095,17.6818,18.4266,45.7765,30.3969,39.1577,64.8667,23.0518,14.7917,74.7044,32.4223,38.0057,22.0878,17.8802,50.7071,42.1259
ydfB,44.0248,36.3378,57.936,47.4475,84.3521,68.3067,34.3863,36.8919,54.2088,47.4481,53.9074,66.8151,46.238,44.2548,71.4165,60.4045,45.8876,84.5935,45.583,43.6219,55.6381,63.6064,64.5138,65.2708
ydfC,1.7195,8.175,44.3191,21.4059,96.0418,4.6225,2.0935,2.2231,4.3555,3.2322,5.3355,47.7252,2.3405,22.1924,50.9969,4.9416,2.7009,80.4473,2.783,26.4971,7.785,5.2703,49.2435,43.6799
ydfD,10.9294,11.1346,32.9988,20.6808,60.6774,8.6184,10.8353,8.882,11.7658,10.2721,9.6895,32.4844,11.2401,19.4161,41.8247,8.6375,7.6299,51.0319,9.327,24.0152,12.9527,8.3747,34.359,29.3424
ydfE,35.0235,27.1485,61.6753,39.4928,113.7874,22.2871,26.0437,26.25,29.7323,24.5869,22.125,57.4063,26.8684,39.3062,75.2695,32.3653,25.6904,86.9956,19.4178,34.4012,27.3741,20.8613,61.4787,48.276
ydfF,103.7177,125.9603,166.4567,229.5719,123.0425,174.6262,97.882,136.1564,266.1784,226.2985,177.9915,129.3436,109.3811,98.5149,151.5658,274.8431,185.8854,120.8637,113.5982,92.2427,233.178,232.9462,164.9928,128.2263
ydfG,352.4025,269.5052,157.0726,197.5921,121.8133,167.4792,277.9264,330.0507,258.6212,194.9497,144.4057,98.9976,308.0222,228.0049,130.0974,253.6987,157.4941,107.0636,330.1021,221.89,214.6818,203.7392,136.7079,130.9711
ydfH,25.034,29.3387,53.1013,31.8418,87.093,12.6792,29.8162,25.8827,26.4932,24.5907,17.0877,46.2361,26.1324,33.4662,60.3633,30.791,18.9961,72.098,28.8264,37.272,27.1755,21.2295,58.1519,46.1907
ydfI,34.5349,26.8062,42.8706,27.6376,71.7948,11.4943,30.891,28.7033,26.5556,22.4708,18.9533,38.0065,31.3381,28.8404,44.2495,26.1411,12.0545,57.3613,34.8431,26.7493,22.9934,17.8707,37.1809,30.8857
ydfJ,2.9125,6.058,31.421,17.0408,73.0689,3.9148,3.2927,3.4966,4.6109,3.7902,5.8097,32.0642,3.1935,17.7997,37.8775,7.5853,4.8289,56.9329,2.464,18.4925,6.884,5.2749,35.1193,30.1549
ydfK,6.4265,18.3163,41.9165,29.4294,105.9924,17.276,10.3791,11.0217,15.6243,8.9604,13.9044,45.3945,10.0665,30.319,60.11,18.1388,14.4205,75.6974,6.754,37.3327,12.5307,15.0287,53.3742,49.461
ydfL,68.5673,39.0285,68.2808,54.8038,87.8266,56.5545,63.6945,34.179,61.0599,53.7968,47.7787,66.1979,53.9125,44.6613,88.0548,64.7273,64.9336,83.3741,56.7486,40.5785,51.6181,54.8194,71.5139,71.5267
ydfM,166.5158,80.6097,67.8341,61.7466,68.3954,27.62,128.7874,84.7399,66.4649,57.3752,33.2417,41.6174,122.1676,49.2219,71.603,71.908,26.8973,56.1266,114.9428,42.2098,60.8586,47.6314,60.0758,36.6817
ydfN,6.6305,14.7224,36.8084,21.2704,92.4565,3.1993,15.0807,14.1304,16.1492,10.6935,7.1594,37.3411,15.8132,22.0713,42.0862,10.0771,6.2311,59.301,9.3806,26.1984,11.2063,10.3034,45.8513,32.5441
ydfO,11.8059,19.473,35.5208,22.0453,76.8927,4.5339,20.2404,16.5096,13.6171,12.1932,12.9585,42.0188,15.3043,32.7785,48.6075,14.8435,6.77,64.0617,21.0928,28.3956,14.3732,7.519,46.4837,38.7817
ydfP,21.9278,31.0269,47.8451,38.4186,94.2749,26.1987,40.9636,38.25,22.5001,27.5961,18.0,56.7962,38.0764,37.6106,46.6185,27.7157,17.0088,81.2586,32.8608,38.819,31.362,17.5376,49.4015,43.5095
ydfQ,32.7012,16.6575,39.9062,22.0992,64.8389,14.2328,33.3134,9.4912,15.5311,8.7813,13.1151,45.4323,25.435,14.1865,46.3693,14.2645,9.7838,61.0238,24.0574,24.6624,14.9297,13.0168,49.7923,36.5571
ydfR,7.619,3.6962,27.6527,13.211,66.6073,12.1916,7.5724,5.0258,6.031,11.0166,18.0928,51.7369,8.6422,16.1134,33.8425,8.3087,21.8455,54.9558,7.2066,20.9655,12.6819,8.3401,41.014,42.5872
ydfS,6.7105,10.6344,47.4396,23.112,94.0781,16.035,7.0028,7.4364,13.4565,11.6435,24.4577,92.6361,7.1042,27.5104,65.0017,11.2494,39.0385,88.486,7.5696,29.6814,15.7864,9.6606,54.6662,64.3611
ydgA,1.3034,4.4263,13.438,9.7357,25.2176,3.5039,1.1335,2.4074,4.127,3.7694,8.6667,36.3193,0.9856,8.906,10.1319,4.6823,17.0613,18.717,1.9178,8.3689,6.0748,4.5398,14.033,18.046
ydgB,1.1602,7.8798,37.5926,23.1089,99.5449,13.5152,2.0179,9.6429,6.4286,2.5164,21.4286,110.9301,1.7547,17.6162,48.5609,6.2517,56.696,80.0762,1.7071,24.8309,11.5869,8.89,46.2164,51.6806
ydgC,147.0552,237.8023,205.8743,211.2301,225.8757,518.8881,164.4237,257.1811,280.9892,308.823,406.317,301.9563,195.5207,173.3938,212.9001,256.3921,407.5385,305.4106,183.0818,183.6897,282.6107,326.4493,236.9034,363.8096
ydgD,130.366,180.0458,206.202,219.4344,229.3607,500.1808,146.1056,238.2391,255.8027,288.7247,344.5571,276.8816,170.7831,151.9436,192.6814,266.3113,391.7569,292.5832,164.1224,160.4653,266.5061,319.7604,242.1607,347.0557
ydgE,116.9377,121.9692,127.4482,145.9894,152.6065,181.4291,148.1824,146.25,160.7966,158.4562,190.5573,123.3992,143.0003,101.9677,124.2607,166.2293,180.7633,143.312,144.0356,102.493,156.1595,182.9313,166.1844,161.6986
ydgF,217.5966,173.0174,170.572,196.8618,164.3657,291.6521,162.8265,186.9281,239.2451,222.8356,264.4188,205.8515,174.46,149.6552,169.0323,232.1873,291.2462,181.8777,206.7845,141.1233,204.45,246.9122,203.9324,221.8131
ydgG,11.0408,23.4335,29.9814,18.0397,56.3042,9.8935,9.6016,31.8627,7.1009,8.4811,8.6667,22.621,19.3071,26.7179,35.0718,12.3943,4.8173,44.7502,19.7985,22.1531,9.6482,7.2103,26.0023,16.6152
ydgH,23.5942,49.3691,33.7845,29.0011,74.7264,19.0067,19.5858,64.3764,21.2231,16.1102,16.4628,40.3655,24.6902,44.1479,42.8224,17.8718,14.35,58.7861,22.6175,46.0764,18.5652,16.2695,42.4649,38.2323
ydgI,41.2257,33.7191,44.4276,31.9192,99.1708,31.085,32.3538,30.6429,24.2757,17.8102,23.0286,61.2546,36.117,40.0769,51.4052,19.4148,17.11,80.8107,36.2465,49.4963,24.1008,23.8145,53.3154,50.2373
ydgJ,44.4156,14.8358,35.3889,22.2075,46.5485,24.7934,41.1584,24.8793,16.7144,17.3715,17.7518,34.2124,41.2953,32.6143,23.9456,19.6172,15.8846,41.1482,38.032,23.3753,21.3306,12.6802,35.668,34.1872
ydgK,75.9743,53.8244,40.514,43.702,77.7911,10.0945,63.792,63.3871,39.6085,17.9933,13.3549,42.7976,64.5833,48.5298,43.8615,25.6452,14.174,59.0993,64.1798,48.5938,26.164,21.7167,44.4233,37.0596
ydhB,38.1705,28.2689,47.5461,32.6053,121.9425,10.5523,32.1352,25.875,11.5715,11.4494,17.7,72.7702,27.6361,34.836,64.1004,22.6101,8.8587,95.9302,25.9899,38.5293,18.655,11.8803,75.4138,62.0866
ydhC,133.7322,92.8201,123.3606,115.0761,131.0436,99.6523,112.2183,87.9667,120.715,126.5374,90.1335,94.8576,122.4177,71.604,100.4456,123.051,79.8468,116.2867,119.7861,74.3162,120.2809,117.9987,106.5946,95.7535
ydhD,4.3191,9.9819,43.6451,25.2409,112.2232,12.4709,6.0514,7.5341,10.0666,7.1125,15.7773,60.4368,8.1652,23.4996,54.3772,10.1281,14.2384,89.5862,8.2967,28.4164,12.4612,8.8588,59.1586,51.8536
ydhE,68.5428,64.2919,76.9342,81.5429,129.2623,114.6671,70.4235,61.767,61.4757,75.7301,68.4033,117.4814,82.7636,66.0954,87.5877,86.3775,71.6306,117.3991,88.8541,62.307,83.3592,94.5302,94.9211,118.1224
ydhF,9.8005,31.0123,214.2179,71.539,238.8868,292.6018,6.1985,36.6139,111.0766,441.2296,469.6464,207.1257,7.4111,38.2168,253.5824,244.8431,409.7301,149.8121,9.8318,33.3698,276.7271,430.098,249.1567,169.7433
ydhG,156.6642,96.8617,116.6225,115.0031,142.5252,137.3321,150.31,123.4476,134.1194,116.3409,96.8711,121.4148,154.5244,87.2641,141.5317,160.5767,114.4207,148.2944,160.3532,80.7873,126.9828,147.0898,127.8757,116.3433
ydhH,127.8385,96.1127,135.8253,132.2238,136.9595,172.6855,117.2577,96.9126,145.4957,158.6366,160.2292,117.1048,113.985,71.4624,141.8506,168.4996,159.2867,127.2724,123.993,87.1176,168.9598,172.3432,127.7045,139.3576
ydhI,52.1292,60.5024,64.6283,77.6271,55.7836,72.1375,73.452,63.9844,91.9291,88.7331,78.4876,52.2758,63.3711,49.0942,75.7551,79.409,71.9773,57.7698,60.6805,48.9583,84.7922,82.738,73.5285,68.7169
ydhJ,59.9139,59.9388,80.1332,63.7002,108.2879,72.2609,55.4833,62.2086,65.1143,67.6663,65.3191,68.8311,42.6127,56.5502,84.4305,59.9148,64.4352,90.3104,48.3657,63.3061,64.4721,65.4234,70.6062,71.5461
ydhK,675.9231,77.3027,48.9526,32.6842,134.6242,14.5164,473.1628,79.4444,12.8232,14.9428,32.6032,60.1253,331.1783,89.4838,67.8055,16.5553,15.1114,95.7411,330.4103,101.6228,20.084,12.0629,66.4562,54.8104
ydiB,60.4252,75.5399,80.6822,52.0769,102.2149,42.2457,65.2521,71.1321,71.4829,75.8494,49.5473,60.9488,77.8291,56.4605,84.5693,63.2111,59.1029,84.2776,71.8091,61.5828,64.1046,56.8932,65.0548,62.7538
ydiC,50.4939,76.7728,66.9311,55.7158,74.716,48.9486,65.0689,72.4891,55.5935,70.024,55.6175,55.4265,58.3162,66.214,64.7761,49.0573,52.074,71.2321,69.904,58.2915,53.4846,52.4407,52.3858,57.4742
ydiF,94.9053,98.6941,91.1699,87.7917,116.9857,114.6167,87.5312,96.5902,106.317,103.9886,109.2972,99.9372,82.1967,87.5084,100.4373,90.8353,111.904,108.2312,91.0793,91.7199,100.0296,100.1949,95.1941,103.484
ydiH,368.5457,368.077,281.4777,372.0866,231.2753,541.7978,343.456,398.5764,436.0442,457.2703,373.0284,267.5881,353.725,287.2175,273.2677,452.1352,388.9974,249.2828,353.1158,278.9646,464.3962,456.9317,298.9028,342.7753
ydiK,84.1325,67.2249,81.3928,67.7697,92.2788,50.2597,74.5997,44.1797,84.8777,76.3295,47.5313,76.6111,72.3528,56.3581,81.8707,97.7797,60.4609,69.5377,81.3119,52.9597,79.0808,80.4397,66.6019,74.4764
ydiL,236.1501,179.9981,133.6001,168.7159,111.1027,195.3915,198.9949,174.7041,209.4415,206.8685,164.2778,137.9699,202.3639,134.1348,156.6636,222.529,180.5015,119.9685,209.2364,130.3505,199.4055,211.9294,151.0151,128.4034
ydiM,18.2891,53.6388,79.5849,42.9483,135.3124,47.6758,31.087,48.3661,38.1667,50.4857,49.7481,81.7564,33.9467,68.7934,97.9249,38.076,41.3501,119.761,39.1413,84.8096,41.5122,46.9066,89.5018,95.58
ydiO,308.3472,219.8945,152.9534,134.81,115.2659,202.0337,284.0257,226.6647,206.9772,218.2881,201.9256,133.562,293.6084,179.035,149.7107,203.147,233.7716,124.3208,257.6938,169.119,187.396,194.6878,145.8021,133.0459
ydiP,317.5402,263.6538,167.1687,186.2791,144.5135,198.8423,303.9472,292.0038,237.3187,214.4218,211.3744,152.5021,288.4718,192.1242,171.236,221.7215,235.1332,140.3703,272.9358,202.5794,202.1177,217.4534,180.6239,149.4228
ydiR,103.5607,205.2429,144.6019,136.6642,154.8513,170.5329,149.4186,203.6943,196.4206,190.0945,172.892,140.1676,147.725,196.3001,169.886,167.2881,170.1782,154.6601,155.5895,181.1049,181.1079,179.8805,135.2061,151.3942
ydiS,102.5089,201.1535,160.9209,126.4652,131.5365,187.288,150.2669,201.2355,195.568,189.7143,170.0584,117.8826,155.4977,168.4626,166.8153,170.0637,165.7822,128.0929,149.6975,178.8861,171.2395,165.0484,133.1625,147.2439
ydjA,111.2421,190.0377,146.8208,124.381,98.9104,171.1445,144.8154,195.8369,193.8653,181.8149,142.2749,104.2267,143.3993,155.6634,141.5666,158.9095,172.2019,101.1696,154.6755,175.2089,165.025,171.3943,122.9362,107.8768
ydjB,97.0941,62.4231,60.3938,55.7413,63.4355,71.7996,70.5008,71.3839,66.4098,55.2026,47.3572,47.898,87.6788,40.7925,64.2565,69.4194,68.2756,53.2722,73.5101,48.4203,72.8045,62.3818,54.8039,52.2044
ydjC,42.4117,45.1996,55.8193,48.3041,118.4129,29.1097,52.5778,38.3333,44.286,30.6623,31.3334,45.8511,49.1308,39.0493,83.0932,40.52,22.0484,90.2873,38.5036,52.1449,30.0402,28.9151,69.4633,42.3688
ydjE,581.1728,669.8754,429.9166,581.6176,305.1623,538.167,668.4473,725.0233,688.1015,725.0114,495.9448,305.8492,703.8644,586.5455,433.0547,689.1195,471.8483,271.7994,736.3025,514.3378,619.9452,637.3891,408.9896,331.229
ydjG,197.2643,174.8109,101.8457,97.8054,93.6137,105.9483,320.01,179.0351,145.6399,133.6882,127.2634,78.5982,232.743,128.6678,102.6311,116.996,136.3107,90.3753,192.588,115.183,121.2675,131.8217,106.8539,88.2683
ydjH,115.1008,120.5654,77.7483,70.6125,81.6701,56.7639,166.7072,105.5294,79.6391,84.7108,69.4354,60.3982,131.8103,93.3555,71.0513,77.3407,69.3692,68.4679,108.1303,79.7511,65.0564,72.3912,69.0919,58.5686
ydjI,113.3987,172.0736,96.4655,108.5126,110.3269,75.0429,147.3573,177.5463,141.608,109.7826,85.2224,88.1278,148.0939,117.2619,91.1867,110.9121,76.7758,92.2263,116.5066,116.7002,94.3762,115.0841,104.0196,84.7376
ydjJ,81.4989,19.9185,31.8268,17.8702,80.2403,2.4896,52.0822,27.3684,3.6654,4.2405,13.4562,37.2751,53.4585,33.7489,36.5485,6.0993,2.9633,60.4885,53.5976,30.3925,8.4271,6.6664,34.3993,33.0774
ydjM,484.9725,365.82,335.6451,529.4682,284.4799,486.8777,616.5785,405.8537,551.7105,542.3739,409.6593,389.2475,473.1839,155.7459,289.4706,625.9444,394.74,316.0973,432.5585,140.2308,458.34,523.7831,351.6292,377.1856
ydjN,64.4359,73.9666,63.0452,66.8458,76.8497,51.505,71.2947,76.8266,64.415,76.9856,53.8626,64.6255,64.9681,40.651,62.5866,81.2326,53.0611,69.645,60.3119,41.6529,62.2374,55.8435,78.0037,57.9081
ydjO,1463.0105,1195.9627,992.9569,1346.24,654.02,1481.2687,1390.3409,1360.8214,1563.9887,1456.8032,1326.0024,961.6691,1489.5419,886.2713,838.7169,1779.8449,1395.126,686.7746,1322.6276,882.3252,1493.2461,1630.5954,1269.8255,889.7447
ydjP,451.0357,131.484,119.7667,117.1775,165.0489,263.9941,459.7499,131.5533,151.1668,203.4518,291.3535,251.7298,402.1233,117.2838,125.5622,165.5806,359.3785,183.3961,332.3866,110.7654,133.6104,246.0509,171.1277,221.5016
ydzA,257.9588,259.659,362.2911,638.1908,402.3903,1018.2398,266.926,269.3814,363.5809,553.1922,441.4647,560.7804,295.4815,252.8561,462.7308,782.9709,396.0682,474.4349,269.0462,215.8669,728.3042,787.7644,526.7364,584.4273
ydzE,33.4108,14.7498,62.0018,56.5657,103.986,29.9388,34.8664,17.2785,37.0255,33.8169,41.4684,73.7475,30.3181,31.4527,91.897,27.6049,43.1499,108.9543,26.5458,43.8575,32.0327,36.307,97.8402,69.1845
ydzF,138.2113,96.152,108.8476,92.0025,123.5262,138.4696,124.3675,124.9773,129.9163,120.7394,111.3275,99.6354,103.7889,96.9132,101.5807,118.0899,129.8209,118.7073,127.8042,80.7983,123.3341,117.0032,105.4005,117.8623
ydzH,9.355,7.9422,29.5247,19.9644,55.0845,11.9755,6.9733,14.8101,21.1574,12.5606,8.8861,38.6992,6.0636,17.2483,43.1516,15.6027,18.6594,40.8579,6.8822,20.9753,16.9062,16.7571,42.4454,28.9609
