gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
yubD,44.5407,18.3818,28.5482,24.2585,80.3103,3.8803,36.5825,15.2344,10.7729,9.5412,10.5117,35.151,36.0205,31.4666,42.0451,9.4446,5.5782,57.4068,37.9253,29.7163,11.6699,6.7512,40.6272,32.8937
yubF,518.2924,611.1353,361.3529,501.8316,212.4368,367.6756,496.6355,957.2727,547.0162,399.8625,272.1141,253.0215,546.1619,455.4189,307.755,455.7666,299.4256,197.8454,561.3501,414.2625,531.998,459.6556,253.168,223.8806
yueB,202.0394,192.832,106.1189,126.6117,107.6106,183.2398,192.4107,210.9331,145.6495,140.1146,169.0365,139.8976,197.6296,174.6711,98.8849,186.0239,170.2327,113.7044,228.8304,172.6006,135.0403,160.474,99.1554,134.7776
yueC,131.3127,138.9314,121.4817,130.1999,102.6862,193.3522,116.4902,160.2656,146.2509,145.0261,156.4878,136.2777,124.2473,135.7604,100.6122,169.4849,172.1697,111.5659,150.9732,141.2258,135.316,165.476,80.2775,130.284
yueD,416.2545,305.6345,183.8556,239.4326,168.884,312.8996,327.7493,337.6537,287.3641,269.3431,254.4595,230.0254,324.2585,263.7846,189.129,327.5839,282.0567,191.8142,323.4173,216.7006,282.0404,309.8531,181.2154,230.771
yueE,304.8045,96.2164,94.8793,100.2448,120.9217,105.2966,213.1975,109.6186,110.9571,124.1972,156.441,137.5283,222.8236,82.418,97.7255,120.5297,168.126,132.6254,236.085,70.214,112.7882,111.7716,115.2727,121.3615
yueF,263.0891,147.2891,115.9921,136.5828,108.1318,175.4057,208.6929,158.8986,164.4334,169.1627,155.3678,114.8996,207.362,111.782,118.2393,171.6951,172.5588,110.5003,196.4869,107.0772,168.5157,160.2086,141.7768,131.2288
yueG,169.781,107.8021,92.4574,129.656,141.0154,113.7836,147.6484,171.2838,124.2285,122.7461,118.0543,157.4608,131.6242,98.5674,123.6992,126.8494,122.0113,114.3334,154.2926,104.8379,132.9887,129.2005,142.0841,136.5535
yueH,300.1979,203.0246,118.0275,201.1069,167.9894,221.1286,323.0117,219.6687,220.509,214.2744,218.0245,193.9005,342.4361,170.9303,144.5127,241.04,204.2421,159.0906,277.9315,119.7867,219.3513,223.2929,165.0229,185.2997
yueI,204.0118,133.4389,98.793,120.0676,118.1904,143.6882,192.6043,144.4173,143.8945,128.555,141.3386,117.9696,198.6936,100.0415,103.0003,131.8879,137.1574,108.8426,169.942,117.2281,139.531,135.4774,114.5219,117.5495
yueK,245.3454,331.3324,214.0849,225.1209,127.9692,215.2251,243.8426,380.2698,308.2459,288.8396,224.4688,162.1252,274.9601,285.5171,191.1877,271.1256,202.4629,141.3382,271.2951,255.8748,278.5992,266.3194,164.8291,169.5615
yufK,308.7875,260.7073,179.7407,260.0377,130.5885,133.263,331.7186,339.6774,291.1538,214.2151,131.6777,107.6142,348.5384,204.2627,152.3926,241.1199,127.7946,105.6992,339.0802,158.3349,239.9823,200.8645,137.1951,110.0222
yufL,120.8019,65.4624,64.3535,66.7005,81.9078,68.386,95.5976,67.9213,80.2854,77.7589,66.899,64.273,91.6488,55.237,69.2766,65.1643,56.9349,67.4971,79.9983,56.2788,71.8737,68.1736,73.6496,63.7912
yufM,174.0249,107.1041,83.0194,104.4217,101.228,90.1969,135.7772,129.7246,120.4002,114.8177,78.0001,82.6147,123.4777,78.1159,93.0889,103.6555,87.4463,91.18,111.5699,87.1292,117.3553,105.3312,90.3077,82.673
yufN,204.1176,182.5031,130.8763,182.1795,196.7382,534.7899,193.3215,163.3125,186.1797,240.862,577.6344,350.5885,190.945,167.2096,118.5427,244.4164,582.9843,281.2073,214.027,166.5419,154.4516,277.8363,211.0738,391.9114
yufO,48.9667,58.2353,47.6227,48.7405,98.7161,113.676,51.747,52.4706,43.9938,63.1847,164.8535,114.5771,45.6215,62.8995,54.2343,63.0874,167.6747,102.5008,57.6073,69.5719,38.6548,71.9617,80.3011,124.7434
yufP,32.0667,53.4203,50.347,48.5809,106.1136,102.7389,35.2527,48.3309,37.1165,45.9289,130.2982,97.1862,40.9482,59.7134,48.1157,46.7291,137.5365,106.2191,45.6234,66.4719,27.5939,56.8972,76.2124,101.4302
yufQ,30.0238,49.0181,46.406,44.153,83.2591,90.4675,31.2745,50.8828,41.0025,48.8986,120.9002,86.5255,32.434,56.1076,48.3333,43.2601,130.7108,83.7509,37.1365,58.6087,32.2913,51.7113,70.154,96.72
yufS,11.7309,8.7143,46.433,33.7707,142.4656,3.9419,8.9265,4.0625,8.125,4.2405,11.9167,64.8941,4.4354,34.5106,56.1149,10.5352,5.1184,87.6226,7.5514,35.568,17.5735,6.1287,75.7782,59.1398
yugE,70.3854,50.4831,71.4927,68.7375,153.1202,63.0711,55.9333,57.1552,64.36,49.1316,54.6898,83.5419,72.4962,51.5932,84.8979,82.8284,49.7719,114.6752,51.7807,54.5424,64.6382,75.2356,80.351,86.1986
yugF,7.7064,17.3378,36.6041,29.9799,96.9128,21.062,9.7176,10.6752,15.8604,11.7001,27.8979,54.9469,11.0724,23.9876,54.6045,15.5721,23.5371,76.2142,11.9058,29.9632,15.6494,14.7627,47.0848,52.4198
yugG,509.5565,400.3973,260.2473,291.5903,173.0991,340.4704,500.8589,399.9251,386.3324,329.5424,261.0903,224.1719,524.4423,267.8191,237.3961,382.6734,254.8773,184.7871,586.9516,285.9471,365.7815,354.5128,229.0361,231.3793
yugI,1893.1519,1998.6147,759.6781,1214.9942,364.052,962.6761,1792.144,2607.9389,1464.1034,921.7808,839.5435,657.4177,2052.0097,1352.2118,658.7608,1341.1858,858.0135,426.3375,1942.963,1225.8259,1147.7782,1127.3141,691.9819,548.6921
yugJ,1031.8352,467.109,199.9815,221.0295,136.6479,209.9388,676.0705,481.9716,311.4562,225.2507,188.9694,176.1731,661.3353,348.2969,171.9783,253.9035,189.7233,148.1033,599.9491,307.4938,277.3716,261.9563,151.7516,173.2971
yugK,115.8389,78.4004,61.0453,48.7408,67.7997,29.0353,90.8757,82.5384,70.7476,57.0031,43.0896,60.1917,92.0889,72.3639,70.0718,51.4096,35.1087,66.4166,82.24,66.2666,64.1815,47.9641,54.3626,49.8998
yugM,134.3721,149.1797,141.3606,150.2737,136.0093,274.5575,134.1911,165.0,177.079,194.2933,140.1821,164.1766,154.6505,153.5813,152.3048,159.1329,159.1353,166.5527,158.6011,159.5951,189.7447,163.5474,122.0134,183.9932
yugN,69.6033,110.8796,93.298,87.6214,116.7683,196.9218,62.5702,109.7778,89.7624,114.777,83.2001,110.2399,53.2251,104.4967,90.2514,72.3416,107.8273,128.6037,67.8903,102.1011,106.2221,106.7763,80.83,143.5831
yugO,45.8896,22.8851,38.756,25.3676,85.7054,34.7945,26.791,14.2249,17.5272,19.4884,25.6049,52.0731,21.1121,29.2354,41.8303,21.6147,22.6827,70.1625,23.8443,36.1721,22.4343,23.2482,45.4323,40.1795
yugP,714.2871,158.2462,104.9258,149.1696,106.1001,203.0274,364.416,217.4336,170.8417,150.2948,193.6198,170.7539,337.0137,121.2946,91.0625,148.9377,176.9241,107.3327,297.6246,117.3133,151.7853,184.5131,114.4217,160.5702
yugS,36.8296,15.2168,26.9407,18.7978,81.7875,15.1811,24.7687,19.0465,10.4951,8.5205,21.9489,51.2446,30.0784,29.6382,45.9522,11.4662,13.9268,69.0365,27.6365,28.2014,12.4241,9.5779,44.5417,41.2357
yugT,10.2725,15.6656,31.7998,19.182,70.4877,10.7391,11.7457,13.8784,13.5522,12.1027,16.3027,51.8633,10.3573,19.208,39.8112,15.3757,21.5802,58.9511,11.3358,22.9354,13.5522,11.7937,41.7804,41.5672
yugU,450.096,205.5498,97.0392,108.2091,131.8791,176.4093,325.8396,274.1729,112.4765,107.8943,132.5416,123.1741,336.7587,231.4213,89.71,104.7974,103.2144,147.82,330.5401,207.8391,99.363,115.5705,108.1121,124.2393
yuiA,4652.0339,1596.591,3140.7075,4861.6177,2870.5885,7604.0035,3414.369,2453.75,5130.9674,5619.7601,6516.2616,3629.2641,3150.2594,1317.527,2896.0535,6864.334,5752.4269,3216.563,3498.4352,1423.2426,5557.622,6140.9987,5369.5933,4317.6452
yuiB,2004.9967,937.3788,1475.7645,2359.6357,1341.6905,3701.1507,1531.6795,1235.6075,2361.1019,2824.1918,2926.0986,1659.888,1402.7544,830.0031,1479.702,3188.3223,2577.9449,1637.1954,1548.3404,813.0385,2746.066,2808.4527,2492.1809,2044.3934
yuiC,167.5689,100.7345,130.8882,132.3364,157.2502,162.3067,133.0896,114.9427,156.0265,166.6644,157.7893,177.0201,122.32,79.0507,143.6335,172.2358,162.7083,155.6903,134.3211,84.9946,173.1555,153.837,153.0337,154.5101
yuiD,354.583,161.7907,176.5229,230.2128,144.1063,214.2036,242.5301,191.934,228.6401,224.1879,254.1137,161.0789,239.5129,130.0608,163.1831,285.0464,212.6545,133.4908,251.5762,121.7444,267.471,249.7751,217.6835,141.4958
yuiE,148.5679,305.7547,187.6202,183.9,167.1608,225.0919,206.9044,325.7784,241.8748,244.8334,207.0662,158.774,234.2541,279.3382,178.6771,220.1034,195.2956,156.9665,249.1366,272.1158,218.1781,221.9558,169.5933,157.8047
yuiF,76.5024,61.509,141.9828,146.8598,108.0551,122.5828,109.0173,63.6061,175.8217,139.5641,86.4516,99.6118,59.1123,65.86,146.209,172.0827,76.3252,100.4607,72.2359,57.808,165.183,140.4492,108.7921,91.0977
yuiH,26.5272,32.8805,60.167,42.9301,98.1816,40.4098,23.5305,32.8266,42.8359,39.5072,36.4523,68.4088,28.4848,30.2087,64.0809,55.27,34.2598,78.888,26.9312,37.8495,43.8013,41.3921,69.971,60.3596
yukB,112.57,138.234,90.1056,110.923,98.7346,163.447,104.2039,145.9271,117.6095,113.3569,128.6873,128.2125,109.1158,127.1313,91.8196,160.1994,139.9506,104.0054,121.3289,119.4652,107.4195,135.8267,88.6379,121.5297
yukC,158.3671,127.7075,111.4622,119.6555,114.5488,166.608,144.4258,115.6195,133.863,118.5472,140.6418,137.0625,130.8842,105.8668,106.8448,162.7827,146.7573,128.5395,127.848,96.1502,114.4611,146.9271,92.7947,129.0749
yukD,225.6731,118.764,124.3973,151.9683,148.7562,205.7693,205.436,160.875,182.8136,148.8425,182.3253,152.8617,189.6143,100.1922,134.1496,186.0778,180.807,143.6602,190.2942,114.8637,153.7682,196.7326,120.7714,156.4997
yukE,10075.1648,7659.0638,3992.9307,7189.2005,2089.7466,6205.419,8369.215,9833.5712,8086.862,4761.2478,5091.4988,3771.8055,8808.2076,5876.5773,3016.6754,10017.6746,5192.2378,2266.6255,10457.0645,5375.4205,6394.6052,8016.3935,3156.0059,3411.1205
yukF,89.7414,70.8529,79.2292,85.5873,104.88,145.7392,69.7357,78.6964,92.1281,101.5909,121.2716,101.7705,90.2925,69.0849,85.6754,100.2348,131.6157,108.291,80.0752,65.9951,97.5748,106.8152,104.4656,109.4023
yukJ,559.1728,356.8728,539.9188,833.6201,341.2595,727.945,533.887,466.7361,1050.8395,1044.5835,821.1681,309.7827,513.7699,313.1933,468.793,1086.8803,665.3903,298.4148,519.2456,284.5439,1061.5701,1066.401,614.6451,410.1535
yulB,34.2415,38.7603,49.831,38.3132,87.6096,65.7497,38.9948,31.9981,34.5258,41.8486,44.5715,70.3785,37.9152,43.3263,56.3044,38.4392,44.8205,85.9153,31.1884,42.4586,38.5396,36.0626,55.7364,74.8406
yulC,19.117,26.1891,43.9934,25.6915,86.0687,56.2578,21.5368,17.2531,20.1192,26.8567,29.5309,56.022,25.2983,25.0687,47.5418,23.8017,31.6582,80.1006,21.0959,35.0256,25.0224,28.4495,47.0105,63.8147
yulD,5.0275,10.2438,31.0993,13.1432,65.1271,46.8528,4.3721,11.1429,7.9592,6.5425,12.6286,41.2026,6.8432,14.504,35.4726,9.9332,7.8969,63.3444,6.6575,26.5415,10.042,10.5064,38.9716,47.8162
yulE,14.1599,21.0902,37.868,24.5855,63.5251,50.531,13.1781,15.6,20.6472,14.3679,22.9412,52.5261,14.2768,26.5922,44.8589,21.8636,29.4819,66.1664,15.1687,25.3431,28.9446,21.6309,42.5249,53.2351
yulF,162.6993,155.0191,135.646,130.4334,114.5888,150.6804,153.211,170.4027,163.5876,165.4193,135.3741,109.5814,158.7046,140.5736,137.9633,159.6609,129.6554,106.7302,160.536,138.5072,160.8857,158.0433,121.2681,115.1298
yumB,98.3147,31.713,48.5211,44.7257,91.3191,40.4461,52.788,37.6106,44.558,48.1982,56.919,83.6201,60.4177,39.5845,52.4267,30.0525,60.6661,77.8645,51.5263,39.2333,44.7326,37.7663,63.8156,54.1842
yumC,710.5119,679.9202,487.2694,686.9595,271.8964,374.4488,677.1698,806.3513,853.5378,734.6429,572.4695,310.9375,718.0591,518.7126,414.7951,761.6657,550.2957,200.3221,744.0564,508.2434,717.5058,719.5473,431.4577,267.1906
yunB,23.5998,32.3382,40.5511,25.771,86.0235,21.1474,23.7639,24.8529,20.6472,20.3545,25.6942,65.3748,25.0471,41.4913,46.5423,11.8986,32.5168,70.0022,25.5858,35.4449,27.015,21.054,45.4669,47.8518
yunC,85.9116,110.7233,91.4686,93.4199,85.7623,78.8388,93.6153,163.4559,139.2865,108.5076,84.8825,150.43,100.1884,120.2306,95.3128,103.1829,135.4867,98.2907,100.5155,104.8579,100.617,100.2229,72.9922,107.7912
yunD,133.1698,134.5466,102.9367,100.0644,97.8249,96.0369,125.1301,137.5108,123.4626,115.0713,89.2874,84.5944,121.3946,118.0666,98.9888,99.9364,95.1158,85.4528,114.0742,114.8515,107.6425,98.4834,81.5065,84.9664
yunE,95.1744,94.8672,83.9909,69.0738,88.6476,83.5576,84.1079,92.5182,101.2623,102.237,83.4089,76.8414,103.4393,85.1268,82.4827,73.3618,81.3711,74.0724,95.2463,85.4915,101.0797,82.1341,66.375,81.1811
yunF,135.4235,115.6046,97.8035,90.3305,107.9524,90.595,117.4453,113.0035,113.9885,116.5171,100.8765,96.0036,131.4641,109.0431,85.2133,95.1517,101.2464,105.0693,116.0949,96.6124,101.0942,107.8485,90.974,98.1369
yunG,50.9687,37.0896,50.2683,37.9567,113.3089,22.0205,51.448,46.2284,39.6246,36.8487,20.8449,47.2409,50.2426,58.0424,60.4081,33.5128,25.4154,71.672,49.5488,59.7369,27.2692,31.7004,56.8336,39.4468
yurH,8.6917,28.6479,39.3448,29.1187,98.7013,13.2862,13.1164,16.0533,15.3789,14.6006,38.9056,57.963,22.0375,34.9338,43.1052,13.5452,39.0385,73.1808,24.2605,35.3805,17.3608,21.1909,52.2924,49.5499
yurJ,10.0414,26.7925,122.5381,161.0757,180.5154,49.1029,13.2234,20.9307,114.2301,338.5048,211.533,66.6184,14.9696,34.6316,130.8902,194.0135,144.4553,104.1902,13.297,44.8239,120.5313,147.2896,260.6934,84.2771
yurQ,286.3277,200.7783,126.8852,134.0607,116.5183,108.9868,271.7723,216.84,161.1267,145.942,142.8963,139.8252,253.5643,126.3223,137.3692,182.8066,149.6207,108.3748,266.5672,148.2306,110.7834,124.7321,132.3087,103.7188
yurR,78.6882,86.0286,70.2444,67.3017,98.5716,61.8874,69.6612,73.7131,70.1287,67.9394,81.9733,74.5403,74.9147,75.4262,75.992,56.4325,82.498,79.9797,76.6299,71.0799,65.9595,57.9684,77.2511,75.6505
yurS,9.1807,56.5079,65.917,39.2868,54.0581,45.2466,17.9638,86.9022,86.2971,24.8901,61.8914,310.9902,18.2238,55.7591,49.4055,31.9491,247.3516,38.274,14.3523,50.7594,93.216,32.7754,35.2121,62.1716
yurT,104.7532,128.1474,104.4743,112.9494,104.7677,104.2151,108.313,137.1094,124.0521,118.6685,113.344,110.4101,123.4988,101.4446,109.4898,111.1133,125.2405,110.0376,114.0794,85.9124,110.9328,124.107,99.9029,113.2041
yurZ,15.9205,22.764,54.9175,50.0694,90.9242,33.7881,18.2173,23.2143,54.3881,58.1558,52.0001,111.7049,20.2762,34.3516,58.62,36.1206,61.4206,80.3449,11.0959,40.0513,46.3048,28.0171,69.4633,76.6673
yusD,215.7465,150.4279,171.7223,178.2905,163.3326,207.3118,178.0412,165.3261,228.9144,235.6259,240.1048,159.5079,192.3045,126.852,189.9366,254.7684,221.9154,155.6474,189.7876,121.1677,221.8846,264.1221,188.7865,168.5541
yusE,205.2359,118.1148,117.7124,89.0544,91.7147,122.9001,151.0227,94.7664,119.5,140.5319,125.3834,77.0913,146.2446,102.6267,125.0785,127.6038,148.9594,79.5288,143.7278,96.4383,126.1351,118.909,103.0441,106.318
yusF,178.8719,131.8571,141.3606,106.4491,121.1041,106.3347,211.7056,102.3347,135.3727,169.0604,125.7027,95.3449,176.1706,90.7526,117.9108,136.348,137.0543,111.9575,184.87,105.1996,127.8073,138.5805,139.9704,102.9457
yusG,1098.5465,1216.2882,624.9389,833.5123,249.0044,667.0362,1151.7548,1397.0886,1098.0715,805.8077,665.4695,438.1038,1365.3244,1003.4436,531.4043,934.9647,623.9249,304.5767,1348.9206,898.1248,991.2349,886.2625,483.4455,445.6768
yusH,2107.4373,2277.9432,1093.9429,1524.304,438.151,1096.1059,2364.2353,2782.5585,2051.4294,1566.5439,982.9236,641.2802,2593.4752,1848.5455,969.6255,1746.7014,934.2655,469.5703,2712.42,1577.6103,1798.5388,1596.154,818.7594,675.2527
yusI,825.9932,470.7625,197.9642,228.6255,136.1997,196.3683,781.5845,465.3781,306.1963,224.4986,135.6809,150.2684,818.5033,359.6815,172.9423,212.74,136.2609,132.7438,794.9864,310.776,268.1806,222.4888,136.1141,144.7304
yusK,5.656,22.8656,40.8575,25.3141,84.1653,652.5923,9.1347,15.4209,24.7305,53.3528,60.4899,244.2727,8.1467,25.9682,42.6766,25.6392,292.1398,322.1283,11.8884,27.2844,20.084,31.5192,71.477,418.9323
yusN,7.6092,9.6901,25.2157,16.577,46.005,22.1601,3.3086,14.0541,11.2935,15.1284,33.7298,71.7148,8.6311,15.8863,31.849,7.6878,58.1006,48.0244,7.6971,16.2855,7.5994,13.2513,25.6007,43.5139
yusO,166.4885,124.1075,188.8885,102.3654,105.0345,131.6002,175.9787,120.625,281.2516,85.1368,89.0002,119.4348,171.4462,115.6063,192.2204,87.5231,63.1924,123.2045,163.8063,104.7727,177.0869,116.4461,72.4993,123.0325
yusP,173.4218,264.9158,208.4806,111.5956,97.3617,130.6972,173.4283,245.9167,259.3825,89.0511,72.6557,120.2811,177.2691,241.9455,177.9309,94.9923,62.9562,109.6754,161.3833,230.0063,168.966,108.8192,72.5155,110.5119
yusQ,8.2483,11.9044,74.1039,28.2374,140.4997,19.9561,5.7384,9.9023,21.5459,15.5044,20.7188,84.2722,4.3661,41.3293,87.7891,20.0004,9.3571,119.9716,6.0681,35.8949,18.6719,16.0879,75.4822,59.5811
yusR,7.3093,15.1687,47.247,28.3084,120.5762,21.8323,6.3564,5.25,13.5001,12.9173,18.0,48.8093,9.8262,30.2118,43.7049,15.3165,17.0088,86.9015,5.9747,23.7549,17.8439,15.8404,62.0798,45.9538
yusS,5.7588,18.7415,50.183,32.2606,153.3986,11.1808,10.0162,7.0909,9.1169,9.0208,21.2728,67.6472,7.258,32.7902,52.799,14.6535,14.2384,116.4843,3.5305,35.606,28.1176,19.3891,83.7004,73.3751
yusT,49.9356,34.5209,55.1593,52.8392,89.5598,63.2841,41.8751,30.6334,39.5273,51.574,57.1825,58.2683,36.9519,33.3071,55.8779,43.2441,58.5156,85.9153,37.5235,36.3879,43.9338,47.4563,63.7458,69.1356
yusU,105.5781,132.2636,205.7486,250.8429,137.0052,182.2907,104.1316,153.3841,350.5944,343.4828,253.9761,175.1614,104.1784,84.0637,230.1907,440.5508,235.9451,124.6497,122.1899,90.9357,354.8991,298.664,243.9687,141.0571
yusV,671.6153,724.9165,980.0826,1544.3269,600.1137,993.0238,697.6597,913.7956,1695.5339,1715.4639,1466.915,589.0471,628.7941,458.9825,786.3506,1806.362,1361.4535,434.6174,626.1877,437.3534,1606.7574,1711.3951,1032.9615,589.8386
yusW,7.9545,14.7342,30.8863,22.0554,94.8926,22.6797,15.0929,14.024,16.0275,15.1613,19.2329,52.5475,9.2962,24.1559,42.3744,14.9369,37.862,71.6836,11.1719,21.6675,22.1474,18.1344,47.4911,43.0943
yusZ,55.2312,54.8644,63.3607,62.2081,89.5998,65.6522,51.2988,52.7402,61.2662,55.4136,51.9076,67.3318,55.1192,45.0686,65.1512,54.3256,53.7704,74.3156,51.4122,44.2273,57.0357,51.0365,56.4291,60.3868
yutC,87.5648,98.554,88.4341,70.0763,89.2306,56.4949,74.8444,106.2796,89.9091,85.3733,63.5831,87.4823,84.7565,84.7122,85.5685,74.5951,64.186,78.1099,84.2971,88.5283,82.2873,64.831,75.9577,65.3604
yutD,188.2044,218.2373,147.8908,138.5751,150.5904,140.8815,207.5817,239.5109,279.7842,207.4171,144.9785,121.6373,237.7773,182.9596,179.0949,197.8783,129.1836,115.3535,230.4805,194.8507,191.0164,199.0509,152.5859,113.9813
yutE,187.8562,220.0649,130.2954,138.2303,111.4715,119.4,214.0238,226.6034,192.5036,171.6098,114.0416,104.6262,192.1609,172.4687,140.6258,136.0129,111.8279,93.7639,223.3713,159.991,170.16,139.9889,98.381,103.0
yutF,198.0102,224.2573,130.6898,129.8979,112.4808,106.0183,191.4896,261.0117,168.4446,155.629,105.9224,85.5155,199.4387,207.4017,117.1698,150.1572,115.0741,98.0015,225.1555,175.8454,148.7936,137.6463,98.1873,92.2387
yutG,18.9661,27.373,38.1758,20.856,58.4974,28.3253,14.8443,39.7006,31.5271,28.795,65.3893,119.5123,23.4254,26.8779,51.0326,21.0073,81.649,57.1054,19.534,26.6102,38.3039,31.708,41.5192,54.8004
yutH,11.7999,21.881,46.4203,27.2528,89.2015,33.6688,19.4432,20.3603,19.1724,22.2254,32.5765,64.979,16.4372,31.1185,50.5034,18.6845,39.2911,76.8106,18.504,34.5588,21.7085,19.4678,53.9919,58.3194
yutI,3619.056,2777.494,2838.3051,4694.9534,1256.2638,3084.8929,3220.497,4096.2341,5255.5098,4162.3737,3230.588,1731.9704,3091.4339,1982.5367,2038.5148,5795.8208,3043.8204,1135.3531,3063.5836,1730.4635,4444.5405,4732.0088,2910.0254,1702.2603
yutJ,446.8728,233.1546,205.0582,212.8326,141.1296,204.3616,368.092,232.4094,241.8788,242.3635,211.1424,151.9642,356.7367,182.1015,206.1713,237.4714,199.2924,122.9289,344.0055,169.5279,270.7701,243.0759,152.6438,137.2826
yutK,126.433,94.2808,47.4169,37.3202,96.2653,26.1628,125.5938,103.5185,34.6669,39.5783,79.3483,56.6867,122.4177,90.2472,53.6209,29.2644,25.9332,77.1622,128.3011,89.6406,35.0602,22.699,59.0789,56.1779
yutM,1382.113,748.1778,659.2542,1015.0684,408.0842,1169.6813,1009.2058,961.3016,1127.8755,1125.3871,998.5307,655.973,1074.8387,613.4079,560.3371,1162.0923,997.4509,492.6937,984.6896,520.3958,1073.0007,1182.1886,735.5492,671.2478
yuxG,9.9458,22.7331,34.8177,21.5244,81.9881,18.51,13.9718,20.2065,10.7796,10.1773,13.4522,38.5394,14.4633,26.4856,41.7202,9.4817,9.2131,62.6559,17.4479,31.2198,15.9944,10.8719,43.0782,39.974
yuxJ,72.9731,32.9534,28.5839,17.3954,53.547,27.8255,43.207,40.1471,30.725,19.0824,26.3824,69.5597,36.3966,38.8981,52.9171,11.1549,33.8717,58.2552,45.6889,49.8444,22.7422,15.1416,37.6105,52.3379
yuxK,226.4573,216.9383,143.6653,189.5289,133.2145,185.7854,184.9606,240.2174,199.2403,175.3366,176.9134,128.3253,179.3454,170.1815,142.727,203.375,158.8925,117.3026,180.6697,150.6409,176.7538,188.1257,166.3825,118.3563
yuxL,124.0302,148.2081,95.2358,104.067,130.0428,117.0361,136.6062,144.9164,121.5476,112.5222,98.9819,97.659,139.6552,138.3809,96.037,119.7457,86.2503,110.0748,154.2798,127.4037,106.082,114.3411,98.6383,106.6303
yuxN,238.6354,220.0924,150.1714,134.3578,119.3761,258.5481,248.7179,240.411,192.6161,178.0151,205.6853,204.6585,227.4825,159.484,163.8766,171.4494,215.8136,153.7512,219.4474,173.3402,170.9204,202.2485,134.6879,178.2537
yuxO,123.0359,136.2142,121.2139,127.8099,115.033,230.1845,135.9151,129.7441,153.3249,165.8815,177.4964,135.8064,131.3863,97.1943,125.2643,194.1129,198.7707,150.9528,120.4819,96.6711,153.3185,177.2027,141.8603,172.6445
yuzA,541.2547,183.8047,111.2096,97.3263,166.3777,114.965,318.4468,213.5127,122.7132,114.9774,141.1901,253.37,310.2551,205.9647,118.2674,112.8199,162.1038,157.2408,295.9367,172.5696,118.3431,105.1971,119.4225,146.4137
yuzB,283.3234,124.8057,116.1304,205.4666,108.4827,141.3111,234.7674,161.6772,202.0536,110.1464,184.6332,91.2716,173.8237,95.3728,99.888,168.0296,142.2782,114.5258,208.4338,102.9697,116.5635,159.1921,121.5808,94.9276
yuzC,157.0796,93.2768,80.2767,83.8814,72.925,89.2225,113.4624,81.6463,86.2897,76.3295,73.5611,98.9533,131.7645,85.367,73.9074,113.3175,94.3781,69.1836,120.6112,58.7867,89.1534,84.3076,53.5992,84.7376
yuzD,243.1202,161.1753,197.5805,173.635,182.1006,131.0605,208.9001,160.1147,213.1467,208.6807,145.9819,136.0064,190.4384,124.2751,163.3252,213.1201,163.131,135.5,197.3843,116.7812,193.4698,207.1402,177.8006,127.1064
yuzE,127.5058,54.4694,52.6296,39.9351,97.6907,42.9368,107.3529,51.75,46.9288,45.7977,47.4001,75.4325,105.6313,40.0769,54.3883,53.9726,53.1525,73.7346,105.1547,46.351,39.4728,48.087,58.5823,65.5087
yuzF,296.6878,110.0559,106.2888,90.6715,137.1492,130.5331,217.3342,128.3544,121.6553,120.7745,174.7598,271.6244,211.216,107.548,103.0844,112.8199,251.9024,146.0978,209.417,93.4355,96.988,114.5066,135.2496,138.369
yuzG,195.4318,104.8899,147.2255,132.8303,151.1654,159.0196,181.6764,91.2766,131.5813,142.9148,117.83,150.9594,190.2513,78.4483,149.0924,171.477,133.2959,142.5547,155.3422,78.5256,133.11,181.5151,164.4547,139.2762
yuzI,34.7928,12.2227,20.3206,9.7081,27.2484,29.027,35.474,15.5114,10.4465,7.8064,19.5,33.4303,21.7739,15.4842,27.2603,8.6197,20.9389,35.012,15.8873,21.3979,9.5856,10.8646,24.5418,36.832
yuzJ,7.1985,34.631,75.9813,31.3645,161.4722,36.5525,6.2601,28.8068,66.4777,13.8781,232.2277,156.0081,12.7014,45.5419,78.9115,19.3943,213.5763,122.264,10.5915,49.643,28.7567,73.5449,89.1255,127.1064
yuzK,1739.743,1706.9275,3480.0816,5824.441,1556.1004,5495.408,1548.8785,2562.5543,6658.5015,4136.7275,2831.7442,3122.442,1175.0015,1238.8979,2678.8752,6931.9253,3194.541,2175.2367,1249.4914,1221.5012,5467.6533,5096.9809,3106.081,3061.6061
yuzL,4.3093,5.4877,44.4276,29.5052,129.5897,38.6149,0.0,7.9592,10.2333,7.7887,27.0613,114.1901,3.2587,26.1726,63.1292,15.4803,48.8858,89.8266,6.3405,33.8173,27.2569,13.5082,67.2725,73.9292
yuzM,5.1501,16.3963,30.3408,12.8226,67.6903,33.4584,2.2394,19.0244,18.3451,13.9627,40.9025,117.4777,7.789,19.5497,34.6441,16.1882,74.1542,51.8877,5.6833,25.7192,14.5732,12.5564,45.051,68.9785
