Feature.ID	gene name	HS_0.norm	HS_15.norm	HS_30.norm	HS_60.norm	HS_90.norm	HS_120.norm	R_0.norm	R_15.norm	R_30.norm	R_60.norm	R_90.norm	R_120.norm
YEL003W	GIM4	561.9	207.42	163.58	175.71	190.12	188.69	860.52	688.76	791.61	641.81	646.99	583.81
YML094W	GIM5	306.62	122.01	130.39	166.46	155.18	174.87	345.53	309.67	287.65	267.03	205.64	209.86
YDR507C	GIN4	561.9	170.82	150.54	330.4	349.4	328.59	846.32	541.69	651.18	694.27	660.57	635.63
YBR045C	GIP1	48.49	280.63	278.56	230.36	249.72	252.95	103.19	103.22	109.85	119.21	146.47	180.5
YER054C	GIP2	41.36	887.66	1068.01	593.54	547.74	431.88	50.17	56.64	54.36	60.08	60.14	56.14
YPL137C	GIP3	560.48	642.61	634.17	639.78	655.64	618.14	557.59	912.56	889.01	606.53	563.57	516.45
YAL031C	GIP4	175.42	448.4	339.01	281.64	275.41	294.43	152.41	227.45	225.37	205.99	254.14	205.54
YDR152W	GIR2	597.56	220.64	205.07	275.75	268.22	241.56	656.99	540.77	499.43	418.66	431.65	364.45
YDR096W	GIS1	199.66	609.06	672.1	548.99	411.06	413.17	180.81	264.91	234.43	244.14	221.16	243.54
YNL255C	GIS2	2487.2	661.93	589.12	819.69	839.59	878.4	2698.94	2404.25	2325.01	2036.07	1907.02	1733.3
YLR094C	GIS3	95.55	142.35	128.02	98.36	101.74	87.84	67.21	92.26	61.15	60.08	74.69	78.59
YML006C	GIS4	245.3	113.88	143.43	196.73	177.78	156.97	276.43	282.26	292.18	200.27	194.97	205.54
YCR098C	GIT1	145.47	174.89	239.44	358.14	327.82	322.89	177.97	164.42	186.86	211.71	190.12	172.73
YEL011W	GLC3	154.02	2702.62	2047.12	1213.99	1239.35	937.78	137.27	233.85	201.58	199.32	212.43	243.54
YER133W	GLC7	1775.55	1982.74	1837.31	1409.03	1161.25	1157.38	2004.09	1800.45	1994.32	1996.02	1528.72	1560.57
YMR311C	GLC8	302.34	960.86	777.6	487.61	395.65	368.44	396.65	264.91	297.85	366.21	347.26	297.95
YDL207W	GLE1	402.17	288.77	303.45	333.76	276.44	317.2	548.12	433.9	451.86	459.67	396.73	418.86
YER107C	GLE2	412.16	243.01	227.59	240.44	217.86	268.4	383.4	408.32	361.27	414.84	357.93	369.63
YKR058W	GLG1	115.52	427.05	564.23	376.64	369.96	316.39	133.48	173.56	146.09	155.45	132.89	134.73
YJL137C	GLG2	74.16	173.87	165.95	165.62	182.92	246.44	44.49	73.08	69.08	52.45	65.96	75.14
YCL040W	GLK1	316.6	32610.43	31052.9	10968.78	10287.84	8739.3	205.43	376.35	532.27	813.47	1092.22	1308.4
YPR035W	GLN1	2042.24	1027.97	1866.94	2060.59	1327.73	1234.64	2003.15	1621.41	1482.43	1317.96	1124.23	1163.31
YER040W	GLN3	178.27	165.74	188.47	178.23	166.48	160.23	163.77	177.21	191.39	203.13	202.73	197.77
YOR168W	GLN4	2403.06	778.86	1161.65	1191.29	980.38	919.88	2473.64	2385.07	2391.83	2042.75	1718.84	1660.76
YML004C	GLO1	852.84	6122.08	6588.24	3121.57	2809.6	2780.8	941.93	963.71	1250.27	1485.81	1451.12	1530.35
YDR272W	GLO2	389.34	1354.36	1220.92	765.05	629.95	653.92	494.16	383.66	434.88	432.96	421.95	412.81
YER122C	GLO3	978.34	667.01	778.78	756.64	656.67	779.18	1036.6	1128.14	1211.77	1206.38	1189.22	1154.67
YOR040W	GLO4	122.65	304.02	297.53	211.02	241.5	230.17	145.79	119.66	135.9	157.35	167.81	133.86
YPL091W	GLR1	1083.87	2229.82	1754.33	1101.33	970.1	975.19	1223.09	968.28	950.16	1052.84	925.38	874.85
YDL171C	GLT1	1898.2	475.86	849.9	1274.52	1295.87	1242.78	1622.59	1725.54	1407.69	1223.55	1212.5	1020.81
YEL046C	GLY1	2140.65	600.92	408.95	609.52	706	718.99	1561.05	2309.25	2608.13	2204.87	2008.87	1728.12
YDR506C	GMC1	81.29	187.09	161.21	110.97	135.65	169.99	65.32	54.81	63.42	82.97	78.57	105.36
YLR445W	GMC2	5.7	1.02	10.67	36.99	41.11	47.99	6.63	10.05	7.93	5.72	9.7	7.77
YKR030W	GMH1	393.62	289.78	288.04	307.7	303.16	310.69	310.51	311.49	320.5	322.34	285.18	313.5
YFL017C	GNA1	322.31	251.15	199.14	206.82	215.81	241.56	318.08	302.36	303.51	248.91	289.06	270.32
YHR183W	GND1	5567.68	4410.83	3793.16	2738.2	2432.46	2156.97	5296.6	3694.07	3338.59	2945.86	3025.43	3369.87
YGR256W	GND2	81.29	2955.8	4247.15	2169.88	2046.06	2266.77	58.69	63.94	70.21	78.2	96.03	100.18
YDR508C	GNP1	2010.87	1554.67	1644.1	1386.33	1338	1228.14	1306.4	2143	1816.52	1501.06	1397.77	1531.21
YOR320C	GNT1	507.71	270.47	265.52	360.67	437.78	492.07	577.47	559.04	563.98	527.38	476.27	479.31
YJL184W	GON7	101.26	93.54	90.09	89.96	117.15	117.12	133.48	106.88	105.32	124.93	136.77	119.18
YNL274C	GOR1	146.89	4821.61	3685.29	1572.97	1133.5	1060.59	161.88	133.37	178.93	205.04	188.18	139.91
YHL031C	GOS1	196.81	262.33	238.26	186.64	184.98	186.25	201.64	223.8	226.5	286.1	272.57	264.27
YMR292W	GOT1	434.97	184.04	136.32	203.45	219.92	274.91	448.72	260.34	234.43	240.32	239.59	221.09
YHR005C	GPA1	551.92	348.76	297.53	278.28	202.45	226.92	688.23	586.45	514.15	364.3	262.87	235.77
YER020W	GPA2	270.97	1010.69	661.43	493.5	458.33	497.76	229.09	262.17	311.44	424.38	483.06	431.81
YOR371C	GPB1	265.26	210.48	275	295.93	284.66	309.07	198.8	224.71	228.76	247	272.57	269.45
YAL056W	GPB2	707.37	658.88	615.2	491.82	499.44	505.9	757.33	693.32	671.57	645.63	636.32	614.04
YDL022W	GPD1	343.7	6482.02	4650.17	2628.91	2866.13	2664.49	238.56	390.97	518.68	995.62	1746.97	1963.03
YOL059W	GPD2	935.55	1454.01	1060.9	696.95	648.45	627.9	550.96	870.54	847.11	746.72	748.84	708.17
YGL121C	GPG1	37.08	547.03	924.58	965.98	839.59	884.1	50.17	30.14	43.03	53.41	49.47	55.27
YPR160W	GPH1	81.29	13874.07	8008.3	3228.34	2040.92	1509.55	88.99	80.39	121.18	82.01	81.48	71.68
YGR216C	GPI1	593.28	359.94	552.38	605.31	593.98	575.84	540.55	671.4	662.51	607.48	528.65	557.04
YGL142C	GPI10	627.5	778.86	840.42	923.94	839.59	812.52	596.4	653.13	693.09	573.15	593.64	610.58
YDR302W	GPI11	243.87	154.55	155.28	174.03	195.25	191.13	260.33	209.18	236.69	218.39	179.45	212.45
YMR281W	GPI12	193.96	370.11	302.27	248.85	255.89	312.32	180.81	167.16	177.8	185.96	207.58	245.27
YLL031C	GPI13	596.13	466.71	507.33	659.96	748.13	786.5	395.71	576.4	447.33	472.06	484.03	488.81
YJR013W	GPI14	262.41	234.88	320.05	377.48	360.71	382.27	280.21	227.45	232.16	262.26	263.84	268.59
YNL038W	GPI15	390.76	173.87	146.98	179.91	188.06	202.52	477.12	380.92	432.61	355.72	309.43	320.41
YHR188C	GPI16	637.49	762.59	871.24	855.85	882.75	846.68	498.89	472.26	474.51	475.88	542.23	654.63
YDR434W	GPI17	460.65	565.33	573.71	627.17	654.62	669.38	473.33	528.9	501.69	489.23	429.71	581.22
YBR004C	GPI18	452.09	312.15	403.02	601.11	474.78	435.13	407.07	453.99	406.57	515.93	528.65	599.36
YDR437W	GPI19	45.64	43.72	58.08	63.05	77.07	90.28	17.99	52.07	46.43	61.03	48.5	50.95
YPL076W	GPI2	112.67	193.19	305.82	321.15	254.86	261.89	114.55	105.05	115.51	108.72	106.7	103.64
YDR331W	GPI8	463.5	266.4	283.3	368.23	341.18	349.73	394.76	499.67	386.18	399.58	405.46	373.09
YKL152C	GPM1	14068.94	25964.7	23599.35	17815.54	18943.76	17533.09	11283.31	11868.71	12610.32	13180.57	12938.84	12596.87
YDL021W	GPM2	18.54	733.1	727.81	468.28	475.8	517.28	16.09	16.44	7.93	14.3	30.07	37.14
YOL056W	GPM3	185.4	180.99	129.2	88.27	67.83	113.05	211.11	175.39	167.61	172.61	155.2	170.13
YOR262W	GPN2	332.29	111.85	93.64	128.63	122.29	178.93	397.6	295.05	304.64	274.65	257.05	228.86
YLR243W	GPN3	456.37	79.31	151.73	166.46	139.76	132.57	493.21	374.52	292.18	267.98	252.2	204.68
YIL053W	GPP1	2937.86	1238.45	955.4	953.37	888.92	913.38	2192.48	2235.26	1953.55	2207.73	2618.03	2529.56
YER062C	GPP2	241.02	1919.7	1088.16	518.72	583.71	631.96	188.39	168.99	233.29	355.72	588.79	702.13
YDL035C	GPR1	303.77	650.74	694.62	607.84	480.94	501.83	402.33	414.72	352.21	348.09	327.86	323.86
YKR067W	GPT2	162.58	892.74	809.6	602.79	589.87	564.46	176.08	241.16	262.74	259.4	239.59	266
YKL026C	GPX1	49.92	1196.76	1130.83	904.61	987.57	1103.7	66.27	63.03	94	99.18	84.39	100.18
YBR244W	GPX2	188.25	166.75	137.5	142.08	120.24	135.83	230.99	194.57	309.17	343.32	250.26	304.86
YLL035W	GRC3	340.85	75.24	146.98	237.08	214.78	190.32	242.35	287.74	233.29	207.9	217.28	228.86
YPL223C	GRE1	22.82	355.88	947.1	591.86	441.89	638.47	10.41	8.22	22.65	35.29	51.41	46.64
YOL151W	GRE2	406.45	1697.02	1210.25	770.93	933.11	1077.67	371.09	313.32	318.23	385.28	446.2	521.63
YDR517W	GRH1	387.91	747.34	559.49	514.52	663.86	561.2	264.12	398.27	369.19	347.13	464.63	511.27
YJR090C	GRR1	369.37	433.15	484.81	436.33	400.78	428.63	387.19	408.32	421.29	413.89	387.03	366.18
YBR121C	GRS1	4632.13	846.98	904.43	1453.59	1390.41	1276.94	5153.65	4083.21	3970.52	3356.89	3065.2	3143.6
YPR081C	GRS2	111.24	278.6	260.78	192.52	179.84	204.15	134.43	104.14	115.51	113.49	136.77	108.82
YCL035C	GRX1	323.74	3434.71	3397.24	2155.59	1661.72	1538.02	386.24	321.54	345.41	368.11	423.89	516.45
YDR513W	GRX2	372.22	3814.99	2907.69	1727.66	1649.38	1665.71	368.25	435.73	583.23	694.27	548.05	565.68
YDR098C	GRX3	678.85	493.14	407.76	464.91	517.94	587.23	785.73	844.96	791.61	776.28	914.71	981.94
YER174C	GRX4	472.05	247.08	180.17	228.67	264.11	298.49	483.75	360.82	320.5	280.38	291.97	316.95
YPL059W	GRX5	355.11	463.66	455.18	382.52	392.56	370.07	386.24	372.7	372.59	400.54	399.64	392.09
YDL010W	GRX6	255.28	364.01	310.56	334.6	386.4	422.12	308.61	335.24	320.5	439.64	464.63	600.22
YBR014C	GRX7	382.21	541.95	570.16	470.8	484.02	562.02	397.6	384.57	481.31	514.98	485	502.63
YLR364W	GRX8	48.49	30.5	54.53	63.05	69.88	58.56	52.07	38.37	38.5	44.82	48.5	44.04
YGR032W	GSC2	661.73	715.82	798.93	1248.46	2019.34	2368.44	550.01	759.09	714.6	845.9	1567.52	2504.52
YML048W	GSF2	1811.21	2023.41	1568.23	1202.22	1186.94	982.51	1702.11	1753.86	1999.98	2214.4	2291.14	2380.16
YJL101C	GSH1	531.95	505.34	532.23	448.94	473.75	444.08	446.83	451.25	479.04	518.79	491.79	538.9
YOL049W	GSH2	798.64	788.01	776.41	627.17	638.17	566.9	937.2	935.39	928.64	886.91	924.41	943.08
YJL103C	GSM1	64.18	333.51	283.3	338.81	331.93	343.23	77.63	95	100.79	112.53	107.67	130.41
YLR293C	GSP1	3113.28	1072.71	778.78	1023.99	1051.29	949.98	1925.52	2266.32	2065.67	1970.27	1989.47	1907.75
YOR185C	GSP2	109.81	1281.15	1397.54	823.9	700.86	816.59	80.47	78.56	79.27	143.05	165.87	177.04
YFR015C	GSY1	78.44	741.24	675.66	395.98	335.01	303.37	70.05	134.28	110.98	113.49	162.96	174.45
YLR258W	GSY2	367.95	8922.32	7856.57	2616.3	2012.15	1811.3	372.04	487.79	595.69	567.43	485.97	459.45
YDR221W	GTB1	410.73	401.63	335.46	332.92	430.59	457.91	366.36	392.79	420.16	466.34	483.06	468.09
YGR102C	GTF1	171.14	273.52	328.35	371.59	333.99	291.99	141.05	139.76	108.72	119.21	126.1	105.36
YGR154C	GTO1	201.09	190.14	280.93	324.52	325.77	368.44	199.75	243.9	258.21	257.49	258.02	251.32
YMR251W	GTO3	28.52	182.01	177.8	162.26	204.5	218.79	18.93	73.99	72.48	83.92	149.38	179.63
YML121W	GTR1	306.62	227.76	245.37	229.51	267.19	245.63	340.8	298.7	292.18	308.03	300.7	316.09
YGR163W	GTR2	251	325.37	291.6	232.04	240.47	232.61	301.99	226.54	278.59	306.13	314.28	349.77
YGL181W	GTS1	201.09	473.82	316.49	204.29	205.53	190.32	189.33	215.58	216.31	235.55	258.99	300.54
YIR038C	GTT1	212.5	1280.14	1658.32	1525.05	1269.15	1002.03	191.23	167.16	166.48	199.32	253.17	230.59
YLL060C	GTT2	154.02	198.27	210.99	314.43	328.85	325.33	134.43	118.75	134.77	148.77	122.22	139.04
YEL017W	GTT3	219.63	407.73	394.73	334.6	335.01	246.44	144.84	162.6	184.6	186.92	202.73	206.41
YMR217W	GUA1	4789	222.68	96.01	464.91	444.97	405.85	3588.81	3655.71	2676.08	1676.54	1547.15	1475.94
YDL238C	GUD1	72.73	320.29	337.83	314.43	290.83	266.77	43.55	64.86	70.21	74.39	72.75	89.82
YLR289W	GUF1	115.52	180.99	183.73	168.14	132.57	158.6	123.07	109.62	96.26	105.86	98.94	89.82
YDR454C	GUK1	1734.2	647.69	392.35	443.06	502.52	511.59	1743.76	1425.01	1338.61	1181.59	1083.49	1030.31
YGL084C	GUP1	482.04	658.88	674.47	575.89	575.49	631.96	408.01	428.42	437.14	537.87	552.9	569.13
YPL189W	GUP2	64.18	33.55	40.3	47.92	77.07	74.83	84.25	59.38	67.95	35.29	36.86	37.14
YGL245W	GUS1	2552.8	1407.23	988.59	1090.4	1310.26	1220.82	2376.13	2315.65	2184.58	1966.45	2110.72	2219.52
YHL032C	GUT1	251	344.69	424.36	317.79	346.32	291.17	162.83	201.88	202.72	219.34	343.38	315.22
YIL155C	GUT2	142.61	1320.81	1373.83	915.54	997.85	874.34	103.19	211.01	199.32	242.23	319.13	335.95
YIL041W	GVP36	1005.43	1104.23	828.57	734.78	863.23	849.12	798.04	823.95	731.59	775.33	942.84	1053.63
YJL091C	GWT1	547.64	683.28	1220.92	1373.72	1386.3	1531.51	459.13	445.77	471.12	671.38	810.92	957.76
YMR192W	GYL1	178.27	159.64	195.58	217.74	165.45	139.89	250.87	175.39	163.08	171.66	173.63	129.54
YOR070C	GYP1	138.34	292.83	245.37	228.67	245.61	224.48	181.76	178.13	142.69	173.57	175.57	175.32
YPL249C	GYP5	232.46	415.87	362.72	303.5	257.94	259.45	251.81	278.61	302.38	277.52	291	269.45
YJL044C	GYP6	593.28	477.89	456.36	442.21	372.01	402.6	590.72	557.22	577.57	488.28	438.44	395.54
YDL234C	GYP7	270.97	840.88	721.88	648.19	653.59	699.47	232.88	284.09	375.99	542.63	563.57	667.58
YFL027C	GYP8	193.96	191.16	203.88	199.25	201.42	209.03	213.95	187.26	186.86	164.98	141.62	151.13
YJL110C	GZF3	466.35	283.68	393.54	489.29	373.04	317.2	484.69	589.19	561.72	520.7	431.65	396.4
YPR008W	HAA1	480.61	649.73	623.5	464.91	405.92	335.91	482.8	379.09	389.58	355.72	342.41	290.18
YFL031W	HAC1	2769.58	5158.17	4607.5	4165.73	4794	3999.99	2844.73	2566.85	2951.28	4010.15	5091.53	5141.17
YPR005C	HAL1	78.44	184.04	193.21	208.5	209.64	168.36	81.41	84.04	97.39	68.66	85.36	71.68
YJL165C	HAL5	432.12	1085.93	668.54	484.25	431.61	434.32	439.25	412.89	440.54	571.24	597.52	626.13
YOL089C	HAL9	285.23	313.17	335.46	290.05	256.91	275.72	314.29	324.28	271.8	306.13	339.5	310.04
YJR069C	HAM1	641.77	171.84	150.54	165.62	189.09	181.37	687.28	613.85	655.71	569.34	544.17	515.59
YLR256W	HAP1	1671.44	1751.93	1891.84	2183.33	2649.29	2697.02	3157.13	2262.66	2029.43	1741.39	1979.77	1998.43
YGL237C	HAP2	79.86	242	188.47	136.2	143.87	117.93	62.48	88.61	98.53	89.64	110.58	110.54
YBL021C	HAP3	115.52	99.65	84.16	74.82	79.13	105.73	123.07	101.4	154.02	123.98	140.65	142.5
YKL109W	HAP4	350.83	712.77	1006.37	701.99	652.56	662.87	255.6	441.21	422.42	304.22	263.84	237.5
YOR358W	HAP5	62.75	196.24	177.8	149.65	160.31	148.84	63.43	52.98	87.2	83.92	93.12	95
YMR290C	HAS1	1691.41	47.79	52.16	149.65	173.67	190.32	1413.37	1175.64	930.91	645.63	576.18	498.31
YPL001W	HAT1	353.68	243.01	231.15	201.77	234.3	219.6	370.15	369.04	468.85	411.98	379.27	391.22
YEL056W	HAT2	282.38	422.98	337.83	319.47	310.35	363.56	312.4	304.19	336.35	315.66	344.35	333.36
YCL026C-B	HBN1	27.1	128.12	47.41	46.24	42.13	40.67	17.04	14.62	20.38	27.66	47.53	29.36
YKR084C	HBS1	489.17	487.04	483.63	376.64	396.67	403.41	521.61	450.34	522.08	537.87	478.21	541.49
YDL223C	HBT1	328.01	2733.13	3735.07	1841.16	1626.78	1982.91	267.91	308.75	319.36	329.97	304.58	293.63
YJL033W	HCA4	999.73	16.27	32	86.59	96.6	112.24	963.71	694.24	473.38	284.19	263.84	232.32
YCR065W	HCM1	454.94	414.85	323.6	452.3	405.92	371.69	378.67	428.42	374.86	469.2	403.52	361.86
YLR192C	HCR1	1477.49	797.16	752.7	810.45	790.27	687.27	1194.69	1388.47	1386.17	1420	1552	1431.89
YKL017C	HCS1	148.32	187.09	169.51	184.96	206.56	210.65	167.56	199.14	198.19	219.34	235.71	209.86
YNL021W	HDA1	306.62	271.48	290.41	228.67	182.92	211.47	283.05	362.65	340.88	288.01	276.45	233.18
YDR295C	HDA2	208.22	285.72	321.23	228.67	214.78	215.53	263.17	285	240.09	329.97	272.57	285.86
YPR179C	HDA3	151.17	184.04	165.95	147.97	129.48	141.52	199.75	160.77	201.58	174.52	155.2	154.59
YDR014W-A	HED1	1.43	18.3	37.93	56.33	39.05	50.43	3.79	1.83	2.26	2.86	4.85	8.64
YNL014W	HEF3	116.94	318.25	325.97	269.87	320.63	405.85	95.61	81.3	99.66	106.81	90.21	101.91
YDR458C	HEH2	513.41	412.82	429.1	416.99	360.71	321.27	530.13	515.2	509.62	512.12	485	479.31
YBL032W	HEK2	397.9	295.89	220.48	220.27	238.42	204.96	337.96	296.88	327.29	331.87	318.16	328.18
YKR017C	HEL1	213.92	238.95	291.6	221.11	217.86	280.6	217.73	187.26	232.16	239.37	223.1	254.77
YDR266C	HEL2	464.92	354.86	404.21	440.53	365.84	406.67	474.28	423.85	382.78	378.6	348.23	361.86
YDR232W	HEM1	1225.06	579.57	534.6	617.08	609.4	544.12	979.8	968.28	748.58	670.42	728.47	704.72
YDR047W	HEM12	1384.79	969	909.17	918.06	1134.53	1068.72	1277.05	1344.63	1450.72	1612.64	1715.93	1700.48
YDR044W	HEM13	293.79	156.59	216.92	289.21	279.52	246.44	229.09	273.13	182.33	150.68	205.64	264.27
YER014W	HEM14	139.76	356.89	280.93	230.36	211.7	200.08	124.01	114.18	107.59	121.12	113.49	106.23
YOR176W	HEM15	397.9	1209.98	973.18	664.16	726.55	773.48	375.83	280.44	315.97	355.72	497.61	816.13
YGL040C	HEM2	838.57	830.72	790.64	680.14	769.71	714.11	722.31	840.39	928.64	897.4	803.16	816.99
YDL205C	HEM3	701.66	588.72	795.38	557.39	522.05	496.14	586.93	484.14	454.13	482.55	412.25	388.63
YOR278W	HEM4	164.01	225.73	233.52	198.41	238.42	261.89	182.71	202.79	223.1	268.93	211.46	233.18
YOR227W	HER1	370.8	1352.33	1532.67	1341.78	1293.82	1210.24	318.08	501.49	438.28	496.86	476.27	554.45
YMR293C	HER2	154.02	236.91	220.48	194.2	212.72	231.8	169.45	129.71	141.56	137.33	124.16	128.68
YOR237W	HES1	9.98	14.24	30.82	31.95	24.66	35.79	9.47	11.88	10.19	4.77	7.76	6.91
YMR207C	HFA1	356.54	286.73	271.45	332.92	275.41	285.48	373.93	273.13	259.34	272.75	270.63	270.32
YMR110C	HFD1	332.29	2578.57	2146.69	1325.8	1552.78	1686.86	369.2	415.63	511.89	517.84	450.08	404.18
YPL254W	HFI1	336.57	190.14	173.06	178.23	178.81	191.13	312.4	416.54	391.84	331.87	302.64	292.77
YGL251C	HFM1	318.03	263.35	341.38	389.25	399.76	414.8	336.07	356.25	336.35	367.16	346.29	316.09
YGR187C	HGH1	725.91	42.71	74.68	119.38	98.65	113.87	751.65	570.92	516.42	432.96	291	284.13
YBR009C	HHF1	2539.97	1728.54	777.6	494.34	579.6	706.79	2798.34	3019.02	2975.06	2631.15	2266.89	1888.75
YNL030W	HHF2	2582.75	2530.79	1358.42	809.61	911.53	1023.99	2941.29	2772.38	2714.59	2859.08	2790.69	2813.7
YPL127C	HHO1	268.12	316.22	196.77	184.12	229.17	232.61	158.09	182.69	194.79	237.46	249.29	223.68
YBR010W	HHT1	3558.24	2111.87	989.78	672.57	793.35	1107.76	4096.22	3630.13	3689.66	3581.96	3210.7	2634.93
YNL031C	HHT2	4016.03	4463.7	2507.04	1794.92	1754.2	1932.49	3912.57	3384.41	3660.22	3448.44	3693.76	3761.96
YEL059W	HHY1	5.7	11.18	21.34	42.04	40.08	32.53	5.68	13.7	7.93	12.4	11.64	12.95
YLL022C	HIF1	192.53	82.36	58.08	98.36	140.79	166.73	214.89	183.61	152.89	156.4	171.69	160.63
YDR317W	HIM1	109.81	129.13	137.5	175.71	219.92	243.19	110.76	133.37	132.5	131.61	153.26	183.09
YGR191W	HIP1	1849.71	682.26	800.12	937.39	896.11	894.67	1417.16	1251.45	1215.17	1105.29	955.45	876.58
YBL008W	HIR1	263.84	164.72	190.84	257.26	240.47	249.69	213	219.23	215.17	189.78	244.44	205.54
YOR038C	HIR2	208.22	128.12	164.77	215.22	153.12	162.67	183.65	209.18	194.79	192.64	208.55	195.18
YJR140C	HIR3	349.41	190.14	251.3	300.98	340.15	364.37	362.57	338.9	366.93	310.89	327.86	380
YER055C	HIS1	965.5	588.72	811.97	706.2	654.62	609.19	1032.81	981.07	1361.26	1286.49	1236.75	1069.17
YFR025C	HIS2	218.2	289.78	254.85	241.28	238.42	219.6	234.77	198.22	198.19	273.7	265.78	249.59
YOR202W	HIS3	171.14	157.6	167.14	259.78	303.16	254.57	172.29	215.58	276.33	322.34	348.23	293.63
YCL030C	HIS4	310.9	461.62	772.86	588.5	546.71	512.4	266.01	345.29	434.88	478.74	594.61	626.99
YIL116W	HIS5	537.66	631.43	647.21	624.65	622.76	664.5	584.09	658.61	757.64	772.47	770.18	678.81
YIL020C	HIS6	369.37	166.75	167.14	136.2	116.12	147.21	382.45	359.91	346.54	271.79	240.56	241.82
YBR248C	HIS7	560.48	194.21	244.18	262.3	258.97	270.84	522.56	551.74	610.41	612.25	556.78	455.13
YJR055W	HIT1	156.88	38.64	47.41	60.53	57.55	84.59	135.37	114.18	109.85	107.76	119.31	96.73
YDR420W	HKR1	462.07	159.64	283.3	418.67	354.54	345.67	277.37	316.06	285.39	220.3	248.32	265.13
YMR161W	HLJ1	504.86	1218.11	522.74	403.54	347.35	360.31	438.31	626.64	787.08	797.26	690.64	705.58
YDR528W	HLR1	129.78	92.53	84.16	97.52	120.24	110.61	157.15	99.57	110.98	145.91	138.71	171.86
YER057C	HMF1	482.04	404.68	380.5	495.18	414.14	431.88	483.75	405.58	425.82	443.45	490.82	475
YML075C	HMG1	2498.61	1969.52	1347.76	2148.02	2367.71	2000.81	1845.05	2872.86	3330.66	2473.8	2023.42	1775.62
YLR450W	HMG2	554.77	635.49	666.17	678.46	660.78	665.31	346.48	387.31	355.6	357.62	420.98	417.13
YOL095C	HMI1	122.65	137.27	158.84	174.03	163.4	161.85	132.53	133.37	137.03	130.65	110.58	133
YCL066W	HMLALPHA1	0	0	0	0	0	0	0	0	0	0	0	0
YCL067C	HMLALPHA2	0	0	0	0	0	0	0	0	0	0	0	0
YDR174W	HMO1	1430.43	1178.46	796.56	731.42	662.84	597.8	1332.91	1192.99	1202.71	1359.92	1325.99	1153.81
YCR097W	HMRA1	0	2.03	0	0.84	0	0	0	0	0	0	0	0
YCR096C	HMRA2	0	0	0	0	0	0	0	0	0	0	0	0
YOR032C	HMS1	78.44	230.81	226.4	290.05	281.58	263.52	73.84	94.09	104.19	95.37	75.66	82.04
YJR147W	HMS2	360.82	333.51	435.03	469.96	499.44	400.16	219.63	309.67	268.4	288.01	306.52	285
YBR034C	HMT1	1771.28	162.69	164.77	318.63	245.61	247.25	1693.59	1050.49	890.14	680.92	552.9	493.13
YLR205C	HMX1	206.79	1705.15	560.68	384.21	407.98	395.28	173.24	453.08	650.05	540.73	471.42	433.54
YGL077C	HNM1	1972.36	1258.78	1506.59	1509.08	1214.69	1109.39	1737.13	1634.2	1187.99	932.68	760.48	737.54
YDL125C	HNT1	1497.45	3159.16	3933.03	3752.1	4222.63	3975.59	1570.52	1404	1795	2557.72	3663.69	4237.82
YDR305C	HNT2	145.47	171.84	157.65	142.92	138.73	143.15	157.15	157.12	161.95	166.89	153.26	196.04
YOR258W	HNT3	181.12	174.89	137.5	112.66	109.96	158.6	173.24	151.64	189.13	165.94	153.26	139.04
YDL227C	HO	362.24	14.24	15.41	26.06	23.64	34.16	438.31	338.9	237.82	176.43	114.46	34.55
YJR075W	HOC1	711.65	450.44	425.54	577.57	646.39	622.2	695.8	612.94	621.74	537.87	564.54	606.27
YMR032W	HOF1	218.2	59.99	39.12	26.06	29.8	42.29	183.65	222.89	148.36	91.55	85.36	56.14
YLR113W	HOG1	1216.5	1168.29	1377.39	1039.96	878.64	840.18	1166.29	1316.31	1210.64	1342.76	1338.6	1294.58
YNR055C	HOL1	899.9	1000.52	1231.59	1188.77	1209.55	953.23	896.49	1045.92	1048.69	776.28	656.69	621.81
YDR158W	HOM2	3138.95	1820.05	1139.13	1399.79	1572.31	1513.62	2947.92	3030.89	4050.93	4569	4109.89	3345.69
YER052C	HOM3	889.92	565.33	541.71	701.99	699.83	681.58	724.2	1086.12	1672.69	1584.03	1297.86	1020.81
YJR139C	HOM6	2607	2203.38	1818.34	1627.62	1724.4	1586.82	2757.64	2525.74	2693.07	2317.4	2062.22	2178.93
YIL072W	HOP1	64.18	154.55	176.62	246.33	249.72	244.81	71	84.04	73.61	93.46	100.88	96.73
YGL033W	HOP2	7.13	6.1	8.3	11.77	23.64	15.45	4.73	7.31	5.66	5.72	8.73	10.36
YMR251W-A	HOR7	1918.17	20727.22	15531.79	8808.99	8032.14	7546.95	2289.04	2084.54	3109.83	5329.07	6522.28	7514.42
YPR068C	HOS1	102.68	123.03	101.94	143.76	159.29	185.44	133.48	124.23	125.71	124.93	154.23	171.86
YGL194C	HOS2	181.12	199.29	187.29	211.02	248.69	215.53	209.21	238.42	223.1	251.77	218.25	215.91
YPL116W	HOS3	280.95	394.51	419.62	327.04	302.13	345.67	238.56	282.26	253.68	294.68	289.06	273.77
YIL112W	HOS4	439.25	778.86	680.4	802.04	608.37	615.7	669.29	468.61	448.47	432.01	423.89	374.81
YMR172W	HOT1	152.6	97.61	118.54	119.38	143.87	150.47	191.23	164.42	158.55	159.26	161.99	177.04
YKL084W	HOT13	116.94	65.07	46.23	72.3	73.99	91.91	72.89	84.95	70.21	72.48	68.87	91.54
