,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
yfjP,5631.8,2769.3,5373.9,2588.7,2593.9,2537.4,4740.3,4142.9,2388.2,2324.3,1735.6,2201.3,2218.9,3846.7,1659.8,1749.5,2058.3,1425.0,900.4,678.8,408.7,2116.2,3072.8,3477.9,2246.4,1439.9,699.9,661.6,3473.3,8078.1,3688.6,4647.8,2475.6,1599.8,2189.4,7776.2,7826.6,3105.0,2348.7,2164.1,2027.7,3233.9,2284.4,2237.8,1559.9,1016.5,1048.5,729.6,0.0,1979.8,1824.2,1076.7,848.2,932.8,699.1,173.1
spsI,4699.0,2386.9,1904.0,3381.1,23592.1,6686.5,177083.7,1461.8,3739.9,752.0,1773.1,4970.7,14199.9,174393.9,293.2,342.3,215.5,373.0,435.5,1049.8,46106.0,285.0,168.4,238.4,276.7,445.1,1263.6,43840.4,3344.0,12827.3,5191.4,4299.7,2504.5,1668.4,16900.2,848.0,845.8,439.2,447.6,2022.5,2310.2,44409.1,198.5,581.7,343.8,195.1,2753.7,9131.3,103138.4,412.9,342.3,366.2,766.7,3309.2,10634.5,98215.1
yqeL,3955.9,7253.6,7469.1,7357.0,7288.4,3617.6,16145.0,4870.1,8266.8,3793.5,1517.9,5144.0,6536.0,7905.2,5664.9,3621.0,2469.5,1827.4,1945.3,2452.3,1585.1,4274.6,2244.9,2144.3,1962.9,1371.7,2485.4,1791.7,1967.0,1401.6,607.7,123.7,1498.4,588.9,2270.3,3821.5,2223.4,1387.6,2858.4,1328.0,2865.3,5503.3,2685.2,4725.5,2712.5,3155.0,1911.2,2753.6,3819.2,1914.4,5181.1,2377.8,2087.2,2987.3,3839.3,2492.5
yflB,113.6,91.2,446.9,70.4,163.5,0.0,133.6,83.5,221.8,369.7,49.7,32.0,42.8,0.0,812.7,1158.6,926.3,644.7,748.7,862.6,1594.6,900.7,1390.3,1124.8,677.4,574.1,1331.4,1671.1,2236.6,1578.7,243.7,247.9,349.8,58.3,0.0,569.0,593.1,399.1,859.7,174.4,1290.4,0.0,533.1,1225.0,1248.1,1194.7,650.6,1922.7,13344.2,783.2,714.5,1084.2,1761.1,1397.4,2160.7,5632.0
rnhB,837.2,1493.6,363.7,625.1,989.7,833.5,2253.4,1561.5,110.7,765.4,444.6,626.1,1003.1,1041.1,1308.0,623.3,312.9,224.7,215.5,132.2,68.3,1576.3,906.2,332.6,250.3,151.3,300.7,97.9,158.5,0.0,186.4,284.7,743.8,695.7,1149.5,223.3,941.4,376.0,144.1,1021.0,393.8,955.2,1122.2,330.9,386.8,20.5,301.0,173.8,0.0,692.8,405.9,129.6,258.5,343.3,102.0,17.0
ypwA,2895.0,1636.1,2063.9,2604.6,1673.7,3450.3,1236.9,2523.7,3660.1,1911.1,1386.7,3796.6,2033.1,865.1,4706.6,7807.2,6618.4,4214.6,3528.5,3147.6,1998.8,4089.8,6073.9,5348.8,4700.2,3612.3,3295.9,1544.7,7346.4,4774.9,6815.9,2439.9,3763.6,3740.5,4129.4,11611.0,6333.1,4998.8,3822.7,3906.4,6739.8,3953.3,3710.5,2375.2,2861.9,3010.1,2467.3,2052.6,725.3,4138.1,2739.9,3250.0,2470.2,2098.2,1828.7,2140.2
fosB,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,142.2,52.8,0.0,0.0,0.0,462.9,144.0,68.8,70.2,69.7,158.9,312.8,1109.5,133.3,22.9,53.3,111.1,234.1,358.8,140.6,159.7,0.0,0.0,59.8,211.5,75.0,150.5,430.5,0.0,96.8,668.6,197.3,185.5,2857.7,176.8,101.0,284.6,252.8,373.6,2303.4,4516.3,14.8,42.5,87.2,177.0,561.7,330.8
psdR,0.0,0.0,0.0,0.0,0.0,11.7,0.0,7.4,0.0,81.3,37.4,0.0,10.3,20.0,688.0,868.1,768.1,475.2,342.3,143.6,193.7,622.3,681.6,578.1,389.1,336.8,209.5,146.7,24.4,0.0,0.0,13.6,0.0,0.0,119.6,12.4,37.4,0.0,0.0,0.0,137.7,134.2,408.6,314.4,162.3,192.2,47.4,0.0,0.0,491.3,524.7,166.7,136.9,8.4,89.2,29.5
ycgS,11.2,0.0,10.3,10.1,6.5,0.0,10.1,4.3,0.0,105.9,226.6,7.3,0.0,0.0,352.6,478.5,147.7,286.0,335.1,345.8,1089.7,564.5,612.2,257.5,316.1,259.7,425.9,1007.4,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,375.5,455.1,97.7,356.7,173.1,198.8,280.3,634.3,297.8,146.1,87.2,288.9,237.6,218.7
ftsE,20161.7,17624.2,13126.1,4903.9,3966.4,8864.6,2149.5,16763.0,10557.6,4510.4,3869.1,7595.4,4539.9,2706.7,2497.0,2249.6,1931.7,1377.8,680.3,529.2,859.7,1791.4,1804.6,1795.3,2008.3,823.9,580.3,681.3,7847.6,16308.0,17311.7,10307.0,4265.9,5090.0,1963.7,10166.3,23367.5,14117.1,8488.2,5484.1,2671.7,1171.8,1069.4,2671.7,949.0,70.1,237.5,131.3,179.2,1425.4,2191.5,617.5,322.6,307.0,271.3,844.2
ytaP,86.2,0.0,688.4,0.0,0.0,0.0,0.0,57.0,0.0,147.2,132.2,0.0,0.0,0.0,459.2,1646.5,3528.7,1929.0,1966.1,1462.4,1108.4,547.0,1698.8,3127.7,2282.6,2283.6,1328.3,1444.5,0.0,20.3,288.0,2540.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,233.6,1087.9,1315.7,846.5,1294.3,868.8,1694.0,228.5,2015.5,1582.7,974.4,1469.4,731.8,76.1
yvrP,0.0,67.3,0.0,0.0,6.8,0.0,0.0,0.0,123.4,1115.6,331.7,0.0,2.6,0.0,2662.3,1851.3,1832.8,1040.4,633.8,437.8,567.2,2672.9,3227.7,1873.4,1355.0,1030.9,355.6,401.5,0.0,0.0,0.0,226.5,0.0,0.0,0.0,3.3,13.1,0.0,0.0,0.0,0.0,0.0,2550.4,1721.3,729.9,244.5,194.6,56.0,0.0,2269.8,2018.8,558.0,289.0,259.7,255.5,359.3
yocB,744.1,304.7,528.3,126.8,225.7,20.5,97.7,414.6,258.8,47.6,194.6,68.4,103.9,149.5,112.6,144.8,317.3,509.8,573.2,359.3,160.3,327.0,390.8,200.6,226.0,391.3,1116.9,142.8,24.2,0.0,0.0,0.0,81.9,0.0,36.5,50.7,256.9,0.0,0.0,0.0,11.6,78.3,2023.2,817.0,3478.2,411.1,502.3,756.0,78.6,1851.5,516.1,1916.0,588.5,849.4,1000.3,546.3
yojB,6039.4,249.6,929.0,0.0,23261.6,298.0,147090.7,2054.4,520.2,543.7,4936.8,138.9,12068.8,97882.4,653.4,343.9,636.0,519.5,424.1,1078.7,608773.4,342.1,509.3,1024.6,408.9,302.2,446.5,405789.1,42580.0,18952.2,1400.3,9115.5,1205.2,1685.3,221002.8,69.0,7065.2,1811.9,1705.8,4669.1,4335.2,1303907.5,2226.6,739.7,1480.9,807.2,21015.9,177770.6,1161145.8,2402.5,872.6,240.3,1146.6,42378.5,274948.2,1347535.7
ypmR,364.0,808.4,1011.8,822.2,289.1,588.4,143.2,491.8,1124.7,2187.1,1186.1,564.2,319.4,423.6,6966.2,8429.2,10324.5,8997.2,4724.4,2550.9,2301.1,9093.9,10810.8,12198.2,10002.8,5684.1,2796.5,1580.9,2146.4,2440.2,2801.2,3323.3,1857.2,1493.3,552.0,1203.6,2607.6,1667.2,2193.4,1090.4,1225.4,116.0,2378.9,9285.9,5044.0,5623.7,2119.0,1264.0,404.2,2240.3,8934.1,4742.5,5094.6,1971.5,2391.1,1542.5
rlmP,449.4,1102.7,775.3,271.9,296.1,163.3,95.7,751.5,596.7,1917.4,828.0,215.5,239.4,219.0,4471.3,3233.7,2750.5,2435.9,2520.3,1980.8,2922.4,5165.2,3911.3,2824.4,2465.9,1769.9,2029.0,2981.3,2269.4,997.0,896.1,677.2,1121.8,703.4,182.7,1615.1,4195.2,778.4,847.2,781.6,1026.5,1248.7,2146.5,2621.1,1346.0,1065.6,819.8,1507.3,5538.8,1829.2,1857.6,1149.6,1443.3,2425.9,1092.7,7300.1
ydeJ,0.0,0.0,16.7,0.0,0.0,0.0,0.0,6.4,22.5,186.2,62.1,0.0,0.0,0.0,520.7,1504.4,1481.8,1126.5,595.7,338.1,710.5,845.9,1053.7,1166.8,1156.6,847.4,320.2,531.9,9.7,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,1220.6,1578.2,795.3,246.3,136.5,281.7,343.3,947.3,950.2,472.1,260.0,142.0,291.3,565.6
gatA,60109.3,34550.0,48986.0,33038.0,20843.4,42056.3,12551.2,49259.6,37630.8,20369.4,26927.1,39246.3,26228.6,13396.9,7997.5,7017.9,9138.3,6705.3,5899.3,4422.3,3710.1,5523.8,6195.4,7656.2,7592.4,6449.8,4636.9,3150.3,38237.4,53114.3,42709.5,25939.6,26290.6,30133.3,17707.0,49757.2,65275.9,46648.4,43677.4,33571.1,24040.3,8018.8,6939.4,11857.9,7528.0,11514.6,7243.0,4819.6,1150.8,5289.3,12926.2,11773.8,6594.1,5933.4,2996.7,1928.5
yocH,11050.3,97371.0,139915.1,77281.0,58933.8,64015.3,20592.9,21370.9,61129.4,24822.3,44507.4,63097.2,57161.3,23237.6,4773.6,70923.5,166847.4,147907.5,92508.5,112358.3,32875.8,5290.5,19544.7,124074.4,120311.8,82750.5,106205.6,44145.6,20681.3,107710.2,194138.0,118373.1,107095.0,109381.3,121792.4,10076.0,223512.6,146258.7,153958.8,94794.3,84417.7,70876.1,12267.2,30016.6,64281.5,191317.0,189816.1,192221.4,27944.5,12447.5,42024.8,107658.7,169520.1,185418.5,174001.2,35615.3
lytB,18.0,0.0,5.1,0.0,0.0,4.3,0.0,52.6,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,81.3,31.4,0.0,16.8,46.0,136.1,70.5,96.5,144.4,4.8,0.0,306.9,339.6,106.4,145.1,54.8,93.7,0.0,170.0,169.2,190.9,67.3,23.6,22.2,0.0
ybzG,32446.6,13772.1,16674.4,31842.3,31051.9,35743.7,21306.4,37251.1,47626.3,14439.2,14073.1,36583.5,23871.2,19095.1,20278.6,9352.7,9130.9,6661.7,5005.5,4975.6,6574.0,18575.9,7347.2,5729.6,7979.2,5447.8,5047.0,4876.3,29991.2,4862.1,14414.8,1418.5,11686.0,12073.1,22418.8,22016.9,9931.3,6601.3,5996.6,16670.5,21679.7,23013.7,5466.4,3586.4,1476.1,1768.9,3207.8,4118.9,1723.1,6954.6,3720.0,1971.1,2486.3,2164.8,3315.4,4696.8
pdeH,1674.4,463.8,649.7,123.5,276.3,370.9,312.7,2219.2,1212.1,576.7,443.8,332.8,188.2,122.5,720.8,336.6,280.3,221.3,171.3,74.4,166.0,860.1,350.6,234.0,329.5,167.5,40.0,121.0,2168.5,1484.5,364.2,780.1,240.9,619.1,87.2,3870.5,1129.4,772.5,593.9,125.6,119.9,67.6,1251.2,195.4,257.4,108.9,51.6,59.3,526.0,1399.4,168.0,189.9,47.1,55.7,72.3,46.7
sacC,0.0,8.2,34.0,6.2,0.0,0.0,0.0,624.7,9.8,120.1,147.3,0.0,0.0,0.0,200.2,374.6,656.6,362.8,589.9,579.4,488.1,153.7,165.1,522.5,652.7,558.6,673.8,701.2,0.0,0.0,5.5,2.5,0.0,4.5,8.1,4.2,14.3,10.7,8.2,4.4,0.0,20.7,498.8,259.1,747.0,502.3,741.1,754.5,488.1,309.5,229.2,817.3,692.9,754.0,442.1,421.9
cgeA,6338.1,3283.2,5892.1,257.1,4761.8,1115.9,369018.9,2422.8,3854.9,1041.0,587.0,1269.9,2371.5,168532.5,2682.4,5450.0,3594.2,2153.5,2040.5,1104.7,222216.7,1864.5,3054.6,2133.8,2678.7,2168.4,1273.8,168823.4,5820.1,1552.4,0.0,0.0,0.0,0.0,0.0,9.4,1436.5,0.0,0.0,0.0,0.0,275.9,11174.0,29714.0,14380.3,3703.5,1273.4,58082.5,452423.0,11137.1,16609.9,11349.4,2333.4,1880.0,93516.3,665863.9
ytmA,165.9,517.7,317.5,165.7,159.2,0.0,564.2,404.7,169.4,25.6,510.9,104.8,252.8,365.0,160.5,409.2,286.7,166.8,420.7,803.4,759.4,234.2,411.1,579.3,510.8,329.7,663.3,480.5,325.2,826.0,722.2,264.6,813.0,848.8,1135.3,362.3,626.2,550.3,73.1,343.2,782.9,830.6,664.2,313.1,463.4,578.7,924.0,1204.7,450.1,831.1,398.5,238.5,307.2,947.6,1341.0,1795.9
yuxN,366.2,381.4,402.2,533.0,236.1,502.5,239.7,53.1,286.3,183.1,298.6,255.5,191.4,506.1,479.5,1072.0,867.0,574.7,300.8,229.9,421.0,340.5,1021.6,894.8,514.6,427.6,389.2,365.0,560.7,1555.6,367.3,361.0,285.0,144.7,391.4,199.0,1258.9,358.1,1287.1,348.2,91.9,174.6,536.4,190.0,177.0,165.5,111.5,231.9,0.0,345.9,334.6,134.8,109.6,72.4,76.5,212.7
trnD-Phe,161882.1,183663.1,541002.8,262912.3,248977.2,351643.1,273047.0,150036.5,198618.2,74441.4,113129.6,338979.5,193601.6,299502.2,26521.3,11664.4,28018.8,30374.4,32932.8,62602.5,69198.8,32538.0,11994.3,31065.0,39654.6,20912.9,44699.6,64421.8,183503.2,519526.4,115310.7,81956.8,86217.9,76639.0,260447.9,128811.8,319416.0,65791.7,119521.5,23588.0,77416.4,604879.0,27562.3,47499.9,44045.4,28153.0,3929.4,44585.8,711955.8,18429.0,45016.7,32435.3,18311.9,30341.4,32176.3,414629.6
lnrL,12.3,30.1,21.4,48.4,48.9,0.0,125.7,9.4,0.0,0.0,0.0,0.0,37.2,72.9,0.0,0.0,5.3,17.5,2.8,8.0,0.0,26.7,0.0,0.0,13.7,1.4,8.5,21.7,120.9,140.6,12.6,240.7,30.4,102.2,172.8,178.0,53.3,30.8,277.6,217.4,43.2,284.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ribA,18905.1,12235.6,17296.7,19527.8,15476.0,28231.6,19988.9,19407.5,34161.2,19628.8,13978.1,28819.3,16202.3,17991.2,6469.0,3278.5,2008.1,1687.6,2478.2,2753.0,1344.2,4818.9,2877.1,1937.9,1670.6,1892.0,2518.6,2230.9,16205.1,17160.9,16038.8,20640.4,28940.2,26023.9,21678.3,16502.2,34132.1,28529.1,35876.0,32110.5,19581.6,15356.1,4476.1,2615.9,4307.5,5643.6,4844.6,3678.8,3052.8,4271.3,3231.9,3745.2,2838.0,4042.9,3062.1,1806.7
ydgJ,716.8,448.3,266.5,125.5,0.0,297.9,0.0,404.4,332.1,130.4,15.4,191.0,121.1,124.8,126.3,269.0,93.8,236.9,127.8,36.8,48.5,292.7,199.3,151.4,182.7,181.7,54.5,30.9,415.8,65.3,60.3,0.0,41.0,211.2,90.3,1158.1,0.0,364.5,178.1,56.0,560.9,763.9,255.9,191.2,18.4,0.0,123.9,244.5,0.0,717.0,138.2,0.0,13.8,284.1,242.9,0.0
ppsC,6237.1,4047.5,6468.6,1563.6,1060.5,2422.4,663.9,2256.9,4536.5,2989.3,2312.2,2631.7,1228.3,1002.1,56.2,163.2,205.5,243.1,95.8,66.8,93.2,77.6,200.0,337.8,276.9,156.7,49.6,73.2,564.2,1409.9,495.9,661.5,254.0,187.8,87.1,515.3,1057.2,511.7,441.1,286.4,146.0,92.3,396.3,1979.4,3788.6,1557.9,1136.3,598.1,405.2,301.7,2180.6,3272.9,927.8,885.2,462.0,466.8
panC,1178.7,608.0,1031.4,1305.2,746.6,1328.3,346.9,1139.0,1652.5,1824.2,1307.0,1480.5,766.2,467.8,2918.3,3715.5,3397.0,2648.6,3672.7,1613.7,1129.3,3645.5,3108.2,3190.4,2464.4,3631.2,2065.6,1108.6,2026.5,3694.2,6096.7,1792.3,4603.3,2966.2,574.3,2594.8,11119.9,5871.8,3837.2,4036.3,2837.8,770.1,2225.3,4259.5,9673.8,5768.5,4267.9,2763.9,1016.2,2974.3,6159.1,8081.8,4685.0,3476.4,1718.5,442.5
glsA,153.5,12.7,88.8,144.7,212.7,37.4,23.9,188.8,53.3,154.8,83.9,0.0,308.6,0.0,107.8,11.6,28.4,96.5,79.6,52.4,23.5,93.8,77.1,76.4,104.8,48.7,21.9,78.8,308.3,0.0,321.8,213.4,72.4,181.4,137.7,170.7,0.0,0.0,165.2,98.5,135.8,149.4,160.6,79.4,18.1,0.0,56.4,26.7,0.0,7.9,40.5,54.5,155.7,0.0,37.1,10.9
trnQ-Arg,311322.6,416651.9,820300.2,789339.4,888852.8,1155901.2,903662.0,246208.1,350590.9,212669.0,225567.2,1121488.9,665751.6,1311399.1,55937.3,63624.6,137867.1,94415.3,240678.2,140892.3,128877.7,65957.2,63483.6,88262.0,169782.2,75085.9,144319.8,144574.4,368435.1,1078979.9,405540.9,235406.9,467528.0,353091.8,1086250.0,333604.6,542791.3,239709.0,403663.8,130991.1,308317.8,1815245.2,139846.3,240077.8,159621.3,98370.1,26306.9,225502.0,2172557.9,128907.7,92500.9,180581.6,200631.5,111284.7,128463.1,445123.7
glnK,67.7,0.0,98.1,47.8,14.9,70.9,0.0,221.0,49.4,143.1,0.0,44.9,45.3,29.2,325.1,297.4,336.5,134.1,152.6,87.1,65.4,334.9,401.2,311.6,209.8,89.4,98.3,115.0,152.8,185.9,243.1,21.2,0.0,39.6,0.0,241.2,110.5,0.0,0.0,166.5,8.4,0.0,172.6,119.3,76.5,115.3,45.5,56.9,0.0,110.1,206.4,108.8,16.8,11.2,157.1,306.3
yosS,7.5,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,6.9,0.0,0.0,0.0,5.1,5.7,9.3,17.1,12.3,3.2,29.1,0.0,0.0,6.9,4.8,4.5,126.9,51.1,0.0,0.0,247.4,44.8,260.9,72.8,91.9,0.0,0.0,211.1,287.3,143.0,25.6,54.5,0.0,52.1,6.6,18.6,94.6,81.7,60.8,0.0,52.1,0.0,0.0,32.7
BSU_misc_RNA_24,7481.9,8483.0,17124.4,7306.2,3652.9,7046.5,3895.5,5701.3,4189.0,7447.5,5892.1,7607.0,3472.2,4816.2,24354.4,48789.6,46325.9,40843.5,28723.4,37131.7,54867.5,28373.4,48122.4,81713.4,49943.1,31825.3,30405.5,33614.0,30703.8,70553.1,3922.2,3836.2,1183.6,1626.5,1163.4,31703.0,14705.3,9375.1,8239.9,1142.0,863.5,527.3,17648.5,68058.9,52551.3,52900.1,4872.5,17689.2,22766.6,23331.8,36988.9,37632.3,42607.4,22320.1,26353.5,50486.6
yosH,8.5,0.0,0.0,18.3,19.4,17.8,0.0,0.0,0.0,5.2,11.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.2,0.0,0.0,28.6,287.3,0.0,0.0,600.2,0.0,183.6,168.0,125.2,192.6,0.0,15.0,0.5,0.0,53.0,23.8,52.4,0.0,120.9,0.0,0.0,20.5,0.0,26.1,142.5
trnB-Met3,323925.3,306964.9,720969.8,235819.9,208672.0,401521.7,160751.9,236354.3,207863.8,154685.9,164383.8,380157.7,196958.4,244112.4,85618.1,62582.2,125103.8,99701.6,125065.9,116542.6,70469.6,87798.4,58424.3,142697.8,151797.8,57417.7,99985.8,58492.7,414121.5,1013155.8,378518.4,170336.0,209408.5,185592.0,200174.1,181564.9,575846.1,207281.7,334858.1,101732.8,125715.3,196123.1,249222.6,238145.4,304687.9,166633.7,30374.5,177694.4,2351947.7,98513.6,69292.9,209274.6,175165.7,129860.4,97815.2,737908.6
ntdC,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24.1,74.8,0.0,0.0,0.0,54.7,141.3,132.4,120.6,123.7,83.8,148.2,79.7,194.4,213.3,160.3,133.9,160.2,84.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,59.2,187.7,270.9,29.4,158.2,193.6,124.4,40.1,119.8,38.6,272.7,103.3,122.5,21.9
psdS,0.0,345.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,17.4,0.0,0.0,0.0,1102.5,836.0,956.5,736.3,662.4,380.5,516.7,1053.9,1042.0,1343.1,754.9,858.4,241.2,373.6,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6,653.6,457.0,622.8,254.4,193.9,346.1,1065.7,1111.2,691.2,380.4,297.1,184.0,690.2
prfA,59840.0,24534.2,27281.8,32360.5,32440.5,31724.0,39218.3,43666.2,27257.7,15595.2,18758.9,31682.9,28458.7,38870.9,13903.4,9386.4,7793.5,6869.6,6577.3,6751.7,10351.1,13785.0,10389.7,8107.7,6215.4,5361.7,6228.4,9366.3,83025.4,56823.6,35804.7,24518.7,31260.2,35713.8,59740.1,59189.2,62553.4,38844.4,34181.3,17149.0,27961.3,85911.6,9314.9,5165.4,4574.8,3998.0,6728.5,6052.0,15714.6,9200.4,4146.7,4045.5,4510.3,4435.0,5994.2,14451.6
sepF,20612.6,35934.9,35367.3,23090.5,18634.1,28880.7,12579.1,17931.4,37383.4,23223.7,20389.8,29868.7,18223.6,15183.1,32092.1,31052.7,36406.5,30019.7,30373.2,21752.3,27886.6,30989.6,44771.0,38005.1,27968.3,22587.8,23225.6,17726.8,52296.4,69449.2,75119.0,48650.5,58412.0,37365.6,31083.0,44503.6,77537.2,76563.0,59220.5,31875.6,35368.1,32959.4,19197.4,29293.6,25933.2,25340.2,13662.9,16488.2,40448.2,15239.2,29310.1,29501.7,18989.7,19935.9,16776.3,32614.7
yhdF,4982.2,3319.1,3088.8,1191.6,949.0,1174.3,549.3,1818.8,1848.8,1951.7,1053.8,1347.2,1282.5,1123.5,2198.7,969.2,832.7,1298.3,1094.4,2154.7,676.9,1482.6,886.5,1109.5,1160.0,1209.3,3300.3,641.4,1079.9,2757.2,832.9,58.6,873.1,713.1,591.2,897.1,3019.6,906.8,1034.0,1480.5,848.6,1704.8,5865.4,3799.0,5227.6,1835.7,1622.4,1465.2,5305.3,5558.7,4030.4,3507.1,2221.4,1470.9,1718.7,1624.6
forC2,872.7,320.8,289.8,769.5,1037.1,792.5,940.0,887.9,409.8,390.2,499.3,685.4,985.6,1287.0,655.5,495.2,1003.8,635.4,315.1,201.2,311.0,615.6,423.4,1081.7,643.3,471.0,181.6,207.2,449.2,476.9,717.2,475.8,1890.1,2717.3,4846.1,449.2,475.4,553.8,1089.7,2452.0,3441.1,5510.2,468.8,575.6,746.8,613.1,388.5,237.5,434.4,218.9,753.7,544.9,546.6,263.0,256.3,226.9
tyrZ,21.1,9.8,12.3,0.0,4.1,0.0,0.0,5.9,12.0,29.4,123.8,4.6,0.0,0.0,245.0,348.4,183.8,106.9,120.8,102.3,377.4,238.3,371.5,109.8,98.4,94.0,131.7,350.3,30.8,10.3,0.0,0.0,0.0,0.0,5.7,25.1,0.0,14.1,2.0,0.0,0.0,0.0,53.3,308.7,190.8,332.2,195.9,245.6,0.0,100.9,312.8,234.9,188.5,61.2,179.3,348.4
conB,10.6,31.3,32.5,0.0,21.3,0.0,49.3,48.8,61.9,0.0,0.0,0.0,4.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,35.9,0.0,0.0,161.3,488.6,1087.3,774.9,0.0,0.0,60.7,104.6,425.8,637.3,594.1,0.0,11.3,0.0,0.0,0.0,5.7,0.0,0.0,0.0,16.9,3.1,11.3,0.0,0.0
yitU,18338.8,7447.6,5442.1,7864.0,7201.8,10154.6,5993.5,6245.9,11212.7,6428.9,8020.0,12183.9,7060.4,4835.7,1164.9,1569.1,1317.8,1628.7,3028.8,2443.1,744.4,1138.9,1012.9,1241.0,1077.9,2806.9,2383.1,1222.0,10695.0,8383.9,4902.1,9657.4,21995.5,16133.7,8445.2,10611.4,13013.7,12660.5,14200.2,22316.3,19236.1,8089.0,1884.9,1916.6,866.7,1499.9,2082.8,1359.3,609.0,1726.4,2011.9,1236.2,995.4,1176.4,1477.1,236.1
sppI,997.2,727.2,16.0,155.7,136.2,148.6,72.2,1066.3,54.4,1520.1,873.8,171.1,113.7,116.4,3089.6,449.9,496.8,535.1,911.4,1587.7,641.9,4106.2,306.4,348.7,599.0,762.0,986.7,1320.9,2137.8,55.4,33.0,0.0,103.6,144.1,120.2,2789.5,173.4,16.8,108.5,48.1,77.1,113.7,9787.6,921.1,1214.5,1613.4,2248.0,1706.4,1595.5,9675.8,1017.5,1592.4,1691.6,1550.6,1646.8,2368.3
sufB,79729.2,27530.6,35539.2,60331.1,57581.4,49983.6,50347.2,71642.7,37103.4,31015.0,25339.9,49167.7,41065.0,59237.8,54140.1,24111.3,21186.4,15065.5,14871.0,15260.9,11535.7,45941.2,26139.5,18225.8,16983.9,16519.6,13629.9,12220.7,62143.5,39864.2,50226.4,25324.8,40512.2,45712.8,88289.6,71714.8,47340.3,32423.6,35544.0,67319.7,65159.4,79586.2,27470.9,34181.1,32006.1,32205.4,22109.4,27102.3,40922.9,27486.5,28552.8,33058.6,26523.5,20542.3,21895.9,50559.8
yhdK,155.0,13.5,799.1,484.5,404.0,269.0,1289.2,4614.7,664.8,456.8,365.2,117.2,321.3,1056.3,1706.0,1039.3,1333.4,902.9,662.6,598.2,1127.4,1664.5,1245.4,1722.3,965.2,663.6,795.2,1313.8,756.7,0.0,606.1,792.0,533.6,650.1,278.4,1607.3,75.7,201.2,193.3,307.5,793.1,597.8,1811.5,921.7,638.3,978.6,2452.9,1470.0,130.5,1413.5,2704.6,1166.1,1254.9,974.1,501.5,2375.1
araE,689.7,1308.5,799.3,2139.5,2457.9,2234.2,2977.8,281.1,1671.1,476.4,1148.9,1328.0,2748.9,3713.1,479.9,808.8,441.3,454.3,515.3,721.9,727.6,396.6,791.8,857.4,598.0,516.2,663.3,849.6,523.5,2018.4,3685.0,2562.9,5090.8,5038.2,4429.7,1008.8,2759.8,3810.8,4279.3,3479.2,4110.0,5372.1,565.6,224.5,331.3,420.3,629.9,653.5,123.0,415.0,535.0,480.4,452.2,996.9,636.5,284.8
minD,19587.7,22152.1,33978.5,14119.9,8103.8,27791.0,5093.7,16566.0,28577.8,10710.7,7493.9,28812.0,12160.7,8346.5,6545.8,8205.8,9816.3,5030.9,2690.6,1552.6,2620.4,5247.9,7685.3,7469.2,5917.6,4087.6,1489.2,2038.2,18780.5,36584.5,25164.0,16805.3,13669.6,10406.9,3727.9,38761.7,40849.6,23253.1,25214.7,11786.6,7348.6,4722.3,6597.6,8264.3,4209.4,2292.0,1688.4,1204.2,706.0,6580.5,9724.1,3253.5,1948.4,1173.6,1044.9,2198.2
