,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
yngJ,601.6,1580.5,519.4,5547.2,4565.1,7493.6,4937.7,1378.7,2999.9,1361.3,4109.9,6487.6,5394.0,5814.3,43.3,151.3,775.9,21683.4,26595.7,29691.2,16114.5,46.4,84.9,248.7,5392.6,16649.0,30268.9,16283.9,448.2,455.9,1805.8,7923.8,69667.0,34759.4,39031.6,65.7,25.9,1932.0,16014.1,32608.1,57379.2,26979.4,111.5,112.6,9046.0,15744.3,20277.2,14652.4,32183.6,78.0,191.9,7885.6,15665.5,21737.1,15120.2,26568.3
rpsQ,214772.0,66795.8,41399.0,72197.8,73444.5,111375.9,30110.5,214761.9,142948.9,41213.2,41515.4,112704.2,54559.6,44790.3,39068.7,25907.8,18435.1,9658.7,9420.8,7393.8,6876.0,40600.0,22967.2,13320.6,12889.3,8751.1,6618.5,8082.2,217239.3,23528.6,41062.7,9102.6,39648.6,48975.0,89791.8,115598.6,40430.0,18716.6,21661.0,35352.8,48882.3,64116.1,34098.1,17180.8,16831.5,17160.9,3383.3,10509.2,14620.6,48149.2,10337.6,17772.7,13371.9,11412.3,11045.9,35085.4
yhdX,19237.7,195762.5,282839.9,64743.2,69451.3,63644.1,30719.4,19741.8,85469.7,34866.5,29955.3,50412.4,48149.5,59887.6,35305.5,183450.9,200725.8,178744.0,166786.4,178544.5,159348.5,60693.3,479809.6,828776.3,339399.7,116189.6,203476.8,117847.5,46258.1,347608.1,67537.8,63482.1,47963.1,31679.9,101346.0,11502.0,195462.2,53914.4,106953.3,19449.9,21932.0,80927.9,81668.3,180654.1,234443.7,195175.7,31733.8,140645.0,112663.3,54256.0,120142.7,167722.5,179065.0,113066.9,173399.0,150119.1
rplW,428689.5,308417.5,210612.3,314011.4,278067.5,446763.3,155555.6,494020.9,542438.8,151803.7,159598.6,436701.1,221146.7,228785.2,167006.8,116685.8,103274.9,52271.5,45387.7,32837.4,35896.0,166555.2,113093.5,71000.6,69594.8,40764.7,29187.8,37009.9,371394.4,116797.0,136691.7,61333.3,139180.2,128548.8,237779.7,139152.8,231070.1,81364.5,120401.9,75947.0,84803.2,198065.7,57903.2,30050.9,18364.3,26811.0,15226.9,20182.2,44345.2,77018.8,21334.4,31552.9,18782.8,18789.8,18056.0,40764.0
trnSL-Arg1,27213.0,54207.4,102297.7,189072.7,233408.6,284300.5,185164.2,28942.5,90572.7,26781.2,41412.3,298749.0,151387.9,292739.4,7128.8,20604.1,43647.8,33218.2,92665.8,58470.3,39710.9,6331.3,18280.9,29675.6,62143.7,39526.0,65826.9,53808.0,102460.2,324329.0,96908.7,90685.0,98523.1,84632.4,282857.3,102455.3,217361.2,75048.2,131079.8,45451.6,71976.0,304496.9,19687.3,43799.1,50785.5,29509.7,7412.8,64243.8,831533.6,15220.9,28760.2,53152.5,41785.5,31625.6,30761.7,172696.0
yojE,111.9,38.0,125.2,32.8,452.2,435.1,103.9,271.9,283.6,379.1,45.1,179.5,295.0,230.7,558.0,277.4,291.9,196.2,142.1,80.4,379.3,322.9,166.7,463.4,286.3,184.3,163.9,152.5,103.3,174.6,158.3,154.1,75.0,105.0,84.7,152.6,118.3,0.0,0.0,0.0,15.4,0.0,1424.0,982.8,394.3,433.7,319.6,87.6,0.0,1317.6,1179.7,602.9,405.5,429.0,198.9,447.8
qcrB,10068.9,54940.0,45192.0,46275.6,33497.3,83314.0,15897.8,10434.9,91220.6,22277.7,31587.9,79248.4,43002.0,20971.2,6379.1,12324.0,19141.6,21113.2,23255.9,16221.1,9082.4,8100.6,12629.8,24172.5,24498.4,24952.5,16747.4,9443.3,9721.6,38377.5,63648.5,22058.2,44030.6,35735.5,31937.7,23827.7,22868.1,27650.2,19473.2,22800.8,27555.8,26361.3,17961.6,48962.8,53778.6,37442.9,33237.9,21517.7,6345.0,16451.2,63411.5,43302.1,41847.1,48425.9,21099.4,11632.8
coaX,3601.9,1560.5,1218.1,2509.8,3252.0,1261.9,9276.6,4058.1,1230.2,592.5,781.1,1564.7,2014.1,5335.5,1148.0,657.4,692.0,183.8,356.4,668.2,729.5,1154.1,644.3,395.0,517.8,146.1,451.7,763.5,2357.4,1432.3,1723.8,722.6,568.8,384.2,2086.7,3030.9,1584.9,449.8,308.7,692.4,1729.3,5289.6,1426.4,212.8,241.2,236.2,219.2,363.3,3300.5,1946.0,116.7,118.1,157.4,255.7,835.7,1161.5
yqbI,5.8,17.5,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,19.2,33.7,0.0,38.6,24.4,92.5,90.0,24.9,48.0,26.3,0.0,13.7,0.0,92.6,41.3,0.0,47.0,8.6,538.4,314.5,158.7,71.3,0.0,19.1,0.0,14.8,131.6,141.7,92.6,18.6,0.0,6.7,6.5,170.7,1582.6,8.4,40.4,0.0,21.7,20.1,250.9,366.4
yxcD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.1,188.3,0.0,0.0,0.0,582.7,727.4,487.0,326.7,77.8,242.2,223.1,1012.6,844.8,717.4,107.8,191.6,132.7,298.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.7,450.0,0.0,34.9,197.7,173.6,139.9,1629.5,400.6,67.6,1.4,26.4,24.3,191.3
yvfU,64.1,23.1,56.3,112.0,249.7,87.6,150.1,44.0,94.0,498.8,169.3,79.4,57.3,54.3,766.5,1826.1,1391.2,1002.7,541.7,348.3,432.0,904.3,1741.8,1650.4,1182.6,528.8,388.2,297.7,791.7,153.6,2370.7,1633.6,520.9,210.8,824.0,772.9,417.3,791.8,965.9,319.2,303.4,206.2,866.1,1110.1,253.4,195.1,336.7,101.3,2091.7,599.2,1802.3,853.0,427.2,238.4,389.4,129.0
ntdA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,27.8,21.2,37.6,9.1,9.3,0.0,19.6,18.0,15.2,47.0,22.2,9.8,13.2,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.7,9.1,36.7,0.0,20.5,11.3,0.0,0.0,36.5,25.2,0.0,15.6,0.0,43.3,9.1
bacF,3639.8,70891.5,83852.2,18082.4,7225.5,38946.4,1940.7,2167.3,66484.1,31608.8,25256.5,38166.1,10632.1,2374.1,1985.1,8354.0,16037.7,8169.6,3397.1,1121.0,816.8,922.8,9728.2,11656.8,12660.3,5596.5,1021.3,768.0,11212.6,229097.3,93026.1,63785.1,31186.3,15613.5,2037.8,8935.0,137839.6,93931.5,75707.8,18059.8,7058.8,1775.2,518.2,10147.4,7973.7,5506.7,1996.7,514.2,218.3,625.4,13040.5,7820.0,2681.2,828.7,307.2,426.3
bstH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,421.8,639.2,987.0,814.2,557.4,265.9,299.6,631.1,1061.0,527.3,645.4,1080.9,383.4,139.1,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,134.7,292.4,131.1,22.0,92.8,0.0,372.2,38.9,174.8,103.4,13.0,186.5,35.5
aroB,8204.9,7198.4,12763.3,4069.8,4092.7,10873.6,2786.4,5209.5,22819.8,10994.8,6805.1,8868.7,3779.4,2175.5,6197.7,6006.7,5551.2,3542.0,2351.9,1513.4,3503.5,6104.7,7119.9,5077.6,4876.7,3613.5,3298.5,3563.1,10303.3,9977.9,10357.1,9887.1,4180.4,4348.0,1506.1,12925.5,10489.1,10540.9,9968.5,3822.9,2130.6,5924.7,3434.0,43259.2,19436.6,18900.6,7724.6,4138.6,2828.8,4035.9,48807.6,25955.9,11255.9,4721.3,2617.1,982.7
yusS,10.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.2,23.1,194.4,132.3,99.7,187.3,0.0,0.0,286.5,150.7,108.0,59.7,0.0,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.5,364.2,0.0,0.0,94.2,70.9,0.0,241.1,224.3,0.0,58.0,167.7,88.8,63.7
yfmO,1194.7,306.2,1455.3,980.5,491.9,716.0,337.4,2218.8,609.8,357.1,639.2,1036.1,641.5,773.9,317.5,160.3,94.3,16.2,28.4,69.8,16.1,403.7,241.2,160.9,65.1,35.6,102.7,35.8,1253.4,236.4,91.3,350.3,293.3,241.4,78.8,741.5,37.5,279.5,272.4,0.0,144.1,221.5,137.6,225.4,177.9,121.1,72.9,70.5,0.0,183.7,419.5,320.4,251.6,184.6,42.7,0.0
spo0E,7087.7,3585.3,10461.8,2644.3,3024.9,4101.1,6811.2,2520.8,4806.3,7755.7,3168.2,4830.6,3249.2,3150.8,14209.2,29451.5,24024.2,17060.9,10661.7,5159.8,2142.1,23209.5,41413.2,34393.8,24037.5,14266.5,10096.9,2210.9,4096.8,4070.1,2810.8,4175.5,4980.4,4852.0,1733.0,13728.5,3281.0,4255.0,2087.4,5174.1,4841.0,7299.1,19273.0,23333.5,24378.3,5119.5,4169.0,6692.9,528.0,27209.6,16205.4,17376.6,9914.9,6277.2,8593.1,3599.1
secY,138356.2,32668.6,45567.5,62708.2,63435.9,84927.3,49617.5,111864.4,84584.6,28611.0,25907.3,84964.5,54194.4,55884.4,33225.6,17732.0,14349.5,8196.2,8296.4,6853.0,6771.8,33537.3,16899.7,8506.5,10286.1,7602.4,6161.2,9716.6,104883.8,15704.2,33008.1,14236.5,25520.9,30247.6,66853.0,140333.7,31555.2,18056.7,17788.0,34487.2,39675.9,72953.9,27394.5,10272.9,7408.6,6816.4,17968.8,7953.7,17379.5,31916.0,13908.1,9651.7,8054.9,10094.7,7430.6,14768.3
trnD-Cys,747904.3,854505.4,1818902.1,1126360.3,1284544.7,1465903.7,1330620.9,734205.8,844922.4,430579.4,516524.8,1419829.8,890942.6,1874896.2,122135.4,81782.2,170706.9,141777.5,195941.0,171907.0,198002.1,126190.6,86330.5,128861.3,180853.3,99519.4,159769.0,182528.1,934402.0,2390256.5,798909.6,523585.6,651419.4,477916.2,978009.1,713782.5,1541506.7,555683.4,899673.8,263215.3,359252.1,2485810.8,151738.5,293849.0,266330.4,109862.6,26953.5,218825.4,2270637.4,144895.6,226199.7,196851.0,148514.5,116228.1,113287.8,1249663.9
yrzT,0.0,1573.7,0.0,0.0,0.0,0.0,0.0,127.0,100.5,84.8,0.0,0.0,0.0,0.0,326.9,2221.7,1686.2,1066.8,693.4,557.3,1250.0,327.4,1767.2,1880.8,889.1,787.6,335.1,998.6,13.0,95.1,0.0,0.0,55.6,57.7,0.0,61.4,0.0,0.0,66.9,55.4,29.5,0.0,464.4,271.4,117.6,417.8,457.2,890.8,789.6,177.8,144.9,78.1,213.9,91.9,237.2,279.4
phrE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,467.2,274.6,0.0,0.0,0.0,803.4,3639.8,3123.0,2046.6,1503.1,421.0,519.3,1848.9,4945.3,4122.8,4094.1,2750.8,570.5,455.6,62024.1,66258.8,106996.2,57202.8,81130.6,64980.1,33014.4,44811.2,80209.9,94424.0,127798.3,81900.5,51522.3,23834.1,3750.2,19443.5,11802.9,6640.5,3294.7,8442.6,2571.0,4881.5,8505.6,12755.5,8116.2,3006.1,5643.2,3700.0
dppA,14637.6,26694.9,41790.2,10712.3,5126.1,26618.0,5035.2,10611.0,25126.8,14155.0,22397.8,23008.6,9155.5,5096.0,7293.3,32840.8,44709.2,25568.5,16444.7,7738.7,8402.8,11304.4,37435.2,58118.3,42437.0,24560.0,7180.3,8092.0,11636.7,45207.4,44859.5,42364.3,17047.9,12555.8,4597.6,19143.6,59017.9,51620.6,39972.2,11393.0,7079.9,3332.8,19083.8,157766.6,124611.5,77206.3,47381.2,24159.9,5551.8,10842.5,220218.4,137710.5,64790.3,39685.1,15726.9,3047.1
sigV,156.4,0.0,54.2,257.9,479.8,118.5,284.5,56.4,137.2,136.7,31.9,111.1,233.2,0.0,52.7,36.7,27.7,0.0,71.7,47.6,0.0,8.7,2.6,0.0,0.0,1.0,55.0,10.5,0.0,28.0,185.6,100.9,68.2,31.7,310.0,274.4,24.3,16.6,0.0,13.5,195.8,496.5,17.8,0.0,0.0,36.7,0.0,56.6,0.0,32.0,4.5,12.7,50.2,11.4,140.5,0.0
yybD,0.0,0.0,0.0,0.0,29.9,0.0,0.0,0.0,86.2,72.2,0.0,24.9,93.8,0.0,446.8,131.2,311.0,379.4,314.4,110.6,53.8,155.7,413.3,0.0,181.2,225.5,282.7,207.1,0.0,0.0,205.6,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,0.0,8.9,0.0,328.9,266.7,57.4,99.9,99.8,25.6,0.0,79.2,161.3,130.8,84.2,0.0,80.3,109.8
ygaJ,319.2,459.0,683.5,211.3,418.0,367.8,154.1,693.5,383.4,387.0,370.0,720.7,357.8,576.5,589.9,1485.8,1135.7,540.0,620.1,807.7,883.8,1092.7,2363.8,2096.3,838.6,794.4,786.7,757.0,952.8,678.9,616.3,59.2,651.1,536.9,1222.0,1168.3,1113.6,861.7,100.5,648.8,922.7,1808.0,1055.1,4235.9,1152.0,1574.3,1652.9,1327.3,81.3,773.7,3654.9,1016.6,1401.5,2128.8,1198.3,719.3
yvoF,8683.5,7856.6,6833.9,5445.8,5356.3,6873.8,4087.8,7676.6,5579.9,6872.8,3591.4,7122.8,5382.3,5425.3,8707.7,6486.1,8099.2,7206.0,6775.8,16117.4,10390.9,7749.7,6710.4,10442.4,6672.1,7233.7,12160.1,14887.4,5702.5,8184.8,2801.1,7792.9,4161.1,2997.9,1671.8,16289.0,3720.1,4428.2,4984.7,2772.6,4008.5,1520.4,10547.0,12188.6,18294.5,23002.9,14804.2,17216.0,16242.0,6095.3,20004.4,19902.1,15825.5,20415.7,14043.3,18067.6
trnSL-Ser1,355133.8,826173.4,1218026.1,772508.9,789593.5,1211981.2,849834.8,480550.8,605230.4,1042299.5,816266.1,1178060.0,537432.9,1060378.1,2092670.8,2280634.0,4515187.2,2527584.3,5176270.0,2026143.3,2445448.1,2293260.7,2656245.8,3152732.7,4974392.9,1962119.7,2867078.3,2184713.0,34391832.6,57378880.7,23536025.0,13308950.6,22902366.3,14479787.0,12332107.8,24487570.4,38090737.2,15637066.2,23984915.7,7225515.3,13734717.8,36283696.2,8880013.3,13145338.2,11747724.0,5394897.9,920928.5,7773985.9,221457250.8,9850432.5,5245382.4,12373889.8,13069948.3,4075451.0,5108893.5,25180374.6
rrnA-23S,732.3,2545.1,3135.3,5120.3,8787.7,8562.7,7588.0,1838.1,3522.6,1785.2,1230.9,8213.4,4962.7,8842.4,173.7,641.5,1116.9,1249.9,3948.1,1364.7,2008.3,211.7,518.4,1946.0,1279.9,1439.3,1189.0,2186.6,4060.0,19972.6,10631.8,1949.7,13470.9,3298.5,7848.5,1772.3,5068.2,2152.8,1719.3,371.4,1198.9,6765.7,1444.0,1376.3,2508.5,1220.2,245.0,1875.0,17049.2,450.7,1456.2,495.5,1051.5,1922.0,1248.2,53395.7
trnY-Phe,134287.6,284011.4,366413.7,333938.5,136126.1,517232.3,81720.7,140859.3,235085.1,114781.0,166501.5,500300.7,139791.2,100014.4,44663.5,35110.8,48221.9,34750.6,32195.0,40075.3,90410.6,56418.0,39060.5,71238.2,61197.3,27367.2,28539.0,79556.8,162182.5,393597.9,212635.7,139511.0,156280.6,114864.4,116149.1,129158.9,325855.1,135111.8,203002.7,59243.2,73159.3,222605.5,20693.7,64855.0,56510.7,44265.9,13554.5,84188.5,308618.0,16896.8,58480.5,56166.1,46081.6,28028.4,42085.0,220360.4
"c-di-AMP riboswitch, ktrA",22.7,138.0,0.0,0.0,53.8,0.0,63.8,0.0,0.0,3186.3,1101.6,0.0,0.0,0.0,9207.1,4075.8,3715.8,2051.4,4181.6,4627.6,3031.4,9002.8,5458.1,4986.3,3567.7,3132.5,4140.4,3634.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.2,0.0,53.6,0.0,0.0,0.0,5600.4,5251.2,6972.0,2647.1,1297.0,5134.1,21439.6,7512.9,1903.1,2322.3,5218.7,5883.9,6868.0,4656.6
ywlG,34014.5,7085.9,31820.5,5909.7,4684.7,11623.8,3972.2,26020.7,9789.7,13300.3,7884.1,10258.8,6284.0,4039.8,15037.2,16122.0,10623.7,9580.0,8020.7,5209.0,5259.6,17935.3,20051.2,12666.1,8848.8,9038.3,5574.5,5899.2,61617.8,53548.8,15257.2,19114.8,7570.7,11671.8,3845.2,61522.7,25455.6,25141.7,21252.4,8468.1,6722.9,2712.9,20649.0,12435.6,8421.5,5588.4,7127.2,3760.8,7542.6,23365.0,10478.3,6890.7,6019.0,5160.4,4412.1,6670.5
yusU,4711.3,1707.6,1690.7,4629.1,5729.5,3742.2,5990.1,5020.0,1424.6,750.8,888.8,2349.2,5478.9,4419.6,658.7,407.1,295.8,337.2,537.7,332.6,97.7,358.1,735.8,403.6,153.0,522.6,449.9,357.6,68.0,0.0,354.1,0.0,0.0,0.0,0.0,303.7,138.9,0.0,0.0,24.7,162.8,0.0,977.8,826.7,2042.9,656.7,180.9,514.3,0.0,615.5,811.5,1208.1,166.0,260.1,756.6,1147.8
ylbG,695.2,1452.7,921.3,733.9,2766.6,1151.0,2635.8,2009.2,1492.4,578.0,527.9,596.3,1073.3,3744.1,901.3,2288.7,1800.0,1217.7,612.2,723.2,738.9,948.5,1553.0,1806.9,1600.2,1011.1,628.3,343.6,161.3,611.7,289.0,372.7,801.0,243.6,1808.9,830.1,414.1,800.1,299.1,537.2,447.3,4318.6,863.5,761.3,86.6,122.2,52.5,177.0,292.7,1003.8,545.7,135.6,207.3,30.4,163.6,52.6
xkdJ,0.0,0.0,324.2,0.0,0.0,0.0,0.0,127.8,0.0,53.9,139.7,0.0,0.0,0.0,463.2,472.3,756.5,890.5,877.2,186.7,27.8,558.3,435.6,873.2,629.4,684.5,459.3,114.4,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,179.2,1107.0,18.8,173.0,388.8,303.2,0.0,21.5,1283.5,347.3,247.4,281.6,61.7,0.0
yqgA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15430.4,11851.2,3271.6,1380.2,264.1,413.1,106.9,18303.8,5608.2,1658.2,1347.7,520.6,448.0,320.7
pksJ,6431.1,3349.4,5098.8,1295.0,562.0,2985.5,422.5,3694.3,4397.7,1813.7,2098.5,2737.3,830.5,444.6,2.8,2.4,5.0,4.8,3.5,0.6,2.2,0.1,4.0,2.4,20.2,6.4,0.6,1.8,4786.2,9412.8,9074.7,4596.9,2395.3,1212.8,226.1,7119.4,10279.1,8605.6,5484.2,1350.8,679.1,228.1,222.0,6178.4,9183.8,4446.6,3404.6,1169.8,273.4,224.1,9592.4,9486.6,4118.5,1887.5,1013.0,206.8
sspD,9909.6,9388.7,6175.3,153845.6,633432.3,12418.8,742834.8,7967.9,10392.6,2907.2,8502.1,12411.3,351701.2,1063694.2,25.1,310.5,134.8,50.5,613.5,63108.5,51016.5,143.4,506.4,139.8,130.8,400.4,24220.5,57906.4,11278.4,4588.1,3158.3,16930.8,7639.6,6491.6,1382821.5,605.7,1085.3,1427.0,1362.3,928.8,56715.2,1456261.3,137.4,82.7,6.4,10388.7,53490.7,96909.2,131136.8,158.5,39.2,144.8,19773.6,84767.5,154784.4,190661.6
ynzK,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.6,0.0,0.0,0.0,0.0,0.0,3.6,4.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0
desR,7087.5,3288.0,2741.6,2252.2,4680.9,3701.7,3693.6,3604.7,3639.8,1508.0,1424.1,2528.0,5159.0,5529.3,727.1,732.8,712.9,891.7,758.5,447.8,582.0,788.3,1026.1,1564.8,1008.7,751.0,765.3,399.1,14566.6,8510.0,21324.4,6342.6,5664.9,5172.8,7017.6,8429.4,10369.7,10788.0,11124.6,1930.7,2184.6,5130.2,927.2,587.9,272.3,179.7,191.5,243.9,316.5,1013.1,794.2,590.3,573.9,232.2,523.5,384.5
znuC,5711.4,1347.3,1970.1,1608.7,1968.3,1097.5,2130.1,5397.2,1188.1,890.7,521.6,1129.9,1496.2,1794.4,758.3,422.9,220.1,122.2,83.6,184.3,52.6,598.2,442.4,349.8,307.6,142.3,422.8,210.6,2699.8,1371.3,1064.6,0.0,1184.6,557.9,2854.5,1941.5,1509.5,461.3,153.3,510.2,1425.4,1876.2,487.7,157.9,16.1,56.0,48.2,78.0,71.5,439.5,131.0,34.4,86.7,3.5,265.6,226.0
ydzQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,97.0,65.1,0.0,8.7,18.7,384.0,0.0,143.0,0.0,0.0,28.5,0.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0
levD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,320.8,109.2,315.3,197.6,235.7,88.0,229.2,241.9,273.5,73.0,184.1,332.8,186.5,90.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,464.4,111.4,297.1,507.6,358.9,105.8,0.0,446.0,134.5,123.0,18.9,223.4,194.4,156.0
yoaF,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.9,78.1,0.0,0.0,0.0,1040.5,903.3,506.3,452.8,595.0,580.6,450.3,1347.4,1341.4,301.2,140.3,680.5,605.8,330.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724.6,1641.4,918.8,236.4,123.8,236.6,1216.2,4213.4,503.2,448.2,338.1,40.6,192.9,176.0
yqbD,3.3,0.0,0.0,0.0,31.9,7.5,0.0,0.0,0.0,12.8,0.0,17.3,0.0,20.0,119.2,263.0,57.6,68.8,56.0,13.7,16.0,195.9,384.3,188.5,67.5,55.9,25.1,17.9,31.2,46.5,43.6,47.9,153.6,207.0,58.6,59.4,0.0,18.5,141.6,291.0,64.8,199.5,69.3,97.0,0.0,13.4,3.5,0.0,0.0,0.0,60.8,0.0,51.9,0.0,2.6,0.0
aimA,46584.0,22123.6,37048.9,8650.3,5534.4,16522.5,5184.9,22959.2,23148.0,12015.6,10472.9,17292.9,7482.1,8730.3,4009.8,1338.1,1172.1,687.9,310.1,348.3,411.0,3622.8,1529.8,920.3,1083.0,506.0,361.6,413.1,26512.6,21973.8,18055.7,16511.5,7762.7,4548.8,1551.2,28204.5,18588.7,20902.9,18942.9,2020.7,1465.2,2634.1,9674.0,2293.7,2021.8,1246.2,738.7,183.7,1000.1,9135.8,4297.2,2234.3,1175.8,383.4,225.0,291.6
ywnB,36.9,6.1,28.9,0.0,28.6,0.0,0.0,29.8,0.0,57.2,154.2,19.6,5.1,5.7,471.1,518.0,343.1,208.5,155.5,102.5,73.5,431.0,475.3,474.9,246.2,239.7,68.7,81.5,210.6,545.8,251.9,49.1,215.2,730.9,304.2,437.7,183.3,389.2,433.0,707.5,474.0,0.0,235.7,168.9,134.3,166.1,86.4,106.6,1236.3,453.8,81.7,64.4,192.2,77.7,113.1,0.0
prpE,1269.1,0.0,323.9,1714.6,1862.2,1131.9,1837.3,282.1,559.2,277.9,392.2,659.1,1677.0,2441.5,135.6,121.3,316.9,289.7,352.9,1095.0,695.5,161.2,239.9,190.4,162.6,277.7,850.1,840.5,150.6,1000.0,437.0,154.2,313.5,943.1,1945.7,667.1,0.0,442.8,295.3,1746.7,1173.7,1354.8,176.3,150.7,88.6,65.5,520.8,544.8,736.0,395.7,278.6,17.1,134.2,582.3,410.6,110.8
araQ,13.5,0.0,459.2,278.1,359.8,524.6,428.5,231.8,289.8,170.5,41.3,380.9,624.1,451.6,5.6,112.8,377.1,261.7,357.7,200.0,171.0,18.9,47.8,95.3,466.9,355.0,188.7,298.7,223.1,2484.6,987.1,1912.3,1722.6,2021.7,4349.5,1213.1,873.8,1520.2,870.3,2254.2,4855.9,4892.0,32.2,101.8,177.4,67.5,327.0,201.1,353.0,17.1,154.1,63.4,36.0,158.1,211.1,334.3
ganR,0.0,0.0,116.4,0.0,2.8,0.0,0.0,0.0,0.0,157.3,53.6,0.0,0.0,0.0,746.5,584.3,390.1,284.9,159.2,124.1,62.6,749.8,729.1,463.9,369.5,231.8,84.6,38.7,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,157.9,131.7,92.9,26.9,48.5,35.5,0.0,376.9,84.1,86.1,7.8,0.0,115.0,76.0
sacY,0.0,0.0,15.7,0.0,0.0,4.3,0.0,0.0,105.9,136.6,57.2,0.0,0.0,0.0,567.6,486.4,229.7,237.3,116.3,79.0,155.4,601.2,475.4,605.3,343.7,136.3,77.6,89.1,0.0,0.0,0.0,0.0,17.3,0.0,0.0,4.5,13.8,0.0,0.0,3.8,4.3,0.0,15.4,162.9,23.6,232.2,35.0,44.6,0.0,49.2,50.8,13.6,12.4,53.4,29.1,36.8
yneA,84.2,64.7,149.2,144.0,79.1,234.7,327.3,28.7,559.3,6.4,96.1,419.7,317.2,81.2,177.0,407.0,431.7,202.8,116.8,5.9,29.3,120.0,789.0,625.4,46.1,89.7,113.9,10.6,0.0,0.0,0.0,86.0,0.0,0.0,0.0,1.8,0.0,0.0,47.9,0.0,0.0,0.0,92.2,100.3,28.7,0.0,10.6,0.0,0.0,122.6,87.7,46.7,3.1,0.0,0.0,0.0
tatAY,114259.8,146650.8,69951.0,50494.3,48332.9,52983.4,39398.5,86652.7,184073.2,38462.2,54814.1,59488.8,41422.7,27051.7,10678.1,28786.9,25348.1,23653.1,23531.4,17251.7,14526.3,15436.6,29613.4,50587.7,30584.6,25048.0,20474.3,10602.7,143199.3,78447.8,295885.2,220904.4,287641.9,181895.1,44882.6,94162.3,181427.2,200603.8,287867.8,161693.7,162153.1,35655.8,11691.1,14817.4,18755.7,7725.3,9564.0,7739.5,5163.8,12234.4,22531.6,16617.9,15115.7,13561.7,8654.5,3360.0
