,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
yceG,13567.5,1087.7,4169.5,719.0,559.3,3499.9,1785.9,2026.7,862.1,1537.9,3035.0,1262.2,642.0,325.3,187.2,3093.8,1461.9,570.1,470.0,374.5,13787.2,1215.1,1645.7,1605.9,485.0,20665.5,3559.6,1662.1,885.7,587.0,3286.9,1323.6,547.7,468.2,322.8,3540.7,1239.7,518.8,318.0,182.2
cah,23383.7,9898.5,10743.6,3886.0,3787.3,11639.9,9410.8,5837.0,3170.1,4466.9,2687.1,1224.5,463.8,416.3,560.1,3332.8,2288.7,683.7,523.7,353.7,17406.6,12112.0,3276.6,7159.1,5744.0,24976.8,12629.6,8018.5,6719.4,2451.0,1265.7,508.2,3257.2,934.9,799.1,1719.1,725.6,2378.5,848.1,892.1
yjkB,0.0,0.0,0.0,0.0,0.0,0.0,30.1,138.8,277.9,0.0,520.7,569.0,365.4,329.1,132.7,391.8,350.3,596.9,621.3,275.7,246.5,294.6,113.0,189.4,368.9,152.1,904.7,174.6,395.2,64.1,412.4,649.8,180.3,222.2,259.8,445.4,1001.1,223.5,1.7,402.4
yvdR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,920.7,0.0,295.6,239.7,45.1,122.3,123.4,674.1,251.4,315.1,169.6,20.8,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,26.0,0.0,358.7,352.5,1708.9,296.1,594.6,103.9,729.7,1671.4,458.6,849.1
tuaG,201.2,1081.2,0.0,719.7,666.6,0.0,38.3,437.3,706.8,735.7,683.8,680.6,597.6,2472.7,3023.6,412.9,815.4,575.4,1386.0,2633.0,162.4,0.0,484.0,998.0,549.5,26.0,35.9,0.0,431.3,1081.3,45.0,207.3,684.2,1287.2,2468.8,146.3,372.4,861.3,1625.5,2453.8
tuaF,224.0,66.4,7.5,446.0,523.0,0.0,128.0,253.5,729.4,285.6,636.5,577.8,590.7,2213.1,2507.1,317.8,439.8,538.3,1099.1,2156.3,0.0,0.0,0.0,0.0,4021.1,118.2,0.0,476.0,393.3,4532.2,84.3,163.8,980.5,949.0,1096.9,101.7,120.3,1022.8,976.0,1225.1
yybM,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.2,614.2,186.7,174.3,28.0,374.3,533.8,25.1,55.1,0.0
yeaA,158.7,939.9,321.6,0.0,0.0,237.5,0.0,702.1,656.3,0.0,1544.9,281.8,327.4,4151.4,8200.1,3365.7,204.2,51.3,1440.1,6238.7,258.6,31.4,1304.5,1077.9,8.3,0.0,0.0,120.0,27.1,160.3,11639.7,589.5,1047.9,2650.2,5505.9,12955.2,389.1,1630.8,3834.5,4699.7
ysnF,3.6,0.0,0.0,0.0,0.0,9.2,0.0,56.1,3.8,14.9,107.3,201.5,115.3,287.4,521.7,223.4,245.7,275.3,273.5,284.8,0.0,0.0,314.0,326.5,0.0,0.0,0.0,12.2,0.0,0.0,4827.2,654.1,4756.8,684.1,395.4,4949.6,283.1,2342.7,824.6,538.3
divIC,8492.3,12620.4,10416.1,10301.4,9548.3,5594.5,27286.1,7005.5,10259.4,19094.7,9541.8,21430.0,31039.6,35191.7,31034.7,11008.9,22215.2,33356.1,32781.5,31873.5,5841.7,1983.1,6645.3,4328.7,18760.3,4758.0,3515.6,4536.1,8869.8,15108.0,9055.1,10499.3,12839.0,10701.1,5073.8,7412.3,8808.1,12191.1,13896.8,5544.9
fliQ,3616.7,0.0,2069.0,538.9,634.5,2475.7,527.5,584.4,490.1,604.0,1667.1,1424.6,1104.2,437.1,318.0,2009.6,1396.0,1443.2,799.7,340.0,2718.6,9498.4,3009.3,890.4,543.4,11119.9,4902.5,3826.5,1819.9,1348.2,111.0,707.2,299.4,278.8,191.0,218.5,217.2,594.4,242.1,252.0
pel,3671.2,9240.0,2991.8,4555.7,3655.1,2385.1,1909.8,17266.7,10723.8,2831.9,39250.9,47069.1,56553.0,32785.7,22049.1,38287.0,64324.8,66422.4,43711.0,29581.9,2658.4,1124.8,3039.1,9937.9,2225.6,2427.4,1617.7,4531.0,2492.3,1926.9,41147.1,114857.9,98353.9,105872.9,46625.4,21142.6,117224.3,122610.3,64983.2,39817.3
cotO,1710.0,9721.5,4318.3,20866.1,31138.2,3475.2,3920.0,2517.2,13349.9,11358.2,103.0,475.0,3207.2,67582.3,84215.9,157.4,160.6,401.5,16823.5,71881.5,3791.7,670.0,11480.2,17888.1,18526.4,401.4,848.5,8210.1,7583.1,23595.3,68.9,442.8,38225.2,81467.0,88737.6,334.3,328.1,36577.1,102046.4,103540.7
phoD,81.4,535.5,229.8,159.4,298.2,119.1,95.9,77.0,57.1,178.5,89.1,114.2,96.6,133.1,65.2,67.1,162.9,117.1,87.4,128.1,58.3,25.0,172.4,23.1,148.4,45.0,85.7,0.0,53.0,69.7,5.3,18.4,66.6,101.9,90.1,61.2,67.1,104.9,65.3,22.9
yfjE,0.0,0.0,447.0,0.0,0.0,973.9,0.0,674.3,27.7,0.0,1299.5,1132.4,1152.4,1079.2,1633.0,738.0,785.8,1187.7,1223.6,1540.9,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.3,0.0,731.0,3452.8,2624.6,2178.9,1978.2,703.5,3677.6,3218.4,1853.9,852.8
yfiI,0.0,0.0,476.0,0.0,1.1,3.4,0.0,152.6,378.5,0.0,0.0,0.0,0.0,1.4,1.9,0.0,1.4,0.0,0.0,0.0,0.0,0.0,112.0,679.1,0.0,0.0,0.0,158.6,0.0,0.0,510.4,935.4,2070.5,1123.4,2322.6,240.7,834.2,1606.5,1915.5,1121.3
serA,26901.1,43088.3,73546.6,19240.6,17936.8,16911.3,42010.4,19830.8,15752.2,27902.4,9439.0,11537.9,9692.2,5906.5,5175.8,12177.4,16118.4,11506.7,8712.8,5596.9,24010.1,15927.6,16850.1,22398.1,12406.3,36595.9,16199.1,30330.8,33902.0,19897.1,8085.7,28561.5,5705.1,5547.0,2566.2,7902.0,25943.9,7728.5,2207.3,2182.3
yrrN,4499.4,2398.6,1467.0,1658.2,942.1,6595.0,2068.6,893.1,1071.3,1739.1,1687.1,360.1,965.0,1027.7,1053.4,1661.6,583.1,987.3,775.2,1025.1,1537.1,1628.5,665.9,909.5,1996.3,1961.4,1430.8,880.3,769.1,738.1,730.1,685.7,1016.3,1036.7,532.8,890.7,1217.5,617.0,557.8,879.8
spoIIR,512.4,555.6,1019.5,1124.9,578.8,370.9,1589.3,627.0,1192.1,1262.1,99.2,97.9,878.4,2940.1,1196.1,128.3,89.0,37.2,1982.5,1803.3,48.5,1197.2,1071.8,535.2,2160.6,315.4,1936.1,977.2,1426.3,1779.3,810.2,493.3,5294.0,6282.8,3241.0,725.8,45.5,10291.6,5567.9,4447.9
ptpZ,2102.8,2419.1,1307.9,542.2,386.3,577.5,1171.7,431.4,348.6,758.8,409.4,390.3,173.1,251.4,140.6,333.8,433.1,251.3,295.2,216.5,254.3,66.1,0.0,0.0,53.1,164.2,53.1,102.2,0.0,94.2,66.7,260.6,62.9,10.2,64.5,115.2,101.6,61.3,3.1,23.9
forC1,519.2,98.7,422.8,1334.2,1503.0,558.4,508.1,179.6,399.8,1088.5,68.0,27.0,55.0,247.2,434.5,132.0,20.2,36.5,83.8,408.2,129.4,130.8,203.6,319.5,504.5,146.2,105.1,206.3,110.5,816.6,3240.5,375.1,2577.9,473.5,598.3,2850.1,177.2,1293.5,1015.7,917.0
ykzC,435.9,376.6,841.9,282.1,397.1,246.4,371.6,821.2,707.7,243.4,3389.6,4687.8,3646.2,1793.8,3374.9,2853.0,4823.1,3683.5,2708.7,2879.7,3600.9,2565.7,2257.8,711.6,936.4,3864.0,1285.3,1840.1,1934.6,1622.5,10326.4,3330.5,5701.3,5227.7,2881.4,9850.7,4346.4,3812.4,2840.7,2264.8
yqjQ,0.0,55.5,316.5,0.0,42.3,0.0,121.7,345.0,1075.4,86.3,1371.6,1120.9,906.8,1470.0,2120.7,1214.1,899.1,910.3,840.5,1619.1,675.6,109.4,70.1,983.4,0.0,0.0,0.0,0.0,790.5,0.0,1313.0,1640.0,736.5,1173.6,817.6,1557.9,2074.3,1058.8,1067.3,590.1
rpmE,116236.8,114870.1,110476.3,193235.2,231858.6,136628.8,156396.3,65714.2,61132.1,204965.5,81585.5,41132.9,55118.6,39771.8,32776.5,70853.4,31338.5,43181.1,41213.7,25690.1,105619.4,144688.9,107655.9,60552.3,90207.2,61754.9,128031.8,85965.7,100041.8,65080.4,38913.1,37613.8,26681.2,33359.5,8536.5,36493.5,20091.8,38567.8,32635.8,16024.3
pucR,652.3,496.4,582.9,390.5,332.7,411.7,501.7,377.3,164.1,383.8,250.8,262.3,286.6,197.8,179.0,303.5,342.9,259.4,269.1,222.6,1321.3,593.4,115.4,323.6,385.6,2010.2,1064.8,344.3,548.2,950.6,505.5,268.3,79.8,203.7,189.0,380.8,156.5,76.0,110.6,83.3
argF,5537.3,22732.0,40734.8,20256.2,31789.0,4541.6,22387.6,22334.1,23458.2,22372.9,115.6,15461.4,13514.6,18596.9,8960.5,120.0,59988.2,7993.6,8160.8,12410.1,902.5,4054.1,9120.0,38093.6,8052.4,1341.6,5012.8,9000.9,52841.3,20807.9,6190.2,177172.8,33483.5,34571.7,41795.4,73.2,44053.3,23929.6,31366.3,25892.1
bhlA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrR,7858.1,11623.9,16507.7,7820.6,7628.9,10764.0,13713.7,4553.8,4903.8,14235.8,1575.3,1552.4,1742.6,1747.4,946.9,1504.3,1374.2,1363.4,1876.0,1022.7,6388.9,6660.1,6157.5,2713.9,4085.9,5735.8,8942.5,8569.7,5004.5,4204.8,459.4,2266.1,1230.8,573.0,459.6,443.7,2335.0,369.0,878.4,538.3
ytjA,2410.8,578.1,7408.4,1741.7,1733.0,1535.6,2560.8,746.4,317.8,1067.0,1338.5,1736.0,802.9,968.9,490.5,1268.7,1959.6,2713.6,957.2,810.0,689.5,2090.3,360.8,833.5,1790.1,4682.0,645.9,1381.4,4539.4,2060.7,1706.7,943.9,3236.1,1239.4,357.3,1247.4,594.2,1253.2,727.0,499.1
yumC,22952.6,7538.3,11169.3,14297.6,16350.2,17221.1,11777.1,9826.8,7586.0,11280.1,12063.5,7388.4,7447.5,5132.4,5852.9,11319.4,9755.7,8243.9,5953.4,7694.8,41644.6,30744.1,26995.7,10274.0,16311.4,46412.7,39206.4,25225.3,21156.2,15278.7,18047.5,8395.8,5572.9,4083.2,3139.7,17768.8,10096.1,5742.7,2618.8,2609.8
nagB,45.0,57.5,0.0,0.0,15.5,0.0,0.0,827.8,594.6,0.0,2693.5,1803.0,1676.8,1152.6,1148.4,3066.9,2968.5,1092.0,901.2,985.0,0.0,87.8,17.8,0.0,10.3,0.0,0.0,0.0,0.0,0.0,2828.3,2500.9,1899.1,468.4,1010.2,2939.4,2446.4,753.7,843.1,851.5
yjhA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.9,0.0,3.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.3,1397.1,297.1,455.7,75.0,1601.5,831.4,269.4,112.0,32.3
spoIIP,125.2,2023.8,534.7,10301.7,8619.6,348.8,18922.0,5038.3,7983.8,11393.4,36.4,23.0,1346.2,9611.0,5189.5,23.7,34.2,73.1,4463.1,5851.2,183.4,369.4,634.0,4239.5,17050.0,399.5,568.7,2130.6,14144.5,12657.4,27.3,121.4,2118.5,4008.0,5302.2,52.2,221.2,2942.2,4087.0,5063.5
yomG,0.0,0.0,1.8,0.0,0.0,0.0,5.4,0.0,0.0,0.0,1.9,0.1,0.0,3.6,0.2,2.4,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.9,3.8,9.2,4.5,11.7,6.4,6.1,11.3,0.0
mntD,144.7,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,88.9,18.8,283.4,2449.7,4621.7,26.7,84.4,157.0,726.2,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,226.3,1315.0,2887.9,2226.0,1528.3,15.7,2068.1,2719.8,1584.6,3254.8
ywtG,1752.2,53.3,1556.9,961.1,1039.2,1470.1,381.6,241.2,431.2,490.7,92.6,63.4,43.6,74.5,326.0,373.4,76.0,176.9,101.0,246.3,337.9,1272.1,263.7,706.5,1724.4,164.9,858.3,43.9,672.2,2038.2,19128.9,1799.2,12279.5,1987.6,1531.7,17532.2,1792.7,7431.6,2454.0,1856.1
rqcH,1577.5,978.8,864.4,991.5,1377.1,1311.8,924.2,629.2,680.0,867.1,895.1,1016.7,1094.7,842.1,685.5,829.9,1058.5,893.8,775.3,653.7,1510.7,2498.1,1300.7,1193.7,1193.3,1838.6,1574.1,1150.7,2018.2,1386.8,434.1,667.4,416.3,731.0,383.4,639.5,522.7,615.1,766.9,463.7
mhqD,29.6,0.0,35.9,0.0,25.7,560.8,0.0,384.8,77.2,22.3,1198.4,1099.2,1615.7,1781.2,2265.2,1568.8,1498.0,1005.8,1184.6,2057.9,398.7,0.0,39.2,0.0,167.7,359.6,2593.2,702.7,1204.8,749.7,573.6,766.5,1355.3,1164.1,1960.7,1110.2,398.6,1143.7,1633.4,1927.2
spoVAEB,870.5,3029.3,474.6,11549.7,33935.7,84.5,262.4,206.4,3591.1,505.5,5.0,158.9,375.0,304.0,350.8,55.6,123.5,362.5,290.4,312.8,89.7,0.0,984.1,0.0,877.7,189.1,0.0,1911.7,1660.4,3650.4,221.2,17.8,798.5,9848.7,22858.9,77.0,343.0,1494.9,10251.6,28651.5
nifS,995.7,3036.3,5519.4,2972.1,2096.6,537.8,5897.1,2376.9,2616.1,3470.4,1793.4,1895.2,1255.5,1365.2,2420.5,1772.0,2757.8,1320.2,1026.8,2931.0,1031.8,9486.0,4195.2,5927.1,4102.5,1107.1,14095.3,8803.2,8115.7,5136.5,377.8,3800.3,2335.6,2187.7,1959.6,383.3,4238.9,2256.7,1679.5,1054.4
yndE,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,29.5,15.9,45.4,114.0,86.7,7.7,2.1,15.4,45.7,62.9,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,8.0,89.1,279.0,6.7,0.0,25.4,344.2,92.0
yngHB,360.5,726.9,0.0,3465.1,6062.6,662.0,11021.4,2878.1,8084.4,6786.7,0.0,80.0,372.8,7651.8,12742.0,0.0,56.8,94.9,2351.1,6685.4,0.0,0.0,467.0,1850.3,30865.2,0.0,0.0,1255.4,13343.8,20639.1,0.0,102.5,3539.2,3282.5,6255.8,0.0,0.0,1998.5,6359.7,6562.4
cadA,10698.0,1669.6,5739.3,573.3,1324.4,7646.5,1161.1,3531.1,2038.5,670.6,7425.6,3037.3,1324.3,720.7,767.7,10624.5,3976.0,2580.1,1221.4,1058.1,2682.2,1746.2,682.9,504.1,465.5,3866.8,890.1,418.5,379.1,986.4,11856.5,931.1,929.8,1287.9,2449.0,14457.1,920.2,875.0,1226.7,2064.2
ganA,222.6,507.7,107.3,0.0,6.1,94.4,0.0,271.9,345.0,0.0,460.4,797.1,737.3,918.8,1458.0,427.4,703.2,716.4,729.1,1295.8,10.5,0.0,380.3,64.6,25.4,0.0,0.0,183.3,525.7,48.0,627.7,742.0,1660.7,1966.4,3471.5,344.5,1112.1,1744.7,2816.0,3649.0
yhcD,0.0,0.0,29.7,322.5,204.6,15.8,0.0,3.5,19.9,34.5,30.5,45.6,27.7,9.0,26.1,22.4,28.3,17.8,10.2,19.9,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,61.5,0.0,8.0,0.0,60.2,147.6,45.0,9.9,0.0,101.2,117.2
ribD,13849.2,9222.6,12190.7,14169.0,12587.8,12306.6,18237.9,11728.9,8204.0,18405.3,9289.3,4038.7,2400.7,2318.2,2977.2,7274.1,4980.1,2916.9,2348.4,2705.4,23453.3,25216.5,9754.8,10772.1,12959.3,19360.6,28557.5,16743.0,18375.3,10776.2,5912.1,1298.3,1642.5,3188.5,3423.3,5464.4,1599.2,1697.1,1305.8,2851.0
artP,17087.8,4392.3,6323.7,1496.9,1756.1,10861.3,3575.2,4638.7,3995.7,1965.7,6316.5,34764.1,30661.6,15108.4,8301.3,18056.6,43147.6,28595.6,20237.9,9734.3,3669.3,611.8,5146.0,3590.5,1409.7,7900.2,1245.7,2164.9,2536.0,4526.5,70172.8,24330.3,5293.7,8146.8,5136.1,73827.4,14929.1,5659.8,3577.0,3209.3
dnaK,314803.4,42992.6,47738.3,86167.7,37618.9,275993.4,69558.6,38424.2,60573.3,118872.6,31397.5,15464.1,18763.6,14034.3,14515.3,35603.9,15292.8,13621.9,14412.2,17544.3,354937.5,168658.7,74416.4,50770.4,90872.1,318389.4,233210.4,87074.6,84040.1,59747.5,69895.6,23690.9,32790.6,25442.0,22007.4,55642.4,33575.1,36542.8,25912.6,21716.2
epsA,4860.7,1803.5,1607.6,671.9,500.7,4049.4,2881.6,1462.9,1195.5,930.4,2200.8,914.0,356.7,1579.4,4301.0,3023.2,890.3,552.4,344.0,2491.0,4681.7,2966.9,3399.2,5527.9,2767.8,7409.5,4446.0,6541.0,2451.2,1617.5,2823.1,652.9,2026.1,1712.4,658.9,1983.9,1023.8,1999.2,1906.0,1093.7
mdtR,1746.8,2137.6,40.1,299.3,193.1,650.6,569.3,1375.1,673.2,249.4,1607.4,704.3,398.5,175.1,260.3,2742.1,407.6,382.9,307.0,117.6,118.3,461.0,850.0,8.9,0.0,66.7,0.0,0.0,0.0,163.1,799.3,568.9,975.9,1044.2,1110.9,684.6,470.8,168.7,748.4,671.1
tboTA,0.0,0.0,23.9,0.0,30.5,0.0,0.0,619.0,1550.6,52.6,1445.0,1914.6,1101.4,545.7,750.0,896.2,1217.7,1048.6,861.6,512.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.5,2637.8,25.2,74.7,24.3,243.6,698.0,92.7,120.2,46.1
yqbN/2,0.0,28.2,0.0,21.7,6.6,16.8,0.0,0.0,0.0,0.0,0.0,5.9,16.8,295.6,455.7,15.7,67.5,142.6,122.3,373.6,1097.0,2478.2,3333.2,2624.7,2245.0,730.4,3698.5,2898.4,1885.7,2298.6,0.0,0.0,0.0,83.9,50.1,0.0,0.0,0.0,0.0,107.4
ycxB,5.5,7.4,0.0,0.0,0.0,6.3,0.0,51.2,0.0,0.0,198.2,269.0,236.0,190.1,146.7,258.1,210.9,320.8,171.1,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7,245.2,86.2,155.7,196.7,286.8,160.5,115.8,66.9,284.1
conC,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,187.8,0.0,5.5,0.0
natB,0.0,0.0,0.0,0.0,4.9,0.0,0.0,245.5,37.3,0.0,283.2,149.5,67.6,141.8,250.2,285.6,427.8,203.3,81.9,232.2,86.1,53.5,0.0,0.0,0.0,0.0,7.5,7.9,0.0,6.4,234.3,297.4,79.5,125.6,333.8,270.8,152.8,109.1,26.5,192.9
yyzG,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.5,78.7,155.2,249.7,191.5,20.8,118.7,9.4,102.8,63.0,0.0,0.0,0.0,24.2,0.0,0.0,0.0,20.4,0.0,0.0,56.3,148.4,209.7,0.0,323.1,225.9,482.8,14.0,0.0,0.0
ykoA,59.3,0.0,47.4,0.0,47.6,59.8,0.0,94.1,0.0,196.2,313.5,326.3,307.0,295.0,241.7,479.7,247.8,386.5,347.2,276.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.6,214.9,89.1,28.1,157.6,263.5,546.1,140.0,163.2,379.7
ykoP,71.9,0.0,0.0,0.0,100.1,0.0,0.0,0.0,0.0,0.0,0.0,12.8,9.6,47.2,204.9,20.4,0.0,14.3,8.2,169.8,504.2,65.1,0.0,11.6,0.0,0.0,0.0,113.2,122.9,106.8,4.9,48.7,0.0,253.2,319.6,0.0,28.3,10.4,184.8,222.6
fabHB,10749.9,12221.6,22018.1,12627.3,7269.8,2752.1,20418.5,10679.9,8880.4,20497.4,6559.9,2443.9,8821.1,3576.5,1875.0,5720.6,903.9,4076.8,5013.2,2510.3,4790.5,1377.8,6399.2,5081.0,4310.4,16140.3,1003.7,4333.2,9430.1,2171.1,2227.9,555.7,3843.1,2458.7,1546.1,1375.0,688.3,4162.2,2874.6,1730.8
ynaB,0.0,116.6,0.0,33.3,0.0,0.0,0.0,55.0,30.7,56.4,107.2,67.7,193.5,124.5,160.4,42.5,260.7,34.7,148.7,124.3,1778.1,2233.3,664.5,782.3,1598.9,582.4,894.4,1658.0,2185.7,1061.3,223.8,393.8,322.2,230.9,122.8,453.5,92.0,81.8,80.0,26.8
gltC,1980.9,350.5,996.4,263.6,296.7,590.1,344.5,880.2,566.9,161.7,1539.4,2303.5,1872.9,1430.6,853.2,1552.9,2764.7,2227.6,1608.9,1022.6,206.3,257.1,332.0,77.3,414.1,912.7,108.5,340.6,194.1,54.3,453.6,1651.8,533.5,624.3,516.9,720.3,2554.2,762.1,321.4,262.2
yqeF,0.0,0.0,56.1,181.4,79.8,0.0,0.0,73.5,0.0,0.0,104.5,180.6,192.7,190.5,211.9,316.8,75.8,165.9,91.5,103.0,0.0,58.3,0.0,0.0,114.3,31.3,0.0,177.2,0.0,131.0,330.0,154.4,302.5,0.0,74.3,307.0,40.1,58.6,349.9,9.2
yrrK,193029.9,119245.1,154353.7,113129.0,93578.0,153349.3,103152.6,45090.9,63154.5,147307.2,11826.3,13265.1,13122.0,14169.5,12400.8,14012.4,21679.3,10594.7,12142.2,10803.7,302617.5,368319.9,204454.9,135605.2,147626.0,246856.1,328334.6,182025.4,160734.8,26892.7,16067.4,6331.2,10360.1,7865.6,9426.2,19265.5,6084.0,10860.4,7431.3,14862.0
yabA,17629.1,10907.2,13965.0,7138.3,4189.9,14322.8,9520.6,5022.1,4783.7,7581.4,5776.6,6198.6,4270.6,2575.8,1466.1,5126.5,7942.3,3814.5,3157.4,1852.4,19965.3,14586.2,13426.2,11037.3,7415.6,27055.7,19004.5,15752.0,10142.9,5913.9,5564.9,3559.3,1239.8,1084.5,774.5,4509.9,2768.8,1169.9,857.1,404.0
epeP,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,8.6,0.0,220.3,1267.1,456.1,359.4,92.5,566.6,1057.1,313.8,162.0,14.5
yojF,8000.6,5143.4,4351.5,7107.0,5300.6,12062.8,7215.0,2566.2,3231.7,6144.9,1073.6,1434.3,1054.8,579.1,751.0,1177.8,684.7,710.1,1439.7,793.0,29416.3,29989.9,12805.6,12416.2,8066.3,21562.3,40883.3,11023.3,14254.2,6131.3,2044.1,593.5,378.0,1035.5,251.4,1500.8,255.5,504.5,585.3,419.9
yqeZ,99220.2,10297.9,8841.1,10893.9,11084.3,41853.9,11439.3,7101.4,8044.3,13619.2,11070.1,4997.0,3301.5,5725.3,9072.7,13836.2,5138.1,4083.2,2865.6,6426.3,98575.5,4924.8,9976.0,6850.5,9212.1,110010.9,5781.2,6993.2,7282.2,10650.6,21425.2,9663.2,9778.3,10374.3,16327.5,14875.7,11525.6,9868.5,13689.2,19566.8
ackA,25755.5,3898.2,6763.4,11473.1,16440.9,16449.8,4696.5,3397.0,2784.3,5592.0,4363.2,1408.9,691.6,496.7,860.2,3528.6,1308.0,1042.1,526.0,869.9,5509.0,1587.8,1529.6,1961.4,1569.6,9802.8,2740.9,953.9,521.7,10595.3,4716.3,1367.6,299.6,1784.6,3673.6,6951.7,1173.6,529.6,2037.4,3409.2
fluC,421.7,5.5,364.0,0.0,128.9,0.0,0.0,273.0,0.4,185.2,503.0,388.7,252.5,288.2,302.0,441.0,344.0,589.5,295.8,188.5,0.0,143.4,277.8,0.0,4.0,75.3,0.0,7.3,127.1,87.5,480.5,1034.7,408.8,198.0,309.4,579.1,687.9,617.6,258.8,71.2
cimH,3555.9,581.8,144.0,0.0,42.7,1406.4,0.0,1331.9,484.9,36.0,4017.8,743.1,617.9,171.5,76.4,4616.5,1412.5,778.2,243.7,97.5,738.9,1142.8,368.1,0.0,51.1,2511.2,138.0,645.4,38.9,74.0,2824.3,5076.9,2607.6,1015.2,637.7,2475.5,6398.9,1823.7,495.9,512.8
yhfA,421.6,219.6,716.9,84.7,3047.9,279.9,19.9,28.9,269.8,158.0,9.8,89.4,92.5,57.0,63.1,18.6,43.1,125.0,63.5,51.4,236.8,80.1,215.8,1132.3,105.7,14.9,295.7,185.5,36.2,365.6,55.9,22.0,0.0,150.4,1847.0,18.2,52.1,77.1,45.3,3309.9
yoaM,123.8,1062.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,26.3,41.1,6.7,137.3,38.9,45.3,0.0,33.2,58.0,18.8,131.9,30.5,28.8,0.0,148.8,121.2,260.6,78.5,72.7,5.4,17.4,20.6,73.3,203.3,42.9,0.0,0.0,109.0,34.7
spxH,4398.0,1869.1,5525.7,2936.4,2025.8,2657.4,2688.7,1479.1,1060.3,2904.6,1180.8,1915.5,1803.7,843.9,781.1,1009.0,1580.5,1735.4,1329.8,716.2,9549.3,9928.0,3991.2,3132.5,3091.3,11905.1,13003.0,5905.2,5735.8,3247.8,3759.7,2743.3,1289.2,1065.8,1128.5,3465.8,2651.2,1524.1,804.3,961.2
bcrC,51768.1,11385.2,27806.4,7883.8,5309.2,29105.3,5481.2,5074.5,5915.1,8571.8,3016.0,6115.7,5847.8,2468.6,1609.0,2674.6,5532.6,6796.0,3672.6,1836.6,1532.3,230.4,1931.5,393.1,231.3,4610.3,823.9,606.5,249.4,1900.7,4774.9,2052.1,908.7,617.0,366.8,2920.9,1356.8,1273.5,749.6,915.8
xlyA,289.4,946.4,509.1,2598.7,1313.1,43.0,2702.0,650.1,1310.0,3757.8,149.1,442.9,817.5,863.5,1080.0,351.1,440.7,610.5,894.3,1186.4,750.9,1531.8,3634.2,4075.0,5902.9,459.7,3437.3,2181.8,2707.5,3718.9,42.5,1825.5,3291.0,848.2,543.7,159.9,1541.4,907.0,281.1,1162.3
