,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
yhcS,760.6,2154.3,2353.7,1256.7,488.7,218.2,573.3,1766.2,2856.6,1387.9,1638.3,7699.6,12833.7,8353.1,4183.8,1454.7,6201.9,12850.9,10512.4,5941.9,256.1,337.9,593.7,3393.4,383.0,329.5,184.5,436.1,728.2,817.3,452.7,5060.5,7464.2,3269.2,3956.3,225.4,6370.9,5904.8,4080.1,2148.9
epsO,10954.2,4763.2,8332.5,4147.1,2145.4,5781.4,10184.9,4956.1,4861.7,7629.7,558.6,381.1,99.8,217.2,599.8,592.4,235.0,210.6,119.2,513.3,42017.0,45631.0,88984.3,30329.4,26392.7,55904.1,66696.7,65938.0,40147.7,18821.1,750.1,190.2,399.4,317.4,242.6,410.2,327.9,650.1,752.3,32.5
yndG,117.1,275.5,134.8,71.3,82.5,50.7,87.8,305.5,253.2,170.9,487.0,269.4,562.2,548.5,266.3,459.3,427.3,701.1,468.3,321.6,0.0,0.0,0.0,0.0,57.8,16.5,0.0,0.0,31.9,55.0,472.1,481.8,258.9,366.2,225.9,520.9,690.7,457.4,222.1,183.7
yhzC,149228.6,103588.5,166645.8,86327.9,137478.2,70459.5,76294.0,61423.5,68226.6,89084.4,106645.4,539826.2,645567.0,577642.0,261818.8,264439.6,1619504.5,1583650.0,739655.5,459096.5,164626.2,181106.4,221052.6,247891.5,172963.8,207614.3,157571.6,253136.8,258522.6,87405.6,192132.8,772928.5,535470.9,711600.5,208654.9,153212.6,331042.4,545952.5,507186.9,399682.1
murE,4187.3,3479.0,3105.2,2925.6,2225.9,5256.6,5545.6,2592.3,2466.3,5141.6,1429.1,1274.8,3171.9,2525.7,1962.9,1114.9,773.9,1490.8,1988.2,2377.2,3334.0,9031.0,7417.7,8463.4,21090.3,3752.7,9176.8,6360.3,17268.4,18653.5,742.6,930.9,768.1,1118.7,1514.1,472.6,1595.4,1213.0,1472.1,801.2
yefB,7.7,0.0,0.0,0.0,0.0,3.7,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,16.6,0.0,0.0,12.1,0.0,0.0,3.1,14.4,0.0,0.0,0.0,13.5,11.5,0.0,96.4,0.0
yhjH,135.0,0.0,47.2,0.0,10.7,0.0,249.6,313.8,49.9,0.0,1778.0,1529.1,1259.5,983.3,859.4,1646.1,1412.4,1564.5,1723.0,790.6,104.3,249.3,177.2,213.1,130.9,32.8,208.6,176.2,352.6,130.5,258.7,484.8,131.1,0.0,149.4,534.3,443.9,224.8,88.6,151.2
trnD-Trp,617181.4,1218284.7,2272511.5,3014004.1,2390254.3,540129.7,2534415.9,520683.5,603354.7,4719029.7,153278.0,184380.0,439335.6,348161.3,753631.0,158863.8,217912.3,286743.6,550079.0,235975.4,1476490.2,4441493.9,1642401.1,804774.6,1185622.8,2094979.1,2251023.7,861459.0,1247531.2,408503.5,294030.7,1111745.4,559269.0,311041.9,81731.3,364893.6,455513.2,515315.7,500995.6,364974.3
fbaA,251342.7,143010.3,159979.5,98755.0,98005.1,157974.1,197201.3,100360.6,70354.6,128093.6,88580.2,70637.8,60760.0,32750.7,21133.4,70543.1,70368.5,56255.6,40862.0,23886.6,322317.0,284157.0,258498.3,156963.5,116805.0,316859.2,395467.7,288986.9,255016.9,48828.5,60565.7,48542.3,20145.6,22327.3,14618.9,62913.9,45600.6,19104.2,15224.6,11808.8
yvbW,2919.2,913.4,2008.4,213.5,187.6,1237.8,437.6,471.3,335.3,356.7,872.7,620.6,311.0,198.0,168.8,1228.9,2506.9,1021.3,520.4,208.8,1699.6,899.7,561.0,215.9,244.0,1834.8,447.4,869.5,1318.5,93.3,518.5,285.7,87.0,123.6,117.6,999.5,350.1,104.2,23.9,112.4
yvlA,0.0,437.8,0.0,0.0,0.0,0.0,0.0,682.9,177.9,0.0,1699.7,877.5,548.3,295.7,366.4,2184.1,858.2,1133.1,596.1,297.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.5,0.0,0.0,15687.8,1821.8,189.6,1419.3,1424.4,11075.4,2184.4,1083.1,1355.1,2466.2
yueD,3614.5,1957.7,4936.3,1551.9,1150.1,3461.1,3038.6,1927.9,1675.7,3019.7,3703.2,3425.4,4756.9,2675.0,2120.9,3739.4,3252.7,4681.9,3188.3,2656.0,11216.2,10518.1,7529.8,2490.1,2700.7,17854.2,9835.2,8583.6,4541.6,3451.3,6813.9,6609.2,9701.7,6644.0,4068.1,8367.2,10182.0,9317.6,6246.7,3866.4
yfhA,0.0,0.0,0.0,0.0,2.7,223.1,65.9,315.7,10.4,0.0,829.6,185.5,339.4,286.7,318.0,696.8,107.1,332.9,300.0,277.1,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,164.6,0.0,1558.3,554.8,450.0,420.9,627.4,1611.5,2074.4,1143.2,968.0,425.0
ylnD,2120.5,3076.9,3329.3,1625.2,2720.6,3668.0,6835.0,5166.6,3391.5,1369.7,8246.0,3007.5,1776.0,1302.9,966.3,12499.0,3671.5,2212.7,2162.0,1150.3,3365.0,1222.1,4754.5,740.6,1718.6,3060.4,3786.7,1864.8,2098.6,1715.1,6635.8,9399.1,4719.4,3407.1,2808.3,4944.4,9678.0,4787.6,3083.6,2202.8
rpmD,368218.3,69817.1,40218.8,72959.8,80022.1,283819.9,126895.7,80791.3,56169.8,112913.8,173887.2,92833.9,52155.2,29159.2,22283.8,185723.8,106642.5,52009.0,36277.9,19111.8,358409.0,26978.4,53939.5,28923.0,63803.9,260264.1,74091.9,42066.1,32196.9,35220.9,88966.8,15509.3,24131.0,21716.7,13592.9,86219.0,12007.2,27333.1,16336.0,15766.0
niaP,22269.4,9698.1,29536.7,11320.6,9377.1,13718.0,9119.1,6063.1,6719.6,14144.0,2835.4,1594.1,1345.0,1371.9,1708.8,3577.6,2885.9,1563.7,629.0,1946.2,4829.9,16826.6,6415.5,7225.5,6865.2,5490.2,16886.5,8808.1,7813.9,3611.2,3387.3,3628.9,2658.9,1855.1,2125.9,4427.8,4711.9,3339.3,2203.5,1606.2
putP,118125.3,12542.9,21820.4,16536.2,16245.2,29121.6,17990.7,24975.8,13217.8,20005.0,36407.8,25437.8,34412.5,5229.1,7025.4,25778.4,28028.2,9533.4,5447.2,5698.2,451008.9,132633.5,25935.4,21081.6,26926.6,243500.6,82339.7,29616.3,27778.3,16410.3,6703.7,20219.4,16256.9,12138.3,13286.0,4401.3,29975.1,17292.0,15820.5,15201.1
tcyB,5505.9,1079.0,1690.2,6563.0,10341.9,7011.9,1790.1,1878.4,954.6,3168.9,1518.4,633.2,277.2,379.6,484.8,1467.2,1150.2,500.2,348.5,456.7,342.3,40.6,176.6,0.0,48.5,713.6,574.0,499.4,170.9,259.9,3537.9,202.7,825.7,1563.4,2132.1,4859.5,247.4,761.7,1346.6,2483.1
yjdA,0.0,80.3,33.6,0.0,0.0,0.0,0.0,213.0,195.8,0.0,615.6,768.6,612.7,324.4,383.0,556.8,1241.7,515.4,486.3,334.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.3,771.1,435.2,450.9,248.1,936.6,496.1,496.1,486.6,127.6
yvrA,8.1,367.1,220.6,42.0,6.5,42.5,0.0,337.8,42.0,68.2,583.2,555.3,592.1,917.7,1079.6,646.1,541.5,595.6,614.9,860.1,0.5,0.9,0.0,128.0,0.5,0.0,0.0,98.0,56.3,33.4,333.1,350.9,370.8,382.7,755.9,471.5,577.5,379.0,463.2,825.3
tuaC,284.4,0.0,205.7,1131.7,1034.5,34.7,318.0,862.6,781.2,2189.3,1949.5,860.9,547.1,1122.1,1288.9,2140.4,887.9,527.4,800.4,1357.7,0.0,175.0,575.0,727.0,929.6,92.9,0.0,622.4,66.7,1681.9,212.1,266.3,1260.3,2322.5,3254.8,69.6,266.0,1329.8,1491.8,4932.7
yxlH,0.0,237.2,0.0,0.0,4.4,0.0,0.0,804.2,166.9,0.0,1853.0,1494.2,1813.2,1584.9,1113.1,1570.8,1937.4,3107.9,1669.7,1409.2,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.8,0.0,280.2,356.5,458.7,747.2,570.9,234.4,980.8,994.2,313.5,767.1
yetN,2507.9,2447.8,2424.2,1347.2,1604.8,2741.0,1445.0,1190.0,1090.1,2212.5,1514.0,686.5,560.4,612.6,543.6,1155.9,789.6,841.3,440.5,565.4,1358.7,1833.5,1623.1,69.5,1347.1,1014.6,3604.4,1008.7,726.8,848.5,590.1,135.4,289.2,55.2,231.5,514.4,99.9,80.3,383.2,154.1
cydB,8112.9,1054.9,1461.5,5581.0,5279.8,14177.8,3227.3,3207.5,2621.3,5287.9,6262.0,952.5,515.1,4263.8,4874.0,7543.6,1049.7,416.3,1084.5,3628.9,31992.5,222.9,1395.6,54.2,954.3,19082.7,703.5,623.3,1622.5,2937.1,27262.4,9978.0,21387.7,5117.3,4235.3,20582.5,10030.9,4130.1,13192.7,13968.4
tsaC,13587.7,5169.2,10168.3,5612.6,4253.0,15142.7,9799.7,5701.9,8739.4,9964.7,2498.5,2095.3,1660.7,3887.4,2639.9,2484.6,2110.7,2093.1,2047.4,2611.7,8194.2,6375.5,2344.8,2492.2,5686.2,11867.1,5915.5,3051.6,4952.6,6658.4,1337.6,861.9,875.2,794.0,1178.9,1505.7,1232.8,1110.0,1673.6,1217.2
nucB,79.0,1417.6,214.7,343.0,96.8,1077.0,198.3,176.6,1619.3,87.4,166.7,215.4,194.4,4828.5,13680.3,308.9,191.7,119.2,913.0,8400.3,14.9,65.2,0.0,0.0,5875.8,112.6,0.0,0.0,1199.1,13634.0,41.3,213.0,1868.3,4751.6,11678.2,82.5,873.9,3462.7,9609.7,21392.8
yrrT,736.5,236.1,514.1,211.1,610.1,177.8,372.0,597.0,223.5,275.0,726.8,655.5,495.6,324.2,293.9,571.8,787.1,318.5,339.0,208.1,726.0,369.3,416.0,215.3,530.9,852.8,190.6,182.4,167.9,306.5,1092.7,219.9,1210.9,284.6,500.0,633.6,442.4,692.8,822.0,823.5
yqjA,3722.3,2986.5,3262.3,2845.7,4527.4,1149.7,1877.9,1012.7,1830.1,1871.1,555.7,318.5,350.4,394.6,346.7,462.0,538.7,273.6,274.6,449.0,650.8,1742.8,1760.2,2458.8,2473.1,1163.6,1247.6,2571.5,2493.5,2830.4,156.0,1170.6,845.7,762.1,623.2,273.9,872.1,604.5,436.1,667.9
yycE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,0.0,404.7,130.1,126.6,38.7,189.6,485.1,229.9,320.3,183.4,84.0,376.5,320.7,1380.5,503.8,953.9,613.9,1500.6,503.4,1165.6,414.3,0.0,133.7,122.4,285.3,432.8,0.0,106.9,56.6,386.9,846.5
uvrB,12425.9,12471.0,18140.5,9913.9,7984.6,9148.3,11309.9,6888.4,6613.1,12400.4,3521.5,4252.8,3855.1,3232.9,2831.1,3447.6,4794.2,4836.0,2978.8,2546.6,13291.0,17761.3,11741.7,9132.3,11061.0,16691.6,22031.2,13089.4,11605.5,11829.4,7280.4,2921.7,5828.1,2969.0,2322.4,5128.7,2541.0,3323.7,2786.8,3145.1
amj,8567.1,4520.0,4018.4,1418.1,1469.5,6705.4,1692.7,899.4,1228.4,1659.4,233.5,202.9,255.3,121.0,91.4,254.4,156.4,107.9,43.1,127.6,143.5,0.0,91.1,0.0,0.0,336.2,161.1,69.0,0.0,8.8,1177.4,280.2,158.7,108.7,142.9,346.4,114.9,35.8,75.6,252.7
facZ,21562.5,29254.7,43935.8,15072.7,13231.7,14631.2,28289.8,10264.1,10221.3,27143.9,7059.9,19313.8,29447.2,18515.8,9463.6,7180.2,19884.1,23052.4,20562.6,15065.4,19025.6,25408.3,38419.7,14737.8,20230.8,34152.6,29301.1,31127.8,29329.3,20044.2,33137.1,24302.1,41544.0,13490.2,21805.3,29833.4,25018.7,34652.7,14240.0,12162.2
ydeG,0.0,0.0,0.0,0.0,2.8,0.0,0.0,38.2,0.0,0.0,322.3,252.8,195.7,68.5,79.4,331.9,344.5,328.1,135.6,46.2,470.7,752.7,11.8,53.5,298.0,1140.2,0.0,159.1,228.2,265.3,63.8,73.3,0.0,6.0,28.3,175.9,51.3,10.1,30.1,52.9
khpA,79151.0,38325.2,70035.2,69840.7,59061.5,94616.9,93201.9,67106.5,48931.0,79581.3,124458.5,63252.7,72102.9,53557.0,31585.2,133742.5,73813.9,73118.0,51085.0,30397.0,147988.7,126672.0,115034.4,62942.8,75590.8,121146.5,166482.5,93100.2,86739.4,110263.1,65183.7,25316.5,29544.3,27046.1,11236.7,63805.3,29837.3,30060.1,19271.3,15262.7
argG,528016.8,112553.1,224350.5,86595.2,168138.1,185037.3,165428.8,79424.7,65263.4,117153.6,4882.8,56099.1,54438.2,39291.5,16159.2,28389.5,118218.4,54854.4,31064.7,22829.1,32870.3,9009.0,15527.0,55824.3,19567.8,72283.8,8442.5,21019.9,67368.6,22759.6,213743.2,118284.2,24469.5,44416.9,47762.2,171074.0,65548.5,29928.4,20242.8,22780.1
purT,12776.0,2911.8,5343.1,3548.0,1536.3,13363.8,4535.6,2816.1,2574.6,4439.8,3094.8,1281.9,857.2,361.4,225.0,3836.7,1684.3,1099.3,494.0,294.1,24720.2,16489.0,6935.3,3358.2,6977.5,14227.3,6536.9,5003.9,3756.8,2375.8,5679.3,1297.6,895.3,353.1,317.5,5966.6,1841.8,557.0,182.7,323.6
cysP,1295.9,2009.8,6188.5,1268.8,2098.8,913.0,3687.3,13233.5,3073.4,1338.0,26618.1,11726.8,6271.9,3377.4,2464.8,38637.5,16060.1,11021.8,5102.8,2319.5,205.6,303.9,342.3,970.5,142.1,511.9,794.3,539.8,95.7,403.8,3554.9,13766.7,23937.1,7356.6,6753.4,3325.5,21838.7,9478.3,11402.7,12247.0
ytrA,2373.1,3773.5,2391.0,1478.7,1513.0,2955.9,2767.6,617.7,931.6,2294.9,194.2,540.7,249.8,351.5,109.7,114.4,318.2,114.3,292.0,97.4,3315.2,1082.4,1211.5,11.6,1198.9,4436.7,932.4,854.8,362.0,1772.0,3.2,70.3,0.0,0.0,9.7,155.8,151.9,77.1,17.4,0.0
yobT,5.5,0.0,70.1,0.0,4.9,19.5,26.2,11.8,29.6,38.4,246.1,211.8,155.6,93.4,96.7,188.7,285.1,284.2,96.9,163.1,0.0,74.7,0.0,0.0,0.0,0.0,52.9,94.6,0.0,0.0,162.2,393.7,0.0,143.9,160.8,177.7,168.4,360.2,154.0,50.2
paiA,6.8,0.0,0.0,0.0,5.3,0.0,0.0,45.3,0.0,0.0,25.8,72.0,156.7,56.5,120.8,22.5,64.8,72.7,93.1,50.9,0.0,0.0,0.0,38.3,41.2,0.0,0.0,74.1,0.0,0.0,72.1,208.2,131.0,0.0,92.3,128.5,452.4,513.0,8.7,46.0
trnD-Leu1,178779.1,257328.7,551241.6,349219.9,359281.6,196537.7,163595.5,110376.8,158222.9,461359.7,60207.4,22335.7,52795.9,54651.0,57605.7,58559.9,16878.5,48686.2,59379.1,32207.6,205798.5,516891.2,121519.0,92706.3,124043.7,125864.4,441474.8,79962.9,156550.6,40887.7,40281.2,63590.1,112537.2,48671.7,14882.2,28957.1,107497.1,80368.2,37908.0,51944.2
cspD,351802.6,331912.4,334139.0,605084.2,555376.5,425276.7,591111.2,173428.1,265861.4,745845.8,85814.4,144110.3,134310.3,91778.6,97633.5,77037.1,140286.3,117447.3,110303.5,97390.6,721917.9,351802.8,395400.0,162240.3,327328.7,526699.1,438241.7,256958.1,287135.1,210245.0,97079.5,47602.6,25478.6,28454.4,11120.4,114743.2,24355.1,34963.6,28311.1,24299.5
ybfE,0.0,0.0,0.0,0.0,37.8,0.0,0.0,31.0,98.0,0.0,12.7,61.9,0.0,12.7,16.9,4.4,23.9,0.0,68.1,9.6,0.0,0.0,0.0,13.1,50.0,0.0,42.7,0.0,0.0,0.0,141.8,37.7,14.5,79.9,0.0,174.7,0.0,10.1,1.1,27.7
flgL,22.1,28.8,69.9,45.0,0.0,15.9,135.1,3459.9,742.1,18.3,9685.8,4624.6,2536.5,1804.4,616.0,10921.6,6006.0,3340.0,2533.5,1318.2,32.0,0.0,0.0,55.7,77.8,81.4,0.0,0.0,0.0,7.9,2537.0,2761.9,1839.2,1096.0,692.4,2325.6,1702.0,1852.0,1024.4,296.1
putR,6199.9,1746.2,4032.1,1554.7,1290.9,3246.9,2006.5,1395.9,536.8,1207.1,1775.6,1924.3,1589.6,1244.8,572.5,2301.1,1818.3,1331.3,1419.5,921.3,4786.8,1893.0,1107.3,2703.7,1340.1,3873.3,1678.9,1443.1,2629.5,971.7,3727.7,1015.5,924.3,540.5,411.7,3005.5,935.7,518.9,290.0,401.4
yckB,0.0,0.0,0.0,0.0,0.0,0.0,426.5,951.6,280.8,0.0,2359.8,883.0,429.2,347.1,623.1,2242.4,1184.3,424.4,472.7,531.3,0.0,0.0,0.0,0.0,0.0,55.1,0.0,0.0,0.0,0.0,2033.5,529.1,532.9,324.5,432.2,3266.7,632.8,516.8,176.6,508.0
gspA,755.5,891.2,542.5,67.9,225.3,1330.2,119.3,302.5,484.7,27.5,854.5,429.4,552.1,336.6,1064.7,2265.8,904.1,704.4,554.9,851.4,79.2,92.7,286.6,68.1,224.2,185.9,497.0,0.0,310.2,215.3,56231.2,5794.7,41455.5,4125.4,2987.6,56732.2,2833.3,18283.3,6847.2,3678.5
comGG,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,214.3,0.0,0.0,6.4,0.0,10.1,10.9,6.4,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19.4,0.0,0.0,41.7,205.7,19.2,75.5,24.3,413.0,194.8,429.2,155.5
yjcZ,1019598.4,369923.2,456606.6,10815.9,174568.3,228924.1,249327.3,131451.7,50740.3,74830.1,82014.6,166569.7,154366.5,111745.2,66435.1,90215.2,125094.3,160449.1,111802.8,87257.0,186121.2,99170.1,13327.9,9228.2,2474.0,2233.0,100401.9,378.6,0.0,4072.1,210426.8,486529.3,180164.3,36557.8,19613.7,192721.5,222934.8,133240.9,34781.2,78775.3
yitT,27066.1,37290.4,23014.1,26339.7,21509.3,14804.7,59574.1,13883.5,13538.8,30704.5,1967.9,4451.3,5353.8,5844.2,4314.3,1802.2,3692.7,6208.5,6384.2,4127.6,9934.1,13004.6,29596.4,25042.2,23385.5,13031.8,26691.4,31134.4,36807.8,14995.9,1584.0,1416.9,5576.2,3437.6,8018.3,1592.2,1134.3,3283.2,4824.8,8159.3
ylaN,244268.5,177834.2,147726.0,163650.4,165814.0,133119.5,226855.1,63909.4,87050.1,195535.9,18905.8,37815.5,49999.3,44912.2,34943.8,26670.5,43826.7,56076.0,41600.3,31843.8,287815.9,269535.9,328599.5,194112.4,505058.8,157310.7,316642.4,234575.2,244944.1,137350.4,31224.7,29303.2,14350.8,11614.0,8165.9,28716.3,22195.8,11086.3,12654.7,12043.9
ywcJ,247.4,0.0,0.0,0.0,0.0,0.0,0.0,569.9,89.9,0.0,2045.3,291.4,96.8,33.0,45.7,1848.6,572.8,123.2,154.0,16.7,0.0,0.0,0.0,284.7,0.0,0.0,0.0,0.0,8.9,0.0,6136.3,12401.4,9307.2,1845.0,672.6,5665.5,11857.5,4458.2,4326.8,2330.5
yerA,9297.2,8105.3,8577.2,7729.9,6669.7,9450.5,10734.9,4555.0,5144.5,11718.8,4624.6,2692.0,3106.0,2993.6,3785.8,4176.5,2650.5,3074.9,3176.5,3651.2,15982.2,14969.9,13013.7,4866.8,4709.9,21911.7,9191.3,7522.9,7537.7,6343.0,11035.5,16928.5,17770.3,7995.0,6080.6,8835.8,14618.8,7901.4,9612.8,7689.8
ycgL,234.3,995.0,427.7,297.0,650.2,1501.5,703.2,681.5,608.5,323.7,712.1,466.1,162.5,920.6,2495.1,453.6,305.5,231.1,237.4,1291.9,261.7,193.0,310.9,986.5,118.7,297.8,179.2,1484.1,599.3,1978.4,300.0,216.2,2003.2,2921.3,3290.4,271.6,485.0,672.8,3402.7,3340.1
yfjQ,216.8,100.0,589.0,1920.4,1999.5,229.7,347.6,235.9,783.6,609.7,755.4,970.7,1008.4,577.4,853.2,665.2,836.0,905.0,682.2,728.0,189.9,384.1,74.0,937.4,373.2,824.8,24.8,570.2,537.5,1038.8,164.7,254.7,195.9,728.7,572.5,131.9,579.2,227.8,499.2,937.9
yhcN,76.2,730.5,1113.6,12.7,104.5,615.8,0.0,293.1,1006.2,1.6,108.6,133.7,171.8,296.1,2967.6,128.8,116.1,208.6,202.6,848.4,441.1,0.0,1636.0,1713.6,509.2,0.0,0.0,965.7,1757.8,117.8,18.0,15.6,1530.8,21039.4,13629.1,8.6,54.2,1116.7,21886.9,33118.4
ycbL,5.7,6.0,6.8,28.0,8.3,10.3,0.0,79.8,0.0,9.2,433.7,514.3,265.1,200.5,129.4,321.7,469.8,365.4,231.2,176.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.3,497.6,296.2,218.8,74.0,523.3,611.0,67.7,30.6,27.6
frlB,3984.3,10938.8,16217.2,4461.9,2465.2,1266.4,8861.3,3635.2,5440.4,7352.0,588.9,2371.9,5900.7,5292.2,2462.3,685.6,2369.7,8714.9,10790.9,4008.6,432.0,10686.1,4026.5,3256.2,1716.8,993.0,9110.5,5507.7,3691.5,1275.9,1473.9,23131.5,130819.3,26430.3,10184.1,1382.7,39729.4,239785.5,37365.2,11979.2
nifZ,158.9,68.4,323.8,214.0,69.8,32.9,79.1,645.1,50.9,100.5,1106.4,910.4,564.2,773.8,943.6,1293.1,1010.3,768.0,981.7,998.6,1437.9,1064.7,649.5,448.5,839.1,1300.9,446.7,800.5,803.1,1000.0,993.8,925.6,488.2,1204.1,1043.6,563.0,1008.6,638.7,966.6,1151.7
glpK,42468.4,29746.0,33796.0,21023.6,19822.8,45036.5,36767.5,11632.4,15804.8,22170.1,3081.5,4917.3,7312.4,3783.8,4841.7,3140.7,3511.0,5248.2,4308.9,3148.7,11379.8,48856.4,36803.0,32997.6,19390.9,18672.2,52823.2,38939.3,30508.3,18541.5,6727.2,6260.3,17650.2,8768.8,15889.1,6594.0,9995.4,12055.8,8772.6,10863.1
ftsA,91544.3,94254.1,122518.4,29908.7,23016.5,36312.2,78898.7,34292.4,36988.7,55115.8,9920.9,22163.5,48525.2,32584.9,15954.1,11157.2,18853.9,35584.8,37534.7,20556.4,71758.6,91606.3,124747.4,94695.9,78635.7,70542.1,135113.4,119243.4,136356.5,41427.6,23794.6,33841.4,17004.0,11766.8,6707.3,20182.2,36775.3,18533.2,10823.7,5686.7
hprK,36679.9,14882.3,18997.7,12649.4,7781.1,26584.3,12657.3,5579.6,7842.8,12269.2,3377.6,4168.0,4430.2,3144.1,2992.5,3143.3,3904.5,4992.8,3403.5,2750.0,21202.5,26517.4,22955.4,11203.5,11886.5,30490.6,26755.3,18610.3,13333.0,7542.6,3432.5,3724.9,2056.0,3089.1,2742.6,3572.2,4771.6,2928.7,1796.0,1793.7
flhF,31.5,0.0,14.2,0.0,9.0,0.0,25.1,327.9,137.1,7.6,1635.0,546.1,560.6,249.3,126.5,2015.8,610.5,591.0,463.3,208.8,24.4,24.4,243.6,90.9,7.4,175.8,10.5,0.0,14.2,0.0,354.9,245.7,171.0,279.0,106.8,408.0,400.9,162.4,146.5,76.5
yonP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
yotF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yhcM,66.2,182.1,2271.6,0.0,0.0,2287.6,35.7,423.3,2358.3,0.0,50.9,88.1,169.4,1390.4,3576.9,108.5,208.4,188.1,354.7,2466.8,3190.5,196.5,370.7,6049.4,320.2,0.0,0.0,1859.5,0.0,544.4,888.2,298.4,3882.5,10012.4,26334.4,1160.3,240.5,3594.0,11151.9,29933.8
yhcH,5848.1,3678.3,4283.2,1869.0,1048.9,4001.3,3298.2,2334.0,1481.0,2262.2,639.6,648.7,361.1,372.0,375.1,851.1,704.0,260.5,377.9,294.1,150.3,1007.8,42.4,62.8,374.8,591.5,753.5,356.9,425.4,530.4,217.9,555.9,208.0,260.8,212.7,390.9,409.3,170.3,168.8,0.0
sivC,3.5,2.0,5.4,0.0,6.0,774.2,132.7,3110.4,681.5,0.0,10121.3,3124.8,3354.9,1288.9,314.9,14180.7,8781.6,6189.0,2570.1,852.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6396.4,3506.7,2177.2,1653.1,828.1,4232.8,1986.1,2411.4,2013.0,1062.2
yogA,15.2,0.0,0.0,0.0,19.7,0.0,0.0,373.3,225.2,0.0,1088.7,10548.2,20462.3,26728.2,19195.3,1180.3,8001.8,20056.8,23959.0,20914.0,173.3,126.8,0.0,0.0,0.0,0.0,368.4,0.0,0.0,0.0,235.9,240.4,322.1,527.3,519.4,384.6,229.1,300.2,773.7,650.2
maa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.6,287.3,0.0,745.7,824.7,1199.4,883.7,1572.5,662.4,774.7,977.4,966.6,1118.5,0.0,0.0,0.0,394.3,0.0,0.0,0.0,0.0,0.0,0.0,959.8,1178.4,913.7,1121.6,847.7,1124.8,1219.2,885.6,210.0,900.5
yvgK,571.5,0.0,163.3,173.6,207.8,544.0,272.1,1541.0,169.0,195.3,3254.4,4279.8,4578.7,3087.0,2552.6,3863.2,6321.7,5835.1,3431.7,2253.7,40.3,0.0,257.1,455.2,109.1,0.0,0.0,0.0,367.6,0.0,5304.1,4036.5,4019.6,2541.0,2045.5,2438.7,5683.4,4693.4,3148.7,2774.9
pdhI,3058.7,2072.7,1951.2,2897.7,1839.6,2528.9,5235.7,3597.6,3024.6,1637.5,3845.1,7867.6,5342.3,3718.3,4066.1,4578.8,7658.9,5893.1,5316.5,4378.6,3091.3,1870.7,5331.4,5403.6,4313.2,5804.1,5459.8,7036.6,3932.6,3764.6,6131.0,7444.7,2433.7,2175.2,2679.4,7719.3,12410.5,4230.4,2645.9,2060.3
lipC,177.2,268.1,148.5,110.1,1305.6,87.0,177.7,91.7,34.8,151.9,237.8,453.1,992.3,669.5,343.3,299.9,231.3,425.6,730.7,491.8,1906.5,3386.2,1905.4,2110.0,314.0,1540.6,380.2,835.6,942.8,900.5,561.7,949.0,286.1,182.3,817.3,244.6,1434.0,100.6,92.0,1685.0
gcvPA,22983.0,2637.6,3496.1,1070.5,666.9,15290.1,1072.1,3712.4,1493.5,1424.0,7379.1,4608.8,3256.1,905.2,459.4,6989.9,7198.5,2748.3,1138.6,770.4,40129.1,12356.5,3232.7,2463.3,1889.1,38097.6,12943.7,3882.7,2572.9,1678.9,5701.5,4436.9,8006.6,4555.5,3806.7,5166.5,3794.5,4473.6,3350.8,3830.0
